Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
1,8:39,1,10,DEN 22,0,7,Tua Tagovailoa pass complete short middle to Raheem Mostert for 3 yards (tackle by Josey Jewell and Patrick Surtain),4.110,3.970
1,7:56,2,7,DEN 19,0,7,Tua Tagovailoa pass complete short right to Tyreek Hill for 8 yards (tackle by Essang Bassey),3.970,4.840
1,7:17,1,10,DEN 11,0,7,De'Von Achane right guard for 3 yards (tackle by Jonathan Harris and Kareem Jackson),4.840,4.700
1,6:36,2,7,DEN 8,0,13,"De'Von Achane left end for 8 yards, touchdown",4.700,7.000
1,6:31,,,DEN 15,0,14,Jason Sanders kicks extra point good,0.000,0.000
1,6:31,,,MIA 35,0,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,6:31,1,10,DEN 25,0,14,Russell Wilson pass complete deep right to Jerry Jeudy for 15 yards (tackle by Xavien Howard),0.610,1.600
1,5:54,1,10,DEN 40,0,14,Russell Wilson pass complete short middle to Courtland Sutton for 11 yards (tackle by David Long),1.600,2.320
1,5:18,1,10,MIA 49,0,14,Javonte Williams up the middle for 3 yards (tackle by David Long),2.320,2.190
1,4:39,2,7,MIA 46,0,14,Russell Wilson pass complete short right to Javonte Williams for 17 yards (tackle by Jevon Holland),2.190,3.640
1,4:01,1,10,MIA 29,0,14,Samaje Perine left guard for 3 yards (tackle by David Long),3.640,3.510
1,3:27,2,7,MIA 26,0,14,Russell Wilson pass complete short left to Courtland Sutton for 6 yards (tackle by Kader Kohou and Jevon Holland),3.510,3.600
1,2:43,3,1,MIA 20,0,14,Javonte Williams right guard for 4 yards (tackle by David Long and DeShon Elliott),3.600,4.510
1,2:06,1,10,MIA 16,0,14,Javonte Williams right tackle for 4 yards (tackle by Jaelan Phillips and Christian Wilkins),4.510,4.570
1,1:28,2,6,MIA 12,0,14,Russell Wilson pass incomplete short middle intended for Chris Manhertz (defended by DeShon Elliott),4.570,3.730
1,1:21,3,6,MIA 12,6,14,"Russell Wilson pass complete short right to Courtland Sutton for 12 yards, touchdown",3.730,7.000
1,1:12,,,MIA 15,7,14,Wil Lutz kicks extra point good,0.000,0.000
1,1:12,,,DEN 35,7,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,1:12,1,10,MIA 25,7,14,Raheem Mostert left end for -6 yards (tackle by Nik Bonitto),0.610,-0.810
1,0:38,2,16,MIA 19,7,14,Tua Tagovailoa pass complete short right to Tyreek Hill for 19 yards (tackle by Delarrin Turner-Yell),-0.810,1.470
1,0:05,1,10,MIA 38,7,14,"Penalty on Randy Gregory: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.470,2.200
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,MIA 43,7,14,"Raheem Mostert up the middle for 17 yards (tackle by Josey Jewell and Kareem Jackson). Penalty on Mike Purcell: Defensive Offside, 5 yards (declined)",2.200,2.920
2,14:33,1,10,DEN 40,7,14,"Tua Tagovailoa pass complete deep right to Tyreek Hill for no gain. Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)",2.920,2.260
2,14:09,1,20,DEN 50,7,14,Tua Tagovailoa pass complete short right to Raheem Mostert for 5 yards (tackle by D.J. Jones),2.260,1.700
2,13:26,2,15,DEN 45,7,14,Tua Tagovailoa pass complete short left to Raheem Mostert for 11 yards (tackle by D.J. Jones),1.700,2.480
2,12:47,3,4,DEN 34,7,14,Tua Tagovailoa pass complete short right to Braxton Berrios for 11 yards (tackle by Delarrin Turner-Yell),2.480,4.040
2,12:17,1,10,DEN 23,7,14,"De'Von Achane right end for 3 yards, touchdown. Penalty on Connor Williams: Offensive Holding, 10 yards (accepted)",4.040,3.580
2,12:11,1,17,DEN 30,7,14,Tua Tagovailoa pass complete short middle to Tyreek Hill for 11 yards (tackle by Patrick Surtain),3.580,4.050
2,11:38,2,6,DEN 19,7,14,De'Von Achane right tackle for 10 yards (tackle by Delarrin Turner-Yell and Kareem Jackson),4.050,5.140
2,10:55,1,9,DEN 9,7,14,De'Von Achane right guard for 5 yards (tackle by Kareem Jackson),5.140,5.340
2,10:21,2,4,DEN 4,7,20,"Tua Tagovailoa pass complete short middle to De'Von Achane for 4 yards, touchdown",5.340,7.000
2,10:16,,,DEN 15,7,21,Jason Sanders kicks extra point good,0.000,0.000
2,10:16,,,MIA 35,7,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:16,1,10,DEN 25,7,21,Russell Wilson pass complete short left to Nate Adkins for 11 yards (tackle by Jevon Holland),0.610,1.330
2,9:46,1,10,DEN 36,7,21,Russell Wilson pass incomplete short right intended for Javonte Williams (defended by Christian Wilkins),1.330,0.790
2,9:40,2,10,DEN 36,7,21,Javonte Williams up the middle for 16 yards (tackle by Andrew Van Ginkel),0.790,2.390
2,8:56,1,10,MIA 48,7,21,Russell Wilson pass complete deep middle to Marvin Mims for 38 yards (tackle by Jevon Holland),2.390,4.910
2,8:09,1,10,MIA 10,7,21,Russell Wilson pass incomplete short right,4.910,4.190
2,8:06,2,10,MIA 10,7,21,Samaje Perine right tackle for 3 yards (tackle by Jevon Holland and DeShon Elliott),4.190,3.810
2,7:21,3,7,MIA 7,7,21,"Russell Wilson pass complete short left to Courtland Sutton for no gain, touchdown. Penalty on Brandon Johnson: Offensive Pass Interference, 10 yards (accepted) (no play)",3.810,2.740
2,7:15,,,,,,Timeout #1 by Denver Broncos,,
2,7:15,3,17,MIA 17,7,21,Russell Wilson pass complete short left to Brandon Johnson for 4 yards (tackle by DeShon Elliott),2.740,2.570
2,6:41,4,13,MIA 13,10,21,Wil Lutz 31 yard field goal good,2.570,3.000
2,6:36,,,DEN 35,10,21,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,6:36,1,10,MIA 25,10,21,De'Von Achane up the middle for 8 yards (tackle by Nik Bonitto and Kareem Jackson),0.610,1.140
2,6:10,2,2,MIA 33,10,21,De'Von Achane left guard for 1 yard (tackle by Jonathon Cooper),1.140,0.560
2,5:34,3,1,MIA 34,10,21,Alec Ingold up the middle for no gain (tackle by Alex Singleton and Zach Allen),0.560,-1.110
2,4:52,4,1,MIA 34,10,21,Alec Ingold up the middle for no gain (tackle by Alex Singleton and Nik Bonitto),-1.110,-3.380
2,4:47,1,10,MIA 33,10,21,"Penalty on Mike McGlinchey: False Start, 5 yards (accepted) (no play)",3.380,3.050
2,4:47,1,15,MIA 38,10,21,Russell Wilson pass complete short left to Courtland Sutton for 1 yard,3.050,2.300
2,4:10,2,14,MIA 37,10,21,Javonte Williams right end for -3 yards (tackle by Andrew Van Ginkel),2.300,1.220
2,3:25,3,17,MIA 40,10,21,Russell Wilson pass incomplete deep middle intended for Marvin Mims,1.220,0.590
2,3:18,4,17,MIA 40,10,21,"Riley Dixon punts 31 yards, returned by Braxton Berrios for 5 yards (tackle by Tremon Smith)",0.590,0.280
2,3:09,1,10,MIA 14,10,21,Tua Tagovailoa pass complete deep middle to Tyreek Hill for 15 yards (tackle by Delarrin Turner-Yell),-0.280,0.870
2,2:40,1,10,MIA 29,10,21,Tua Tagovailoa pass complete short right to Raheem Mostert for 8 yards (tackle by Patrick Surtain),0.870,1.410
2,2:25,2,2,MIA 37,10,21,Tua Tagovailoa pass complete short middle to Tyreek Hill for 15 yards (tackle by Patrick Surtain),1.410,2.390
2,2:05,1,10,DEN 48,10,21,Tua Tagovailoa pass complete short middle to River Cracraft for 13 yards (tackle by Damarri Mathis),2.390,3.250
2,2:00,1,10,DEN 35,10,21,Raheem Mostert up the middle for 9 yards (tackle by Jonathon Cooper),3.250,3.920
2,1:55,,,,,,Timeout #2 by Denver Broncos,,
2,1:55,2,1,DEN 26,10,21,"Penalty on Randy Gregory: Neutral Zone Infraction, 6 yards (accepted) (no play)",3.920,4.240
2,1:55,1,10,DEN 20,10,27,"Raheem Mostert up the middle for 20 yards, touchdown",4.240,7.000
2,1:49,,,DEN 15,10,28,Jason Sanders kicks extra point good,0.000,0.000
2,1:49,,,MIA 35,10,28,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,1:49,1,10,DEN 25,10,28,Russell Wilson pass incomplete short right intended for Samaje Perine,0.610,0.060
2,1:45,2,10,DEN 25,10,28,"Russell Wilson pass complete short middle to Courtland Sutton for 5 yards. Courtland Sutton fumbles (forced by Jevon Holland), recovered by Andrew Van Ginkel at DEN-32 and returned for 29 yards (tackle by Russell Wilson)",0.060,-6.510
2,1:33,1,3,DEN 3,10,34,"Raheem Mostert left guard for 3 yards, touchdown",6.510,7.000
2,1:29,,,DEN 15,10,35,Jason Sanders kicks extra point good,0.000,0.000
2,1:29,,,MIA 35,10,35,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,1:29,1,10,DEN 25,10,35,Russell Wilson pass complete short left to Samaje Perine for 8 yards (tackle by Jerome Baker and Kader Kohou),0.610,1.140
2,1:07,2,2,DEN 33,10,35,"Russell Wilson pass complete deep middle to Courtland Sutton for 20 yards (tackle by DeShon Elliott) Replay Assistant challenged the pass completion ruling, and the play was upheld.",1.140,2.460
2,0:51,1,10,MIA 47,10,35,Russell Wilson pass complete short right to Courtland Sutton for 11 yards (tackle by Xavien Howard),2.460,3.180
2,0:43,1,10,MIA 36,10,35,Russell Wilson pass incomplete deep left intended for Marvin Mims (defended by DeShon Elliott),3.180,2.640
2,0:37,2,10,MIA 36,10,35,Russell Wilson pass complete short left to Marvin Mims for 30 yards (tackle by DeShon Elliott),2.640,5.830
2,0:29,1,6,MIA 6,10,35,"Russell Wilson pass complete short right to Jerry Jeudy for no gain, touchdown. Penalty on Brandon Johnson: Illegal Shift, 5 yards (accepted) (no play)",5.830,4.770
2,0:25,1,11,MIA 11,10,35,Russell Wilson pass complete short right to Samaje Perine for 7 yards (tackle by Justin Bethel and Andrew Van Ginkel),4.770,5.340
2,0:17,,,,,,Timeout #1 by Miami Dolphins,,
2,0:17,2,4,MIA 4,10,35,Russell Wilson pass incomplete short middle intended for Courtland Sutton,5.340,4.490
2,0:11,,,,,,Timeout #2 by Miami Dolphins,,
2,0:11,3,4,MIA 4,10,35,Russell Wilson pass complete short left to Jerry Jeudy for -3 yards (tackle by Justin Bethel),4.490,2.970
2,0:07,,,,,,Timeout #3 by Denver Broncos,,
2,0:07,4,7,MIA 7,13,35,Wil Lutz 25 yard field goal good,2.970,3.000
2,0:03,,,DEN 35,13,35,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:03,1,10,MIA 25,13,35,De'Von Achane left guard for 6 yards (tackle by Alex Singleton),0.610,0.870
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,13,35,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,13,35,"Russell Wilson pass complete short middle to Jerry Jeudy for 12 yards. Jerry Jeudy fumbles, ball out of bounds at DEN-37 (forced by Jevon Holland). Jerry Jeudy fumbles out of bounds",0.610,1.400
3,14:22,1,10,DEN 37,13,35,Javonte Williams up the middle for 9 yards (tackle by Bradley Chubb),1.400,2.070
3,13:47,2,1,DEN 46,13,35,Javonte Williams right end for -2 yards (tackle by Justin Bethel),2.070,1.090
3,13:01,3,3,DEN 44,13,35,Jaleel McLaughlin right tackle for -2 yards (tackle by David Long and Jerome Baker),1.090,-0.590
3,12:24,4,5,DEN 42,13,35,"Riley Dixon punts 48 yards, fair catch by Braxton Berrios at MIA-10",-0.590,0.380
3,12:17,1,10,MIA 10,13,35,Raheem Mostert left tackle for 6 yards (tackle by Damarri Mathis),-0.380,-0.230
3,11:41,2,4,MIA 16,13,35,Raheem Mostert up the middle for 1 yard (tackle by Delarrin Turner-Yell and Zach Allen),-0.230,-0.600
3,11:03,3,3,MIA 17,13,35,Tua Tagovailoa pass complete short middle to Tyreek Hill for 9 yards (tackle by Jonathon Cooper),-0.600,0.670
3,10:26,1,10,MIA 26,13,35,Raheem Mostert right end for 7 yards (tackle by Alex Singleton and Drew Sanders),0.670,1.070
3,9:46,2,3,MIA 33,13,35,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,1.070,0.370
3,9:38,3,3,MIA 33,13,35,Tua Tagovailoa pass complete short middle to Braxton Berrios for 22 yards (tackle by Kareem Jackson),0.370,2.590
3,8:53,1,10,DEN 45,13,35,De'Von Achane left end for 40 yards (tackle by Patrick Surtain),2.590,6.060
3,8:37,1,5,DEN 5,13,35,Tua Tagovailoa pass incomplete short left intended for Julian Hill,6.060,5.150
3,8:34,2,5,DEN 5,13,35,De'Von Achane up the middle for 4 yards (tackle by Alex Singleton and Jonathon Cooper),5.150,5.170
3,7:56,3,1,DEN 1,13,35,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,5.170,3.550
3,7:52,4,1,DEN 1,13,41,"Raheem Mostert up the middle for 1 yard, touchdown",3.550,7.000
3,7:48,,,DEN 15,13,42,Jason Sanders kicks extra point good,0.000,0.000
3,7:48,,,MIA 35,13,42,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,7:48,1,10,DEN 25,13,42,Russell Wilson pass complete short left to Jerry Jeudy for 11 yards,0.610,1.330
3,7:23,1,10,DEN 36,13,42,Russell Wilson pass incomplete short left intended for Adam Trautman (defended by Jevon Holland),1.330,0.790
3,7:20,2,10,DEN 36,13,42,Javonte Williams up the middle for 4 yards (tackle by Christian Wilkins and David Long),0.790,0.630
3,6:42,3,6,DEN 40,13,42,Russell Wilson pass complete short left to Brandon Johnson for 8 yards (tackle by Xavien Howard),0.630,2.130
3,6:05,1,10,DEN 48,13,42,Russell Wilson pass incomplete deep middle intended for Jerry Jeudy (defended by Kader Kohou),2.130,1.580
3,5:58,2,10,DEN 48,13,42,Javonte Williams up the middle for 4 yards (tackle by Christian Wilkins and David Long),1.580,1.420
3,5:25,3,6,MIA 48,13,42,"Russell Wilson pass complete short right to Courtland Sutton for 25 yards. Courtland Sutton fumbles (forced by Jevon Holland), recovered by Kader Kohou at MIA-23 (tackle by Jevon Holland)",1.420,-0.480
3,5:13,1,10,MIA 23,13,42,De'Von Achane up the middle for 7 yards (tackle by Kareem Jackson),0.480,0.880
3,4:38,2,3,MIA 30,13,42,Tua Tagovailoa pass complete short right to De'Von Achane for 17 yards (tackle by Alex Singleton and Delarrin Turner-Yell),0.880,2.060
3,3:44,1,10,MIA 47,13,42,"De'Von Achane for 2 yards (tackle by Nik Bonitto and Damarri Mathis). Penalty on Drew Sanders: Unnecessary Roughness / Defense, 15 yards (accepted)",2.060,3.180
3,3:16,1,10,DEN 36,13,42,"De'Von Achane left tackle for 3 yards (tackle by Damarri Mathis). Penalty on Liam Eichenberg: Illegal Peelback, 15 yards (accepted)",3.180,2.390
3,2:57,1,22,DEN 48,13,42,Tua Tagovailoa pass complete short middle to Tyreek Hill for 7 yards (tackle by Zach Allen),2.390,1.960
3,2:22,2,15,DEN 41,13,42,"Tua Tagovailoa pass complete deep middle to Tyreek Hill for 19 yards (tackle by Delarrin Turner-Yell). Penalty on Damarri Mathis: Defensive Holding, 5 yards (declined)",1.960,4.110
3,1:55,1,10,DEN 22,13,42,Raheem Mostert up the middle for -1 yards (tackle by Zach Allen and Nik Bonitto),4.110,3.430
3,1:17,2,11,DEN 23,13,42,Raheem Mostert right tackle for 4 yards (tackle by Zach Allen and Alex Singleton),3.430,3.260
3,0:38,3,7,DEN 19,13,48,"Tua Tagovailoa pass complete short left to Raheem Mostert for 19 yards, touchdown",3.260,7.000
3,0:29,,,DEN 15,13,49,Jason Sanders kicks extra point good,0.000,0.000
3,0:29,,,MIA 35,13,49,"Jake Bailey kicks off 69 yards, returned by Marvin Mims for 22 yards (tackle by Channing Tindall and Brandon Jones)",0.000,0.040
3,0:22,1,10,DEN 18,13,49,Russell Wilson pass short middle (defended by Da'Shawn Hand) intended for Adam Trautman is intercepted by Emmanuel Ogbah at DEN-13 and returned for 5 yards (tackle by Samaje Perine and Mike McGlinchey),0.040,-5.370
3,0:15,1,8,DEN 8,13,49,De'Von Achane up the middle for -2 yards (tackle by Zach Allen),5.370,4.190
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 10,13,55,"Tua Tagovailoa pass complete short middle to De'Von Achane for 10 yards, touchdown",4.190,7.000
4,14:55,,,DEN 15,13,56,Jason Sanders kicks extra point good,0.000,0.000
4,14:55,,,MIA 35,13,56,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,DEN 25,13,56,Samaje Perine right tackle for 3 yards (tackle by David Long),0.610,0.470
4,14:28,2,7,DEN 28,13,56,Russell Wilson pass incomplete short middle intended for Jerry Jeudy,0.470,-0.230
4,14:25,3,7,DEN 28,13,56,Russell Wilson pass incomplete deep left intended for Brandon Johnson. Penalty on Brandon Johnson: Illegal Touch Pass (accepted),-0.230,-1.500
4,14:04,4,7,DEN 28,13,56,"Riley Dixon punts 58 yards, returned by Braxton Berrios for 15 yards (tackle by Delarrin Turner-Yell). Penalty on Channing Tindall: Offensive Holding, 10 yards (accepted)",-1.500,-0.150
4,13:55,1,10,MIA 19,13,56,Chris Brooks up the middle for 1 yard (tackle by Jonathan Harris),0.150,-0.200
4,13:29,2,9,MIA 20,13,56,Chris Brooks right tackle for 8 yards (tackle by Essang Bassey),-0.200,0.100
4,12:44,3,1,MIA 28,13,56,Mike White pass complete short left to De'Von Achane for -1 yards (tackle by Alex Singleton),0.100,-1.570
4,12:03,4,2,MIA 27,13,56,"Jake Bailey punts 48 yards, fair catch by Marvin Mims at DEN-25",-1.570,-0.610
4,11:57,1,10,DEN 25,13,56,Javonte Williams up the middle for 1 yard (tackle by Brandon Jones and Emmanuel Ogbah),0.610,0.200
4,11:19,2,9,DEN 26,13,56,Russell Wilson pass complete short middle to Javonte Williams for 6 yards (tackle by Duke Riley),0.200,0.300
4,10:39,3,3,DEN 32,13,56,Russell Wilson pass incomplete deep left,0.300,-1.240
4,10:32,4,3,DEN 32,13,56,"Riley Dixon punts 36 yards, fair catch by Braxton Berrios at MIA-32",-1.240,-1.070
4,10:28,1,10,MIA 32,13,56,Chris Brooks up the middle for 3 yards (tackle by Delarrin Turner-Yell),1.070,0.930
4,9:54,2,7,MIA 35,13,56,Chris Brooks up the middle for -3 yards (tackle by Nik Bonitto),0.930,-0.160
4,9:17,3,10,MIA 32,13,62,"Mike White pass complete deep right to Robbie Chosen for 68 yards, touchdown",-0.160,7.000
4,9:05,,,DEN 15,13,63,Jason Sanders kicks extra point good,0.000,0.000
4,9:05,,,MIA 35,19,63,"Jason Sanders kicks off 64 yards, returned by Marvin Mims for 99 yards, touchdown",0.000,7.000
4,8:50,,,MIA 15,20,63,Wil Lutz kicks extra point good,0.000,0.000
4,8:50,,,DEN 35,20,63,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,8:50,1,10,MIA 25,20,63,De'Von Achane right tackle for 8 yards (tackle by Thomas Incoom),0.610,1.140
4,8:12,2,2,MIA 33,20,69,"De'Von Achane left tackle for 67 yards, touchdown",1.140,7.000
4,8:01,,,DEN 15,20,70,Jason Sanders kicks extra point good,0.000,0.000
4,8:01,,,MIA 35,20,70,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,8:01,1,10,DEN 25,20,70,Jaleel McLaughlin left end for 3 yards (tackle by Duke Riley and Da'Shawn Hand),0.610,0.470
4,7:24,2,7,DEN 28,20,70,Russell Wilson pass complete short right to Marvin Mims for 5 yards (tackle by Kelvin Joseph),0.470,0.430
4,6:44,3,2,DEN 33,20,70,"Russell Wilson pass incomplete short right. Penalty on Parry Nickerson: Illegal Contact, 5 yards (accepted) (no play)",0.430,1.470
4,6:39,1,10,DEN 38,20,70,Russell Wilson pass complete deep right to Jerry Jeudy for 46 yards (tackle by Brandon Jones),1.470,4.510
4,5:56,1,10,MIA 16,20,70,Jaleel McLaughlin right tackle for 4 yards (tackle by Brandon Pili and Emmanuel Ogbah),4.510,4.570
4,5:21,2,6,MIA 12,20,70,Jaleel McLaughlin left guard for 3 yards (tackle by Brandon Pili),4.570,4.220
4,4:48,3,4,MIA 9,20,70,Russell Wilson sacked by Emmanuel Ogbah for -12 yards,4.220,2.060
4,4:05,4,15,MIA 21,20,70,Russell Wilson pass incomplete deep left intended for Courtland Sutton,2.060,-0.340
4,4:00,1,10,MIA 21,20,70,Chris Brooks up the middle for 4 yards (tackle by Essang Bassey and Jonathon Cooper),0.340,0.340
4,3:23,2,6,MIA 25,20,70,Chris Brooks up the middle for 52 yards (tackle by Damarri Mathis),0.340,4.040
4,2:31,1,10,DEN 23,20,70,Chris Brooks up the middle for 2 yards (tackle by Alex Singleton and Nik Bonitto) (no play),4.040,3.710
4,2:23,1,15,DEN 28,20,70,Chris Brooks up the middle for no gain (tackle by Jonathon Cooper and Jonathan Harris),3.710,2.820
4,2:00,2,15,DEN 28,20,70,Chris Brooks right tackle for 2 yards (tackle by Jonathan Harris and Mike Purcell),2.820,2.410
4,1:19,3,13,DEN 26,20,70,Chris Brooks left tackle for -1 yards (tackle by Jonathan Harris),2.410,1.670
4,0:32,4,14,DEN 27,20,70,Mike White kneels for -1 yards,1.670,-0.810
4,0:30,1,10,DEN 28,20,70,Jaleel McLaughlin up the middle for 7 yards (tackle by Channing Tindall and Elijah Campbell),0.810,1.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
