Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,21,82,0,3,13,0.6,69,3.3,6,3.5
Zack Moss,IND,3,18,0,1,8,2.7,10,3.3,0,
Matt Ryan,IND,3,-2,0,1,-3,-1.0,1,0.3,0,
Deon Jackson,IND,2,6,0,,2,1.0,4,2.0,0,
Parris Campbell,IND,1,2,0,0,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,17,77,1,4,39,2.3,38,2.2,1,17.0
Tony Pollard,DAL,12,91,2,4,46,3.8,45,3.8,2,6.0
Malik Davis,DAL,3,29,1,1,24,8.0,5,1.7,0,
CeeDee Lamb,DAL,2,23,0,1,17,8.5,6,3.0,1,2.0
