Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
1,4:09,2,4,MIN 17,3,0,"Warrick Dunn up the middle for 2 yards (tackle by Napoleon Harris). Penalty on Jeremy Trueblood: Unnecessary Roughness, 15 yards",4.380,1.880
1,3:41,3,17,MIN 30,3,0,Jeff Garcia pass complete short right to Warrick Dunn for 9 yards (tackle by Antoine Winfield),1.880,2.060
1,2:54,4,8,MIN 21,3,3,Matt Bryant 39 yard field goal good,2.060,3.000
1,,,,TAM 30,3,3,"Matt Bryant kicks off 63 yards, returned by Maurice Hicks for 17 yards (tackle by Clifton Smith)",0.000,0.540
1,2:41,1,10,MIN 24,3,3,Adrian Peterson right guard for 6 yards (tackle by Barrett Ruud and Ronde Barber),0.540,0.810
1,2:04,2,4,MIN 30,3,3,Adrian Peterson left guard for 5 yards (tackle by Kevin Carter and Barrett Ruud),0.810,1.270
1,1:25,1,10,MIN 35,3,3,Adrian Peterson left end for 22 yards (tackle by Tanard Jackson),1.270,2.720
1,1:06,1,10,TAM 43,3,3,"Gus Frerotte pass complete deep right to Bernard Berrian for 16 yards (tackle by Phillip Buchanon). Penalty on Jimmy Wilkerson: Roughing the Passer, 14 yards",2.720,4.710
1,0:39,1,10,TAM 13,3,3,Chester Taylor right guard for 1 yard (tackle by Tanard Jackson),4.710,4.220
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,TAM 12,3,3,"Gus Frerotte pass incomplete short right intended for Visanthe Shiancoe. Penalty on Ronde Barber: Defensive Holding, 5 yards (no play)",4.220,5.600
2,14:53,1,7,TAM 7,3,3,Adrian Peterson right guard for 4 yards (tackle by Sabby Piscitelli),5.600,5.530
2,14:14,2,3,TAM 3,3,3,Adrian Peterson left tackle for -1 yards (tackle by Ryan Sims and Derrick Brooks),5.530,4.490
2,13:40,,,,3,3,Timeout #2 by Tampa Bay Buccaneers,0.000,4.490
2,13:40,3,4,TAM 4,9,3,"Gus Frerotte pass complete short right to Bobby Wade for 4 yards, touchdown",4.490,7.000
2,,,,TAM 2,10,3,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,10,3,"Ryan Longwell kicks off 59 yards, returned by Brian Clark for 17 yards (tackle by Eric Frampton)",0.000,0.810
2,13:22,1,10,TAM 28,10,3,Jeff Garcia pass complete short middle to Antonio Bryant for 12 yards (tackle by Chad Greenway),0.810,1.600
2,12:49,1,10,TAM 40,10,3,Jeff Garcia pass complete short left to Jerramy Stevens for 5 yards (tackle by Madieu Williams),1.600,1.730
2,12:05,2,5,TAM 45,10,3,Jeff Garcia pass complete deep left to Jerramy Stevens for 20 yards (tackle by Ben Leber),1.730,3.250
2,11:19,1,10,MIN 35,10,3,Jeff Garcia pass complete short middle to Warrick Dunn for 12 yards (tackle by Cedric Griffin),3.250,4.040
2,10:40,1,10,MIN 23,10,3,Clifton Smith up the middle for 8 yards (tackle by Darren Sharper),4.040,4.750
2,9:59,2,2,MIN 15,10,3,"Jeff Garcia left end for 4 yards (tackle by Napoleon Harris). Penalty on Ben Leber: Defensive Holding, 5 yards",4.750,5.830
2,9:38,1,6,MIN 6,10,3,"Jeff Garcia pass incomplete short middle intended for Antonio Bryant. Penalty on Ray Edwards: Roughing the Passer, 3 yards (no play)",5.830,6.510
2,9:30,1,3,MIN 3,10,3,Warrick Dunn right end for -4 yards (tackle by Antoine Winfield),6.510,4.760
2,8:45,2,7,MIN 7,10,3,Jeff Garcia pass incomplete short middle intended for Michael Clayton,4.760,3.810
2,8:34,3,7,MIN 7,10,3,Jeff Garcia pass complete short middle to Clifton Smith for -1 yards (tackle by Ray Edwards),3.810,2.950
2,7:51,4,8,MIN 8,10,6,Matt Bryant 26 yard field goal good,2.950,3.000
2,,,,TAM 30,10,6,"Matt Bryant kicks off 66 yards, returned by Maurice Hicks for 25 yards (tackle by Brian Clark)",0.000,0.870
2,7:40,1,10,MIN 29,10,6,Adrian Peterson left guard for 5 yards (tackle by Tanard Jackson and Barrett Ruud),0.870,1.000
2,6:57,2,5,MIN 34,10,6,Adrian Peterson left guard for 2 yards (tackle by Derrick Brooks and Ronde Barber),1.000,0.560
2,6:18,3,3,MIN 36,10,6,Gus Frerotte pass complete short right to Bernard Berrian for 11 yards (tackle by Phillip Buchanon),0.560,2.060
2,5:44,1,10,MIN 47,10,6,Adrian Peterson right end for -2 yards (tackle by Jimmy Wilkerson and Will Allen),2.060,1.250
2,4:57,,,,10,6,Timeout #1 by Minnesota Vikings,0.000,1.250
2,4:57,2,12,MIN 45,10,6,Gus Frerotte pass complete short right to Visanthe Shiancoe for 18 yards (tackle by Derrick Brooks),1.250,3.120
2,4:18,1,10,TAM 37,10,6,Sidney Rice pass incomplete deep right intended for Visanthe Shiancoe,3.120,2.570
2,4:07,2,10,TAM 37,10,6,Adrian Peterson right tackle for 9 yards (tackle by Will Allen),2.570,3.070
2,3:40,3,1,TAM 28,10,6,Adrian Peterson left guard for 3 yards (tackle by Gaines Adams),3.070,3.910
2,2:58,1,10,TAM 25,10,6,Gus Frerotte up the middle for 3 yards (tackle by Barrett Ruud and Gaines Adams),3.910,3.770
2,2:21,2,7,TAM 22,10,6,Chester Taylor up the middle for -2 yards (tackle by Jovan Haye and Kevin Carter),3.770,2.810
2,2:00,3,9,TAM 24,10,6,Gus Frerotte pass complete short left to Chester Taylor for 4 yards (tackle by Stylez G. White),2.810,2.170
2,1:52,,,,10,6,Timeout #3 by Tampa Bay Buccaneers,0.000,2.170
2,1:52,4,5,TAM 20,13,6,Ryan Longwell 37 yard field goal good,2.170,3.000
2,,,,MIN 30,13,6,"Ryan Longwell kicks off 63 yards, returned by Clifton Smith for 25 yards (tackle by Eric Frampton)",0.000,1.070
2,1:40,1,10,TAM 32,13,6,Jeff Garcia pass complete short right to Jerramy Stevens for 8 yards (tackle by Chad Greenway),1.070,1.610
2,1:15,2,2,TAM 40,13,6,Jeff Garcia pass incomplete short middle intended for Warrick Dunn (defended by Chad Greenway),1.610,0.890
2,1:10,3,2,TAM 40,13,6,Jeff Garcia pass complete short right to Ike Hilliard for -1 yards (tackle by Antoine Winfield),0.890,-0.780
2,1:00,,,,13,6,Timeout #2 by Minnesota Vikings,0.000,-0.780
2,0:59,4,3,TAM 39,13,6,Josh Bidwell punts 37 yards,-0.780,-0.540
2,0:47,1,10,MIN 24,13,6,Chester Taylor left tackle for 6 yards (tackle by Sabby Piscitelli),0.540,0.810
2,0:23,2,4,MIN 30,13,6,Gus Frerotte pass incomplete short right intended for Bobby Wade,0.810,0.100
2,0:18,3,4,MIN 30,13,6,Chester Taylor right guard for 3 yards (tackle by Cato June),0.100,-1.180
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,13,6,"Ryan Longwell kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,13,6,Jeff Garcia pass complete short middle to Antonio Bryant for 23 yards (tackle by Antoine Winfield),0.280,1.800
3,14:29,1,10,TAM 43,13,6,Warrick Dunn left guard for 4 yards (tackle by Napoleon Harris),1.800,1.790
3,14:02,2,6,TAM 47,13,6,Antonio Bryant left end for 9 yards (tackle by Cedric Griffin),1.790,2.650
3,13:13,1,10,MIN 44,13,6,Jeff Garcia pass complete short right to Antonio Bryant for 6 yards (tackle by Chad Greenway),2.650,2.920
3,13:03,2,4,MIN 38,13,6,Warrick Dunn up the middle for 5 yards (tackle by Napoleon Harris and Cedric Griffin),2.920,3.380
3,12:32,1,10,MIN 33,13,6,Jeff Garcia pass incomplete short left intended for Jameel Cook,3.380,2.840
3,12:25,2,10,MIN 33,13,6,Jeff Garcia pass complete short middle to Michael Clayton for 9 yards (tackle by Benny Sapp),2.840,3.340
3,11:48,3,1,MIN 24,13,6,Clifton Smith up the middle for 7 yards (tackle by Darren Sharper),3.340,4.440
3,11:06,1,10,MIN 17,13,6,Jeff Garcia pass incomplete deep middle intended for John Gilmore (defended by Darren Sharper),4.440,3.850
3,11:00,2,10,MIN 17,13,6,"Warrick Dunn right end for 10 yards (tackle by Chad Greenway and Benny Sapp). Penalty on Jerramy Stevens: Offensive Holding, 10 yards (no play)",3.850,2.540
3,10:46,2,20,MIN 27,13,6,"Jeff Garcia pass complete short middle to Antonio Bryant for 27 yards. Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",2.540,1.190
3,10:34,2,30,MIN 37,13,6,"Jeff Garcia pass incomplete deep middle intended for Jerramy Stevens. Penalty on Cedric Griffin: Defensive Offside, 5 yards (no play)",1.190,1.870
3,10:20,2,25,MIN 32,13,6,Jeff Garcia pass complete deep middle to Jerramy Stevens for 31 yards (tackle by Ben Leber),1.870,6.970
3,9:33,1,1,MIN 1,13,12,"B.J. Askew up the middle for 1 yard, touchdown",6.970,7.000
3,,,,MIN 2,13,13,Matt Bryant kicks extra point good,0.000,0.000
3,,,,TAM 30,13,13,"Matt Bryant kicks off 67 yards, returned by Maurice Hicks for 25 yards (tackle by Geno Hayes)",0.000,0.810
3,9:18,1,10,MIN 28,13,13,Gus Frerotte pass incomplete short left intended for Bernard Berrian,0.810,0.260
3,9:11,2,10,MIN 28,13,13,Adrian Peterson left tackle for 7 yards (tackle by Gaines Adams and Tanard Jackson),0.260,0.500
3,8:32,3,3,MIN 35,13,13,Gus Frerotte pass complete short middle to Sidney Rice for 5 yards (tackle by Aqib Talib),0.500,1.600
3,8:00,1,10,MIN 40,13,13,Adrian Peterson left guard for 3 yards (tackle by Jimmy Wilkerson),1.600,1.460
3,7:26,2,7,MIN 43,13,13,Adrian Peterson left tackle for 5 yards (tackle by Jovan Haye and Chris Hovan),1.460,1.420
3,6:42,3,2,MIN 48,13,13,Adrian Peterson up the middle for 1 yard (tackle by Stylez G. White),1.420,-0.130
3,5:58,4,1,MIN 49,13,13,Gus Frerotte pass incomplete deep right intended for Adrian Peterson (defended by Derrick Brooks),-0.130,-2.320
3,5:50,1,10,MIN 49,13,13,Jeff Garcia pass complete short right to John Gilmore for 4 yards (tackle by Ben Leber),2.320,2.320
3,5:30,2,6,MIN 45,13,13,Jeff Garcia up the middle for 5 yards (tackle by Chad Greenway),2.320,2.280
3,4:53,3,1,MIN 40,13,13,Warrick Dunn right guard for 4 yards (tackle by Ray Edwards and Ben Leber),2.280,3.180
3,4:10,1,10,MIN 36,13,13,Jeff Garcia pass complete short right to Jerramy Stevens for 6 yards (tackle by Antoine Winfield),3.180,3.450
3,3:31,2,4,MIN 30,13,13,"Clifton Smith left end for 2 yards (tackle by Cedric Griffin). Clifton Smith fumbles (forced by Cedric Griffin), recovered by Ben Leber at MIN-28 (tackle by Jeremy Trueblood)",3.450,-0.810
3,3:21,1,10,MIN 28,13,13,Gus Frerotte pass complete short left to Garrett Mills for 6 yards (tackle by Sabby Piscitelli),0.810,1.070
3,3:01,2,4,MIN 34,13,13,Adrian Peterson left guard for 1 yard (tackle by Tanard Jackson),1.070,0.500
3,2:20,3,3,MIN 35,13,13,Gus Frerotte pass complete short middle to Sidney Rice for 17 yards (tackle by Tanard Jackson),0.500,2.390
3,1:41,1,10,TAM 48,13,13,Gus Frerotte pass complete deep right to Bernard Berrian for 19 yards (tackle by Phillip Buchanon),2.390,3.640
3,1:07,1,10,TAM 29,13,13,Adrian Peterson up the middle for -3 yards (tackle by Cato June),3.640,2.700
3,0:28,2,13,TAM 32,13,13,Gus Frerotte sacked by Chris Hovan for -6 yards,2.700,1.220
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,TAM 38,13,13,Gus Frerotte sacked by Kevin Carter for -1 yards,1.220,0.660
4,14:36,4,20,TAM 39,13,13,"Chris Kluwe punts 39 yards, touchback",0.660,-0.280
4,14:28,1,10,TAM 20,13,13,Jeff Garcia sacked by Chad Greenway for 0 yards,0.280,-0.270
4,13:40,2,10,TAM 20,13,13,Warrick Dunn left tackle for 8 yards (tackle by Cedric Griffin),-0.270,0.100
4,12:57,3,2,TAM 28,13,13,Jeff Garcia right tackle for 6 yards (tackle by Jared Allen),0.100,1.200
4,12:12,1,10,TAM 34,13,13,Jeff Garcia pass complete short right to B.J. Askew for 2 yards (tackle by Antoine Winfield),1.200,0.930
4,11:22,,,,13,13,Timeout #1 by Tampa Bay Buccaneers,0.000,0.930
4,11:22,2,8,TAM 36,13,13,Jeff Garcia left tackle for 8 yards (tackle by Chad Greenway),0.930,1.860
4,10:33,1,10,TAM 44,13,13,Jeff Garcia pass complete short middle to Warrick Dunn for 8 yards (tackle by Napoleon Harris),1.860,2.400
4,9:51,2,2,MIN 48,13,13,Warrick Dunn left guard for 11 yards (tackle by Chad Greenway),2.400,3.120
4,9:08,1,10,MIN 37,13,13,Clifton Smith right tackle for 4 yards (tackle by Darren Sharper and Ben Leber),3.120,3.110
4,8:34,2,6,MIN 33,13,13,Jeff Garcia pass complete short middle to Jerramy Stevens for 14 yards (tackle by Napoleon Harris),3.110,4.310
4,7:51,1,10,MIN 19,13,13,Warrick Dunn right guard for 2 yards (tackle by Napoleon Harris and Kevin Williams),4.310,4.030
4,7:07,2,8,MIN 17,13,13,Jeff Garcia pass complete short left to Michael Clayton for 7 yards (tackle by Darren Sharper),4.030,4.690
4,6:26,3,1,MIN 10,13,13,Warrick Dunn right guard for -1 yards (tackle by Napoleon Harris and Ray Edwards),4.690,2.820
4,5:41,4,2,MIN 11,13,16,Matt Bryant 29 yard field goal good,2.820,3.000
4,,,,TAM 30,13,16,"Matt Bryant kicks off 62 yards, returned by Maurice Hicks for 15 yards (tackle by Will Allen). Maurice Hicks fumbles (forced by Will Allen), recovered by Brian Clark at MIN-26 (tackle by Maurice Hicks)",0.000,-3.840
4,5:29,1,10,MIN 26,13,16,Warrick Dunn right guard for 3 yards (tackle by Chad Greenway),3.840,3.700
4,4:45,2,7,MIN 23,13,16,Warrick Dunn left end for 4 yards (tackle by Chad Greenway),3.700,3.570
4,3:59,3,3,MIN 19,13,16,Jeff Garcia pass complete short middle to Antonio Bryant for 9 yards (tackle by Pat Williams). Penalty on Cedric Griffin: Illegal Use of Hands (Declined),3.570,4.910
4,3:52,1,10,MIN 10,13,16,Warrick Dunn right guard for 2 yards (tackle by Chad Greenway),4.910,4.570
4,3:47,,,,13,16,Timeout #1 by Minnesota Vikings,0.000,4.570
4,3:47,2,8,MIN 8,13,16,Jeff Garcia pass incomplete short left intended for Warrick Dunn,4.570,3.580
4,3:40,3,8,MIN 8,13,16,Jeff Garcia pass incomplete short right intended for Antonio Bryant,3.580,2.950
4,3:34,4,8,MIN 8,13,19,Matt Bryant 26 yard field goal good,2.950,3.000
4,,,,TAM 30,13,19,"Matt Bryant kicks off 66 yards, returned by Adrian Peterson for 16 yards (tackle by Clifton Smith)",0.000,0.280
4,3:23,,,,13,19,Timeout #2 by Tampa Bay Buccaneers,0.000,0.280
4,3:23,1,10,MIN 20,13,19,Gus Frerotte pass complete short left to Bobby Wade for 8 yards (tackle by Aqib Talib),0.280,0.810
4,3:17,2,2,MIN 28,13,19,Gus Frerotte pass incomplete short middle intended for Adrian Peterson (defended by Gaines Adams),0.810,0.100
4,3:11,3,2,MIN 28,13,19,Gus Frerotte pass complete short left to Aundrae Allison for -1 yards (tackle by Derrick Brooks),0.100,-1.570
4,2:29,4,3,MIN 27,13,19,Gus Frerotte pass incomplete short right intended for Sidney Rice,-1.570,-3.780
4,2:24,1,10,MIN 27,13,19,Warrick Dunn right guard for 4 yards (tackle by Chad Greenway and Ellis Wyms),3.780,3.770
4,2:19,,,,13,19,Timeout #2 by Minnesota Vikings,0.000,3.770
4,2:19,2,6,MIN 23,13,19,Warrick Dunn right guard for -1 yards (tackle by Chad Greenway),3.770,2.940
4,2:15,,,,13,19,Timeout #3 by Minnesota Vikings,0.000,2.940
4,2:15,3,7,MIN 24,13,19,Warrick Dunn left end for -4 yards (tackle by Jared Allen),2.940,1.590
4,2:00,4,11,MIN 28,13,19,Matt Bryant 46 yard field goal no good,1.590,-1.330
4,1:55,1,10,MIN 36,13,19,"Gus Frerotte pass incomplete deep left intended for Bobby Wade (defended by Aqib Talib). Penalty on Bobby Wade: Offensive Pass Interference, 10 yards (no play)",1.330,0.670
4,1:46,1,20,MIN 26,13,19,Gus Frerotte sacked by Jimmy Wilkerson for -8 yards,0.670,-1.750
4,1:23,2,28,MIN 18,13,19,"Gus Frerotte pass complete short middle to Chester Taylor for 11 yards (tackle by Jimmy Wilkerson). Chester Taylor fumbles (forced by Jimmy Wilkerson), recovered by Ronde Barber at MIN-30 and returned for 2 yards (tackle by Chester Taylor)",-1.750,-3.710
4,1:14,1,10,MIN 28,13,19,Jeff Garcia kneels for -1 yards,3.710,3.030
4,1:14,2,11,MIN 29,13,19,Jeff Garcia kneels for -1 yards,3.030,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
