Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
2,9:25,2,10,SEA 34,7,21,Matt Hasselbeck pass incomplete intended for Itula Mili,0.660,-0.030
2,9:19,3,10,SEA 34,7,21,Matt Hasselbeck left tackle for 3 yards (tackle by Shaun Rogers),-0.030,-0.910
2,8:39,4,7,SEA 37,7,21,Tom Rouen punts 61 yards,-0.910,0.380
2,8:27,1,10,DET 2,7,21,Shawn Bryson up the middle for 1 yard (tackle by Cedric Woodard and Rashad Moore),-0.380,-0.710
2,7:44,2,9,DET 3,7,21,Joey Harrington pass complete to Az-Zahir Hakim for 5 yards (tackle by Randall Godfrey),-0.710,-0.720
2,7:00,3,4,DET 8,7,21,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.720,-2.490
2,6:54,4,4,DET 8,7,21,"Nick Harris punts 28 yards, muffed catch by Kris Richard, recovered by Willie J. Williams and returned for no gain",-2.490,-3.310
2,6:45,1,10,DET 34,7,27,"Matt Hasselbeck pass complete to Bobby Engram for 34 yards, touchdown",3.310,7.000
2,,,,DET 2,7,28,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,7,28,"Josh Brown kicks off 58 yards, returned by Reggie Swinton for 15 yards (tackle by Willie J. Williams)",0.000,0.740
2,6:31,1,10,DET 27,7,28,Joey Harrington pass complete to Shawn Bryson for 4 yards (tackle by Orlando Huff),0.740,0.740
2,5:53,2,6,DET 31,7,28,Olandis Gary left tackle for 8 yards (tackle by Ken Hamlin),0.740,1.530
2,5:18,1,10,DET 39,7,28,Olandis Gary up the middle for 2 yards (tackle by D.D. Lewis and Cedric Woodard),1.530,1.260
2,4:37,2,8,DET 41,7,28,Joey Harrington pass complete to Mikhael Ricks for no gain,1.260,0.560
2,4:15,3,8,DET 41,7,28,Joey Harrington pass incomplete intended for Shawn Bryson,0.560,-0.650
2,4:10,4,8,DET 41,7,28,"Penalty on Donte Curry: False Start, 5 yards (no play)",-0.650,-0.980
2,4:09,4,13,DET 36,7,34,"Nick Harris punts 47 yards, returned by Bobby Engram for 83 yards, touchdown",-0.980,-7.000
2,,,,DET 2,7,35,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,7,35,"Josh Brown kicks off 66 yards, returned by Reggie Swinton for 35 yards (tackle by Josh Brown). Penalty on Wali Rainer: Offensive Holding, 10 yards",0.000,0.870
2,3:43,1,10,DET 29,7,35,Joey Harrington pass complete to Cory Schlesinger for 8 yards (tackle by Shawn Springs),0.870,1.410
2,3:05,2,2,DET 37,7,35,Joey Harrington pass complete to Bill Schroeder for 4 yards (tackle by Marcus Trufant),1.410,1.660
2,2:19,1,10,DET 41,7,35,Joey Harrington pass complete to Shawn Bryson for 6 yards (tackle by Ken Hamlin),1.660,1.930
2,2:00,2,4,DET 47,7,35,Shawn Bryson left guard for 20 yards (tackle by Reggie Tongue),1.930,3.380
2,1:36,1,10,SEA 33,7,35,Joey Harrington pass complete to Az-Zahir Hakim for 7 yards (tackle by Reggie Tongue),3.380,3.780
2,1:24,2,3,SEA 26,7,35,Shawn Bryson up the middle for 5 yards (tackle by D.D. Lewis),3.780,4.170
2,1:16,,,,7,35,Timeout #2 by Detroit Lions,0.000,4.170
2,1:16,1,10,SEA 21,7,35,Joey Harrington pass complete to Az-Zahir Hakim for 6 yards (tackle by Shawn Springs),4.170,4.550
2,0:53,2,4,SEA 15,7,35,Joey Harrington pass incomplete intended for Shawn Bryson,4.550,3.810
2,0:47,3,4,SEA 15,13,35,"Joey Harrington pass complete to Az-Zahir Hakim for 15 yards, touchdown",3.810,7.000
2,,,,SEA 2,14,35,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,35,"Jason Hanson kicks off 69 yards, returned by Maurice Morris for 22 yards (tackle by Terrence Holt)",0.000,0.480
2,0:34,1,10,SEA 23,14,35,Maurice Morris left end for 11 yards (tackle by Kalimba Edwards),0.480,1.200
2,0:28,,,,14,35,Timeout #1 by Seattle Seahawks,0.000,1.200
2,0:28,1,10,SEA 34,14,35,Matt Hasselbeck pass incomplete intended for Itula Mili,1.200,0.660
2,0:24,2,10,SEA 34,14,35,Shaun Alexander up the middle for 7 yards (tackle by Doug Evans),0.660,0.890
2,0:17,,,,14,35,Timeout #2 by Seattle Seahawks,0.000,0.890
2,0:17,3,3,SEA 41,14,35,"Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Otis Smith). Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",0.890,1.990
2,0:11,1,10,SEA 46,14,35,Matt Hasselbeck pass complete to Koren Robinson for 6 yards (tackle by Otis Smith),1.990,2.260
2,0:01,,,,14,35,Timeout #3 by Seattle Seahawks,0.000,2.260
2,0:01,2,4,DET 48,14,35,Matt Hasselbeck pass incomplete intended for Alex Bannister (defended by Bracy Walker),2.260,1.550
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,14,35,"Josh Brown kicks off 60 yards, returned by Reggie Swinton for 17 yards (tackle by Kris Richard). Penalty on Wali Rainer: Offensive Holding, 10 yards, Penalty on Casey Fitzsimmons: Offensive Holding (Declined)",0.000,-0.060
3,14:54,1,10,DET 17,14,35,Olandis Gary right tackle for 3 yards (tackle by D.D. Lewis),-0.060,-0.060
3,14:18,2,7,DET 20,14,35,Joey Harrington pass complete to Shawn Bryson for -2 yards (tackle by D.D. Lewis),-0.060,-1.130
3,13:34,3,9,DET 18,14,35,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Reggie Tongue),-1.130,-2.240
3,13:29,4,9,DET 18,14,35,"Nick Harris punts 37 yards, returned by Bobby Engram for no gain. Penalty on Solomon Bates: Offensive Holding, 10 yards",-2.240,-1.270
3,13:19,1,10,SEA 35,14,35,Matt Hasselbeck pass complete to Itula Mili for 11 yards (tackle by Wali Rainer),1.270,1.990
3,12:48,1,10,SEA 46,14,35,Shaun Alexander right end for 5 yards (tackle by Earl Holmes and Shaun Rogers),1.990,2.130
3,12:14,2,5,DET 49,14,35,Shaun Alexander up the middle for -1 yards (tackle by Earl Holmes),2.130,1.290
3,11:37,3,6,SEA 50,14,35,Matt Hasselbeck pass complete to Mack Strong for 2 yards (tackle by Dre' Bly),1.290,0.070
3,10:49,4,4,DET 48,14,35,"Tom Rouen punts 48 yards, touchback",0.070,-0.280
3,10:39,1,10,DET 20,14,35,Joey Harrington pass complete to Bill Schroeder for 11 yards (tackle by Marcus Trufant),0.280,1.000
3,10:02,1,10,DET 31,14,35,Olandis Gary up the middle for 27 yards (tackle by Marcus Trufant and Reggie Tongue),1.000,2.790
3,9:21,1,10,SEA 42,14,35,Olandis Gary up the middle for 2 yards (tackle by Cedric Woodard and Brandon Mitchell),2.790,2.510
3,8:40,2,8,SEA 40,14,35,"Joey Harrington pass incomplete intended for Bill Schroeder (defended by Shawn Springs). Penalty on Ken Hamlin: Illegal Contact, 5 yards (no play)",2.510,3.250
3,8:35,1,10,SEA 35,14,35,Joey Harrington pass complete to Olandis Gary for 4 yards (tackle by Orlando Huff),3.250,3.240
3,7:52,2,6,SEA 31,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Marcus Trufant),3.240,2.540
3,7:46,,,,14,35,Timeout #1 by Detroit Lions,0.000,2.540
3,7:45,3,6,SEA 31,14,35,Joey Harrington left tackle for 7 yards (tackle by Ken Hamlin),2.540,3.970
3,6:59,1,10,SEA 24,14,35,Joey Harrington pass complete to Casey Fitzsimmons for 7 yards (tackle by Brandon Mitchell),3.970,4.460
3,6:22,2,3,SEA 17,14,35,Joey Harrington pass complete to Cory Schlesinger for 11 yards (tackle by D.D. Lewis),4.460,5.830
3,5:50,1,6,SEA 6,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim,5.830,4.950
3,5:43,2,6,SEA 6,14,35,Joey Harrington up the middle for -3 yards (tackle by Chad Brown),4.950,3.360
3,5:06,3,9,SEA 9,14,35,"Joey Harrington pass incomplete intended for Bill Schroeder. Penalty on John Randle: Roughing the Passer, 5 yards (no play)",3.360,6.280
3,5:03,1,4,SEA 4,14,35,Olandis Gary up the middle for 1 yard (tackle by Orlando Huff and Chad Brown),6.280,5.530
3,4:22,2,3,SEA 3,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim,5.530,4.720
3,4:18,3,3,SEA 3,14,35,Joey Harrington pass incomplete intended for Shawn Bryson (defended by Ken Hamlin),4.720,3.040
3,4:15,,,,14,35,Timeout #2 by Detroit Lions,0.000,3.040
3,4:15,4,3,SEA 3,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Ken Lucas),3.040,0.380
3,4:11,1,10,SEA 4,14,35,--,-0.380,-0.490
3,3:41,2,6,SEA 8,14,35,Matt Hasselbeck pass complete to Shaun Alexander for 4 yards (tackle by Otis Smith),-0.490,-0.480
3,2:56,3,2,SEA 12,14,35,Maurice Morris right end for no gain (tackle by Jeff Gooch and Otis Smith). Penalty on Chris Terry: Offensive Holding (Declined),-0.480,-2.490
3,2:50,4,2,SEA 12,14,35,"Tom Rouen punts 42 yards, muffed catch by Reggie Swinton, recovered by Terrence Holt and returned for no gain",-2.490,-1.990
3,2:39,1,10,DET 46,14,35,"Joey Harrington sacked by Chad Brown for -9 yards. Penalty on Chad Brown: Face Mask (5 Yards), 9 yards",1.990,1.990
3,2:14,1,10,DET 46,14,35,Joey Harrington pass complete to Az-Zahir Hakim for 11 yards (tackle by Ken Lucas),1.990,2.720
3,1:37,1,10,SEA 43,14,35,Joey Harrington pass complete to Bill Schroeder for 3 yards (tackle by Reggie Tongue),2.720,2.580
3,0:56,2,7,SEA 40,14,35,"Joey Harrington pass incomplete intended for Reggie Swinton. Penalty on Joey Harrington: Intentional Grounding, 10 yards",2.580,0.560
3,0:53,3,17,SEA 50,14,35,Joey Harrington pass complete to Mikhael Ricks for 19 yards (tackle by Reggie Tongue),0.560,3.510
3,0:12,1,10,SEA 31,14,35,Joey Harrington pass complete to Mikhael Ricks for -2 yards (tackle by D.D. Lewis),3.510,2.700
Quarter,Time,Down,ToGo,Location,DET,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,SEA 33,14,35,Joey Harrington pass complete to Mikhael Ricks for 28 yards (tackle by Ken Lucas),2.700,6.060
4,14:11,1,5,SEA 5,14,35,Joey Harrington pass incomplete intended for Olandis Gary,6.060,5.150
4,14:03,2,5,SEA 5,14,35,"Penalty on Reggie Swinton: False Start, 5 yards (no play)",5.150,4.190
4,14:02,2,10,SEA 10,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim,4.190,3.130
4,14:00,3,10,SEA 10,14,35,Joey Harrington pass incomplete intended for Mikhael Ricks (defended by Shawn Springs),3.130,2.760
4,13:49,4,10,SEA 10,14,35,Joey Harrington pass incomplete intended for Bill Schroeder is intercepted by Shawn Springs at SEA-1 and returned for 8 yards (tackle by Bill Schroeder),2.760,0.380
4,13:44,1,10,SEA 9,14,35,Shaun Alexander left end for 2 yards (tackle by Terrence Holt). Penalty on Steve Hutchinson: Offensive Holding (Declined),-0.380,-0.630
4,13:25,2,8,SEA 11,14,35,Matt Hasselbeck pass complete to Itula Mili for 9 yards (tackle by Barrett Green),-0.630,0.280
4,12:44,1,10,SEA 20,14,35,Shaun Alexander right tackle for 6 yards (tackle by Brian Walker and Wali Rainer),0.280,0.540
4,11:59,2,4,SEA 26,14,35,Shaun Alexander left guard for 3 yards (tackle by Earl Holmes and Barrett Green),0.540,0.230
4,11:14,3,1,SEA 29,14,35,Matt Hasselbeck pass complete to Darrell Jackson for 5 yards (tackle by Terrence Holt),0.230,1.200
4,10:41,1,10,SEA 34,14,35,Shaun Alexander left end for -4 yards (tackle by Corey Harris),1.200,0.120
4,9:53,2,14,SEA 30,14,35,Matt Hasselbeck pass incomplete intended for Shaun Alexander,0.120,-0.560
4,9:48,3,14,SEA 30,14,35,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Dre' Bly),-0.560,-1.370
4,9:44,4,14,SEA 30,14,35,"Tom Rouen punts 47 yards, returned by Reggie Swinton for no gain. Penalty on Jacoby Shepherd: Offensive Holding, 10 yards",-1.370,0.320
4,9:34,1,10,DET 13,14,35,Joey Harrington pass complete to Cory Schlesinger for 3 yards (tackle by Marcus Trufant),-0.320,-0.440
4,8:58,2,7,DET 16,14,35,Joey Harrington pass incomplete intended for Bill Schroeder,-0.440,-1.060
4,8:52,3,7,DET 16,14,35,Joey Harrington pass incomplete intended for Bill Schroeder,-1.060,-2.390
4,8:48,4,7,DET 16,14,35,"Nick Harris punts 33 yards, fair catch by Bobby Engram. Penalty on Kris Richard: Offensive Holding, 10 yards",-2.390,-1.660
4,8:41,1,10,SEA 41,14,35,"Shaun Alexander left end for 3 yards (tackle by Jared DeVries). Penalty on Itula Mili: Tripping, 10 yards (no play)",1.660,1.000
4,8:13,1,20,SEA 31,14,35,Shaun Alexander up the middle for no gain (tackle by Brian Walker and Earl Holmes),1.000,-0.230
4,7:31,2,20,SEA 31,14,35,Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Jeff Gooch),-0.230,0.170
4,6:56,3,12,SEA 39,14,35,Matt Hasselbeck pass complete to Mack Strong for 2 yards (tackle by Otis Smith),0.170,-0.650
4,6:23,4,10,SEA 41,14,35,Tom Rouen punts 54 yards,-0.650,0.380
4,6:10,1,10,DET 5,14,35,Joey Harrington pass complete to Shawn Bryson for 10 yards (tackle by Orlando Huff),-0.380,-0.220
4,5:34,1,10,DET 15,14,35,Joey Harrington pass complete to Az-Zahir Hakim for 16 yards (tackle by Ken Hamlin),-0.220,1.000
4,5:09,1,10,DET 31,14,35,Shawn Bryson up the middle for 1 yard (tackle by Chad Brown),1.000,0.600
4,4:33,2,9,DET 32,14,35,Joey Harrington pass incomplete intended for Bill Schroeder,0.600,-0.100
4,4:29,3,9,DET 32,14,35,Joey Harrington pass complete to Bill Schroeder for 12 yards (tackle by Ken Lucas),-0.100,1.860
4,4:22,1,10,DET 44,14,35,Joey Harrington pass complete to Shawn Bryson for 12 yards (tackle by D.D. Lewis),1.860,2.650
4,3:44,1,10,SEA 44,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.650,2.110
4,3:38,2,10,SEA 44,14,35,Joey Harrington pass incomplete intended for Az-Zahir Hakim is intercepted by Reggie Tongue at SEA-14,2.110,0.280
4,3:31,1,10,SEA 14,14,35,Kerry Carter up the middle for 1 yard (tackle by Cory Redding),-0.280,-0.640
4,2:51,2,9,SEA 15,14,35,Trent Dilfer pass incomplete intended for Alex Bannister,-0.640,-1.280
4,2:46,3,9,SEA 15,14,35,Mack Strong up the middle for 10 yards (tackle by Brian Walker),-1.280,0.610
4,2:00,1,10,SEA 25,14,35,Kerry Carter right end for -4 yards (tackle by Earl Holmes),0.610,-0.480
4,1:47,,,,14,35,Timeout #3 by Detroit Lions,0.000,-0.480
4,1:47,2,14,SEA 21,14,35,Heath Evans up the middle for 2 yards (tackle by Jared DeVries),-0.480,-0.890
4,1:03,3,12,SEA 23,14,35,Kerry Carter left end for 1 yard (tackle by Doug Evans and Jared DeVries),-0.890,-1.770
4,0:16,,,,14,35,Timeout #1 by Seattle Seahawks,0.000,-1.770
4,0:16,4,11,SEA 24,14,35,"Tom Rouen punts 37 yards, returned by Reggie Swinton for 7 yards (tackle by Mack Strong)",-1.770,-1.990
4,0:07,1,10,DET 46,14,35,Joey Harrington kneels for -1 yards,1.990,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
