Player,Pos
Matt Hasselbeck,QB
Shaun Alexander,RB
Bobby Engram,WR
Darrell Jackson,WR
Koren Robinson,WR
Itula Mili,TE
Walter Jones,LT
Steve Hutchinson,LG
Robbie Tobeck,C
Chris Gray,RG
Chris Terry,RT
Brandon Mitchell,LDE
Cedric Woodard,LDT
Rashad Moore,RDT
Chike Okeafor,RDE
D.D. Lewis,OLB
Chad Brown,OLB
Randall Godfrey,MLB
Shawn Springs,LCB
Marcus Trufant,RCB
Reggie Tongue,SS
Ken Hamlin,FS
