Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
1,5:22,1,10,KAN 34,3,0,Maurice Jones-Drew middle for 6 yards (tackle by DaJuan Morgan),3.310,3.580
1,4:41,2,4,KAN 28,3,6,"Rashad Jennings left end for 28 yards, touchdown",3.580,7.000
1,,,,KAN 2,3,7,Josh Scobee kicks extra point good,0.000,0.000
1,,,,JAX 30,3,7,"Josh Scobee kicks off 62 yards, muffed catch by Jamaal Charles, recovered by Jamaal Charles at KC-11, and returned for 3 yards",0.000,-0.280
1,4:28,1,10,KAN 14,3,7,Matt Cassel pass incomplete short right intended for Mark Bradley,-0.280,-0.750
1,4:24,2,10,KAN 14,3,7,Matt Cassel pass incomplete short right intended for Dwayne Bowe (defended by Justin Durant),-0.750,-1.400
1,4:20,3,10,KAN 14,3,7,Matt Cassel pass complete short left to Lance Long for 6 yards (tackle by Reggie Nelson),-1.400,-2.030
1,3:44,4,4,KAN 20,3,7,Dustin Colquitt punts 70 yards,-2.030,0.380
1,3:30,1,10,JAX 10,3,7,Maurice Jones-Drew middle for 1 yard (tackle by Brandon Flowers),-0.380,-0.710
1,2:51,2,9,JAX 11,3,7,Maurice Jones-Drew middle for 2 yards (tackle by Tyson Jackson),-0.710,-1.070
1,2:08,3,7,JAX 13,3,7,"David Garrard pass complete short left to Mike Sims-Walker for 22 yards (tackle by Mike Vrabel). Penalty on Eugene Monroe: Offensive Holding, 6 yards (no play)",-1.070,-1.770
1,1:39,3,13,JAX 7,3,7,David Garrard pass complete deep middle to Jarett Dillard for 33 yards (tackle by Jovan Belcher),-1.770,1.600
1,0:56,1,10,JAX 40,3,7,Mike Thomas left end for 18 yards (tackle by Mike Vrabel),1.600,2.790
1,0:13,1,10,KAN 42,3,7,Maurice Jones-Drew right end for 2 yards (tackle by Mike Vrabel),2.790,2.510
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,KAN 40,3,7,David Garrard pass complete short right to Maurice Jones-Drew for 15 yards (tackle by Derrick Johnson),2.510,3.910
2,14:28,1,10,KAN 25,3,7,Maurice Jones-Drew middle for 5 yards (tackle by Mike Vrabel),3.910,4.040
2,13:57,2,5,KAN 20,3,7,Maurice Jones-Drew middle for -4 yards (tackle by Corey Mays),4.040,2.810
2,13:17,3,9,KAN 24,3,7,David Garrard sacked by Wallace Gilberry for -11 yards,2.810,0.970
2,12:43,,,,3,7,Timeout #1 by Jacksonville Jaguars,0.000,0.970
2,12:43,4,20,KAN 35,3,7,Josh Scobee 53 yard field goal no good,0.970,-1.800
2,12:38,1,10,KAN 43,3,7,Kolby Smith middle for 2 yards (tackle by Bryan Smith),1.800,1.520
2,12:13,2,8,KAN 45,3,7,Matt Cassel pass complete short left to Lance Long for 5 yards (tackle by Clint Ingram),1.520,1.490
2,11:33,3,3,,3,7,Kolby Smith middle for 2 yards (tackle by Reggie Nelson),1.490,0.070
2,10:52,4,1,JAX 48,3,7,"Dustin Colquitt punts 34 yards, fair catch by Mike Thomas",0.070,0.280
2,10:45,1,10,JAX 14,3,7,David Garrard pass complete short right to Mike Sims-Walker for 12 yards (tackle by Brandon Flowers),-0.280,0.670
2,10:21,1,10,JAX 26,3,7,Maurice Jones-Drew left end for 3 yards (tackle by Corey Mays),0.670,0.540
2,9:42,2,7,JAX 29,3,7,David Garrard pass complete short right to Mike Thomas for -2 yards (tackle by Brandon Flowers),0.540,-0.430
2,9:02,3,9,JAX 27,3,7,David Garrard middle for 8 yards (tackle by Jovan Belcher),-0.430,-1.040
2,8:17,4,1,JAX 35,3,7,"Adam Podlesh punts 37 yards, returned by Dantrell Savage for 2 yards (tackle by Russell Allen)",-1.040,-0.940
2,8:07,1,10,KAN 30,3,7,Matt Cassel pass incomplete short left intended for Sean Ryan,0.940,0.390
2,8:03,2,10,KAN 30,3,7,Dantrell Savage right end for 4 yards (tackle by Quentin Groves),0.390,0.230
2,7:18,3,6,KAN 34,3,7,Matt Cassel middle for 3 yards (tackle by Julius Williams),0.230,-0.910
2,6:37,4,3,KAN 37,3,7,"Dustin Colquitt punts 40 yards. Penalty on Courtney Greene: Offensive Holding, 10 yards",-0.910,0.320
2,6:24,1,10,JAX 13,3,7,Maurice Jones-Drew middle for 9 yards (tackle by DaJuan Morgan),-0.320,0.490
2,5:47,2,1,JAX 22,3,7,Maurice Jones-Drew middle for -1 yards (tackle by Tamba Hali),0.490,-0.470
2,5:08,3,2,JAX 21,3,7,"David Garrard pass complete short right to Torry Holt for 3 yards (tackle by Derrick Johnson). Torry Holt fumbles (forced by Derrick Johnson), recovered by DaJuan Morgan at JAX-20 (tackle by Maurice Jones-Drew)",-0.470,-4.240
,,,,,,,"JAX challenged the fumble ruling, and the play was upheld.",,
2,4:57,1,10,JAX 20,3,7,Kolby Smith middle for 12 yards (tackle by Gerald Alexander),4.240,5.370
2,4:14,1,8,JAX 8,3,7,Matt Cassel pass complete short middle to Kolby Smith for 4 yards (tackle by Brian Russell),5.370,5.340
2,3:29,2,4,JAX 4,3,7,Matt Cassel pass incomplete short middle intended for Lance Long (defended by Reggie Nelson),5.340,4.490
2,3:25,3,4,JAX 4,3,7,Kolby Smith middle for 1 yard (tackle by Terrance Knighton),4.490,3.040
2,2:42,4,3,JAX 3,6,7,Ryan Succop 21 yard field goal good,3.040,3.000
2,,,,KAN 30,6,7,"Ryan Succop kicks off 70 yards, returned by Mike Thomas for 16 yards (tackle by Wallace Gilberry)",0.000,-0.140
2,2:32,1,10,JAX 16,6,7,David Garrard pass complete short right to Mike Sims-Walker for 12 yards (tackle by Jovan Belcher),-0.140,0.810
2,2:08,1,10,JAX 28,6,7,David Garrard pass incomplete deep right intended for Torry Holt,0.810,0.260
2,1:59,2,10,JAX 28,6,7,David Garrard pass complete short right to Torry Holt for 9 yards (tackle by Mike Richardson),0.260,0.760
2,1:32,3,1,JAX 37,6,7,David Garrard middle for 2 yards (tackle by Tamba Hali),0.760,1.530
2,1:11,1,10,JAX 39,6,13,"David Garrard pass complete deep left to Mike Sims-Walker for 61 yards, touchdown",1.530,7.000
2,,,,KAN 2,6,14,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,6,14,"Josh Scobee kicks off 65 yards, returned by Dantrell Savage for 18 yards (tackle by Montell Owens)",0.000,0.480
2,0:56,1,10,KAN 23,6,14,Matt Cassel pass complete short right to Lance Long for 7 yards (tackle by Rashean Mathis),0.480,0.880
2,0:35,2,3,KAN 30,6,14,Matt Cassel pass complete short right to Jamaal Charles for 5 yards,0.880,1.270
2,0:31,,,,6,14,Timeout #2 by Kansas City Chiefs,0.000,1.270
2,0:31,1,10,KAN 35,6,14,Matt Cassel pass incomplete short right intended for Dwayne Bowe,1.270,0.720
2,0:25,2,10,KAN 35,6,14,Matt Cassel pass complete short right to Lance Long for 27 yards (tackle by Gerald Alexander),0.720,3.050
2,0:14,,,,6,14,Timeout #3 by Kansas City Chiefs,0.000,3.050
2,0:14,1,10,JAX 38,6,14,Matt Cassel pass incomplete deep right intended for Lance Long,3.050,2.510
2,0:10,2,10,JAX 38,6,14,Matt Cassel pass incomplete short right intended for Sean Ryan,2.510,1.820
2,0:05,3,10,JAX 38,6,14,Ryan Succop 56 yard field goal no good. Penalty on Daryl Smith: Illegal Block Above the (Declined),1.820,1.930
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,6,14,"Josh Scobee kicks off 61 yards, returned by Dantrell Savage for 10 yards (tackle by Tyron Brackenridge)",0.000,0.150
3,14:55,1,10,KAN 19,6,14,Matt Cassel sacked by Daryl Smith for -4 yards,0.150,-1.000
3,14:18,2,14,KAN 15,6,14,Matt Cassel pass complete short left to Mike Cox for -4 yards (tackle by Daryl Smith),-1.000,-2.360
3,13:36,3,18,KAN 11,6,14,Matt Cassel pass complete short middle to Chris Chambers for 11 yards (tackle by Daryl Smith),-2.360,-1.900
3,13:02,4,7,KAN 22,6,14,Dustin Colquitt punts 59 yards,-1.900,-0.150
3,12:49,1,10,JAX 19,6,14,Maurice Jones-Drew for 2 yards,0.150,-0.060
3,12:20,2,8,JAX 21,6,14,David Garrard pass complete short right to Torry Holt for 7 yards (tackle by Corey Mays),-0.060,0.100
3,11:42,3,1,JAX 28,6,14,Maurice Jones-Drew middle for 2 yards (tackle by Demorrio Williams),0.100,0.940
3,11:00,1,10,JAX 30,6,14,David Garrard pass incomplete short left intended for Mike Sims-Walker,0.940,0.390
3,10:54,2,10,JAX 30,6,14,David Garrard pass incomplete short left intended for Marcedes Lewis,0.390,-0.300
3,10:49,3,10,JAX 30,6,14,David Garrard pass complete deep left to Torry Holt for 18 yards (tackle by Brandon Carr),-0.300,2.130
3,10:08,1,10,JAX 48,6,14,Maurice Jones-Drew middle for 1 yard (tackle by Mike Brown),2.130,1.720
3,9:25,2,9,JAX 49,6,14,David Garrard pass incomplete short right intended for Maurice Jones-Drew,1.720,1.020
3,9:20,3,9,JAX 49,6,14,David Garrard pass incomplete short left intended for Mike Sims-Walker,1.020,-0.130
3,9:11,4,9,JAX 49,6,14,"Adam Podlesh punts 51 yards, touchback",-0.130,-0.280
3,9:01,1,10,KAN 20,6,14,Matt Cassel pass complete short left to Dantrell Savage for 8 yards (tackle by Gerald Alexander),0.280,0.810
3,8:15,2,2,KAN 28,6,14,Jamaal Charles right end for 5 yards (tackle by Daryl Smith),0.810,1.140
3,7:46,1,10,KAN 33,6,14,"Matt Cassel pass incomplete short left intended for Dwayne Bowe. Penalty on Dwayne Bowe: Offensive Pass Interfere, 10 yards (no play)",1.140,0.480
3,7:39,1,20,KAN 23,6,14,Matt Cassel pass incomplete short middle intended for Dwayne Bowe (defended by Montavious Stanley),0.480,-0.760
3,7:29,2,20,KAN 23,6,14,Matt Cassel pass complete short right to Jamaal Charles for 1 yard (tackle by Gerald Alexander),-0.760,-1.290
3,6:49,3,19,KAN 24,6,14,Matt Cassel pass complete short left to Lance Long for 11 yards (tackle by Justin Durant),-1.290,-1.040
3,6:17,4,8,KAN 35,6,14,Dustin Colquitt punts 42 yards,-1.040,-0.480
3,6:09,1,10,JAX 23,6,14,David Garrard pass incomplete deep right intended for Torry Holt,0.480,-0.070
3,6:03,2,10,JAX 23,6,14,Maurice Jones-Drew middle for 6 yards (tackle by Kenny Smith),-0.070,0.040
3,5:20,3,4,JAX 29,6,14,David Garrard pass complete short left to Mike Sims-Walker for 45 yards (tackle by Mike Brown),0.040,3.840
3,4:30,1,10,KAN 26,6,14,David Garrard pass complete short right to Greg Jones for no gain,3.840,3.300
3,3:49,2,10,KAN 26,6,14,Maurice Jones-Drew right end for 9 yards (tackle by Demorrio Williams),3.300,3.950
3,3:07,3,1,KAN 17,6,14,Maurice Jones-Drew right end for 3 yards (tackle by Brandon Carr),3.950,4.650
3,2:24,1,10,KAN 14,6,14,Maurice Jones-Drew middle for -1 yards (tackle by Tamba Hali),4.650,3.850
3,1:41,2,11,KAN 15,6,14,David Garrard pass incomplete short right intended for Torry Holt,3.850,3.060
3,1:30,3,11,KAN 15,6,14,David Garrard pass complete short right to Mike Sims-Walker for 6 yards (tackle by Mike Richardson),3.060,2.880
3,0:52,4,5,KAN 9,6,17,Josh Scobee 27 yard field goal good,2.880,3.000
3,,,,JAX 30,6,17,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,0:47,1,10,KAN 20,6,17,Jamaal Charles middle for 13 yards (tackle by Gerald Alexander),0.280,1.140
3,0:15,1,10,KAN 33,6,17,Jamaal Charles middle for 5 yards (tackle by Justin Durant),1.140,1.270
Quarter,Time,Down,ToGo,Location,KAN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 38,6,17,Matt Cassel pass incomplete deep middle intended for Dwayne Bowe,1.270,0.560
4,14:55,3,5,KAN 38,6,17,Matt Cassel pass complete short middle to Dwayne Bowe for 13 yards (tackle by Derek Cox),0.560,2.320
4,14:25,1,10,JAX 49,6,17,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Jamaal Charles at KAN-47",2.320,1.240
4,13:43,2,14,KAN 47,6,17,Matt Cassel pass incomplete short left intended for Mark Bradley,1.240,0.560
4,13:38,3,14,KAN 47,6,17,Matt Cassel pass complete short middle to Leonard Pope for 5 yards (tackle by Daryl Smith),0.560,0.070
4,12:59,4,9,JAX 48,6,17,"Dustin Colquitt punts 36 yards, fair catch by Mike Thomas",0.070,0.350
4,12:52,1,10,JAX 12,6,17,Maurice Jones-Drew middle for 1 yard (tackle by Tyson Jackson),-0.350,-0.700
4,12:25,2,9,JAX 13,6,17,David Garrard pass complete short left to Mike Sims-Walker for 11 yards (tackle by Brandon Flowers),-0.700,0.540
4,12:00,1,10,JAX 24,6,17,David Garrard pass complete short right to Maurice Jones-Drew for 10 yards (tackle by Corey Mays),0.540,1.200
4,11:23,1,10,JAX 34,6,17,Maurice Jones-Drew middle for 8 yards (tackle by Mike Brown),1.200,1.740
4,10:43,2,2,JAX 42,6,17,Rashad Jennings middle for 1 yard (tackle by Corey Mays),1.740,1.160
4,10:09,3,1,JAX 43,6,17,David Garrard middle for 3 yards (tackle by Tamba Hali),1.160,1.990
4,9:28,1,10,JAX 46,6,17,David Garrard pass incomplete short right intended for Torry Holt,1.990,1.450
4,9:22,2,10,JAX 46,6,17,Maurice Jones-Drew left end for no gain (tackle by Brandon Carr),1.450,0.760
4,8:54,3,10,JAX 46,6,17,David Garrard pass incomplete short left intended for Torry Holt (defended by Brandon Flowers),0.760,-0.320
4,8:48,4,10,JAX 46,6,17,"Adam Podlesh punts 54 yards, touchback. Penalty on Tyron Brackenridge: Illegal Touch Kick, 5 yards",-0.320,-0.610
4,8:38,1,10,KAN 25,6,17,Jamaal Charles middle for 4 yards (tackle by Quentin Groves),0.610,0.600
4,8:02,2,6,KAN 29,6,17,Matt Cassel sacked by Daryl Smith and Terrance Knighton for -8 yards,0.600,-1.150
4,7:31,3,14,KAN 21,6,17,Matt Cassel pass incomplete short left intended for Lance Long,-1.150,-1.960
4,7:25,4,14,KAN 21,6,17,"Dustin Colquitt punts 45 yards, returned by Mike Thomas for 44 yards (tackle by Mike Brown)",-1.960,-4.110
4,7:07,1,10,KAN 22,6,17,Maurice Jones-Drew middle for 3 yards (tackle by DaJuan Morgan),4.110,3.970
4,6:29,2,7,KAN 19,6,17,Maurice Jones-Drew middle for 6 yards (tackle by DaJuan Morgan),3.970,4.390
4,5:55,3,1,KAN 13,6,17,David Garrard middle for 2 yards (tackle by Glenn Dorsey),4.390,4.840
4,5:12,,,,6,17,Timeout #1 by Kansas City Chiefs,0.000,4.840
4,5:12,1,10,KAN 11,6,17,Maurice Jones-Drew middle for 1 yard (tackle by Tyson Jackson),4.840,4.320
4,4:36,2,9,KAN 10,6,23,"Maurice Jones-Drew middle for 10 yards, touchdown",4.320,7.000
4,,,,KAN 2,6,24,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,6,24,"Josh Scobee kicks off 59 yards, returned by Dantrell Savage for 18 yards (tackle by Zach Miller)",0.000,0.870
4,4:21,1,10,KAN 29,6,24,Matt Cassel pass incomplete short left intended for Mark Bradley,0.870,0.330
4,4:17,2,10,KAN 29,6,24,Matt Cassel pass complete short middle to Lance Long for 8 yards (tackle by Daryl Smith),0.330,0.700
4,3:52,3,2,KAN 37,6,24,Matt Cassel pass complete deep left to Dwayne Bowe for 18 yards (tackle by Gerald Alexander),0.700,2.590
4,3:21,1,10,JAX 45,6,24,Matt Cassel pass incomplete short left intended for Jamaal Charles,2.590,2.040
4,3:15,2,10,JAX 45,6,24,Matt Cassel sacked by John Henderson for -9 yards,2.040,0.170
4,2:41,,,,6,24,Timeout #1 by Jacksonville Jaguars,0.000,0.170
4,2:41,3,19,KAN 46,12,24,"Matt Cassel pass complete deep right to Chris Chambers for 54 yards, touchdown",0.170,7.000
4,,,,JAX 2,13,24,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,13,24,--,0.000,1.070
4,2:30,1,10,KAN 32,13,24,Matt Cassel pass complete short left to Mark Bradley for 12 yards (tackle by Derek Cox),1.070,1.860
4,2:25,1,10,KAN 44,13,24,Matt Cassel pass complete deep left to Dwayne Bowe for 36 yards (tackle by Derek Cox),1.860,4.240
4,2:00,1,10,JAX 20,13,24,Matt Cassel pass incomplete deep left intended for Dwayne Bowe (defended by Derek Cox),4.240,3.690
4,1:53,2,10,JAX 20,13,24,Matt Cassel pass incomplete deep left intended for Dwayne Bowe,3.690,3.010
4,1:47,3,10,JAX 20,13,24,"Matt Cassel pass incomplete short left intended for Dwayne Bowe. Penalty on Derek Cox: Illegal Contact, 5 yards (no play)",3.010,4.580
4,1:40,1,10,JAX 15,13,24,Matt Cassel pass complete short right to Lance Long for 3 yards (tackle by Rashean Mathis),4.580,4.450
4,1:19,2,7,JAX 12,13,24,Matt Cassel pass incomplete short left intended for Chris Chambers (defended by Reggie Nelson),4.450,3.580
4,1:16,3,7,JAX 12,13,24,Matt Cassel pass complete short left to Lance Long for 7 yards (tackle by Rashean Mathis),3.580,6.060
4,1:10,1,5,JAX 5,19,24,"Matt Cassel pass complete short right to Chris Chambers for 5 yards, touchdown. Penalty on Quentin Groves: Defensive Offside (Declined)",6.060,7.000
4,,,,,21,24,"Two Point Attempt: Matt Cassel pass complete to Jamaal Charles, conversion succeeds",1.000,1.000
4,,,,KAN 30,21,24,Ryan Succop kicks onside 12 yards,0.000,2.790
4,0:59,1,10,KAN 42,21,24,Maurice Jones-Drew middle for 2 yards (tackle by Glenn Dorsey),2.790,2.510
4,0:55,,,,21,24,Timeout #2 by Kansas City Chiefs,0.000,2.510
4,0:55,2,8,KAN 40,21,24,Maurice Jones-Drew middle for 9 yards (tackle by DaJuan Morgan),2.510,3.510
4,0:42,,,,21,24,Timeout #3 by Kansas City Chiefs,0.000,3.510
4,0:42,1,10,KAN 31,21,24,David Garrard kneels for -1 yards,3.510,2.830
4,0:21,2,11,KAN 32,21,24,David Garrard kneels for -1 yards,2.830,2.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
