Quarter,Time,Tm,Detail,BUF,NWE
1.0,10:50,Patriots,Daniel Graham 1 yard pass from Tom Brady (Adam Vinatieri kick),0,7
,5:23,Patriots,Bethel Johnson 9 yard pass from Tom Brady (Adam Vinatieri kick),0,14
2.0,14:14,Patriots,Troy Brown 19 yard pass from Tom Brady (Adam Vinatieri kick),0,21
,3:55,Patriots,David Givens 10 yard pass from Tom Brady (Adam Vinatieri kick),0,28
4.0,12:50,Patriots,Adam Vinatieri 24 yard field goal,0,31
