Quarter,Time,Tm,Detail,SEA,STL
1.0,9:15,Rams,Brandon Lloyd 30 yard pass from Sam Bradford (Josh Brown kick),0,7
2.0,8:36,Seahawks,Sidney Rice 14 yard pass from Tarvaris Jackson (Stephen Hauschka kick),7,7
,0:00,Seahawks,Stephen Hauschka 19 yard field goal,10,7
3.0,5:58,Seahawks,Marshawn Lynch 3 yard rush (Stephen Hauschka kick),17,7
4.0,4:21,Seahawks,Justin Forsett 22 yard rush (Stephen Hauschka kick),24,7
