Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
2,12:49,1,10,STL 22,0,7,"Sam Bradford pass complete short right to Stephen Spach for -1 yards (tackle by K.J. Wright). Penalty on Stephen Spach: Unnecessary Roughness, 10 yards",0.410,-1.580
2,12:21,2,21,STL 11,0,7,"Penalty on Mark LeVoir: False Start, 5 yards (no play)",-1.580,-1.950
2,12:01,2,26,STL 6,0,7,Sam Bradford pass incomplete short right intended for Steven Jackson,-1.950,-3.290
2,11:57,3,26,STL 6,0,7,Steven Jackson left tackle for 19 yards (tackle by Earl Thomas),-3.290,-1.700
2,11:19,4,7,STL 25,0,7,"Donnie Jones punts 40 yards, returned by Leon Washington for 25 yards (tackle by David Nixon)",-1.700,-2.920
2,11:08,1,10,STL 40,0,7,Marshawn Lynch up the middle for 3 yards (tackle by James Laurinaitis),2.920,2.780
2,10:36,2,7,STL 37,0,7,Tarvaris Jackson pass complete short right to Sidney Rice for 12 yards (tackle by Brady Poppinga),2.780,3.910
2,10:02,1,10,STL 25,0,7,Marshawn Lynch left tackle for 1 yard (tackle by James Laurinaitis),3.910,3.500
2,9:28,2,9,STL 24,0,7,Marshawn Lynch right tackle for 10 yards (tackle by Quintin Mikell),3.500,4.650
2,8:47,1,10,STL 14,0,7,Tarvaris Jackson pass incomplete short right intended for Golden Tate,4.650,4.000
2,8:40,2,10,STL 14,6,7,"Tarvaris Jackson pass complete short right to Sidney Rice for 14 yards, touchdown",4.000,7.000
2,,,,STL 2,7,7,Steven Hauschka kicks extra point good,0.000,0.000
2,,,,SEA 35,7,7,"Steven Hauschka kicks off 74 yards, touchback",0.000,0.280
2,8:36,1,10,STL 20,7,7,Sam Bradford pass incomplete deep left intended for Brandon Lloyd,0.280,-0.270
2,8:30,2,10,STL 20,7,7,Steven Jackson right end for 3 yards (tackle by Kam Chancellor),-0.270,-0.560
2,7:53,3,7,STL 23,7,7,Sam Bradford sacked by LeRoy Hill for -9 yards,-0.560,-2.470
2,7:41,4,16,STL 14,7,7,"Donnie Jones punts 41 yards, returned by Leon Washington for 7 yards (tackle by Craig Dahl)",-2.470,-2.390
2,7:30,1,10,STL 48,7,7,Tarvaris Jackson pass complete short right to Marshawn Lynch for 5 yards (tackle by James Laurinaitis),2.390,2.520
2,6:45,2,5,STL 43,7,7,Marshawn Lynch up the middle for 1 yard (tackle by Darian Stewart),2.520,1.950
2,6:06,3,4,STL 42,7,7,Tarvaris Jackson pass complete short right to Doug Baldwin for 15 yards (tackle by Quintin Mikell and Marquis Johnson). Penalty on Justin King: Defensive Holding (Declined),1.950,3.780
2,5:46,1,10,STL 27,7,7,"Marshawn Lynch left tackle for 1 yard (tackle by Justin Bannan). Penalty on Russell Okung: Unnecessary Roughness, 15 yards",3.780,1.340
2,5:24,2,24,STL 41,7,7,Tarvaris Jackson sacked by Darian Stewart for -8 yards,1.340,-0.360
2,5:24,3,32,STL 49,7,7,Tarvaris Jackson pass incomplete short middle intended for Ben Obomanu,-0.360,0.000
2,4:40,4,32,STL 49,7,7,"Jon Ryan punts 40 yards, fair catch by Austin Pettis",0.000,0.380
2,4:34,1,10,STL 9,7,7,Steven Jackson right tackle for 1 yard (tackle by K.J. Wright),-0.380,-0.710
2,3:53,2,9,STL 10,7,7,Sam Bradford pass complete short right to Mark Clayton for 12 yards (tackle by Richard Sherman). Penalty on Kam Chancellor: Illegal Contact (Declined),-0.710,0.410
2,3:28,1,10,STL 22,7,7,Steven Jackson left tackle for -3 yards (tackle by Brandon Mebane),0.410,-0.600
2,2:52,2,13,STL 19,7,7,Sam Bradford pass incomplete short right intended for Brandon Gibson,-0.600,-1.290
2,2:45,3,13,STL 19,7,7,Sam Bradford pass incomplete deep left intended for Brandon Lloyd,-1.290,-2.140
,,,,,,,"SEA challenged the incomplete pass ruling, and the original play was overturned.",,
2,2:40,4,13,STL 19,7,7,"Donnie Jones punts 50 yards, returned by Leon Washington for -1 yards (tackle by Craig Dahl)",-2.140,-0.940
2,2:26,1,10,SEA 30,7,7,Justin Forsett left tackle for 8 yards (tackle by James Laurinaitis),0.940,1.470
2,2:26,2,2,SEA 38,7,7,Justin Forsett right tackle for no gain,1.470,0.760
2,1:59,3,2,SEA 38,7,7,Tarvaris Jackson pass complete deep left to Doug Baldwin for 35 yards (tackle by Craig Dahl),0.760,3.780
2,1:24,1,10,STL 27,7,7,Tarvaris Jackson pass incomplete deep left intended for Doug Baldwin (defended by Marquis Johnson),3.780,3.230
2,1:24,2,10,STL 27,7,7,Tarvaris Jackson pass incomplete deep middle intended for Mike Williams,3.230,2.540
2,1:17,,,,7,7,Timeout #1 by Seattle Seahawks,0.000,2.540
2,1:17,3,10,STL 27,7,7,Marshawn Lynch up the middle for 12 yards (tackle by Craig Dahl and Quintin Mikell),2.540,4.580
2,0:46,1,10,STL 15,7,7,Marshawn Lynch up the middle for 1 yard (tackle by James Laurinaitis),4.580,4.110
2,0:38,,,,7,7,Timeout #2 by Seattle Seahawks,0.000,4.110
2,0:38,2,9,STL 14,7,7,Tarvaris Jackson sacked by Chris Long for -12 yards,4.110,1.880
2,0:08,3,21,STL 26,7,7,"Tarvaris Jackson pass incomplete deep right intended for Sidney Rice. Penalty on Justin King: Defensive Pass Interference, 25 yards (no play)",1.880,6.970
2,0:03,1,1,STL 1,10,7,Steven Hauschka 19 yard field goal good,6.970,3.000
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,10,7,Sam Bradford pass complete short right to Steven Jackson for 5 yards (tackle by Chris Clemons),0.280,0.410
3,14:27,2,5,STL 25,10,7,Sam Bradford pass complete short right to Brandon Gibson for 10 yards (tackle by Richard Sherman). Penalty on Chris Clemons: Defensive Offside (Declined),0.410,1.270
3,14:05,1,10,STL 35,10,7,Steven Jackson up the middle for 1 yard (tackle by Raheem Brock),1.270,0.860
3,13:48,2,9,STL 36,10,7,Sam Bradford pass complete short middle to Brandon Gibson for 11 yards (tackle by LeRoy Hill),0.860,2.060
3,13:13,1,10,STL 47,10,7,Sam Bradford pass complete short left to Brandon Lloyd for 14 yards (tackle by Brandon Browner),2.060,2.980
3,12:46,1,10,SEA 39,10,7,Sam Bradford pass incomplete short left intended for Brandon Lloyd (defended by Brandon Browner),2.980,2.440
3,12:37,2,10,SEA 39,10,7,Steven Jackson up the middle for 1 yard (tackle by Earl Thomas),2.440,1.880
3,12:10,3,9,SEA 38,10,7,Sam Bradford pass incomplete short right intended for Brandon Gibson,1.880,0.720
3,12:06,4,9,SEA 38,10,7,Donnie Jones punts 32 yards,0.720,0.380
3,12:00,1,10,SEA 6,10,7,Marshawn Lynch left end for 4 yards (tackle by James Laurinaitis),-0.380,-0.490
3,11:23,2,6,SEA 10,10,7,Marshawn Lynch right guard for -2 yards (tackle by Quintin Mikell),-0.490,-1.190
3,10:41,3,8,SEA 8,10,7,Tarvaris Jackson pass complete short left to Doug Baldwin for 10 yards (tackle by Josh Gordy),-1.190,0.040
3,10:06,1,10,SEA 18,10,7,Marshawn Lynch up the middle for 2 yards (tackle by James Laurinaitis),0.040,-0.130
3,9:31,2,8,SEA 20,10,7,Marshawn Lynch right guard for 3 yards (tackle by James Laurinaitis),-0.130,-0.530
3,8:49,3,5,SEA 23,10,7,Tarvaris Jackson pass incomplete short right intended for Mike Williams,-0.530,-1.830
3,8:44,4,5,SEA 23,10,7,"Jon Ryan punts 50 yards, returned by Austin Pettis for 6 yards (tackle by Heath Farwell)",-1.830,-1.140
3,8:35,1,10,STL 33,10,7,"Sam Bradford pass incomplete deep left intended for Brandon Lloyd. Penalty on Brandon Browner: Illegal Contact, 5 yards (no play)",1.140,1.470
3,8:28,1,10,STL 38,10,7,Sam Bradford pass incomplete deep left intended for Brandon Lloyd,1.470,0.920
3,8:22,2,10,STL 38,10,7,"Sam Bradford sacked by Chris Clemons for -6 yards. Clinton McDonald fumbles (forced by Adam Goldberg), recovered by Roy Lewis at STL-30 and returned for 5 yards (tackle by Adam Goldberg)",0.920,-3.910
3,8:12,1,10,STL 25,10,7,Tarvaris Jackson up the middle for 8 yards (tackle by Robert Quinn),3.910,4.550
3,7:30,2,2,STL 17,10,7,Marshawn Lynch right end for 5 yards (tackle by Brady Poppinga),4.550,4.780
3,6:46,1,10,STL 12,10,7,Tarvaris Jackson pass incomplete short left intended for Golden Tate (defended by Gary Gibson),4.780,4.100
3,6:41,2,10,STL 12,10,7,Tarvaris Jackson pass complete short left to Sidney Rice for 9 yards (tackle by Darian Stewart),4.100,5.060
3,6:02,3,1,STL 3,16,7,"Marshawn Lynch right end for 3 yards, touchdown",5.060,7.000
3,,,,STL 2,17,7,Steven Hauschka kicks extra point good,0.000,0.000
3,,,,SEA 35,17,7,"Steven Hauschka kicks off 74 yards, touchback",0.000,0.280
3,5:58,1,10,STL 20,17,7,Steven Jackson right guard for 3 yards (tackle by Kam Chancellor),0.280,0.140
3,5:24,2,7,STL 23,17,7,Sam Bradford pass complete short right to Austin Pettis for 6 yards (tackle by Earl Thomas),0.140,0.230
3,4:53,3,1,STL 29,17,7,Sam Bradford up the middle for 1 yard (tackle by Brandon Mebane),0.230,0.940
3,4:09,1,10,STL 30,17,7,Sam Bradford pass incomplete short middle intended for Austin Pettis,0.940,0.390
3,4:09,2,10,STL 30,17,7,Steven Jackson left end for 9 yards (tackle by David Hawthorne and Roy Lewis),0.390,0.890
3,3:29,3,1,STL 39,17,7,Sam Bradford pass incomplete deep right intended for Brandon Lloyd,0.890,-0.780
3,3:21,4,1,STL 39,17,7,"Donnie Jones punts 45 yards, fair catch by Leon Washington",-0.780,0.140
3,3:14,1,10,SEA 16,17,7,Tarvaris Jackson pass complete short left to Michael Robinson for 6 yards (tackle by Chris Chamberlain),-0.140,0.280
3,2:40,2,4,SEA 22,17,7,Marshawn Lynch right end for 5 yards (tackle by James Laurinaitis),0.280,0.740
3,1:58,1,10,SEA 27,17,7,Leon Washington right guard for -1 yards (tackle by Justin King),0.740,0.060
3,1:27,2,11,SEA 26,17,7,Marshawn Lynch left guard for 6 yards (tackle by Josh Gordy),0.060,0.170
3,0:39,3,5,SEA 32,17,7,Tarvaris Jackson left guard for 2 yards (tackle by James Hall),0.170,-1.110
Quarter,Time,Down,ToGo,Location,SEA,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,SEA 34,17,7,"Penalty on Byron Maxwell: False Start, 5 yards (no play)",-1.110,-1.440
4,15:00,4,8,SEA 29,17,7,"Jon Ryan punts 71 yards, touchback",-1.440,-0.280
4,14:50,1,10,STL 20,17,7,Sam Bradford pass incomplete short right intended for Billy Bajema,0.280,-0.270
4,14:40,2,10,STL 20,17,7,Steven Jackson right tackle for 3 yards (tackle by Clinton McDonald),-0.270,-0.560
4,14:07,3,7,STL 23,17,7,Sam Bradford pass incomplete short left intended for Steven Jackson,-0.560,-1.830
4,14:03,4,7,STL 23,17,7,"Donnie Jones punts 42 yards, returned by Leon Washington for no gain. Penalty on Bryan Kehl: Ineligible Downfield Kick, 5 yards",-1.830,-1.600
4,13:55,1,10,SEA 40,17,7,Marshawn Lynch left tackle for 9 yards (tackle by Darian Stewart),1.600,2.270
4,13:30,2,1,SEA 49,17,7,Marshawn Lynch up the middle for 1 yard (tackle by Robert Quinn),2.270,2.260
4,12:49,1,10,,17,7,"Tarvaris Jackson pass complete short left to Marshawn Lynch for 12 yards (tackle by Quintin Mikell). Penalty on Paul McQuistan: Offensive Holding, 10 yards (no play)",2.260,1.600
4,12:26,1,20,SEA 40,17,7,Tarvaris Jackson pass complete short middle to Golden Tate for 16 yards (tackle by Chris Chamberlain),1.600,2.520
4,11:47,2,4,STL 44,17,7,Leon Washington right tackle for 1 yard (tackle by Darian Stewart),2.520,1.950
4,11:09,3,3,STL 43,17,7,Tarvaris Jackson pass complete short middle to Justin Forsett for 2 yards,1.950,0.530
4,11:09,4,1,STL 41,17,7,"Penalty on Tarvaris Jackson: Delay of Game, 5 yards (no play)",0.530,0.200
4,10:08,4,6,STL 46,17,7,"Jon Ryan punts 37 yards, fair catch by Austin Pettis",0.200,0.380
4,10:01,1,10,STL 9,17,7,Sam Bradford pass complete short right to Brandon Lloyd for 8 yards (tackle by Earl Thomas),-0.380,-0.020
4,9:32,2,2,STL 17,17,7,Sam Bradford pass complete short right to Brandon Lloyd for 1 yard (tackle by Richard Sherman),-0.020,-0.370
4,8:55,3,1,STL 18,17,7,Sam Bradford pass complete short middle to Steven Jackson for 5 yards (tackle by Kam Chancellor),-0.370,0.480
4,8:29,1,10,STL 23,17,7,Sam Bradford pass incomplete short right intended for Mark Clayton,0.480,-0.070
4,8:22,2,10,STL 23,17,7,Sam Bradford pass incomplete deep left intended for Brandon Lloyd (defended by Brandon Browner),-0.070,-0.760
4,8:16,3,10,STL 23,17,7,Sam Bradford pass complete short right to Mark Clayton for 8 yards (tackle by Richard Sherman). Penalty on Kevin Hughes: Illegal Use of Hands (Declined),-0.760,-1.310
4,7:59,4,2,STL 31,17,7,"Donnie Jones punts 56 yards, muffed catch by Leon Washington, recovered by Byron Maxwell and returned for no gain",-1.310,0.220
4,7:49,1,10,SEA 15,17,7,Marshawn Lynch left tackle for 8 yards (tackle by Robert Quinn),-0.220,0.480
4,7:09,2,2,SEA 23,17,7,Marshawn Lynch left tackle for 1 yard (tackle by Gary Gibson),0.480,-0.270
4,6:32,3,1,SEA 24,17,7,"Penalty on Paul McQuistan: False Start, 5 yards (no play)",-0.270,-0.880
4,6:18,3,6,SEA 19,17,7,"Penalty on Robert Gallery: False Start, 5 yards (no play)",-0.880,-1.510
4,6:12,3,11,SEA 14,17,7,Justin Forsett right end for 1 yard (tackle by James Laurinaitis),-1.510,-2.440
4,6:05,,,,17,7,Timeout #1 by St. Louis Rams,0.000,-2.440
4,6:05,4,10,SEA 15,17,7,"Jon Ryan punts 62 yards, fair catch by Mark Clayton",-2.440,-0.480
4,5:57,1,10,STL 23,17,7,Sam Bradford sacked by Red Bryant and Chris Clemons for -9 yards,0.480,-1.400
4,5:27,2,19,STL 14,17,7,Sam Bradford pass incomplete short right intended for Austin Pettis is intercepted by Red Bryant at STL-26 and returned for 5 yards (tackle by Austin Pettis),-1.400,-4.170
4,5:18,1,10,STL 21,17,7,Marshawn Lynch right tackle for 2 yards (tackle by Chris Chamberlain),4.170,3.900
4,4:35,2,8,STL 19,17,7,Leon Washington right end for -3 yards (tackle by Justin Bannan),3.900,2.810
4,4:27,,,,17,7,Timeout #2 by St. Louis Rams,0.000,2.810
4,4:27,3,11,STL 22,23,7,"Justin Forsett right tackle for 22 yards, touchdown",2.810,7.000
4,,,,STL 2,24,7,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,SEA 35,24,7,"Steven Hauschka kicks off 71 yards, returned by Quinn Porter for 30 yards (tackle by Michael Robinson)",0.000,0.540
4,4:15,1,10,STL 24,24,7,Sam Bradford pass complete short right to Lance Kendricks for 13 yards (tackle by Malcolm Smith),0.540,1.400
4,3:47,1,10,STL 37,24,7,Sam Bradford pass complete short middle to Lance Kendricks for 8 yards (tackle by Malcolm Smith),1.400,1.940
4,3:20,2,2,STL 45,24,7,Sam Bradford sacked by Roy Lewis and Chris Clemons for -5 yards,1.940,0.560
4,3:03,3,7,STL 40,24,7,Sam Bradford pass complete short left to Brandon Lloyd for 14 yards (tackle by Kam Chancellor),0.560,2.520
4,2:34,1,10,SEA 46,24,7,"Sam Bradford pass incomplete short middle intended for Lance Kendricks. Penalty on Kam Chancellor: Unnecessary Roughness, 15 yards",2.520,3.510
4,2:30,1,10,SEA 31,24,7,"Sam Bradford sacked by Chris Clemons for -8 yards. Sam Bradford fumbles (forced by Chris Clemons), recovered by David Hawthorne at STL-48 and returned for 9 yards (tackle by Steven Jackson)",3.510,-2.980
,,,,,,,"STL challenged the fumble ruling, and the play was upheld.",,
4,2:20,1,10,STL 39,24,7,Leon Washington left tackle for 1 yard (tackle by Chris Chamberlain),2.980,2.580
4,2:00,2,9,STL 38,24,7,"Leon Washington right end for 4 yards (tackle by Justin King). Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",2.580,1.230
4,1:53,2,19,STL 48,24,7,"Penalty on Paul McQuistan: False Start, 5 yards (no play)",1.230,0.550
4,1:53,2,24,SEA 47,24,7,Leon Washington left end for -1 yards (tackle by James Laurinaitis),0.550,-0.230
4,1:16,3,25,SEA 46,24,7,Leon Washington right guard for no gain (tackle by Robert Quinn),-0.230,-0.320
4,0:23,,,,24,7,Timeout #1 by Seattle Seahawks,0.000,-0.320
4,0:23,4,25,SEA 46,24,7,"Jon Ryan punts 40 yards, fair catch by Austin Pettis",-0.320,0.280
4,0:16,1,10,STL 14,24,7,Sam Bradford kneels for -1 yards,-0.280,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
