Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
1,2:07,1,10,NYJ 9,0,14,Kevan Barlow right tackle for 1 yard (tackle by Paul Spicer),-0.380,-0.710
1,1:29,2,9,NYJ 10,0,14,Chad Pennington pass complete short right to Jerricho Cotchery for 20 yards (tackle by Donovin Darius),-0.710,0.940
1,0:44,1,10,NYJ 30,0,14,Chad Pennington sacked by Tony Gilbert for 0 yards,0.940,0.390
1,0:02,2,10,NYJ 30,0,14,Kevan Barlow for -1 yards (tackle by Daryl Smith),0.390,-0.430
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,NYJ 29,0,14,Chad Pennington sacked by Rob Meier for -9 yards,-0.430,-2.030
2,14:39,4,20,NYJ 20,0,14,"Ben Graham punts 56 yards, returned by Chad Owens for -4 yards (tackle by B.J. Askew). Penalty on Cody Spencer: Illegal Block Above the , 10 yards (no play)",-2.030,-2.490
2,14:27,4,30,NYJ 10,0,14,"Ben Graham punts, blocked by Gerald Sensabaugh, recovered by Jorge Cordova",-2.490,-5.370
2,14:17,1,8,NYJ 8,0,14,Maurice Jones-Drew middle for 3 yards (tackle by Bryan Thomas),5.370,5.150
2,13:41,2,5,NYJ 5,0,14,Maurice Jones-Drew middle for 1 yard,5.150,4.490
2,12:58,3,4,NYJ 4,0,20,"Maurice Jones-Drew middle for 4 yards, touchdown",4.490,7.000
,,,,,,,"NYJ challenged the ruling, and the play was upheld.",,
2,12:58,,,NYJ 2,0,21,Josh Scobee kicks extra point good,0.000,0.000
2,12:52,,,JAX 30,0,21,"Josh Scobee kicks off 70 yards, returned by Justin Miller for 30 yards (tackle by Gerald Sensabaugh)",0.000,0.940
2,12:46,1,10,NYJ 30,0,21,Leon Washington middle for 4 yards (tackle by Donovin Darius and Tony Gilbert),0.940,0.930
2,12:21,2,6,NYJ 34,0,21,Leon Washington left end for -5 yards (tackle by Brent Hawkins),0.930,-0.430
2,11:37,3,11,NYJ 29,0,21,Chad Pennington pass incomplete short right intended for Brad Smith is intercepted by Terry Cousin at NYJ-39 and returned for 16 yards,-0.430,-4.040
2,11:29,1,10,NYJ 23,0,21,Byron Leftwich pass incomplete short left intended for Ernest Wilford,4.040,3.500
2,11:24,2,10,NYJ 23,0,21,Maurice Jones-Drew middle for 9 yards (tackle by Erik Coleman and David Barrett),3.500,4.280
2,10:36,3,1,NYJ 14,0,21,Maurice Jones-Drew left tackle for 4 yards (tackle by Eric Barton),4.280,4.910
2,9:56,1,10,NYJ 10,0,21,Fred Taylor middle for 1 yard (tackle by Bryan Thomas),4.910,4.380
2,9:19,2,9,NYJ 9,0,21,Byron Leftwich for 2 yards (tackle by Dewayne Robertson),4.380,3.810
2,8:39,3,7,NYJ 7,0,21,"Byron Leftwich pass incomplete intended for Reggie Williams. Penalty on Jonathan Vilma: Roughing the Passer, 4 yards (no play)",3.810,6.510
2,8:34,1,3,NYJ 3,0,21,Fred Taylor left tackle for 2 yards (tackle by Bobby Hamilton),6.510,5.910
2,7:54,2,1,NYJ 1,0,21,Fred Taylor middle for no gain (tackle by Bryan Thomas),5.910,5.170
2,7:17,3,1,NYJ 1,0,27,"Byron Leftwich pass complete short left to George Wrighster for 1 yard, touchdown",5.170,7.000
2,7:17,,,NYJ 2,0,28,Josh Scobee kicks extra point good,0.000,0.000
2,7:10,,,JAX 30,0,28,"Josh Scobee kicks off 72 yards, returned by Justin Miller for 16 yards (tackle by Nick Sorensen)",0.000,-0.280
2,7:05,1,10,NYJ 14,0,28,Chad Pennington for 13 yards (tackle by Brian Williams),-0.280,0.740
2,6:27,1,10,NYJ 27,0,28,Leon Washington middle for 4 yards (tackle by Clint Ingram and Daryl Smith),0.740,0.740
2,5:46,2,6,NYJ 31,0,28,Leon Washington right end for 19 yards (tackle by Terry Cousin). Penalty on Rob Meier: Defensive Offside (Declined),0.740,2.260
2,5:24,1,10,JAX 50,0,28,Chad Pennington pass complete short right to Jerricho Cotchery for 4 yards (tackle by Rashean Mathis and Donovin Darius),2.260,2.250
2,5:11,2,6,JAX 46,0,28,Leon Washington middle for 1 yard (tackle by Paul Spicer),2.250,1.690
2,4:34,3,5,JAX 45,0,28,Chad Pennington pass incomplete short left intended for Laveranues Coles,1.690,0.270
2,4:30,4,5,JAX 45,0,28,"Ben Graham punts 39 yards, fair catch by Chad Owens",0.270,0.380
2,4:22,1,10,JAX 6,0,28,Fred Taylor middle for 3 yards (tackle by Eric Barton),-0.380,-0.560
2,3:44,2,7,JAX 9,0,28,Fred Taylor middle for 1 yard (tackle by Dewayne Robertson),-0.560,-0.950
2,2:59,3,6,JAX 10,0,28,"Byron Leftwich sacked by Eric Barton for -9 yards. Penalty on Eric Barton: Personal Foul, 15 yards",-0.950,-0.140
2,2:37,1,10,JAX 16,0,28,Fred Taylor left tackle for 6 yards (tackle by Andre Dyson),-0.140,0.280
2,2:00,2,4,JAX 22,0,28,"Fred Taylor middle for 7 yards (tackle by Justin Miller). Penalty on Ernest Wilford: Illegal Block Above the , 10 yards",0.280,-0.180
2,1:32,2,7,JAX 19,0,28,Fred Taylor middle for 4 yards (tackle by Bryan Thomas),-0.180,-0.450
2,1:27,,,,0,28,Timeout #2 by New York Jets,0.000,-0.450
2,1:27,3,3,JAX 23,0,28,Byron Leftwich pass incomplete short left intended for George Wrighster,-0.450,-1.830
2,1:21,4,3,JAX 23,0,28,"Chris Hanson punts 50 yards, out of bounds",-1.830,-0.740
2,1:10,1,10,NYJ 27,0,28,Chad Pennington pass incomplete short middle intended for Laveranues Coles,0.740,0.200
2,1:04,2,10,NYJ 27,0,28,Chad Pennington pass complete to Leon Washington for 8 yards (tackle by Terry Cousin),0.200,0.560
2,0:44,3,2,NYJ 35,0,28,Chad Pennington sacked by Bobby McCray for -2 yards,0.560,-1.180
2,0:33,,,,0,28,Timeout #1 by Jacksonville Jaguars,0.000,-1.180
2,0:32,4,4,NYJ 33,0,28,"Ben Graham punts 67 yards, touchback",-1.180,-0.280
2,0:25,1,10,JAX 20,0,28,Byron Leftwich kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,0,28,"Mike Nugent kicks off 64 yards, returned by Maurice Jones-Drew for 31 yards (tackle by Erik Coleman). Penalty on Jorge Cordova: Offensive Holding, 10 yards",0.000,-0.140
3,14:52,1,10,JAX 16,0,28,Fred Taylor middle for 2 yards (tackle by Shaun Ellis),-0.140,-0.350
3,14:10,2,8,JAX 18,0,28,Fred Taylor left end for 7 yards (tackle by Victor Hobson),-0.350,-0.200
3,13:26,3,1,JAX 25,0,28,Maurice Jones-Drew middle for 5 yards (tackle by Eric Barton),-0.200,0.940
3,12:48,1,10,JAX 30,0,28,Byron Leftwich pass incomplete short left intended for Kyle Brady,0.940,0.390
3,12:41,2,10,JAX 30,0,28,Fred Taylor middle for 5 yards (tackle by Bobby Hamilton),0.390,0.370
3,12:01,3,5,JAX 35,0,28,Byron Leftwich pass complete short left to Ernest Wilford for 40 yards (tackle by Kerry Rhodes),0.370,3.910
3,11:13,1,10,NYJ 25,0,28,Byron Leftwich pass incomplete short right intended for Fred Taylor,3.910,3.360
3,11:06,2,10,NYJ 25,0,28,Byron Leftwich pass incomplete short right intended for Reggie Williams,3.360,2.680
3,11:02,3,10,NYJ 25,0,28,Byron Leftwich pass incomplete deep middle intended for Chad Owens,2.680,1.800
3,10:57,4,10,NYJ 25,0,31,Josh Scobee 43 yard field goal good,1.800,3.000
3,10:52,,,JAX 30,0,31,"Josh Scobee kicks off 70 yards, returned by Justin Miller for 16 yards (tackle by Nick Sorensen)",0.000,-0.140
3,10:44,1,10,NYJ 16,0,31,Chad Pennington pass incomplete short middle intended for Chris Baker is intercepted by Deon Grant at NYJ-25 and returned for 1 yard,-0.140,-3.970
3,10:35,1,10,NYJ 24,0,31,Fred Taylor right tackle for 11 yards (tackle by Erik Coleman),3.970,4.710
3,10:03,1,10,NYJ 13,0,31,Fred Taylor middle for 2 yards (tackle by Dewayne Robertson),4.710,4.390
3,9:17,2,8,NYJ 11,0,31,"Penalty on Kyle Brady: False Start, 5 yards (no play)",4.390,3.620
3,8:56,2,13,NYJ 16,0,37,"Byron Leftwich pass complete deep middle to Reggie Williams for 16 yards, touchdown",3.620,7.000
3,8:56,,,NYJ 2,0,38,Josh Scobee kicks extra point good,0.000,0.000
3,8:50,,,JAX 30,0,38,"Josh Scobee kicks off 71 yards, returned by Justin Miller for 29 yards (tackle by Clint Ingram)",0.000,0.810
3,8:45,1,10,NYJ 28,0,38,Leon Washington middle for 2 yards (tackle by Bobby McCray),0.810,0.530
3,8:13,2,8,NYJ 30,0,38,Leon Washington left end for 4 yards (tackle by Nick Greisen),0.530,0.370
3,7:37,3,4,NYJ 34,0,38,Chad Pennington pass complete short right to Laveranues Coles for 8 yards (tackle by Rashean Mathis),0.370,1.730
3,6:56,1,10,NYJ 42,0,38,Leon Washington middle for -2 yards (tackle by Rob Meier),1.730,0.920
3,6:25,2,12,NYJ 40,0,38,Chad Pennington pass complete short left to Laveranues Coles for 7 yards (tackle by Brian Williams),0.920,1.160
3,5:55,3,5,NYJ 47,0,38,Chad Pennington pass complete to Jerricho Cotchery for 19 yards (tackle by Donovin Darius),1.160,3.310
3,5:20,1,10,JAX 34,0,38,Leon Washington right tackle for 6 yards (tackle by Terry Cousin),3.310,3.580
3,4:44,2,4,JAX 28,0,38,Leon Washington middle for -3 yards (tackle by Paul Spicer),3.580,2.480
3,4:07,3,7,JAX 31,0,38,"Chad Pennington pass complete short left to Laveranues Coles for 7 yards (tackle by Brian Williams). Penalty on Laveranues Coles: Offensive Pass Interfere, 10 yards (no play)",2.480,1.160
3,3:38,3,17,JAX 41,0,38,Chad Pennington sacked by John Henderson for -9 yards,1.160,-0.060
3,3:05,4,26,JAX 50,0,38,"Ben Graham punts 50 yards, touchback",-0.060,-0.280
3,2:56,1,10,JAX 20,0,38,Maurice Jones-Drew middle for 4 yards (tackle by Bobby Hamilton),0.280,0.270
3,2:13,2,6,JAX 24,0,38,Maurice Jones-Drew middle for 2 yards (tackle by Rashad Moore),0.270,-0.160
3,1:26,3,4,JAX 26,0,38,Byron Leftwich pass incomplete short left intended for Maurice Jones-Drew,-0.160,-1.630
3,1:20,4,4,JAX 26,0,38,"Chris Hanson punts 17 yards, out of bounds. Penalty on Brian Iwuh: Offensive Holding, 10 yards",-1.630,-3.380
3,1:11,1,10,JAX 33,0,38,Leon Washington middle for 13 yards (tackle by Tony Gilbert),3.380,4.240
3,0:45,1,10,JAX 20,0,38,Leon Washington middle for 8 yards (tackle by Daryl Smith),4.240,5.040
3,0:13,2,2,JAX 12,0,38,Leon Washington middle for 4 yards (tackle by Paul Spicer),5.040,5.370
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,JAX 8,0,38,B.J. Askew middle for 5 yards (tackle by Gerald Sensabaugh),5.370,5.530
,,,,,,,"NYJ challenged the ruling, and the original play was overturned.",,
4,14:32,2,3,JAX 3,0,38,Leon Washington middle for 2 yards (tackle by Tony McDaniel),5.530,5.170
4,13:57,3,1,JAX 1,0,38,B.J. Askew middle for no gain (tackle by Paul Spicer and John Henderson),5.170,3.550
4,13:17,4,1,JAX 1,0,38,Leon Washington right tackle for no gain (tackle by Gerald Sensabaugh),3.550,0.380
4,13:10,1,10,JAX 1,0,38,Byron Leftwich middle for 2 yards (tackle by Dewayne Robertson),-0.380,-0.630
4,12:28,2,8,JAX 3,0,38,Fred Taylor middle for 2 yards,-0.630,-0.950
4,11:44,3,6,JAX 5,0,38,"Byron Leftwich pass complete deep left to Reggie Williams for 25 yards (tackle by Drew Coleman). Penalty on Maurice Williams: Illegal Use of Hands, 2 yards (no play)",-0.950,-1.190
4,11:14,3,8,JAX 3,0,38,Byron Leftwich pass incomplete short left intended for George Wrighster (defended by Drew Coleman),-1.190,-2.490
4,11:08,4,8,JAX 3,0,38,"Chris Hanson punts 40 yards, fair catch by Tim Dwight",-2.490,-2.720
4,11:01,1,10,JAX 43,0,38,Leon Washington right end for 4 yards (tackle by Tony McDaniel and Tony Gilbert),2.720,2.720
4,10:29,2,6,JAX 39,0,38,Leon Washington middle for 1 yard (tackle by Brian Iwuh),2.720,2.150
4,9:46,3,5,JAX 38,0,38,Chad Pennington pass incomplete short left intended for Brad Smith (defended by Brian Williams),2.150,0.720
4,9:41,4,5,JAX 38,0,38,Chad Pennington right end for 4 yards,0.720,-1.200
4,9:27,1,10,JAX 34,0,38,Fred Taylor middle for 2 yards (tackle by Jonathan Vilma),1.200,0.930
4,8:45,2,8,JAX 36,0,38,"Fred Taylor middle for 6 yards (tackle by Kerry Rhodes). Penalty on Brad Meester: Offensive Holding, 10 yards (no play)",0.930,-0.420
4,8:10,2,18,JAX 26,0,38,Fred Taylor right tackle for 8 yards (tackle by Jonathan Vilma),-0.420,-0.030
4,7:27,3,10,JAX 34,0,38,Byron Leftwich pass complete short middle to Reggie Williams for 14 yards (tackle by Bryan Thomas),-0.030,2.130
4,6:41,1,10,JAX 48,0,38,Fred Taylor middle for 14 yards (tackle by Kerry Rhodes and Eric Barton),2.130,3.050
4,5:55,1,10,NYJ 38,0,38,Maurice Jones-Drew right tackle for 9 yards (tackle by Andre Dyson and Dewayne Robertson),3.050,3.720
4,5:09,2,1,NYJ 29,0,38,Byron Leftwich pass complete short right to Cortez Hankton for 2 yards (tackle by Justin Miller),3.720,3.780
4,4:25,1,10,NYJ 27,0,38,Maurice Jones-Drew middle for 1 yard (tackle by Bobby Hamilton),3.780,3.370
4,3:40,2,9,NYJ 26,0,38,Maurice Jones-Drew middle for 4 yards (tackle by Eric Smith),3.370,3.200
4,2:53,,,,0,38,Timeout #1 by Jacksonville Jaguars,0.000,3.200
4,2:53,3,5,NYJ 22,0,38,Byron Leftwich pass incomplete deep left intended for Reggie Williams,3.200,2.040
4,2:46,4,5,NYJ 22,0,41,Josh Scobee 40 yard field goal good,2.040,3.000
4,2:42,,,JAX 30,0,41,"Josh Scobee kicks off 62 yards, returned by Justin Miller for 15 yards (tackle by Brent Hawkins)",0.000,0.480
4,2:35,1,10,NYJ 23,0,41,Leon Washington middle for 6 yards (tackle by Montavious Stanley),0.480,0.740
4,2:10,2,4,NYJ 29,0,41,Leon Washington left tackle for 7 yards (tackle by Brian Iwuh and Terry Cousin),0.740,1.330
4,2:00,1,10,NYJ 36,0,41,Leon Washington middle for 8 yards (tackle by Terry Cousin),1.330,1.870
4,1:31,2,2,NYJ 44,0,41,Kellen Clemens pass incomplete short left intended for Justin McCareins,1.870,1.160
4,1:28,3,2,NYJ 44,0,41,"Leon Washington right end for 3 yards (tackle by Brian Iwuh and Scott Starks). Penalty on Brad Smith: Illegal Crackback, 15 yards",1.160,-0.430
4,1:21,3,14,NYJ 32,0,41,Leon Washington left end for 8 yards (tackle by Terry Cousin),-0.430,-0.720
4,0:44,4,6,NYJ 40,0,41,"Kellen Clemens pass incomplete short middle intended for Justin McCareins. Penalty on Scott Starks: Illegal Contact, 5 yards (no play)",-0.720,1.930
4,0:40,1,10,NYJ 45,0,41,Kellen Clemens for 2 yards (tackle by Scott Starks),1.930,1.650
4,0:30,,,,0,41,Timeout #2 by Jacksonville Jaguars,0.000,1.650
4,0:30,2,8,NYJ 47,0,41,Kellen Clemens sacked by Tony McDaniel and Bobby McCray for -6 yards. Penalty on Anthony Clement: Offensive Holding (Declined),1.650,0.170
4,0:22,3,14,NYJ 41,0,41,"Kellen Clemens sacked by Montavious Stanley and Bobby McCray for 0 yards. Kellen Clemens fumbles (forced by Montavious Stanley), recovered by Nick Greisen at NYJ-41 and returned for 1 yards (tackle by D'Brickashaw Ferguson)",0.170,-2.920
4,0:13,1,10,NYJ 40,0,41,Byron Leftwich kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
