Quarter,Time,Tm,Detail,NYJ,JAX
1.0,9:44,Jaguars,Maurice Jones-Drew 6 yard rush (Josh Scobee kick),0,7
,4:44,Jaguars,Fred Taylor 13 yard rush (Josh Scobee kick),0,14
2.0,12:52,Jaguars,Maurice Jones-Drew 4 yard rush (Josh Scobee kick),0,21
,7:10,Jaguars,George Wrighster 1 yard pass from Byron Leftwich (Josh Scobee kick),0,28
3.0,10:52,Jaguars,Josh Scobee 43 yard field goal,0,31
,8:50,Jaguars,Reggie Williams 16 yard pass from Byron Leftwich (Josh Scobee kick),0,38
4.0,2:42,Jaguars,Josh Scobee 40 yard field goal,0,41
