Quarter,Time,Down,ToGo,Location,STL,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,MIN 30,0,0,"Paul Edinger kicks off 61 yards, returned by David Allen for 17 yards (tackle by Dontarrious Thomas)",0.000,0.670
1,14:56,1,10,STL 26,0,0,Steven Jackson left tackle for no gain (tackle by C.J. Mosley),0.670,0.130
1,14:21,2,10,STL 26,0,0,Steven Jackson left guard for 7 yards (tackle by Sam Cowart),0.130,0.370
1,13:44,3,3,STL 33,0,0,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce (defended by Ralph Brown),0.370,-1.180
1,13:39,4,3,STL 33,0,0,Bryan Barker punts 50 yards,-1.180,0.060
1,13:31,1,10,MIN 17,0,0,Brad Johnson pass complete to Michael Bennett for 3 yards (tackle by Brandon Chillar and Ryan Pickett),-0.060,-0.060
1,12:53,2,7,MIN 20,0,0,Michael Bennett right tackle for 3 yards (tackle by Damione Lewis and Corey Ivy),-0.060,-0.490
1,12:10,3,4,MIN 23,0,0,Brad Johnson pass incomplete intended for Nate Burleson,-0.490,-1.830
1,12:05,4,4,MIN 23,0,0,"Darren Bennett punts 36 yards. Penalty on Dovonte Edwards: Illegal Motion, 5 yards",-1.830,-1.990
1,11:54,1,10,STL 46,0,0,Ryan Fitzpatrick pass complete to Brandon Manumaleuna for 6 yards (tackle by Antoine Winfield),1.990,2.260
1,11:19,2,4,MIN 48,0,0,"Steven Jackson right end for 12 yards. Penalty on Claude Terrell: Offensive Holding, 10 yards (no play)",2.260,0.910
1,10:50,2,14,STL 42,0,0,Ryan Fitzpatrick pass complete to Torry Holt for 4 yards (tackle by Darren Sharper),0.910,0.760
1,10:10,3,10,STL 46,0,0,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,0.760,-0.320
1,10:06,4,10,STL 46,0,0,"Bryan Barker punts 54 yards, touchback",-0.320,-0.280
1,9:58,1,10,MIN 20,0,0,Brad Johnson pass complete to Troy Williamson for 12 yards (tackle by Ronald Bartell),0.280,1.070
1,9:15,1,10,MIN 32,0,0,"Brad Johnson pass incomplete intended for Travis Taylor. Penalty on Ronald Bartell: Defensive Pass Interfere, 12 yards (no play)",1.070,1.860
1,9:12,1,10,MIN 44,0,0,Brad Johnson pass complete to Jermaine Wiggins for 12 yards (tackle by Pisa Tinoisamoa),1.860,2.650
1,8:43,1,10,STL 44,0,0,Michael Bennett right end for 10 yards (tackle by Ronald Bartell),2.650,3.310
1,8:02,1,10,STL 34,0,0,Brad Johnson pass complete to Michael Bennett for no gain,3.310,2.770
1,7:21,2,10,STL 34,0,0,Brad Johnson pass complete to Nate Burleson for 12 yards (tackle by Ronald Bartell),2.770,4.110
1,6:47,1,10,STL 22,0,0,Brad Johnson pass complete to Michael Bennett for 2 yards (tackle by Leonard Little),4.110,3.830
1,6:25,2,8,STL 20,0,0,Michael Bennett up the middle for 2 yards (tackle by Corey Ivy),3.830,3.400
1,5:48,3,6,STL 18,0,0,"Brad Johnson pass incomplete intended for Nate Burleson. Penalty on Anthony Hargrove: Defensive Offside, 5 yards (no play)",3.400,4.390
1,5:43,3,1,STL 13,0,6,"Koren Robinson right end for 13 yards, touchdown",4.390,7.000
1,,,,STL 2,0,7,Paul Edinger kicks extra point good,0.000,0.000
1,,,,MIN 30,0,7,"Paul Edinger kicks off 59 yards, returned by David Allen for 21 yards (tackle by Rod Davis)",0.000,1.070
1,5:31,1,10,STL 32,0,7,Steven Jackson right guard for 5 yards (tackle by Darrion Scott),1.070,1.200
1,4:59,2,5,STL 37,0,7,Steven Jackson up the middle for 8 yards (tackle by Spencer Johnson and Darrion Scott),1.200,1.930
1,4:27,1,10,STL 45,0,7,Ryan Fitzpatrick pass complete to Torry Holt for 6 yards (tackle by Antoine Winfield),1.930,2.190
1,3:52,2,4,MIN 49,0,7,"Penalty on Rex Tucker: False Start, 5 yards (no play)",2.190,1.520
1,3:25,,,,0,7,Timeout #1 by St. Louis Rams,0.000,1.520
1,3:25,2,9,STL 46,0,7,Steven Jackson right end for 5 yards (tackle by Corey Chavous),1.520,1.490
1,2:47,3,4,MIN 49,0,7,Ryan Fitzpatrick pass incomplete intended for Torry Holt,1.490,0.000
1,2:41,4,4,MIN 49,0,7,Bryan Barker punts 40 yards,0.000,0.380
1,2:27,1,10,MIN 9,0,7,"Penalty on Marcus Johnson: False Start, 4 yards (no play)",-0.380,-0.530
1,2:26,1,14,MIN 5,0,7,Michael Bennett up the middle for 10 yards (tackle by Pisa Tinoisamoa and Anthony Hargrove),-0.530,-0.280
1,1:48,2,4,MIN 15,0,7,Michael Bennett right end for 1 yard (tackle by Anthony Hargrove),-0.280,-0.600
1,1:07,3,3,MIN 16,0,7,Brad Johnson pass complete to Jim Kleinsasser for 2 yards (tackle by Leonard Little),-0.600,-2.240
1,0:30,4,1,MIN 18,0,7,"Darren Bennett punts 26 yards, returned by Mike Furrey for 5 yards (tackle by Dontarrious Thomas)",-2.240,-2.980
1,0:19,1,10,MIN 39,0,7,Ryan Fitzpatrick up the middle for -4 yards (tackle by Erasmus James),2.980,1.900
Quarter,Time,Down,ToGo,Location,STL,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,MIN 43,0,7,Ryan Fitzpatrick pass complete to Marshall Faulk for 7 yards (tackle by E.J. Henderson),1.900,2.150
2,14:22,3,7,MIN 36,0,7,Ryan Fitzpatrick pass complete to Kevin Curtis for 9 yards (tackle by Brian Williams),2.150,3.780
2,14:00,1,10,MIN 27,0,7,Ryan Fitzpatrick pass complete to Madison Hedgecock for 1 yard (tackle by Antoine Winfield),3.780,3.370
2,13:25,2,9,MIN 26,0,7,Marshall Faulk left end for 10 yards (tackle by Sam Cowart),3.370,4.510
2,12:43,1,10,MIN 16,0,7,Ryan Fitzpatrick pass complete to Torry Holt for 2 yards (tackle by Antoine Winfield),4.510,4.210
2,12:05,2,8,MIN 14,0,7,Steven Jackson right guard for 5 yards (tackle by Corey Chavous and Sam Cowart),4.210,4.390
2,11:24,3,3,MIN 9,0,7,Steven Jackson left guard for 1 yard (tackle by Corey Chavous),4.390,2.990
2,10:38,4,2,MIN 8,0,7,Steven Jackson up the middle for no gain (tackle by Darrion Scott),2.990,0.380
2,10:32,1,10,MIN 9,0,7,Ciatrick Fason left tackle for 2 yards (tackle by Adam Archuleta),-0.380,-0.630
2,9:53,2,8,MIN 11,0,7,Brad Johnson pass incomplete intended for Koren Robinson,-0.630,-1.190
2,9:48,3,8,MIN 11,0,7,Brad Johnson pass incomplete intended for Jim Kleinsasser,-1.190,-2.490
2,9:44,4,8,MIN 11,0,7,"Darren Bennett punts 53 yards, returned by David Allen for 12 yards (tackle by Dontarrious Thomas)",-2.490,-2.130
2,9:32,1,10,STL 48,0,7,Steven Jackson left guard for 3 yards (tackle by C.J. Mosley),2.130,1.990
2,9:01,2,7,MIN 49,0,7,Ryan Fitzpatrick pass incomplete intended for Torry Holt,1.990,1.290
2,8:57,3,7,MIN 49,0,7,Ryan Fitzpatrick pass complete to Torry Holt for 17 yards (tackle by C.J. Mosley and Brian Williams),1.290,3.450
2,8:18,1,10,MIN 32,0,7,Ryan Fitzpatrick sacked by Darrion Scott for -6 yards,3.450,2.090
2,7:43,2,16,MIN 38,0,7,Ryan Fitzpatrick pass complete to Marshall Faulk for 5 yards (tackle by Brian Williams),2.090,2.080
2,7:05,3,11,MIN 33,0,7,Ryan Fitzpatrick pass incomplete intended for Torry Holt,2.080,1.150
2,7:05,4,11,MIN 33,3,7,Jeff Wilkins 51 yard field goal good,1.150,3.000
