Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
1,7:52,1,10,MIA 39,0,0,Ronnie Brown right end for 2 yards (tackle by Aaron Smith and Clark Haggans),1.530,1.260
1,7:18,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,1.260
1,7:13,2,8,MIA 41,0,0,Daunte Culpepper pass complete short left to Marty Booker for 4 yards (tackle by Ricardo Colclough),1.260,1.090
1,6:53,3,4,MIA 45,0,0,Daunte Culpepper pass incomplete short middle intended for Marty Booker,1.090,-0.390
1,6:48,4,4,MIA 45,0,0,"Donnie Jones punts 30 yards, returned by Ike Taylor for no gain",-0.390,-0.610
1,6:35,1,10,PIT 25,0,0,Willie Parker middle for 2 yards (tackle by Zach Thomas and Donnie Spragan),0.610,0.330
1,6:01,2,8,PIT 27,0,0,Charlie Batch pass complete short middle to Heath Miller for 12 yards (tackle by Travares Tillman),0.330,1.530
1,5:19,1,10,PIT 39,0,0,Willie Parker right guard for 3 yards (tackle by Vonnie Holliday and Zach Thomas),1.530,1.390
1,4:42,2,7,PIT 42,0,0,Willie Parker middle for 4 yards (tackle by Matt Roth and Dan Wilkinson),1.390,1.220
1,3:57,3,3,PIT 46,0,0,Charlie Batch pass complete short right to Santonio Holmes for 6 yards (tackle by Yeremiah Bell),1.220,2.390
1,3:15,1,10,MIA 48,0,0,Charlie Batch sacked by Kevin Carter for 0 yards,2.390,1.850
1,2:45,2,10,MIA 48,0,0,Willie Parker left end for -3 yards (tackle by Will Allen and Zach Thomas),1.850,0.760
1,2:03,3,13,PIT 49,0,0,Charlie Batch middle for 12 yards (tackle by Yeremiah Bell and Zach Thomas),0.760,0.660
1,1:22,,,,0,0,Timeout #2 by Pittsburgh Steelers,0.000,0.660
1,1:22,4,1,MIA 39,0,0,Willie Parker left end for 4 yards (tackle by Andre' Goodman),0.660,3.250
1,0:42,1,10,MIA 35,0,0,Willie Parker middle for 3 yards (tackle by Jason Taylor),3.250,3.110
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,MIA 32,0,0,Willie Parker middle for 5 yards (tackle by Vonnie Holliday),3.110,3.070
2,14:21,3,2,MIA 27,0,6,"Charlie Batch pass complete deep right to Nate Washington for 27 yards, touchdown",3.070,7.000
2,,,,MIA 2,0,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,7,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
2,14:14,1,10,MIA 20,0,7,Ronnie Brown left tackle for 2 yards (tackle by Brett Keisel and Clark Haggans),0.280,0.000
2,13:35,2,8,MIA 22,0,7,Daunte Culpepper pass complete short left to Wes Welker for 7 yards (tackle by Clark Haggans and Troy Polamalu),0.000,0.230
2,13:01,3,1,MIA 29,0,7,Daunte Culpepper middle for 2 yards (tackle by Casey Hampton and Brett Keisel),0.230,1.000
2,12:23,1,10,MIA 31,0,7,Daunte Culpepper pass complete short right to Randy McMichael for 10 yards (tackle by James Farrior and Larry Foote),1.000,1.660
2,11:47,1,10,MIA 41,0,7,Ronnie Brown right tackle for no gain (tackle by James Farrior and Brett Keisel),1.660,1.120
2,11:05,2,10,MIA 41,0,7,Ronnie Brown left guard for 3 yards (tackle by Troy Polamalu and James Farrior),1.120,0.830
2,10:28,3,7,MIA 44,0,7,Daunte Culpepper pass incomplete deep middle intended for Marty Booker (defended by Ryan Clark),0.830,-0.460
2,10:20,4,7,MIA 44,0,7,"Donnie Jones punts 52 yards, returned by Santonio Holmes for 2 yards (tackle by Travis Minor)",-0.460,0.380
2,10:11,1,10,PIT 6,0,7,Charlie Batch pass complete short middle to Willie Parker for 3 yards (tackle by Zach Thomas),-0.380,-0.560
2,9:30,2,7,PIT 9,0,7,Willie Parker right guard for 2 yards (tackle by Kevin Carter and Travares Tillman),-0.560,-0.840
2,8:48,3,5,PIT 11,0,7,Charlie Batch pass incomplete short left intended for Santonio Holmes,-0.840,-2.490
2,8:44,4,5,PIT 11,0,7,"Chris Gardocki punts 51 yards, returned by Wes Welker for 18 yards (tackle by James Harrison)",-2.490,-2.650
2,8:30,1,10,PIT 44,0,7,Daunte Culpepper pass incomplete deep left intended for Chris Chambers (defended by Ike Taylor),2.650,2.110
2,8:23,2,10,PIT 44,0,7,"Daunte Culpepper pass complete to Randy McMichael for 8 yards (tackle by Tyrone Carter). Penalty on Vernon Carey: Offensive Holding, 10 yards (no play)",2.110,0.760
2,7:46,2,20,MIA 46,0,7,Daunte Culpepper pass complete short right to Derek Hagan for 14 yards (tackle by Ryan Clark),0.760,1.950
2,7:20,3,6,PIT 40,0,7,Daunte Culpepper pass incomplete short right intended for Chris Chambers,1.950,0.590
2,7:16,4,6,PIT 40,0,7,"Donnie Jones punts 28 yards, fair catch by Santonio Holmes",0.590,0.350
2,7:09,1,10,PIT 12,0,7,Charlie Batch pass complete short right to Heath Miller for 2 yards (tackle by Travares Tillman),-0.350,-0.610
2,6:31,2,8,PIT 14,0,7,Charlie Batch pass incomplete short middle intended for Hines Ward (defended by Zach Thomas),-0.610,-1.190
2,6:27,3,8,PIT 14,0,7,Charlie Batch pass incomplete deep right intended for Cedrick Wilson,-1.190,-2.470
2,6:07,4,8,PIT 14,0,7,"Chris Gardocki punts 48 yards, returned by Wes Welker for 47 yards",-2.470,-4.580
2,6:03,1,10,PIT 15,0,7,Daunte Culpepper pass complete short left to Ronnie Brown for 13 yards (tackle by Ryan Clark and Joey Porter),4.580,6.740
2,5:18,1,2,PIT 2,6,7,"Ronnie Brown middle for 2 yards, touchdown",6.740,7.000
2,,,,PIT 2,7,7,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,7,7,"Olindo Mare kicks off 63 yards, returned by Ricardo Colclough for 62 yards (tackle by Michael Lehan). Penalty on James Harrison: Offensive Holding, 10 yards",0.000,0.480
2,5:03,1,10,PIT 23,7,7,Willie Parker middle for 3 yards (tackle by Keith Traylor and Vonnie Holliday),0.480,0.340
2,4:25,2,7,PIT 26,7,7,Charlie Batch pass complete short right to Willie Parker for 9 yards (tackle by Channing Crowder and Jason Taylor),0.340,1.270
2,3:39,1,10,PIT 35,7,7,Willie Parker right end for 32 yards (tackle by Renaldo Hill),1.270,3.380
2,2:52,1,10,MIA 33,7,7,Verron Haynes left guard for 3 yards (tackle by Zach Thomas and Travares Tillman),3.380,3.240
2,2:17,2,7,MIA 30,7,7,Charlie Batch pass incomplete deep right intended for Cedrick Wilson,3.240,2.540
2,2:09,3,7,MIA 30,7,7,"Charlie Batch pass incomplete deep left intended for Cedrick Wilson. Penalty on Andre' Goodman: Defensive Pass Interfere, 23 yards (no play)",2.540,5.600
2,2:04,1,7,MIA 7,7,7,Charlie Batch pass incomplete short left intended for Dan Kreider,5.600,4.760
2,1:56,2,7,MIA 7,7,13,"Charlie Batch pass complete short middle to Hines Ward for 7 yards, touchdown",4.760,7.000
2,,,,MIA 2,7,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,14,"Jeff Reed kicks off 70 yards, returned by Wes Welker for 30 yards (tackle by Bryant McFadden)",0.000,0.940
2,1:43,1,10,MIA 30,7,14,Daunte Culpepper pass incomplete deep middle intended for Chris Chambers,0.940,0.390
2,1:39,2,10,MIA 30,7,14,Daunte Culpepper pass complete short right to Wes Welker for 31 yards (tackle by Tyrone Carter and Troy Polamalu),0.390,2.980
2,1:06,1,10,PIT 39,7,14,Daunte Culpepper pass complete short right to Ronnie Brown for 11 yards (tackle by Rodney Bailey),2.980,3.710
2,0:54,,,,7,14,Timeout #1 by Miami Dolphins,0.000,3.710
2,0:54,1,10,PIT 28,7,14,Daunte Culpepper pass complete short left to Wes Welker for 20 yards (tackle by Tyrone Carter),3.710,5.370
2,0:47,1,8,PIT 8,7,14,Daunte Culpepper pass incomplete short left intended for Chris Chambers,5.370,4.570
2,0:44,2,8,PIT 8,7,14,Daunte Culpepper pass incomplete short middle intended for Derek Hagan,4.570,3.580
2,0:40,,,,7,14,Timeout #2 by Miami Dolphins,0.000,3.580
2,0:40,3,8,PIT 8,7,14,Daunte Culpepper pass incomplete short right intended for Chris Chambers,3.580,2.950
2,0:36,4,8,PIT 8,10,14,Olindo Mare 26 yard field goal good,2.950,3.000
2,,,,MIA 30,10,14,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,0:32,1,10,PIT 20,10,14,Charlie Batch kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,10,14,"Olindo Mare kicks off 63 yards, returned by Santonio Holmes for 28 yards (tackle by Olindo Mare)",0.000,1.270
3,14:52,1,10,PIT 35,10,14,Willie Parker left guard for 2 yards (tackle by Vonnie Holliday and Donnie Spragan),1.270,0.990
3,14:17,2,8,PIT 37,10,14,Willie Parker right end for 1 yard (tackle by Zach Thomas and Will Allen),0.990,0.430
3,13:35,3,7,PIT 38,10,14,Charlie Batch pass complete short middle to Hines Ward for 11 yards (tackle by Renaldo Hill),0.430,2.190
3,12:56,1,10,PIT 49,10,14,Willie Parker left tackle for 6 yards (tackle by Zach Thomas),2.190,2.460
3,12:18,2,4,MIA 45,10,14,Charlie Batch pass complete deep middle to Hines Ward for 19 yards (tackle by Renaldo Hill),2.460,3.840
3,11:35,1,10,MIA 26,10,14,Willie Parker left guard for 1 yard (tackle by Vonnie Holliday and Travares Tillman),3.840,3.430
3,10:59,2,9,MIA 25,10,14,Charlie Batch sacked by Jason Taylor for -10 yards,3.430,1.420
3,10:22,3,19,MIA 35,10,14,Charlie Batch pass incomplete short left intended for Verron Haynes,1.420,0.970
3,10:17,4,19,MIA 35,10,14,"Chris Gardocki punts 35 yards, touchback",0.970,-0.280
3,10:08,1,10,MIA 20,10,14,Daunte Culpepper middle for 1 yard (tackle by Aaron Smith),0.280,-0.130
3,9:28,2,9,MIA 21,10,14,Ronnie Brown left end for 2 yards (tackle by Troy Polamalu and James Farrior),-0.130,-0.560
3,8:42,3,7,MIA 23,10,14,Daunte Culpepper pass complete deep right to Marty Booker for 52 yards (tackle by Ryan Clark),-0.560,3.910
3,8:08,1,10,PIT 25,10,14,Ronnie Brown right tackle for 5 yards (tackle by Ike Taylor and Rodney Bailey),3.910,4.040
3,7:29,2,5,PIT 20,10,14,Daunte Culpepper pass complete short right to Chris Chambers for 7 yards (tackle by Clark Haggans),4.040,4.710
3,7:08,1,10,PIT 13,10,14,Ronnie Brown right end for 8 yards (tackle by Ryan Clark and Clark Haggans),4.710,5.540
3,6:22,2,2,PIT 5,10,14,Daunte Culpepper pass incomplete short left intended for Chris Chambers,5.540,4.780
3,6:16,3,2,PIT 5,16,14,"Ronnie Brown right end for 5 yards, touchdown",4.780,7.000
3,,,,PIT 2,17,14,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,17,14,"Olindo Mare kicks off 73 yards, returned by Santonio Holmes for 21 yards (tackle by Eddie Jackson)",0.000,0.040
3,6:06,1,10,PIT 18,17,14,Willie Parker middle for -3 yards (tackle by Keith Traylor),0.040,-0.930
3,5:31,2,13,PIT 15,17,14,Charlie Batch sacked by Keith Traylor for -3 yards,-0.930,-2.120
3,5:00,3,16,PIT 12,17,14,"Charlie Batch pass incomplete intended for Verron Haynes. Penalty on Michael Lehan: Illegal Use of Hands, 5 yards (no play)",-2.120,-0.060
3,4:50,1,10,PIT 17,17,14,"Charlie Batch pass incomplete intended for Cedrick Wilson. Penalty on Andre' Goodman: Illegal Contact, 5 yards (no play)",-0.060,0.410
3,4:50,1,10,PIT 22,17,14,Charlie Batch pass complete short right to Willie Parker for 1 yard (tackle by Donnie Spragan),0.410,0.000
3,4:50,2,9,PIT 23,17,14,Willie Parker middle for 5 yards (tackle by Zach Thomas),0.000,-0.030
3,3:37,3,4,PIT 28,17,14,Charlie Batch pass complete short left to Hines Ward for 10 yards (tackle by Andre' Goodman and Renaldo Hill),-0.030,1.470
3,2:59,1,10,PIT 38,17,14,Willie Parker left guard for 8 yards (tackle by Channing Crowder and Zach Thomas),1.470,2.000
3,2:24,2,2,PIT 46,17,14,Willie Parker right guard for no gain (tackle by Donnie Spragan and Kevin Carter),2.000,1.290
3,1:44,3,2,PIT 46,17,14,Charlie Batch pass complete short right to Nate Washington for 5 yards (tackle by Yeremiah Bell),1.290,2.320
3,1:14,1,10,MIA 49,17,14,Charlie Batch middle for 11 yards (tackle by Zach Thomas),2.320,3.050
3,0:29,1,10,MIA 38,17,14,Willie Parker middle for 13 yards (tackle by Channing Crowder),3.050,3.910
Quarter,Time,Down,ToGo,Location,MIA,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 25,17,14,Charlie Batch pass incomplete short middle intended for Willie Parker,3.910,3.360
4,14:55,2,10,MIA 25,17,14,Charlie Batch pass complete short left to Dan Kreider for 4 yards (tackle by Andre' Goodman),3.360,3.200
4,14:12,3,6,MIA 21,17,14,Nate Washington left end for 8 yards (tackle by Travares Tillman),3.200,4.710
4,13:28,1,10,MIA 13,17,14,Willie Parker left end for 6 yards (tackle by Andre' Goodman),4.710,5.150
4,12:48,2,4,MIA 7,17,14,Willie Parker left guard for 6 yards (tackle by Vonnie Holliday),5.150,6.970
4,12:03,1,1,MIA 1,17,14,"Charlie Batch for no gain. Charlie Batch fumbles, recovered by Will Allen at MIA-4 and returned for 1 yards (tackle by Verron Haynes)",6.970,0.380
4,11:58,1,10,MIA 5,17,14,Daunte Culpepper pass incomplete short right intended for Chris Chambers,-0.380,-0.780
4,11:53,2,10,MIA 5,17,14,Daunte Culpepper pass incomplete short right intended for Chris Chambers,-0.780,-1.420
4,11:48,3,10,MIA 5,17,14,Daunte Culpepper pass complete short right to Chris Chambers for 13 yards (tackle by Ike Taylor),-1.420,0.040
4,11:06,1,10,MIA 18,17,14,Daunte Culpepper pass complete short left to Chris Chambers for 6 yards (tackle by Troy Polamalu and Ike Taylor),0.040,0.410
4,10:21,,,,17,14,Timeout #1 by Miami Dolphins,0.000,0.410
4,10:21,2,4,MIA 24,17,14,Daunte Culpepper pass complete deep right to Chris Chambers for 14 yards,0.410,1.470
4,9:56,1,10,MIA 38,17,14,"Ronnie Brown for no gain (tackle by Troy Polamalu). Ronnie Brown fumbles (forced by Troy Polamalu), recovered by Chris Chambers at MIA-38 and returned for 5 yards",1.470,1.600
4,9:10,2,5,MIA 43,17,14,Daunte Culpepper pass complete short right to Marty Booker for 8 yards (tackle by Ike Taylor and Clark Haggans),1.600,2.320
4,8:29,1,10,PIT 49,17,14,Daunte Culpepper right end for 5 yards (tackle by Troy Polamalu),2.320,2.460
4,7:44,2,5,PIT 44,17,14,Ronnie Brown middle for 3 yards (tackle by James Farrior and Travis Kirschke),2.460,2.150
4,7:11,,,,17,14,Timeout #1 by Pittsburgh Steelers,0.000,2.150
4,7:07,3,2,PIT 41,17,14,Ronnie Brown middle for -2 yards (tackle by Ike Taylor and Aaron Smith),2.150,0.400
4,6:32,4,4,PIT 43,17,14,"Donnie Jones punts 30 yards, fair catch by Santonio Holmes",0.400,0.320
4,6:25,1,10,PIT 13,17,20,"Charlie Batch pass complete deep right to Heath Miller for 87 yards, touchdown",-0.320,7.000
4,,,,MIA 2,17,21,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,17,21,"Jeff Reed kicks off 57 yards, returned by Wes Welker for 16 yards (tackle by Verron Haynes)",0.000,0.870
4,6:06,1,10,MIA 29,17,21,Daunte Culpepper pass incomplete deep right intended for Darian Barnes,0.870,0.330
4,5:57,2,10,MIA 29,17,21,Daunte Culpepper pass incomplete deep right intended for Chris Chambers is intercepted by Troy Polamalu at MIA-45,0.330,-2.590
4,5:51,1,10,MIA 45,17,21,Willie Parker middle for 7 yards (tackle by Vonnie Holliday and Channing Crowder),2.590,2.990
4,5:07,2,3,MIA 38,17,21,Willie Parker right guard for no gain (tackle by Zach Thomas and Kevin Carter),2.990,2.280
4,4:23,3,3,MIA 38,17,21,Charlie Batch pass complete short right to Hines Ward for 6 yards (tackle by Travares Tillman),2.280,3.450
4,3:39,1,10,MIA 32,17,21,Willie Parker left end for 8 yards (tackle by Will Allen),3.450,3.980
4,3:32,2,2,MIA 24,17,21,Willie Parker left guard for no gain (tackle by Travares Tillman),3.980,3.270
4,3:19,,,,17,21,Timeout #2 by Miami Dolphins,0.000,3.270
4,3:19,3,2,MIA 24,17,21,Willie Parker left end for -2 yards (tackle by Renaldo Hill),3.270,1.810
4,3:13,,,,17,21,Timeout #3 by Miami Dolphins,0.000,1.810
4,3:13,4,4,MIA 26,17,21,Jeff Reed 44 yard field goal no good,1.810,-1.200
4,3:09,1,10,MIA 34,17,27,"Daunte Culpepper pass incomplete short middle intended for Wes Welker is intercepted by Joey Porter at MIA-42 and returned for 42 yards, touchdown",1.200,-7.000
4,,,,MIA 2,17,28,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,17,28,Jeff Reed kicks off 42 yards,0.000,0.810
4,2:57,1,10,MIA 28,17,28,Daunte Culpepper pass incomplete intended for Randy McMichael (defended by Bryant McFadden),0.810,0.260
4,2:50,2,10,MIA 28,17,28,Daunte Culpepper sacked by Joey Porter for -8 yards,0.260,-1.480
4,2:29,3,18,MIA 20,17,28,Daunte Culpepper pass complete deep right to Chris Chambers for 19 yards (tackle by Ike Taylor),-1.480,1.530
4,2:22,1,10,MIA 39,17,28,"Daunte Culpepper pass complete to Randy McMichael for 15 yards (tackle by Tyrone Carter and James Farrior). Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",1.530,0.870
4,2:12,1,20,MIA 29,17,28,Daunte Culpepper pass incomplete deep middle intended for Wes Welker,0.870,-0.360
4,2:06,2,20,MIA 29,17,28,Daunte Culpepper sacked by James Farrior for -8 yards,-0.360,-2.080
4,2:00,3,28,MIA 21,17,28,Daunte Culpepper pass incomplete deep middle intended for Wes Welker (defended by Bryant McFadden),-2.080,-1.960
4,1:55,4,28,MIA 21,17,28,Daunte Culpepper pass incomplete deep left intended for Wes Welker (defended by Deshea Townsend),-1.960,-4.170
4,1:48,1,10,MIA 21,17,28,Charlie Batch kneels for -1 yards,4.170,3.490
4,1:07,2,11,MIA 22,17,28,Charlie Batch kneels for no gain,3.490,2.810
4,0:18,3,11,MIA 22,17,28,Charlie Batch kneels for -1 yards,2.810,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
