0,1
Game Info,Game Info
Won Toss,Lions
Roof,outdoors
Surface,grass
Duration,3:06
Attendance,69732
Weather,"55 degrees, relative humidity 80%, wind 5 mph, wind chill 0"
Vegas Line,San Francisco 49ers -14.0
Over/Under,41.0 (under)
