Quarter,Time,Tm,Detail,DET,SFO
1.0,7:01,Lions,Jason Hanson 27 yard field goal,3,0
,0:54,49ers,Ricky Schmitt 33 yard field goal,3,3
2.0,2:11,49ers,Ricky Schmitt 39 yard field goal,3,6
3.0,7:17,49ers,Vernon Davis 2 yard pass from Alex Smith (Ricky Schmitt kick),3,13
,1:08,49ers,Frank Gore 1 yard rush (Ricky Schmitt kick),3,20
4.0,3:55,Lions,Jason Hanson 38 yard field goal,6,20
