Quarter,Time,Tm,Detail,ATL,NOR
1.0,7:16,Saints,Devery Henderson 37 yard pass from Drew Brees (Olindo Mare kick),0,7
,2:26,Falcons,Morten Andersen 38 yard field goal,3,7
2.0,10:21,Falcons,Morten Andersen 33 yard field goal,6,7
,3:31,Falcons,Roddy White 9 yard pass from Byron Leftwich (Morten Andersen kick),13,7
3.0,10:15,Saints,Pierre Thomas 24 yard rush (Olindo Mare kick),13,14
4.0,10:19,Falcons,Morten Andersen 21 yard field goal,16,14
,5:04,Saints,Reggie Bush 4 yard pass from Drew Brees (Reggie Bush run),16,22
