Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2,15:00,1,10,CIN 15,3,7,Andy Dalton middle for 6 yards (tackle by Armonty Bryant),-0.220,0.210
2,14:16,2,4,CIN 21,3,7,Jeremy Hill left end for 1 yard (tackle by Tramon Williams),0.210,-0.510
2,13:35,3,3,CIN 22,3,7,Andy Dalton sacked by Desmond Bryant for -7 yards,-0.510,-2.440
2,13:03,4,10,CIN 15,3,7,"Kevin Huber punts 43 yards, returned by Travis Benjamin for no gain",-2.440,-1.730
2,12:52,1,10,CLE 42,3,7,Isaiah Crowell left guard for no gain (tackle by Geno Atkins and Wallace Gilberry),1.730,1.190
2,12:13,2,10,CLE 42,3,7,Johnny Manziel pass complete short left to Isaiah Crowell for 4 yards (tackle by Domata Peko),1.190,1.030
2,11:29,3,6,CLE 46,3,7,Johnny Manziel pass incomplete short middle intended for Taylor Gabriel (defended by Leon Hall),1.030,-0.320
2,11:24,4,6,CLE 46,3,7,"Andy Lee punts 54 yards, touchback",-0.320,-0.280
2,11:16,1,10,CIN 20,3,7,"Giovani Bernard left guard for 1 yard (tackle by Randy Starks). Penalty on Randy Starks: Taunting, 15 yards",0.280,1.330
2,10:46,1,10,CIN 36,3,7,Giovani Bernard left end for 9 yards (tackle by Tramon Williams),1.330,2.010
2,10:13,2,1,CIN 45,3,7,Giovani Bernard right guard for 10 yards (tackle by Ibraheim Campbell),2.010,2.590
2,9:30,1,10,CLE 45,3,7,Andy Dalton pass incomplete short middle intended for Tyler Eifert (defended by Craig Robertson),2.590,2.040
2,9:25,2,10,CLE 45,3,7,Giovani Bernard left guard for 7 yards (tackle by Tashaun Gipson),2.040,2.280
2,8:42,3,3,CLE 38,3,7,Andy Dalton pass complete short left to A.J. Green for 11 yards (tackle by Tramon Williams),2.280,3.780
2,8:02,1,10,CLE 27,3,7,Andy Dalton pass incomplete deep right intended for Marvin Jones (defended by Justin Gilbert),3.780,3.230
2,7:56,2,10,CLE 27,3,7,Giovani Bernard right end for 4 yards (tackle by Karlos Dansby),3.230,3.230
2,7:09,2,10,CLE 27,3,7,Timeout #1 by Cincinnati Bengals,3.230,3.070
2,7:09,3,6,CLE 23,3,7,Andy Dalton pass complete short right to Mohamed Sanu for 9 yards (tackle by Tramon Williams and De'Ante Saunders),3.070,4.650
2,6:41,1,10,CLE 14,3,7,Andy Dalton pass incomplete,4.650,4.000
2,6:36,2,10,CLE 14,3,7,Andy Dalton pass complete short middle to Tyler Eifert for 5 yards (tackle by Karlos Dansby),4.000,4.050
2,5:54,3,5,CLE 9,3,7,Andy Dalton pass complete short right to Marvin Jones for 3 yards (tackle by Tramon Williams),4.050,3.010
2,5:21,4,2,CLE 6,3,7,"Andy Dalton pass incomplete short left intended for A.J. Green. Penalty on Randy Starks: Defensive Offside, 3 yards (no play)",3.010,6.510
2,5:18,1,3,CLE 3,3,7,Giovani Bernard left guard for 1 yard (tackle by Tashaun Gipson),6.510,5.720
2,4:42,2,2,CLE 2,3,13,"Andy Dalton pass complete short left to Tyler Eifert for 2 yards, touchdown",5.720,7.000
2,4:42,,,CLE 2,3,14,Mike Nugent kicks extra point good,0.000,0.000
2,4:42,,,CIN 35,3,14,"Mike Nugent kicks off 70 yards, returned by Justin Gilbert for 13 yards (tackle by Cedric Peerman)",0.000,0.380
2,4:27,1,10,CLE 8,3,14,Johnny Manziel pass complete short left to Travis Benjamin for 7 yards (tackle by George Iloka),-0.380,-0.210
2,3:55,2,3,CLE 15,3,14,Isaiah Crowell left guard for 5 yards (tackle by George Iloka),-0.210,0.280
2,3:16,1,10,CLE 20,3,14,Johnny Manziel pass incomplete short right intended for Gary Barnidge (defended by Vincent Rey),0.280,-0.270
2,3:13,2,10,CLE 20,3,14,Johnny Manziel pass complete deep left to Duke Johnson for 26 yards (tackle by Reggie Nelson),-0.270,1.990
2,2:38,1,10,CLE 46,3,14,Isaiah Crowell right tackle for 1 yard (tackle by Geno Atkins),1.990,1.590
2,2:00,2,9,CLE 47,3,14,Johnny Manziel pass complete deep left to Gary Barnidge for 25 yards (tackle by Reggie Nelson). Penalty on Geno Atkins: Defensive Offside (Declined),1.590,3.710
2,1:52,1,10,CIN 28,3,14,Isaiah Crowell right end for 11 yards (tackle by Vontaze Burfict),3.710,4.440
2,1:14,1,10,CIN 17,3,14,Isaiah Crowell right tackle for 5 yards (tackle by Michael Johnson),4.440,4.690
2,0:32,2,5,CIN 12,3,14,Duke Johnson for no gain (tackle by Geno Atkins),4.690,4.690
2,0:27,2,5,CIN 12,3,14,Timeout #1 by Cleveland Browns,4.690,3.880
2,0:27,3,5,CIN 12,9,14,"Johnny Manziel pass complete short right to Duke Johnson for 12 yards, touchdown",3.880,7.000
2,0:27,,,CIN 12,10,14,Travis Coons kicks extra point good,0.000,0.000
2,0:27,,,CLE 35,10,14,"Travis Coons kicks off 65 yards, touchback",0.000,-0.280
2,0:19,1,10,CIN 20,10,14,Andy Dalton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,14,"Travis Coons kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,10,14,Jeremy Hill right guard for 1 yard (tackle by Danny Shelton),0.280,-0.130
3,14:26,2,9,CIN 21,10,14,Andy Dalton pass complete short left to A.J. Green for 9 yards (tackle by Pierre Desir),-0.130,0.940
3,13:41,1,10,CIN 30,10,14,Andy Dalton pass complete short right to Marvin Jones for 19 yards (tackle by Pierre Desir),0.940,2.190
3,13:13,1,10,CIN 49,10,14,Andy Dalton pass complete short right to Jeremy Hill for no gain,2.190,1.650
3,12:42,2,10,CIN 49,10,14,Andy Dalton sacked by Paul Kruger for -8 yards,1.650,-0.100
3,12:03,3,18,CIN 41,10,14,Giovani Bernard middle for 11 yards (tackle by Karlos Dansby),-0.100,0.070
3,11:24,4,7,CLE 48,10,14,"Kevin Huber punts 36 yards, fair catch by Travis Benjamin",0.070,0.350
3,11:15,1,10,CLE 12,10,14,"Penalty on Alex Mack: False Start, 5 yards (no play)",-0.350,-0.570
3,11:15,1,15,CLE 7,10,14,Isaiah Crowell right end for -4 yards (tackle by Carlos Dunlap),-0.570,-1.440
3,10:31,2,19,CLE 3,10,14,Johnny Manziel pass complete short middle to Isaiah Crowell for 7 yards (tackle by Vincent Rey),-1.440,-1.650
3,9:51,3,12,CLE 10,10,14,Johnny Manziel middle for 11 yards (tackle by Leon Hall),-1.650,-1.960
,,,,,,,"CIN challenged the first down ruling, and the original play was overturned.",,
3,9:15,4,1,CLE 21,10,14,Andy Lee punts 28 yards,-1.960,-2.320
3,9:02,1,10,CLE 49,10,14,Jeremy Hill right tackle for 4 yards (tackle by K'Waun Williams),2.320,2.320
3,8:29,2,6,CLE 45,10,14,Andy Dalton pass complete short middle to A.J. Green for 15 yards (tackle by K'Waun Williams),2.320,3.580
3,7:56,1,10,CLE 30,10,14,Andy Dalton pass complete short left to Rex Burkhead for 7 yards (tackle by K'Waun Williams),3.580,3.980
3,7:24,2,3,CLE 23,10,14,Jeremy Hill left guard for 2 yards,3.980,3.530
3,6:45,3,1,CLE 21,10,14,Jeremy Hill right tackle for 8 yards (tackle by Pierre Desir and Craig Robertson),3.530,4.710
3,6:07,1,10,CLE 13,10,14,Giovani Bernard left tackle for 4 yards (tackle by Karlos Dansby and Armonty Bryant),4.710,4.770
3,5:34,2,6,CLE 9,10,14,Giovani Bernard left guard for 4 yards (tackle by Ibraheim Campbell),4.770,4.780
3,4:54,3,2,CLE 5,10,14,Andy Dalton left end for -5 yards (tackle by Nate Orchard),4.780,2.760
3,4:09,4,7,CLE 10,10,17,Mike Nugent 28 yard field goal good,2.760,3.000
3,4:09,,,CIN 35,10,17,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
3,4:05,1,10,CLE 20,10,17,Johnny Manziel pass incomplete deep middle intended for Taylor Gabriel,0.280,-0.270
3,3:59,2,10,CLE 20,10,17,Johnny Manziel pass complete short right to Travis Benjamin for 6 yards (tackle by Dre Kirkpatrick),-0.270,-0.160
3,3:14,3,4,CLE 26,10,17,Johnny Manziel pass incomplete short middle intended for Gary Barnidge,-0.160,-1.630
3,3:09,4,4,CLE 26,10,17,"Andy Lee punts 56 yards, returned by Brandon Tate for 1 yard. Penalty on Margus Hunt: Illegal Block Above the Waist, 10 yards",-1.630,0.380
3,2:57,1,10,CIN 9,10,17,Jeremy Hill right guard for no gain (tackle by Desmond Bryant),-0.380,-0.780
3,2:24,2,10,CIN 9,10,17,Andy Dalton middle for 2 yards (tackle by Armonty Bryant),-0.780,-1.190
3,1:40,3,8,CIN 11,10,17,Andy Dalton pass complete deep right to A.J. Green for 18 yards,-1.190,0.870
3,1:20,1,10,CIN 29,10,17,Jeremy Hill middle for 13 yards (tackle by Tashaun Gipson and Ibraheim Campbell),0.870,1.730
3,0:42,1,10,CIN 42,10,17,Andy Dalton pass complete short left to Brandon Tate for 4 yards (tackle by Justin Gilbert),1.730,1.730
,,,,,,,"CLE challenged the runner was down by contact ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CIN 46,10,17,Jeremy Hill left tackle for 4 yards (tackle by Danny Shelton),1.730,1.550
4,14:16,3,2,,10,17,Andy Dalton pass complete short middle to Marvin Jones for 25 yards (tackle by Tramon Williams),1.550,3.910
4,13:35,1,10,CLE 25,10,23,"Mohamed Sanu left end for 25 yards, touchdown",3.910,7.000
4,13:35,,,CLE 25,10,24,Mike Nugent kicks extra point good,0.000,0.000
4,13:35,,,CIN 35,10,24,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,13:26,1,10,CLE 20,10,24,Johnny Manziel pass incomplete deep left,0.280,-0.270
4,13:18,2,10,CLE 20,10,24,Johnny Manziel sacked by Carlos Dunlap for -5 yards,-0.270,-1.860
4,12:34,3,15,CLE 15,10,24,Johnny Manziel sacked by Geno Atkins for -8 yards,-1.860,-2.490
4,11:55,4,23,CLE 7,10,24,"Andy Lee punts 56 yards, returned by Adam Jones for 5 yards (tackle by Charley Hughlett)",-2.490,-1.730
4,11:38,1,10,CIN 42,10,24,Giovani Bernard left end for 13 yards (tackle by Tashaun Gipson),1.730,2.590
4,11:05,1,10,CLE 45,10,24,Andy Dalton pass incomplete deep left intended for A.J. Green,2.590,2.040
4,10:59,2,10,CLE 45,10,24,Andy Dalton pass complete short left to Giovani Bernard for 14 yards (tackle by Karlos Dansby),2.040,3.510
4,10:30,1,10,CLE 31,10,24,Giovani Bernard middle for 6 yards (tackle by Karlos Dansby),3.510,3.780
4,9:54,2,4,CLE 25,10,24,Giovani Bernard right tackle for 2 yards (tackle by Karlos Dansby),3.780,3.340
4,9:08,3,2,CLE 23,10,24,Andy Dalton middle for 4 yards (tackle by Barkevious Mingo),3.340,4.310
4,8:31,1,10,CLE 19,10,24,Giovani Bernard left tackle for no gain (tackle by Paul Kruger),4.310,3.750
4,7:48,2,10,CLE 19,10,30,"Andy Dalton pass complete deep left to Tyler Eifert for 19 yards, touchdown",3.750,7.000
4,7:48,,,CLE 19,10,31,Mike Nugent kicks extra point good,0.000,0.000
4,7:48,,,CIN 35,10,31,"Mike Nugent kicks off 70 yards, returned by Marlon Moore for 29 yards (tackle by Rex Burkhead)",0.000,-0.540
4,7:38,1,10,CLE 24,10,31,Johnny Manziel pass incomplete deep middle intended for Gary Barnidge,0.540,0.000
4,7:33,2,10,CLE 24,10,31,Johnny Manziel pass incomplete short left intended for Taylor Gabriel,0.000,-0.690
4,7:29,3,10,CLE 24,10,31,Johnny Manziel pass incomplete deep right intended for Dwayne Bowe,-0.690,-1.770
4,7:23,4,10,CLE 24,10,31,"Andy Lee punts 46 yards, returned by Brandon Tate for 29 yards (tackle by Tank Carder). Penalty on Darqueze Dennard: Illegal Block Above the Waist, 10 yards (no play)",-1.770,-0.480
4,7:10,1,10,CIN 23,10,31,Andy Dalton pass incomplete,0.480,-0.070
4,7:03,2,10,CIN 23,10,31,Jeremy Hill right end for 4 yards (tackle by Karlos Dansby),-0.070,-0.230
4,6:18,3,6,CIN 27,10,31,Andy Dalton pass complete short right to Tyler Eifert for 18 yards (tackle by Tramon Williams),-0.230,1.930
4,5:33,1,10,CIN 45,10,31,Jeremy Hill right tackle for -1 yards,1.930,1.250
4,5:03,2,11,CIN 44,10,31,Andy Dalton pass complete short left to Mohamed Sanu for 9 yards (tackle by Pierre Desir and Nate Orchard),1.250,1.250
4,4:19,2,11,CIN 44,10,31,Timeout #1 by Cincinnati Bengals,1.250,1.750
4,4:19,3,2,CLE 47,10,31,Jeremy Hill left guard for -1 yards (tackle by Karlos Dansby),1.750,0.070
4,3:34,4,3,CLE 48,10,31,"Kevin Huber punts, blocked by Marlon Moore, recovered by Marlon Moore and returned 1 yard",0.070,-3.120
4,3:27,1,10,CIN 37,10,31,Johnny Manziel pass complete short left to Dwayne Bowe for 16 yards (tackle by Leon Hall),3.120,4.170
4,3:00,1,10,CIN 21,10,31,Johnny Manziel pass incomplete deep right intended for Travis Benjamin,4.170,3.630
4,2:51,2,10,CIN 21,10,31,Johnny Manziel pass incomplete short left intended for Gary Barnidge,3.630,2.940
4,2:46,3,10,CIN 21,10,31,Johnny Manziel pass incomplete deep middle intended for Taylor Gabriel,2.940,2.060
4,2:41,4,10,CIN 21,10,31,Johnny Manziel pass complete short left to Dwayne Bowe for 11 yards (tackle by Darqueze Dennard),2.060,4.910
4,2:08,1,10,CIN 10,10,31,Johnny Manziel pass incomplete short left intended for Dwayne Bowe,4.910,4.190
4,1:59,2,10,CIN 10,10,31,Johnny Manziel sacked by Carlos Dunlap for -11 yards,4.190,2.210
4,1:27,3,21,CIN 21,10,31,Johnny Manziel middle for 9 yards (tackle by Emmanuel Lamur),2.210,2.630
4,0:53,4,12,CIN 12,10,31,Johnny Manziel pass incomplete short right intended for Travis Benjamin (defended by Dre Kirkpatrick). Penalty on Travis Benjamin: Offensive Pass Interference (Declined),2.630,0.350
4,0:44,1,10,CIN 12,10,31,A.J. McCarron kneels for -1 yards,-0.350,-0.850
4,0:20,2,11,CIN 11,10,31,A.J. McCarron kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
