Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Paul Edinger kicks off 60 yards, returned by John Avery for 34 yards (tackle by Bobbie Howard)",0.000,1.860
1,14:54,1,10,MIN 44,0,0,Daunte Culpepper pass complete to Kelly Campbell for 51 yards,1.860,6.060
,,,,,,,"CHI challenged the ruling, and the play was upheld.",,
1,14:33,1,5,CHI 5,0,0,Moe Williams left tackle for 4 yards (tackle by Alex Brown),6.060,5.910
1,14:04,2,1,CHI 1,0,6,"Moe Williams up the middle for 1 yard, touchdown",5.910,7.000
1,,,,CHI 2,0,7,Aaron Elling kicks extra point good,0.000,0.000
1,,,,MIN 30,0,7,"Aaron Elling kicks off 61 yards, returned by Ahmad Merritt for 34 yards (tackle by Ron Israel)",0.000,1.800
1,13:50,1,10,CHI 43,0,7,Anthony Thomas left guard for 3 yards (tackle by Brian Russell),1.800,1.660
1,13:15,2,7,CHI 46,0,7,Anthony Thomas up the middle for 34 yards (tackle by Greg Biekert),1.660,4.240
1,12:31,1,10,MIN 20,0,7,Kordell Stewart up the middle for no gain (tackle by Kenny Mixon),4.240,3.690
1,11:50,2,10,MIN 20,0,7,Anthony Thomas up the middle for 1 yard (tackle by Fred Robbins and Kevin Williams),3.690,3.100
1,11:50,3,9,MIN 19,0,7,"Penalty on Mike Gandy: False Start, 5 yards (no play)",3.100,2.480
1,10:44,,,,0,7,Timeout #2 by Chicago Bears,0.000,2.480
1,10:44,3,14,MIN 24,0,7,Kordell Stewart pass incomplete intended for Marty Booker,2.480,1.870
1,10:44,4,14,MIN 24,3,7,Paul Edinger 42 yard field goal good,1.870,3.000
1,,,,CHI 30,3,7,"Paul Edinger kicks off 58 yards, returned by John Avery for 23 yards (tackle by Lance Briggs)",0.000,1.270
1,10:30,1,10,MIN 35,3,7,Daunte Culpepper pass complete to Onterrio Smith for 9 yards (tackle by Jerry Azumah),1.270,1.940
1,10:01,2,1,MIN 44,3,7,Onterrio Smith up the middle for 15 yards (tackle by R.W. McQuarters),1.940,2.850
1,9:20,1,10,CHI 41,3,7,Moe Williams right guard for 9 yards (tackle by Michael Green and Mike Brown),2.850,3.520
1,8:35,2,1,CHI 32,3,7,Daunte Culpepper left end for 8 yards (tackle by R.W. McQuarters),3.520,3.970
1,7:48,1,10,CHI 24,3,7,Onterrio Smith right tackle for 9 yards (tackle by Bryan Robinson),3.970,4.850
1,7:08,2,1,CHI 15,3,7,Daunte Culpepper pass incomplete intended for Moe Williams,4.850,4.170
1,7:03,3,1,CHI 15,3,7,Daunte Culpepper pass complete to Randy Moss for 8 yards (tackle by Warrick Holdman),4.170,5.600
1,6:20,1,7,CHI 7,3,7,"Daunte Culpepper sacked by Phillip Daniels for -5 yards. Daunte Culpepper fumbles (forced by Phillip Daniels), recovered by Bryan Knight at CHI-20",5.600,-0.280
1,6:06,1,10,CHI 20,3,7,Anthony Thomas up the middle for 4 yards (tackle by Greg Biekert),0.280,0.270
1,5:25,2,6,CHI 24,3,7,Kordell Stewart pass complete to Marty Booker for 8 yards (tackle by Brian Williams),0.270,1.070
1,4:47,1,10,CHI 32,3,7,Anthony Thomas up the middle for no gain (tackle by Chris Hovan and Fred Robbins),1.070,0.530
1,4:07,2,10,CHI 32,3,7,Kordell Stewart up the middle for 2 yards (tackle by Lance Johnstone and Chris Claiborne),0.530,0.100
1,3:22,3,8,CHI 34,3,7,Kordell Stewart pass incomplete intended for David Terrell,0.100,-1.110
1,3:18,4,8,CHI 34,3,7,"Brad Maynard punts 47 yards, returned by Keenan Howry for 1 yard (tackle by Charles Tillman)",-1.110,-0.280
1,3:10,1,10,MIN 20,3,7,Moe Williams left tackle for 16 yards (tackle by Brian Urlacher),0.280,1.330
1,2:33,1,10,MIN 36,3,7,"Moe Williams right end for 5 yards (tackle by Bryan Knight). Penalty on Mike Rosenthal: Offensive Holding, 10 yards (no play)",1.330,0.670
1,2:13,1,20,MIN 26,3,7,"Daunte Culpepper sacked by Alex Brown for -6 yards. Daunte Culpepper fumbles (forced by Alex Brown), recovered by Daunte Culpepper at MIN-20",0.670,-1.370
1,1:35,2,26,MIN 20,3,7,Moe Williams up the middle for 4 yards (tackle by Alex Brown and Brian Urlacher),-1.370,-1.480
1,0:53,3,22,MIN 24,3,7,Daunte Culpepper pass incomplete intended for Onterrio Smith,-1.480,-1.770
1,0:47,4,22,MIN 24,3,7,Eddie Johnson punts 33 yards,-1.770,-1.800
1,0:40,1,10,CHI 43,3,7,"Kordell Stewart for -3 yards. Kordell Stewart fumbles, recovered by Kordell Stewart at CHI-40",1.800,0.850
1,0:09,2,13,CHI 40,3,7,Kordell Stewart pass complete to Stanley Pritchett for 5 yards (tackle by Greg Biekert),0.850,0.830
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CHI 45,3,7,"Penalty on Kordell Stewart: Delay of Game, 5 yards (no play)",0.830,0.170
2,15:00,3,13,CHI 40,3,7,Kordell Stewart pass incomplete intended for Desmond Clark (defended by Chris Claiborne),0.170,-0.720
2,14:56,4,13,CHI 40,3,7,"Brad Maynard punts 48 yards, returned by Keenan Howry for 35 yards (tackle by Charles Tillman). Penalty on Charles Tillman: Face Mask (15 Yards), 15 yards",-0.720,-3.050
2,14:41,1,10,CHI 38,3,7,Daunte Culpepper pass complete to Moe Williams for 13 yards (tackle by Brian Urlacher),3.050,3.910
