Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,4:27,2,2,NYG 28,3,6,"Robert Griffin III left end for 12 yards (tackle by Stevie Brown). Robert Griffin III fumbles (forced by Stevie Brown), recovered by Josh Morgan at NYG-13 and returned for 13 yards, touchdown",3.720,7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,4:27,,,NYG 2,3,7,Kai Forbath kicks extra point good,0.000,0.000
1,4:16,,,WAS 35,3,7,"Kai Forbath kicks off 65 yards, returned by David Wilson for 24 yards (tackle by Lorenzo Alexander)",0.000,0.540
1,4:10,1,10,NYG 24,3,7,Eli Manning pass incomplete deep left intended for Hakeem Nicks,0.540,0.000
1,4:03,2,10,NYG 24,3,7,Eli Manning pass complete short right to Hakeem Nicks for 9 yards (tackle by DeAngelo Hall),0.000,0.500
1,3:54,3,1,NYG 33,3,7,Ahmad Bradshaw right end for 3 yards (tackle by Cedric Griffin),0.500,1.330
1,3:14,1,10,NYG 36,3,7,Eli Manning pass incomplete deep left intended for Victor Cruz,1.330,0.790
1,3:06,2,10,NYG 36,3,7,Ahmad Bradshaw left tackle for 8 yards (tackle by Josh Wilson and London Fletcher),0.790,1.160
1,2:28,3,2,NYG 44,3,7,Ahmad Bradshaw left end for 14 yards (tackle by Jordan Pugh),1.160,2.790
1,1:46,1,10,WAS 42,3,7,Eli Manning pass complete short right to Martellus Bennett for 4 yards (tackle by London Fletcher),2.790,2.780
1,1:09,2,6,WAS 38,3,7,David Wilson left guard for 5 yards (tackle by Kedric Golston),2.780,2.740
1,0:30,3,1,WAS 33,3,7,Ahmad Bradshaw left guard for 3 yards (tackle by Kedric Golston),2.740,3.580
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 30,3,7,"Eli Manning pass incomplete. Penalty on Eli Manning: Intentional Grounding, 10 yards",3.580,1.680
2,14:55,2,20,WAS 40,3,7,Eli Manning pass complete short middle to Ahmad Bradshaw for 9 yards (tackle by London Fletcher and Barry Cofield),1.680,2.210
2,14:04,3,11,WAS 31,3,7,Eli Manning pass complete short middle to Victor Cruz for 6 yards (tackle by Josh Wilson),2.210,1.850
2,13:26,4,5,WAS 25,3,7,Lawrence Tynes 43 yard field goal no good,1.850,-1.140
2,13:20,1,10,WAS 33,3,7,"Alfred Morris left end for no gain (tackle by Keith Rivers and Antrel Rolle). Penalty on Logan Paulsen: Offensive Holding, 10 yards (no play)",1.140,0.480
2,12:56,1,20,WAS 23,3,7,Robert Griffin III pass complete short left to Darrel Young for 15 yards (tackle by Linval Joseph and Keith Rivers),0.480,1.270
2,12:11,2,5,WAS 38,3,7,Alfred Morris right end for 10 yards (tackle by Antrel Rolle and Keith Rivers),1.270,2.130
2,11:32,1,10,WAS 48,3,7,Santana Moss left end for no gain (tackle by Prince Amukamara),2.130,1.580
2,10:50,2,10,WAS 48,3,7,Robert Griffin III pass complete short right to Pierre Garcon for -1 yards (tackle by Corey Webster and Mathias Kiwanuka),1.580,0.760
2,10:07,3,11,WAS 47,3,7,Robert Griffin III pass incomplete short middle intended for Logan Paulsen,0.760,-0.260
2,10:02,4,11,WAS 47,3,7,"Saverio Rocca punts 38 yards, fair catch by Rueben Randle",-0.260,0.220
2,9:55,1,10,NYG 15,3,7,Ahmad Bradshaw left guard for 6 yards (tackle by Perry Riley and Chris Baker),-0.220,0.210
2,9:15,2,4,NYG 21,3,7,Eli Manning pass incomplete deep left intended for Martellus Bennett,0.210,-0.630
2,9:09,3,4,NYG 21,3,7,Eli Manning pass complete short left to Hakeem Nicks for 6 yards (tackle by Cedric Griffin),-0.630,0.740
2,8:41,1,10,NYG 27,3,7,Ahmad Bradshaw right end for 5 yards (tackle by Josh Wilson and Reed Doughty),0.740,0.870
2,8:03,2,5,NYG 32,3,7,Ahmad Bradshaw left end for no gain (tackle by London Fletcher and Jarvis Jenkins),0.870,0.170
2,7:18,3,5,NYG 32,3,7,"Penalty on Hakeem Nicks: False Start, 5 yards (no play)",0.170,-0.490
2,6:55,3,10,NYG 27,3,7,Eli Manning pass complete deep middle to Victor Cruz for 30 yards (tackle by Jordan Pugh),-0.490,2.720
2,6:06,1,10,WAS 43,3,7,David Wilson up the middle for -1 yards (tackle by Chris Baker and Kedric Golston),2.720,2.040
2,5:20,2,11,WAS 44,3,7,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",2.040,1.370
2,4:58,2,16,WAS 49,3,7,"Eli Manning pass incomplete deep middle intended for Hakeem Nicks (defended by Cedric Griffin). Penalty on Cedric Griffin: Defensive Pass Interference, 21 yards (no play)",1.370,3.710
2,4:51,1,10,WAS 28,3,7,"Eli Manning pass incomplete deep right intended for Martellus Bennett. Penalty on Sean Locklear: Offensive Holding, 10 yards (no play)",3.710,3.050
2,4:44,1,20,WAS 38,3,7,Eli Manning pass incomplete short right intended for Kregg Lumpkin,3.050,1.820
2,4:41,2,20,WAS 38,3,7,Eli Manning pass complete deep left to Martellus Bennett for 24 yards (tackle by Dejon Gomes),1.820,4.650
2,4:25,1,10,WAS 14,3,7,Ahmad Bradshaw right guard for 5 yards (tackle by Ryan Kerrigan),4.650,4.900
2,3:48,2,5,WAS 9,3,7,Ahmad Bradshaw right guard for 4 yards (tackle by Reed Doughty and Madieu Williams),4.900,4.960
2,3:10,3,1,WAS 5,3,7,Ahmad Bradshaw up the middle for 1 yard (tackle by Reed Doughty and Stephen Bowen),4.960,6.280
2,2:36,1,4,WAS 4,9,7,"Eli Manning pass complete short middle to Martellus Bennett for 4 yards, touchdown",6.280,7.000
2,2:36,,,WAS 2,10,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,2:32,,,NYG 35,10,7,"Lawrence Tynes kicks off 70 yards, returned by Niles Paul for 39 yards (tackle by Antrel Rolle)",0.000,1.200
2,2:27,1,10,WAS 34,10,7,Robert Griffin III pass complete deep middle to Pierre Garcon for 18 yards (tackle by Stevie Brown),1.200,2.390
2,2:00,1,10,NYG 48,10,7,Robert Griffin III pass complete deep middle to Pierre Garcon for 35 yards (tackle by Corey Webster and Antrel Rolle),2.390,4.710
2,1:16,1,10,NYG 13,10,7,Alfred Morris right tackle for 1 yard (tackle by Michael Boley and Osi Umenyiora),4.710,0.000
2,1:01,,,,10,7,Timeout #1 by Washington Redskins,0.000,4.220
2,1:01,2,9,NYG 12,10,7,Robert Griffin III pass complete short right to Pierre Garcon for -3 yards (tackle by Rocky Bernard),4.220,3.030
2,0:54,3,12,NYG 15,10,7,Robert Griffin III pass incomplete short right intended for Pierre Garcon,3.030,2.440
2,0:46,4,12,NYG 15,10,10,Kai Forbath 33 yard field goal good,2.440,3.000
2,0:41,,,WAS 35,10,10,"Kai Forbath kicks off 67 yards, returned by David Wilson for 26 yards (tackle by Jerome Murphy)",0.000,0.540
2,0:35,1,10,NYG 24,10,10,Ahmad Bradshaw right guard for 13 yards (tackle by Madieu Williams and London Fletcher),0.540,0.000
2,0:29,,,,10,10,Timeout #1 by New York Giants,0.000,1.400
2,0:29,1,10,NYG 37,10,10,Eli Manning pass complete short left to Rueben Randle for 13 yards (tackle by Perry Riley),1.400,0.000
2,0:22,,,,10,10,Timeout #2 by New York Giants,0.000,2.260
2,0:22,1,10,,10,10,Eli Manning pass incomplete deep middle intended for Martellus Bennett,2.260,1.710
2,0:17,2,10,,10,10,Eli Manning pass incomplete deep left intended for Hakeem Nicks,1.710,1.030
2,0:12,3,10,,10,10,Eli Manning pass complete deep middle to Martellus Bennett for 28 yards (tackle by Jordan Pugh and Madieu Williams),1.030,0.000
2,0:04,,,,10,10,Timeout #3 by New York Giants,0.000,4.110
2,0:04,1,10,WAS 22,13,10,Lawrence Tynes 40 yard field goal good,4.110,3.000
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,13,10,"Kai Forbath kicks off 64 yards, returned by David Wilson for 18 yards (tackle by Bryan Kehl). Penalty on Jim Cordle: Offensive Holding, 10 yards",0.000,-0.380
3,14:55,1,10,NYG 9,13,10,Eli Manning pass incomplete deep middle intended for Hakeem Nicks,-0.380,-0.780
3,14:51,2,10,NYG 9,13,10,Ahmad Bradshaw left end for no gain (tackle by Ryan Kerrigan and Stephen Bowen),-0.780,-1.420
3,14:06,3,10,NYG 9,13,10,Eli Manning pass complete short middle to Victor Cruz for 12 yards (tackle by London Fletcher and Dejon Gomes),-1.420,0.340
3,13:27,1,10,NYG 21,13,10,Eli Manning pass complete short left to Hakeem Nicks for 9 yards (tackle by DeAngelo Hall),0.340,1.020
3,12:58,2,1,NYG 30,13,10,Ahmad Bradshaw right tackle for 2 yards (tackle by Perry Riley and Jarvis Jenkins),1.020,1.070
3,12:11,1,10,NYG 32,13,10,Eli Manning right end for 5 yards (tackle by Jarvis Jenkins),1.070,1.200
3,11:37,2,5,NYG 37,13,10,David Wilson right tackle for no gain (tackle by Chris Baker),1.200,0.500
3,10:54,3,5,NYG 37,13,10,Eli Manning pass complete short middle to Hakeem Nicks for 3 yards (tackle by Cedric Griffin),0.500,-0.720
3,10:24,4,2,NYG 40,13,10,"Steve Weatherford punts 52 yards, returned by Brandon Banks for 10 yards (tackle by Mathias Kiwanuka)",-0.720,-0.040
3,10:13,1,10,WAS 18,13,10,Alfred Morris left end for no gain (tackle by Linval Joseph),0.040,-0.490
3,9:36,2,10,WAS 18,13,10,Alfred Morris right end for 12 yards (tackle by Chase Blackburn and Jason Pierre-Paul),-0.490,0.940
3,8:59,1,10,WAS 30,13,10,Robert Griffin III pass complete short left to Josh Morgan for 8 yards (tackle by Antrel Rolle),0.940,1.470
3,8:25,2,2,WAS 38,13,10,Alfred Morris right end for 1 yard (tackle by Michael Boley and Chris L. Canty),1.470,0.890
3,7:43,3,1,WAS 39,13,10,Robert Griffin III left end for 46 yards (tackle by Stevie Brown),0.890,4.580
3,6:56,1,10,NYG 15,13,10,"Alfred Morris left end for 6 yards (tackle by Chase Blackburn). Alfred Morris fumbles (forced by Chase Blackburn), recovered by Keith Rivers at NYG-9 (tackle by Pierre Garcon). Penalty on Linval Joseph: Unnecessary Roughness (Offsetting), Penalty on Kory Lichtensteiger: Unnecessary Roughness (Offsetting)",4.580,0.380
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
3,6:45,1,10,NYG 9,13,10,Ahmad Bradshaw left tackle for 2 yards (tackle by Perry Riley),-0.380,-0.630
3,6:04,2,8,NYG 11,13,10,Eli Manning pass complete deep right to Victor Cruz for 49 yards (tackle by DeAngelo Hall),-0.630,2.920
3,5:37,1,10,WAS 40,13,10,Ahmad Bradshaw right guard for 7 yards (tackle by Madieu Williams and London Fletcher),2.920,3.320
3,4:53,2,3,WAS 33,13,10,Eli Manning pass complete short middle to Hakeem Nicks for 16 yards (tackle by Cedric Griffin and Dejon Gomes),3.320,4.440
3,4:09,1,10,WAS 17,13,10,Eli Manning pass incomplete short middle intended for Hakeem Nicks,4.440,3.850
3,4:03,2,10,WAS 17,13,10,Ahmad Bradshaw up the middle for 1 yard (tackle by Perry Riley),3.850,0.000
3,3:18,,,,13,10,Timeout #1 by New York Giants,0.000,3.190
3,3:18,3,9,WAS 16,13,10,Eli Manning pass incomplete short middle intended for Victor Cruz,3.190,2.380
3,3:14,4,9,WAS 16,16,10,Lawrence Tynes 35 yard field goal good,2.380,3.000
3,3:09,,,NYG 35,16,10,"Lawrence Tynes kicks off 71 yards, returned by Brandon Banks for 20 yards (tackle by Adrian Tracy)",0.000,-0.280
3,3:04,1,10,WAS 14,16,10,Alfred Morris right tackle for 10 yards (tackle by Antrel Rolle),-0.280,0.540
3,2:23,1,10,WAS 24,16,10,Robert Griffin III pass incomplete short left intended for Niles Paul,0.540,0.000
3,2:16,2,10,WAS 24,16,10,Alfred Morris left tackle for 16 yards (tackle by Antrel Rolle),0.000,1.600
3,1:34,1,10,WAS 40,16,10,Evan Royster up the middle for 3 yards (tackle by Linval Joseph and Michael Boley),1.600,1.460
3,0:54,2,7,WAS 43,16,10,Robert Griffin III left end for 7 yards (tackle by Michael Boley),1.460,2.260
3,0:25,1,10,,16,10,Robert Griffin III pass complete short left to Josh Morgan for 9 yards (tackle by Prince Amukamara),2.260,2.930
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NYG 41,16,10,Darrel Young left guard for 4 yards (tackle by Linval Joseph and Antrel Rolle),2.930,3.120
4,14:20,1,10,NYG 37,16,10,Alfred Morris right tackle for 7 yards (tackle by Chase Blackburn),3.120,3.520
4,13:41,2,3,NYG 30,16,10,Alfred Morris left end for 5 yards (tackle by Chase Blackburn),3.520,0.000
4,12:54,,,,16,10,Timeout #1 by Washington Redskins,0.000,3.910
4,12:54,1,10,NYG 25,16,10,Alfred Morris right guard for 3 yards (tackle by Tyler Sash and Rocky Bernard),3.910,3.770
4,12:17,2,7,NYG 22,16,10,Robert Griffin III pass complete short right to Leonard Hankerson for 14 yards (tackle by Stevie Brown),3.770,5.370
4,11:37,1,8,NYG 8,16,16,"Robert Griffin III pass complete short right to Pierre Garcon for 8 yards, touchdown",5.370,7.000
4,11:37,,,NYG 2,16,17,Kai Forbath kicks extra point good,0.000,0.000
4,11:31,,,WAS 35,16,17,"Kai Forbath kicks off 64 yards, returned by David Wilson for 49 yards (tackle by Lorenzo Alexander). Penalty on Jim Cordle: Offensive Holding, 8 yards",0.000,-0.380
4,11:21,1,10,NYG 8,16,17,Ahmad Bradshaw right guard for 4 yards (tackle by Perry Riley and London Fletcher),-0.380,-0.490
4,10:42,2,6,NYG 12,16,17,Ahmad Bradshaw left guard for 2 yards (tackle by Stephen Bowen and London Fletcher),-0.490,-0.720
4,9:57,3,4,NYG 14,16,17,Eli Manning sacked by Rob Jackson for -7 yards,-0.720,-2.490
4,9:38,4,11,NYG 7,16,17,"Steve Weatherford punts 54 yards, returned by Brandon Banks for 5 yards (tackle by Chase Blackburn)",-2.490,-1.860
4,9:28,1,10,WAS 44,16,17,Alfred Morris right tackle for 2 yards (tackle by Chase Blackburn and Linval Joseph),1.860,1.590
4,8:51,2,8,WAS 46,16,17,Robert Griffin III pass complete short left to Pierre Garcon for 7 yards (tackle by Prince Amukamara and Antrel Rolle),1.590,1.820
4,8:11,3,1,NYG 47,16,17,Alfred Morris left tackle for 3 yards (tackle by Chase Blackburn and Linval Joseph),1.820,2.650
4,7:33,1,10,NYG 44,16,17,Alfred Morris left end for no gain (tackle by Jason Pierre-Paul and Michael Boley),2.650,2.110
4,6:56,2,10,NYG 44,16,17,"Robert Griffin III pass complete short right to Logan Paulsen for 6 yards (tackle by Michael Boley). Penalty on Logan Paulsen: Offensive Pass Interference, 10 yards (no play)",2.110,0.760
4,6:33,2,20,WAS 46,16,17,Robert Griffin III pass incomplete short right intended for Josh Morgan,0.760,0.100
4,6:23,3,20,WAS 46,16,17,Robert Griffin III pass incomplete deep right intended for Josh Morgan,0.100,-0.320
4,6:17,4,20,WAS 46,16,17,"Saverio Rocca punts 37 yards, returned by Rueben Randle for 3 yards (tackle by Reed Doughty)",-0.320,-0.280
4,6:06,1,10,NYG 20,16,17,Ahmad Bradshaw left guard for 5 yards (tackle by Madieu Williams and Barry Cofield),0.280,0.410
4,5:22,2,5,NYG 25,16,17,"Ahmad Bradshaw right tackle for 3 yards (tackle by Madieu Williams and Cedric Griffin). Penalty on Madieu Williams: Horse Collar Tackle, 15 yards",0.410,1.800
4,4:56,1,10,NYG 43,16,17,Eli Manning pass incomplete deep right intended for Rueben Randle,1.800,1.250
4,4:50,2,10,NYG 43,16,17,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.250,0.560
4,4:42,3,10,NYG 43,16,17,"Eli Manning pass complete short left to Martellus Bennett for 11 yards (tackle by London Fletcher). Penalty on William Beatty: Offensive Holding, 10 yards (no play)",0.560,-0.760
4,4:32,3,20,NYG 33,16,17,Eli Manning pass complete short middle to Ahmad Bradshaw for 4 yards (tackle by Rob Jackson),-0.760,-0.910
4,4:03,4,16,NYG 37,16,17,"Steve Weatherford punts 42 yards, returned by Brandon Banks for 6 yards (tackle by Chase Blackburn). Penalty on Bryan Kehl: Running Into the Kicker (Declined)",-0.910,-0.740
4,3:51,1,10,WAS 27,16,17,Robert Griffin III right end for 8 yards (tackle by Michael Boley),0.740,1.280
4,3:06,2,2,WAS 35,16,17,Darrel Young up the middle for 4 yards (tackle by Justin Tuck),1.280,1.530
4,2:25,1,10,WAS 39,16,17,Alfred Morris right tackle for 2 yards (tackle by Rocky Bernard and Chris L. Canty),1.530,0.000
4,2:19,,,,16,17,Timeout #2 by New York Giants,0.000,1.260
4,2:19,2,8,WAS 41,16,17,Robert Griffin III pass complete deep middle to Pierre Garcon for 17 yards (tackle by Prince Amukamara),1.260,2.790
4,2:00,1,10,NYG 42,16,17,Alfred Morris up the middle for 4 yards (tackle by Jason Pierre-Paul and Antrel Rolle),2.790,0.000
4,1:53,,,,16,17,Timeout #3 by New York Giants,0.000,2.780
4,1:53,2,6,NYG 38,16,17,Alfred Morris left tackle for 3 yards (tackle by Linval Joseph and Mark Herzlich),2.780,0.000
4,1:07,,,,16,17,Timeout #2 by Washington Redskins,0.000,2.480
4,1:07,3,3,NYG 35,16,17,Alfred Morris left tackle for 6 yards (tackle by Antrel Rolle),2.480,3.640
4,0:25,1,10,NYG 29,16,17,Robert Griffin III kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
