Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
1,10:01,4,10,DAL 20,3,0,"Mat McBriar punts 56 yards, returned by Eddie Drummond for 40 yards (tackle by Kevin Burnett)",-2.030,-3.180
1,9:39,1,10,DAL 36,3,0,Jon Kitna pass incomplete deep right intended for Roy Williams (defended by Anthony Henry),3.180,2.640
1,9:30,2,10,DAL 36,3,0,Jon Kitna pass complete short left to Corey Bradford for 6 yards (tackle by Akin Ayodele),2.640,2.740
1,8:49,3,4,DAL 30,3,0,Jon Kitna pass complete short middle to Mike Furrey for 9 yards (tackle by Roy Williams),2.740,4.170
1,8:13,1,10,DAL 21,3,0,Jon Kitna pass complete short left to Sean McHugh for 7 yards (tackle by Roy Williams),4.170,4.740
1,7:32,2,3,DAL 14,3,0,Jon Kitna pass incomplete (defended by Roy Williams),4.740,4.020
1,7:27,3,3,DAL 14,3,0,Jon Kitna right end for 3 yards (tackle by DeMarcus Ware),4.020,4.840
1,6:58,1,10,DAL 11,3,0,Aveion Cason right tackle for 6 yards (tackle by Roy Williams),4.840,5.280
1,6:26,2,4,DAL 5,3,0,Aveion Cason right end for 1 yard (tackle by Bradie James),5.280,4.670
1,5:43,3,3,DAL 4,3,0,Jon Kitna sacked by DeMarcus Ware for -3 yards,4.670,2.980
1,5:16,4,6,DAL 7,6,0,Jason Hanson 25 yard field goal good,2.980,3.000
1,5:13,,,DET 30,6,0,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
1,5:13,1,10,DAL 20,6,0,Julius Jones middle for 1 yard (tackle by Corey Smith and Paris Lenon),0.280,-0.130
1,4:35,2,9,DAL 21,6,0,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Stanley Wilson),-0.130,-0.820
1,4:30,3,9,DAL 21,6,0,Tony Romo pass incomplete short right intended for Terrell Owens,-0.820,-1.960
1,4:24,4,9,DAL 21,6,0,"Mat McBriar punts 47 yards, returned by Eddie Drummond for 32 yards (tackle by Pat Watkins). Penalty on Tony Parrish: Unnecessary Roughness, 15 yards",-1.960,-4.170
1,4:11,1,10,DAL 21,6,0,Aveion Cason middle for 1 yard (tackle by Chris Canty),4.170,3.760
1,3:39,2,9,DAL 20,6,0,"Jon Kitna pass complete short right to Roy Williams for 11 yards (tackle by Terence Newman). Penalty on Frank Davis: Offensive Holding, 10 yards (no play)",3.760,2.410
1,3:13,2,19,DAL 30,6,0,Jon Kitna pass complete short left to Mike Furrey for 10 yards,2.410,3.070
1,2:44,3,9,DAL 20,12,0,"Jon Kitna pass complete deep right to Roy Williams for 20 yards, touchdown",3.070,7.000
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
1,2:44,,,DAL 2,13,0,Jason Hanson kicks extra point good,0.000,0.000
1,2:37,,,DET 30,13,0,"Jason Hanson kicks off 63 yards, returned by Miles Austin for 24 yards (tackle by Keith Smith)",0.000,1.000
1,2:29,1,10,DAL 31,13,0,Julius Jones right tackle for 3 yards (tackle by Cory Redding),1.000,0.870
1,1:56,2,7,DAL 34,13,0,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Terrence Holt and Kenoy Kennedy),0.870,1.730
1,1:02,1,10,DAL 42,13,0,Julius Jones middle for 3 yards (tackle by Boss Bailey),1.730,1.590
1,0:24,2,7,DAL 45,13,0,Tony Romo pass complete short left to Terry Glenn for 4 yards (tackle by Boss Bailey),1.590,1.420
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,DAL 49,13,0,Tony Romo pass complete short right to Terrell Owens for 18 yards,1.420,3.380
2,14:31,1,10,DET 33,13,0,Julius Jones middle for 2 yards (tackle by Paris Lenon),3.380,3.110
2,13:51,2,8,DET 31,13,0,"Tony Romo pass incomplete intended for Terry Glenn. Penalty on Kenoy Kennedy: Roughing the Passer, 15 yards (no play)",3.110,4.510
2,13:46,1,10,DET 16,13,0,Julius Jones left tackle for 10 yards (tackle by Dre' Bly),4.510,5.830
2,13:06,1,6,DET 6,13,0,Julius Jones right guard for 3 yards (tackle by Paris Lenon),5.830,5.530
2,12:24,2,3,DET 3,13,0,Marion Barber left guard for 2 yards (tackle by Kalimba Edwards),5.530,5.170
2,11:46,3,1,DET 1,13,6,"Marion Barber right guard for 1 yard, touchdown",5.170,7.000
2,11:46,,,DET 2,13,7,Martin Gramatica kicks extra point good,0.000,0.000
2,11:38,,,DAL 30,13,7,"Martin Gramatica kicks off 66 yards, returned by Eddie Drummond for 16 yards (tackle by Sam Hurd)",0.000,0.280
2,11:31,1,10,DET 20,13,7,Jon Kitna pass incomplete short left intended for Mike Furrey,0.280,-0.270
2,11:25,2,10,DET 20,13,7,"Jon Kitna pass complete short middle to Mike Furrey for 5 yards (tackle by Akin Ayodele). Penalty on Akin Ayodele: Face Mask (5 Yards), 5 yards",-0.270,0.940
2,11:00,1,10,DET 30,13,7,Aveion Cason right guard for 9 yards (tackle by Nate Jones),0.940,1.610
2,10:15,2,1,DET 39,13,7,Aveion Cason left guard for 6 yards (tackle by Jason Ferguson and DeMarcus Ware),1.610,1.930
2,9:32,1,10,DET 45,13,7,"Penalty on Jonathan Scott: False Start, 5 yards (no play)",1.930,1.600
2,9:20,1,15,DET 40,13,7,Jon Kitna pass incomplete deep middle intended for Mike Furrey is intercepted by Pat Watkins at DAL-19 and returned for 21 yards,1.600,-1.600
2,9:03,1,10,DAL 40,13,7,"Tony Romo pass complete short right to Terrell Owens for 5 yards (tackle by Dre' Bly). Penalty on Marc Colombo: Offensive Holding, 10 yards (no play)",1.600,0.940
2,8:32,1,20,DAL 30,13,7,Julius Jones middle for 1 yard (tackle by Boss Bailey),0.940,-0.160
2,7:48,2,19,DAL 31,13,7,Tony Romo pass complete short left to Terry Glenn for 14 yards (tackle by Alex Lewis),-0.160,1.030
2,7:09,3,5,DAL 45,13,7,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Jon McGraw),1.030,2.460
2,6:23,1,10,DET 47,13,7,Julius Jones middle for 2 yards (tackle by Cleveland Pinkney and Alex Lewis),2.460,2.180
2,5:43,2,8,DET 45,13,7,Tony Romo pass complete short middle to Jason Witten for 22 yards (tackle by Boss Bailey),2.180,4.040
2,5:04,1,10,DET 23,13,7,Tony Romo pass complete short left to Terrell Owens for 5 yards (tackle by Alex Lewis),4.040,4.210
2,4:24,2,5,DET 18,13,7,Tony Romo pass complete short middle to Terrell Owens for 10 yards (tackle by Stanley Wilson),4.210,5.370
2,3:47,1,8,DET 8,13,7,Julius Jones right tackle for 2 yards (tackle by Cleveland Pinkney),5.370,4.950
2,3:01,2,6,DET 6,13,7,Tony Romo pass incomplete short left intended for Terry Glenn,4.950,4.040
2,2:54,3,6,DET 6,13,13,"Tony Romo pass complete short middle to Patrick Crayton for 6 yards, touchdown",4.040,7.000
2,2:54,,,DET 2,13,14,Martin Gramatica kicks extra point good,0.000,0.000
2,2:48,,,DAL 30,13,14,"Martin Gramatica kicks off 68 yards, returned by Eddie Drummond for 25 yards (tackle by Kevin Burnett). Penalty on Dave Pearson: Offensive Holding, 10 yards",0.000,-0.060
2,2:38,1,10,DET 17,13,14,Jon Kitna sacked by DeMarcus Ware for -6 yards,-0.060,-1.220
2,2:11,2,16,DET 11,13,14,Jon Kitna pass complete short right to Mike Furrey for 9 yards,-1.220,-0.870
2,2:00,3,7,DET 20,13,14,Jon Kitna sacked by Stephen Bowen for -6 yards,-0.870,-2.470
2,1:14,4,13,DET 14,13,14,"Nick Harris punts 53 yards, muffed catch by Terence Newman, recovered by Cory Schlesinger and returned for no gain",-2.470,2.920
2,1:01,1,10,DAL 40,13,14,Jon Kitna pass incomplete short middle intended for Corey Bradford,2.920,2.370
2,0:56,2,10,DAL 40,13,14,Jon Kitna pass complete short right to Mike Furrey for 6 yards (tackle by Aaron Glenn),2.370,2.480
2,0:51,3,4,DAL 34,13,14,Jon Kitna pass complete short middle to Arlen Harris for 9 yards (tackle by Bradie James),2.480,3.910
2,0:44,,,,13,14,Timeout #1 by Detroit Lions,0.000,3.910
2,0:44,1,10,DAL 25,13,14,Jon Kitna pass complete short left to Devale Ellis for 3 yards (tackle by Nate Jones),3.910,3.770
2,0:22,2,7,DAL 22,13,14,Jon Kitna sacked by DeMarcus Ware for -2 yards,3.770,2.810
2,0:15,,,,13,14,Timeout #2 by Detroit Lions,0.000,2.810
2,0:15,3,9,DAL 24,13,14,Arlen Harris right end for 9 yards (tackle by Nate Jones),2.810,4.580
2,0:08,,,,13,14,Timeout #3 by Detroit Lions,0.000,4.580
2,0:08,1,10,DAL 15,19,14,"Jon Kitna pass complete short right to Roy Williams for 15 yards, touchdown",4.580,7.000
2,0:08,,,DAL 2,20,14,Jason Hanson kicks extra point good,0.000,0.000
2,0:02,,,DET 30,20,14,"Jason Hanson kicks off 45 yards, returned by Aaron Glenn for 2 yards (tackle by Corey Bradford)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,,,"Jason Hanson kicks off 67 yards, returned by Miles Austin for 35 yards",,
3,14:50,1,10,DAL 38,20,14,Tony Romo pass complete to Terry Glenn for 54 yards (tackle by Dre' Bly),1.470,5.370
3,14:22,1,8,DET 8,20,14,Julius Jones right guard for no gain (tackle by Anthony Bryant),5.370,4.570
3,13:43,2,8,DET 8,20,14,"Tony Romo sacked by Corey Smith for -1 yards. Tony Romo fumbles (forced by Corey Smith), recovered by Paris Lenon at DET-6 and returned for 10 yards (tackle by Julius Jones)",4.570,0.140
3,13:07,1,10,DET 16,20,14,Aveion Cason left tackle for -3 yards (tackle by Jason Ferguson),-0.140,-0.990
3,12:42,2,13,DET 13,20,14,Jon Kitna pass incomplete short left intended for Aveion Cason (defended by Anthony Henry),-0.990,-1.750
3,12:36,3,13,DET 13,20,14,Jon Kitna pass incomplete short left intended for Corey Bradford,-1.750,-2.490
3,12:31,4,13,DET 13,20,20,"Nick Harris punts 43 yards, returned by Terence Newman for 56 yards, touchdown",-2.490,-7.000
3,,,,DET 2,20,21,Martin Gramatica kicks extra point good,0.000,0.000
3,12:16,,,DAL 30,20,21,"Martin Gramatica kicks off 61 yards, returned by Eddie Drummond for 19 yards (tackle by Nate Jones)",0.000,0.810
3,12:10,1,10,DET 28,20,21,Arlen Harris right tackle for 1 yard (tackle by Bobby Carpenter),0.810,0.400
3,11:33,2,9,DET 29,20,21,Jon Kitna pass complete short middle to Mike Furrey for 10 yards (tackle by Bradie James),0.400,1.530
3,10:59,1,10,DET 39,20,21,Jon Kitna pass incomplete deep right intended for Roy Williams,1.530,0.990
3,10:52,2,10,DET 39,20,21,Jon Kitna pass complete short middle to Mike Furrey for 8 yards (tackle by Anthony Henry),0.990,1.360
3,10:11,3,2,DET 47,20,21,Jon Kitna pass complete short middle to Mike Williams for 7 yards (tackle by Aaron Glenn),1.360,2.520
3,9:28,1,10,DAL 46,20,21,Arlen Harris left guard for 2 yards (tackle by Chris Canty),2.520,2.250
3,8:54,2,8,DAL 44,20,21,Jon Kitna pass incomplete deep middle intended for Dan Campbell,2.250,1.550
3,8:49,3,8,DAL 44,20,21,"Penalty on Frank Davis: False Start, 5 yards (no play)",1.550,0.890
3,8:49,3,13,DAL 49,20,21,Jon Kitna for 12 yards,0.890,0.790
,,,,,,,"DAL challenged the ruling, and the original play was overturned.",,
3,8:36,4,1,DAL 37,20,21,Jon Kitna pass complete short left to Roy Williams for 24 yards (tackle by Anthony Henry),0.790,4.710
3,8:07,1,10,DAL 13,20,21,Arlen Harris middle for 2 yards (tackle by DeMarcus Ware and Bradie James),4.710,4.390
3,7:29,2,8,DAL 11,20,21,Jon Kitna pass complete short middle to Arlen Harris for 2 yards (tackle by Bradie James),4.390,3.880
3,6:52,3,6,DAL 9,20,21,Jon Kitna for 1 yard (tackle by DeMarcus Ware),3.880,2.970
3,6:09,4,5,DAL 8,23,21,Jason Hanson 26 yard field goal good,2.970,3.000
3,6:06,,,DET 30,23,21,"Jason Hanson kicks off 62 yards, returned by Miles Austin for 22 yards (tackle by Alex Lewis)",0.000,0.940
3,5:58,1,10,DAL 30,23,21,Marion Barber right tackle for 1 yard (tackle by Paris Lenon),0.940,0.530
3,5:25,2,9,DAL 31,23,21,Tony Romo pass incomplete short right intended for Anthony Fasano is intercepted by Kenoy Kennedy at DAL-45 and returned for 17 yards,0.530,-3.710
3,5:15,1,10,DAL 28,23,21,Jon Kitna pass complete short middle to Arlen Harris for 20 yards (tackle by Bradie James),3.710,5.370
3,4:41,1,8,DAL 8,23,21,"Penalty on Jeff Backus: False Start, 5 yards (no play)",5.370,4.530
3,4:27,1,13,DAL 13,23,21,Jon Kitna pass incomplete intended for Roy Williams,4.530,3.720
3,4:22,2,13,DAL 13,29,21,"Jon Kitna pass complete to Mike Furrey for 13 yards, touchdown",3.720,7.000
3,4:22,,,DAL 2,30,21,Jason Hanson kicks extra point good,0.000,0.000
3,4:16,,,DET 30,30,21,"Jason Hanson kicks off 72 yards, returned by Miles Austin for 35 yards (tackle by Kenoy Kennedy). Penalty on Kenoy Kennedy: Face Mask (15 Yards), 15 yards",0.000,2.130
3,4:09,1,10,DAL 48,30,21,Tony Romo pass incomplete short right intended for Lousaka Polite,2.130,1.580
3,4:03,2,10,DAL 48,30,21,Tony Romo pass complete deep middle to Terry Glenn for 22 yards (tackle by Terrence Holt),1.580,3.580
3,3:28,1,10,DET 30,30,21,Marion Barber left tackle for 6 yards (tackle by Kalimba Edwards),3.580,3.840
3,2:54,2,4,DET 24,30,21,Marion Barber left tackle for 3 yards (tackle by Kalimba Edwards),3.840,3.530
3,2:14,3,1,DET 21,30,21,Marion Barber left guard for 2 yards (tackle by Kalimba Edwards),3.530,4.310
3,1:32,1,10,DET 19,30,21,Tony Romo pass incomplete intended for Terry Glenn,4.310,3.750
3,1:24,2,10,DET 19,30,21,Tony Romo pass complete short right to Terry Glenn for 6 yards (tackle by Jamar Fletcher),3.750,3.960
3,0:39,3,4,DET 13,30,21,Tony Romo sacked by Kalimba Edwards for -8 yards,3.960,2.060
3,0:09,4,12,DET 21,30,24,Martin Gramatica 39 yard field goal good,2.060,3.000
3,0:04,,,DAL 30,30,24,"Martin Gramatica kicks off 55 yards, returned by Eddie Drummond for 10 yards (tackle by Sam Hurd)",0.000,0.610
Quarter,Time,Down,ToGo,Location,DET,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 25,30,24,Aveion Cason middle for 9 yards (tackle by Jason Ferguson),0.610,1.280
4,14:25,2,1,DET 34,30,24,Aveion Cason middle for 3 yards (tackle by Jason Ferguson),1.280,1.400
4,13:50,1,10,DET 37,30,24,Jon Kitna pass incomplete short left intended for Mike Williams (defended by Bobby Carpenter),1.400,0.860
4,13:44,2,10,DET 37,30,24,Jon Kitna pass complete short left to Aveion Cason for 4 yards (tackle by Akin Ayodele),0.860,0.700
4,13:06,3,6,DET 41,30,24,Jon Kitna pass complete short middle to Mike Furrey for 11 yards (tackle by Bradie James),0.700,2.390
4,12:34,1,10,DAL 48,30,24,Jon Kitna sacked by Kenyon Coleman for -12 yards,2.390,0.230
4,11:59,2,22,DET 40,30,24,Jon Kitna pass complete short left to Mike Furrey for 6 yards,0.230,0.370
,,,,,,,"DET challenged the ruling, and the original play was overturned.",,
4,11:50,3,16,DET 46,30,24,Jon Kitna left end for 10 yards (tackle by Bradie James),0.370,0.330
4,11:23,4,6,DAL 44,30,24,Nick Harris punts 43 yards,0.330,0.380
4,11:13,1,10,DAL 1,30,24,Tony Romo middle for 2 yards (tackle by Ernie Sims),-0.380,-0.630
4,10:31,2,8,DAL 3,30,24,Marion Barber left guard for no gain (tackle by Stanley Wilson),-0.630,-1.190
4,9:47,3,8,DAL 3,30,24,"Tony Romo pass complete short left to Terrell Owens for 17 yards (tackle by Kenoy Kennedy). Tony Romo fumbles, recovered by Tony Romo at DAL--1",-1.190,0.280
4,8:57,1,10,DAL 20,30,24,Tony Romo pass complete deep middle to Jason Witten for 24 yards (tackle by Kenoy Kennedy),0.280,1.860
4,8:18,1,10,DAL 44,30,30,"Tony Romo pass complete deep middle to Terrell Owens for 56 yards, touchdown",1.860,7.000
4,8:18,,,DET 2,30,31,Martin Gramatica kicks extra point good,0.000,0.000
4,8:09,,,DAL 30,30,31,"Martin Gramatica kicks off 66 yards, returned by Eddie Drummond for 24 yards (tackle by Tony Parrish)",0.000,0.810
4,8:02,1,10,DET 28,30,31,Jon Kitna pass complete short middle to Arlen Harris for 7 yards (tackle by Akin Ayodele),0.810,1.210
4,7:25,2,3,DET 35,30,31,Jon Kitna pass complete short left to Roy Williams for 4 yards (tackle by Anthony Henry),1.210,1.530
4,6:49,1,10,DET 39,30,31,Jon Kitna pass incomplete,1.530,0.990
4,6:41,2,10,DET 39,30,31,Jon Kitna pass incomplete short middle intended for Arlen Harris,0.990,0.300
4,6:36,3,10,DET 39,30,31,Jon Kitna pass complete deep middle to Roy Williams for 24 yards (tackle by Roy Williams),0.300,3.120
4,5:54,1,10,DAL 37,30,31,Jon Kitna pass complete short middle to Mike Furrey for 15 yards (tackle by Roy Williams),3.120,4.110
4,5:10,1,10,DAL 22,30,31,Aveion Cason right tackle for 1 yard (tackle by Jason Ferguson),4.110,3.700
4,4:32,2,9,DAL 21,36,31,"Jon Kitna pass complete deep left to Mike Williams for 21 yards, touchdown",3.700,7.000
4,4:32,,,,36,31,"Two Point Attempt: Jon Kitna pass incomplete intended for Mike Williams, conversion fails",1.000,-1.000
4,4:24,,,DET 30,36,31,"Jason Hanson kicks off 64 yards, returned by Nate Jones for 13 yards (tackle by Aveion Cason)",0.000,0.150
4,4:19,1,10,DAL 19,36,31,"Tony Romo sacked for -4 yards. Tony Romo fumbles, recovered by Kalimba Edwards at DAL-13",0.150,-4.710
4,4:07,1,10,DAL 13,36,31,Arlen Harris left tackle for 2 yards (tackle by Chris Canty),4.710,4.390
4,3:25,2,8,DAL 11,36,31,Arlen Harris right end for 2 yards (tackle by Roy Williams),4.390,3.880
4,3:07,,,,36,31,Timeout #1 by Dallas Cowboys,0.000,3.880
4,3:07,3,6,DAL 9,36,31,Arlen Harris left guard for 4 yards (tackle by Akin Ayodele and DeMarcus Ware),3.880,3.030
4,3:02,,,,36,31,Timeout #2 by Dallas Cowboys,0.000,3.030
4,3:02,4,2,DAL 5,39,31,Jason Hanson 23 yard field goal good,3.030,3.000
4,2:58,,,DET 30,39,31,"Jason Hanson kicks off 64 yards, returned by Miles Austin for 29 yards (tackle by Alex Lewis)",0.000,1.270
4,2:53,1,10,DAL 35,39,31,Tony Romo pass complete short middle to Marion Barber for 7 yards (tackle by Cory Redding),1.270,1.670
4,2:29,2,3,DAL 42,39,31,Tony Romo pass complete short left to Marion Barber for 8 yards (tackle by Terrence Holt),1.670,2.260
4,2:04,1,10,DET 50,39,31,Tony Romo pass complete short middle to Marion Barber for 3 yards (tackle by Dre' Bly),2.260,2.120
4,1:56,2,7,DET 47,39,31,Tony Romo pass complete short middle to Terrell Owens for 11 yards (tackle by Dre' Bly),2.120,3.180
4,1:38,1,10,DET 36,39,31,Tony Romo pass complete short middle to Marion Barber for 7 yards (tackle by Alex Lewis),3.180,3.580
4,1:29,,,,39,31,Timeout #1 by Detroit Lions,0.000,3.580
4,1:29,2,3,DET 29,39,31,Tony Romo pass complete short right to Patrick Crayton for 4 yards (tackle by Stanley Wilson),3.580,3.910
4,1:23,1,10,DET 25,39,31,Tony Romo pass complete short middle to Terry Glenn for 9 yards (tackle by Jon McGraw),3.910,4.750
4,1:01,2,1,DET 16,39,31,Tony Romo middle for 6 yards (tackle by Paris Lenon),4.750,4.910
4,0:41,1,10,DET 10,39,31,Tony Romo middle for 4 yards (tackle by Kalimba Edwards),4.910,4.950
4,0:27,,,,39,31,Timeout #3 by Dallas Cowboys,0.000,4.950
4,0:27,2,6,DET 6,39,31,Tony Romo pass incomplete,4.950,4.040
4,0:21,3,6,DET 6,39,31,Tony Romo pass incomplete short right intended for Terry Glenn,4.040,2.990
4,0:16,4,6,DET 6,39,31,Tony Romo middle for 4 yards (tackle by Paris Lenon),2.990,0.380
4,0:09,1,10,DET 2,39,31,Jon Kitna kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
