Quarter,Time,Down,ToGo,Location,OAK,DET,Detail,EPB,EPA
1,,,,DET 30,0,10,"Jason Hanson kicks off 63 yards, returned by Ronney Jenkins for 17 yards (tackle by Avon Cobourne)",0.000,0.540
1,0:52,1,10,OAK 24,0,10,Charlie Garner right tackle for -2 yards (tackle by James Hall),0.540,-0.270
1,0:16,2,12,OAK 22,0,10,Marques Tuiasosopo pass complete to Tim Brown for 8 yards (tackle by Brian Walker),-0.270,0.100
Quarter,Time,Down,ToGo,Location,OAK,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,OAK 30,0,10,Marques Tuiasosopo pass incomplete intended for Doug Jolley (defended by Shaun Rogers),0.100,-1.370
2,14:54,4,4,OAK 30,0,10,"Shane Lechler punts 55 yards, returned by Reggie Swinton for 15 yards (tackle by Eric Johnson). Penalty on Eric Johnson: Ineligible Downfield Kick (Declined)",-1.370,-0.940
2,14:41,1,10,DET 30,0,10,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.940,0.390
2,14:40,2,10,DET 30,0,10,Olandis Gary left end for 19 yards (tackle by Terrance Shaw),0.390,2.190
2,13:56,1,10,DET 49,0,10,Olandis Gary up the middle for 1 yard (tackle by Sean Gilbert),2.190,1.780
2,13:16,2,9,DET 50,0,10,Joey Harrington pass complete to Scotty Anderson for 10 yards (tackle by Charles Woodson),1.780,2.920
2,12:38,1,10,OAK 40,0,10,Shawn Bryson up the middle for 3 yards (tackle by Akbar Gbaja-Biamila),2.920,2.780
2,11:56,2,7,OAK 37,0,10,"Joey Harrington pass complete to Shawn Jefferson for 2 yards (tackle by Napoleon Harris). Penalty on Shawn Jefferson: Personal Foul, 15 yards",2.780,0.370
2,11:21,3,20,DET 50,0,10,Joey Harrington pass complete to Cory Schlesinger for 3 yards (tackle by Eric Barton),0.370,0.130
2,10:47,4,17,OAK 47,0,10,"Nick Harris punts 47 yards, touchback",0.130,-0.280
2,10:38,1,10,OAK 20,0,10,Charlie Garner up the middle for no gain (tackle by James Hall),0.280,-0.270
2,9:53,2,10,OAK 20,0,10,"Marques Tuiasosopo for 4 yards. Penalty on Frank Middleton: Unnecessary Roughness, 10 yards (no play)",-0.270,-1.510
2,9:33,2,20,OAK 10,0,10,Marques Tuiasosopo pass incomplete intended for Charlie Garner,-1.510,-2.590
2,9:29,3,20,OAK 10,0,10,Marques Tuiasosopo sacked by Shaun Rogers for -7 yards,-2.590,-2.490
2,8:55,4,27,OAK 3,0,10,"Shane Lechler punts 59 yards, returned by Reggie Swinton for 22 yards (tackle by Zack Crockett)",-2.490,-2.920
2,8:41,1,10,OAK 40,0,10,Olandis Gary left end for no gain (tackle by Napoleon Harris),2.920,2.370
2,7:59,2,10,OAK 40,0,10,Joey Harrington pass incomplete intended for Bill Schroeder,2.370,1.680
2,7:52,3,10,OAK 40,0,10,Joey Harrington pass incomplete intended for Scotty Anderson is intercepted by Rod Woodson at OAK-30 and returned for 5 yards (tackle by Shawn Bryson),1.680,-1.270
2,7:45,1,10,OAK 35,0,10,Charlie Garner right tackle for 3 yards (tackle by Kelvin Pritchett),1.270,1.130
2,7:10,2,7,OAK 38,0,10,Rick Mirer pass complete to Jerry Rice for 11 yards (tackle by Otis Smith),1.130,2.190
2,6:31,1,10,OAK 49,0,10,"Charlie Garner right tackle for 7 yards (tackle by Shawn Jefferson). Penalty on Mo Collins: Illegal Use of Hands, 10 yards (no play)",2.190,1.530
2,6:09,1,20,OAK 39,0,10,Rick Mirer pass complete to Tim Brown for 6 yards (tackle by Earl Holmes),1.530,1.110
2,5:28,2,14,OAK 45,0,10,Justin Fargas right end for 7 yards (tackle by James Davis),1.110,1.360
2,4:46,3,7,DET 48,0,10,Rick Mirer sacked by James Hall for -7 yards,1.360,-0.390
2,4:16,4,14,OAK 45,0,10,"Shane Lechler punts 41 yards, returned by Reggie Swinton for 6 yards (tackle by Adam Treu)",-0.390,-0.280
2,4:05,1,10,DET 20,0,10,Joey Harrington pass complete to Cory Schlesinger for 11 yards (tackle by Eric Barton),0.280,1.000
2,3:31,1,10,DET 31,0,10,Olandis Gary left end for 1 yard (tackle by Eric Barton),1.000,0.600
2,2:53,2,9,DET 32,0,10,Shawn Bryson up the middle for -1 yards (tackle by DeLawrence Grant),0.600,-0.230
2,2:12,3,10,DET 31,0,10,Joey Harrington pass complete to Shawn Bryson for 9 yards (tackle by Napoleon Harris),-0.230,-0.720
2,2:00,4,1,DET 40,0,10,"Nick Harris punts 46 yards, returned by Phillip Buchanon for 1 yard (tackle by Avon Cobourne)",-0.720,0.220
2,1:51,1,10,OAK 15,0,10,Rick Mirer pass complete to Tim Johnson for 11 yards (tackle by Boss Bailey),-0.220,0.670
2,1:30,1,10,OAK 26,0,10,Rick Mirer pass incomplete intended for Tim Johnson (defended by Boss Bailey),0.670,0.130
2,1:27,2,10,OAK 26,0,10,Rick Mirer pass complete to Tim Brown for 8 yards (tackle by Otis Smith),0.130,0.500
2,1:13,3,2,OAK 34,0,10,Rick Mirer pass complete to Charlie Garner for 6 yards (tackle by Shaun Rogers),0.500,1.600
2,0:54,1,10,OAK 40,0,10,Rick Mirer pass incomplete intended for Tim Brown (defended by James Davis),1.600,1.050
2,0:49,2,10,OAK 40,0,10,Rick Mirer pass incomplete intended for Jerry Porter (defended by James Davis),1.050,0.370
2,0:44,3,10,OAK 40,0,10,Rick Mirer pass complete to Tim Brown for 11 yards (tackle by Jeff Gooch),0.370,2.320
2,0:36,,,,0,10,Timeout #2 by Oakland Raiders,0.000,2.320
2,0:36,1,10,DET 49,0,10,Rick Mirer pass complete to Tim Brown for 8 yards (tackle by Otis Smith),2.320,2.860
2,0:21,2,2,DET 41,0,10,Rick Mirer spiked the ball,2.860,2.150
2,0:19,3,2,DET 41,0,10,Rick Mirer pass incomplete intended for Jerry Rice (defended by Terrence Holt),2.150,0.530
2,0:16,4,2,DET 41,0,10,Rick Mirer pass complete to Jerry Rice for 4 yards (tackle by Doug Evans),0.530,3.120
2,0:09,1,10,DET 37,0,10,Rick Mirer pass incomplete intended for Jerry Porter,3.120,2.570
2,0:05,2,10,DET 37,3,10,Sebastian Janikowski 55 yard field goal good,2.570,3.000
Quarter,Time,Down,ToGo,Location,OAK,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,3,10,"Sebastian Janikowski kicks off 68 yards, returned by Reggie Swinton for 32 yards",,
3,14:53,1,10,DET 34,3,10,Olandis Gary left tackle for no gain (tackle by Travian Smith and Napoleon Harris),1.200,0.660
3,14:12,2,10,DET 34,3,10,Joey Harrington right tackle for 9 yards (tackle by Tyler Brayton),0.660,1.160
3,13:40,3,1,DET 43,3,10,Cory Schlesinger right tackle for 3 yards (tackle by Roderick Coleman),1.160,1.990
3,13:00,1,10,DET 46,3,10,Olandis Gary left end for 3 yards (tackle by Napoleon Harris),1.990,1.860
3,12:19,2,7,DET 49,3,10,Shawn Bryson left tackle for 6 yards (tackle by Trace Armstrong),1.860,1.950
3,11:37,3,1,OAK 45,3,10,Shawn Bryson left end for 12 yards (tackle by Derrick Gibson),1.950,3.380
3,11:13,1,10,OAK 33,3,16,"Joey Harrington pass complete to Cory Schlesinger for 33 yards, touchdown",3.380,7.000
3,,,,OAK 2,3,17,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,3,17,"Jason Hanson kicks off 61 yards, returned by Ronney Jenkins for 12 yards (tackle by Wali Rainer)",0.000,0.340
3,10:59,1,10,OAK 21,3,17,Charlie Garner up the middle for 9 yards (tackle by Brian Walker),0.340,1.020
3,10:25,2,1,OAK 30,3,17,Charlie Garner right end for 14 yards (tackle by Bracy Walker),1.020,1.860
3,9:57,1,10,OAK 44,3,17,Tyrone Wheatley left tackle for 1 yard (tackle by Barrett Green),1.860,1.450
3,9:20,2,9,OAK 45,3,17,Rick Mirer pass complete to Jerry Rice for 10 yards (tackle by Terrence Holt),1.450,2.590
3,8:42,1,10,DET 45,3,17,Justin Fargas right tackle for 2 yards (tackle by Earl Holmes),2.590,2.310
3,8:05,2,8,DET 43,3,17,Tyrone Wheatley up the middle for 3 yards (tackle by Bracy Walker),2.310,2.010
3,7:22,3,5,DET 40,3,17,Rick Mirer pass complete to Jerry Porter for 6 yards (tackle by Boss Bailey),2.010,3.310
3,6:41,1,10,DET 34,3,17,"Rick Mirer pass incomplete intended for Zack Crockett. Penalty on Earl Holmes: Defensive Holding, 5 yards (no play)",3.310,3.640
3,6:36,1,10,DET 29,3,17,Charlie Garner right tackle for 4 yards (tackle by Kelvin Pritchett),3.640,3.640
3,6:01,2,6,DET 25,3,17,Charlie Garner right tackle for 7 yards (tackle by Kalimba Edwards),3.640,4.370
3,5:25,1,10,DET 18,3,17,Tyrone Wheatley left tackle for 4 yards (tackle by Shaun Rogers),4.370,4.430
3,4:48,2,6,DET 14,3,17,Rick Mirer pass complete to Tyrone Wheatley for 4 yards (tackle by Barrett Green),4.430,4.510
3,4:03,3,2,DET 10,3,17,Zack Crockett up the middle for 1 yard (tackle by Kalimba Edwards and Barrett Green),4.510,2.980
3,3:39,,,,3,17,Timeout #1 by Oakland Raiders,0.000,2.980
3,3:39,4,1,DET 9,3,17,Zack Crockett left tackle for 2 yards (tackle by Barrett Green),2.980,5.600
3,2:59,1,7,DET 7,9,17,"Charlie Garner right tackle for 7 yards, touchdown",5.600,7.000
3,,,,DET 2,10,17,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,10,17,"Sebastian Janikowski kicks off 60 yards, returned by Reggie Swinton for 23 yards (tackle by Chris Hetherington)",0.000,1.140
3,2:48,1,10,DET 33,10,17,Olandis Gary right end for 4 yards (tackle by Eric Barton),1.140,1.130
3,2:09,2,6,DET 37,10,17,Joey Harrington pass complete to Mikhael Ricks for 9 yards (tackle by Travian Smith),1.130,1.990
3,1:58,1,10,DET 46,10,17,Olandis Gary left end for -1 yards (tackle by Roderick Coleman),1.990,1.320
3,1:18,2,11,DET 45,10,17,Joey Harrington pass complete to Shawn Bryson for 14 yards (tackle by Eric Barton),1.320,2.850
3,0:31,1,10,OAK 41,10,17,Joey Harrington pass complete to Az-Zahir Hakim for 5 yards (tackle by Charles Woodson),2.850,2.980
Quarter,Time,Down,ToGo,Location,OAK,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,OAK 36,10,17,Shawn Bryson left tackle for 1 yard (tackle by Eric Barton),2.980,2.410
4,14:22,3,4,OAK 35,10,17,Joey Harrington pass complete to Shawn Bryson for 8 yards (tackle by Eric Barton),2.410,3.780
4,13:37,1,10,OAK 27,10,17,Olandis Gary up the middle for 4 yards (tackle by Trace Armstrong),3.780,3.770
4,12:59,2,6,OAK 23,10,17,Joey Harrington pass incomplete intended for Cory Schlesinger,3.770,3.070
4,12:54,3,6,OAK 23,10,17,Joey Harrington pass incomplete intended for Az-Zahir Hakim,3.070,1.950
4,12:50,4,6,OAK 23,10,20,Jason Hanson 42 yard field goal good,1.950,3.000
4,,,,DET 30,10,20,"Jason Hanson kicks off 66 yards, returned by Justin Fargas for 28 yards (tackle by Doug Evans)",0.000,1.070
4,12:38,1,10,OAK 32,10,20,Rick Mirer pass complete to Jerry Rice for 12 yards (tackle by Terrence Holt),1.070,1.860
4,12:04,1,10,OAK 44,10,20,Charlie Garner up the middle for 2 yards (tackle by Boss Bailey),1.860,1.590
4,11:28,2,8,OAK 46,10,20,Charlie Garner left end for no gain (tackle by Doug Evans),1.590,0.890
4,10:46,3,8,OAK 46,10,20,Rick Mirer sacked by Kalimba Edwards for -5 yards,0.890,-0.650
4,10:17,4,13,OAK 41,10,20,"Shane Lechler punts 44 yards, muffed catch by Reggie Swinton, recovered by Nnamdi Asomugha and returned for no gain",-0.650,5.140
4,10:06,1,9,DET 9,10,20,Rick Mirer pass incomplete intended for Jerry Porter,5.140,4.380
4,10:02,2,9,DET 9,10,20,Rick Mirer pass incomplete intended for Jerry Porter,4.380,3.360
4,9:57,3,9,DET 9,10,20,"Penalty on Barry Sims: False Start, 5 yards (no play)",3.360,3.000
4,9:57,3,14,DET 14,10,20,Rick Mirer pass complete to Tim Brown for 8 yards (tackle by Otis Smith),3.000,2.990
4,9:18,4,6,DET 6,13,20,Sebastian Janikowski 24 yard field goal good,2.990,3.000
4,,,,OAK 30,13,20,"Sebastian Janikowski kicks off 68 yards, returned by Reggie Swinton for 61 yards (tackle by Chris Hetherington)",0.000,3.120
4,9:01,1,10,OAK 37,13,20,Olandis Gary right tackle for 7 yards (tackle by Chris Cooper),3.120,3.520
4,8:17,2,3,OAK 30,13,20,"Olandis Gary up the middle for 1 yard. Olandis Gary fumbles, recovered by Olandis Gary at OAK-29",3.520,2.940
4,7:34,3,2,OAK 29,13,20,"Joey Harrington pass incomplete intended for Az-Zahir Hakim. Penalty on Charles Woodson: Defensive Pass Interference, 2 yards (no play)",2.940,3.780
4,7:30,1,10,OAK 27,13,20,Olandis Gary right end for 3 yards (tackle by Napoleon Harris),3.780,3.640
4,6:45,2,7,OAK 24,13,20,Shawn Bryson up the middle for 3 yards (tackle by Chris Cooper),3.640,3.340
4,6:00,3,4,OAK 21,13,20,Joey Harrington pass incomplete intended for Mikhael Ricks,3.340,2.130
4,5:56,4,4,OAK 21,13,23,Jason Hanson 39 yard field goal good,2.130,3.000
4,,,,DET 30,13,23,"Jason Hanson kicks off 72 yards, returned by Justin Fargas for 32 yards (tackle by Jacoby Shepherd)",0.000,0.940
4,5:45,1,10,OAK 30,13,23,Rick Mirer pass incomplete intended for Jerry Porter is intercepted by Brian Walker at DET-42,0.940,-1.730
,,,,,,,"OAK challenged the ruling, and the original play was overturned.",,
4,5:41,1,10,DET 42,13,23,Olandis Gary right end for 3 yards (tackle by Chris Cooper),1.730,1.590
4,4:59,2,7,DET 45,13,23,Shawn Bryson up the middle for 5 yards (tackle by Tyler Brayton),1.590,1.550
4,4:16,3,2,DET 50,13,23,Shawn Bryson left tackle for 5 yards (tackle by Eric Barton),1.550,2.590
4,3:33,1,10,OAK 45,13,23,"Shawn Bryson right end for 3 yards (tackle by Charles Woodson). Penalty on Stockar McDougle: Offensive Holding, 10 yards (no play)",2.590,1.930
4,3:27,1,20,DET 45,13,23,Shawn Bryson up the middle for 2 yards (tackle by Chris Cooper),1.930,0.960
4,2:42,2,18,DET 47,13,23,Shawn Bryson up the middle for 6 yards (tackle by DeLawrence Grant),0.960,1.090
4,2:31,,,,13,23,Timeout #2 by Oakland Raiders,0.000,1.090
4,2:31,3,12,OAK 47,13,23,Shawn Bryson left tackle for 9 yards (tackle by Rod Woodson and Travian Smith). Penalty on Dominic Raiola: Offensive Holding (Declined),1.090,0.720
4,2:25,4,3,OAK 38,13,23,"Nick Harris punts 38 yards, touchback",0.720,-0.280
4,2:12,1,10,OAK 20,13,23,Rick Mirer pass complete to Jerry Porter for 9 yards (tackle by Corey Harris),0.280,0.950
4,2:00,2,1,OAK 29,13,23,Rick Mirer pass incomplete intended for Jerry Rice (defended by Barrett Green),0.950,0.230
4,1:55,3,1,OAK 29,13,23,"Rick Mirer pass complete to Jerry Rice for 19 yards (tackle by Bracy Walker). Penalty on Barry Sims: Offensive Holding, 9 yards (no play)",0.230,-0.960
4,1:47,3,10,OAK 20,13,23,Rick Mirer pass incomplete intended for Tim Brown (defended by Kalimba Edwards),-0.960,-2.030
4,1:42,4,10,OAK 20,13,23,Rick Mirer pass complete to Jerry Rice for 11 yards (tackle by Otis Smith),-2.030,1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:24,1,10,OAK 31,13,23,Rick Mirer pass incomplete intended for Alvis Whitted,1.000,0.460
4,1:16,2,10,OAK 31,13,23,Rick Mirer pass incomplete intended for Jerry Rice is intercepted by Terrence Holt at OAK-47 and returned for 30 yards (tackle by Rick Mirer),0.460,-4.440
4,1:05,1,10,OAK 17,13,23,Joey Harrington kneels for -1 yards,4.440,3.720
4,0:27,2,11,OAK 18,13,23,Joey Harrington kneels for -1 yards,3.720,2.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
