Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
2,13:33,1,10,BAL 48,6,0,"Joe Flacco pass complete deep right to Ed Dickson for -14 yards. Penalty on Bryant McKinnie: Personal Foul, 15 yards (no play)",2.130,1.140
2,13:17,1,25,BAL 33,6,0,Joe Flacco pass complete short right to Bernard Pierce for 2 yards (tackle by Brooks Reed and Kareem Jackson),1.140,-0.170
2,12:41,2,23,BAL 35,6,0,Joe Flacco pass complete short right to Torrey Smith for 5 yards (tackle by Johnathan Joseph),-0.170,-0.160
2,12:11,3,18,BAL 40,6,0,"Joe Flacco pass complete short right to Dallas Clark for 5 yards (tackle by Danieal Manning). Penalty on Bryant McKinnie: Personal Foul, 15 yards (no play)",-0.160,-2.140
2,12:11,3,33,BAL 25,6,0,"Joe Flacco sacked by Antonio Smith for -9 yards. Joe Flacco fumbles (forced by Antonio Smith), recovered by Marshal Yanda at BAL-23",-2.140,-1.830
2,11:05,4,35,BAL 23,6,0,"Sam Koch punts 56 yards, returned by Keshawn Martin for 7 yards (tackle by John Simon)",-1.830,-0.810
2,10:54,1,10,HOU 28,6,0,Matt Schaub pass incomplete short right intended for Ben Tate,0.810,0.260
2,10:48,2,10,HOU 28,6,0,Ben Tate right guard for 3 yards (tackle by Arthur Jones and DeAngelo Tyson),0.260,0.260
2,10:13,2,10,HOU 28,6,0,Timeout #1 by Houston Texans,0.260,-0.030
2,10:13,3,7,HOU 31,6,0,"Matt Schaub pass complete short right to Keshawn Martin for 7 yards (tackle by Corey Graham). Penalty on Derek Newton: Offensive Holding, 10 yards (no play)",-0.030,-1.350
2,9:49,3,17,HOU 21,6,0,Arian Foster right guard for 3 yards (tackle by Elvis Dumervil and Daryl Smith),-1.350,-1.770
2,9:16,4,14,HOU 24,6,0,"Shane Lechler punts 59 yards, returned by Tandon Doss for 11 yards (tackle by D.J. Swearinger)",-1.770,-0.810
2,9:03,1,10,BAL 28,6,0,Bernard Pierce up the middle for 1 yard (tackle by J.J. Watt and Brian Cushing),0.810,0.400
2,8:26,2,9,BAL 29,6,0,Joe Flacco pass incomplete short left intended for Dallas Clark,0.400,-0.300
2,8:22,3,9,BAL 29,6,0,Joe Flacco pass complete short right to Dallas Clark for 21 yards (tackle by Ed Reed),-0.300,2.260
2,7:44,1,10,BAL 50,6,0,"Joe Flacco pass incomplete short middle intended for Bernard Pierce. Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",2.260,1.600
2,7:39,1,20,BAL 40,6,0,Bernard Pierce left guard for 3 yards (tackle by D.J. Swearinger and Brooks Reed),1.600,0.770
2,7:08,2,17,BAL 43,6,0,Joe Flacco pass complete short left to Torrey Smith for 7 yards (tackle by Danieal Manning),0.770,1.030
2,6:36,3,10,BAL 50,6,0,"Penalty on Brooks Reed: Neutral Zone Infraction, 5 yards (no play)",1.030,1.690
2,6:31,3,5,HOU 45,6,0,Joe Flacco pass complete short left to Brandon Stokley for 9 yards (tackle by Danieal Manning and Brice McCain),1.690,3.180
2,5:49,1,10,HOU 36,6,0,Shaun Draughn left tackle for no gain (tackle by D.J. Swearinger),3.180,2.640
2,5:18,2,10,HOU 36,6,0,"Joe Flacco pass incomplete deep right intended for Marlon Brown. Penalty on Kareem Jackson: Defensive Pass Interference, 21 yards (no play)",2.640,4.580
2,5:11,1,10,HOU 15,6,0,"Joe Flacco pass incomplete short right intended for Torrey Smith. Penalty on Brian Cushing: Defensive Offside, 5 yards (no play)",4.580,5.740
2,5:06,1,5,HOU 10,6,0,Joe Flacco pass incomplete short middle intended for Dallas Clark (defended by Danieal Manning),5.740,4.840
2,5:01,2,5,HOU 10,6,0,Bernard Pierce right guard for no gain (tackle by J.J. Watt and Joe Mays),4.840,4.000
2,4:24,3,5,HOU 10,6,0,Joe Flacco pass incomplete short right intended for Torrey Smith,4.000,2.810
2,4:15,4,5,HOU 10,6,3,Justin Tucker 28 yard field goal good,2.810,3.000
2,4:15,,,BAL 35,6,3,"Justin Tucker kicks off 73 yards, touchback",0.000,-0.280
2,4:11,1,10,HOU 20,6,3,Matt Schaub pass complete short left to Andre Johnson for 7 yards (tackle by Jimmy Smith),0.280,0.680
2,3:30,2,3,HOU 27,6,3,Matt Schaub pass complete short right to Andre Johnson for 8 yards (tackle by Lardarius Webb),0.680,1.270
2,2:49,1,10,HOU 35,6,9,"Matt Schaub pass incomplete short middle intended for Owen Daniels is intercepted by Daryl Smith at HOU-37 and returned for 37 yards, touchdown",1.270,-7.000
2,2:39,,,HOU 2,6,10,Justin Tucker kicks extra point good,0.000,0.000
2,2:39,,,BAL 35,6,10,"Justin Tucker kicks off 72 yards, returned by Keshawn Martin for 29 yards (tackle by Billy Bajema)",0.000,-0.410
2,2:33,1,10,HOU 22,6,10,Ben Tate right guard for 10 yards (tackle by Daryl Smith),0.410,1.070
2,2:05,1,10,HOU 32,6,10,Ben Tate right guard for 3 yards (tackle by Courtney Upshaw),1.070,0.930
2,1:55,2,7,HOU 35,6,10,Matt Schaub sacked by Haloti Ngata for -9 yards,0.930,-0.960
2,1:13,3,16,HOU 26,6,10,Matt Schaub pass complete short right to Arian Foster for -2 yards (tackle by James Ihedigbo),-0.960,-0.960
2,1:05,3,16,HOU 26,6,10,Timeout #1 by Baltimore Ravens,-0.960,-1.770
2,1:05,4,18,HOU 24,6,16,"Shane Lechler punts 58 yards, returned by Tandon Doss for 82 yards, touchdown",-1.770,-7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
2,0:45,,,HOU 2,6,17,Justin Tucker kicks extra point good,0.000,0.000
2,0:45,,,BAL 35,6,17,"Justin Tucker kicks off 73 yards, touchback",0.000,-0.280
2,0:45,1,10,HOU 20,6,17,Matt Schaub pass complete short right to Owen Daniels for 8 yards (tackle by Lardarius Webb),0.280,0.810
2,0:26,2,2,HOU 28,6,17,Matt Schaub pass complete deep middle to DeAndre Hopkins for 18 yards (tackle by Daryl Smith),0.810,0.810
2,0:20,2,2,HOU 28,6,17,Timeout #2 by Houston Texans,0.810,1.990
2,0:20,1,10,HOU 46,6,17,Matt Schaub pass complete deep left to DeAndre Hopkins for 16 yards (tackle by Jimmy Smith),1.990,3.050
2,0:14,1,10,BAL 38,6,17,Matt Schaub pass complete short left to DeVier Posey for 9 yards (tackle by Jimmy Smith),3.050,3.050
2,0:04,1,10,BAL 38,6,17,Timeout #3 by Houston Texans,3.050,3.720
2,0:04,2,1,BAL 29,9,17,Randy Bullock 47 yard field goal good,3.720,3.000
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,9,17,"Randy Bullock kicks off 72 yards, touchback",0.000,-0.280
3,15:00,1,10,BAL 20,9,17,Joe Flacco sacked by J.J. Watt for -8 yards,0.280,-1.360
3,14:28,2,18,BAL 12,9,17,Joe Flacco pass complete short left to Bernard Pierce for 5 yards (tackle by J.J. Watt),-1.360,-1.510
3,13:55,3,13,BAL 17,9,17,Joe Flacco pass complete deep left to Torrey Smith for 48 yards (tackle by Johnathan Joseph),-1.510,3.250
3,13:31,1,10,HOU 35,9,17,Bernard Pierce left guard for 3 yards (tackle by Earl Mitchell),3.250,3.110
3,12:53,2,7,HOU 32,9,17,Joe Flacco pass incomplete deep left intended for Torrey Smith,3.110,2.410
,,,,,,,"HOU challenged the pass completion ruling, and the original play was overturned.",,
3,12:49,3,7,HOU 32,9,17,Joe Flacco pass complete short middle to Torrey Smith for 24 yards (tackle by Ed Reed),2.410,5.370
3,12:24,1,8,HOU 8,9,17,Bernard Pierce right end for no gain (tackle by Brooks Reed),5.370,4.570
3,11:49,2,8,HOU 8,9,17,"Joe Flacco pass incomplete short left intended for Tandon Doss. Penalty on Kareem Jackson: Defensive Pass Interference, 7 yards (no play)",4.570,6.970
3,11:44,1,1,HOU 1,9,17,Bernard Pierce left tackle for no gain (tackle by Brian Cushing),6.970,5.910
3,11:09,2,1,HOU 1,9,23,"Bernard Pierce left end for 1 yard, touchdown",5.910,7.000
3,11:09,,,HOU 2,9,24,Justin Tucker kicks extra point good,0.000,0.000
3,11:09,,,BAL 35,9,24,"Justin Tucker kicks off 74 yards, touchback",0.000,-0.280
3,11:05,1,10,HOU 20,9,24,Matt Schaub pass complete short left to Andre Johnson for 12 yards (tackle by Jimmy Smith),0.280,1.070
3,10:33,1,10,HOU 32,9,24,Arian Foster left guard for 2 yards (tackle by Arthur Jones and James Ihedigbo),1.070,0.800
3,10:00,2,8,HOU 34,9,24,Arian Foster right end for 8 yards (tackle by Daryl Smith and James Ihedigbo),0.800,1.730
3,9:20,1,10,HOU 42,9,24,Matt Schaub pass complete short left to DeAndre Hopkins for 6 yards (tackle by Matt Elam),1.730,2.000
3,8:35,2,4,HOU 48,9,24,Ben Tate right end for 1 yard (tackle by James Ihedigbo),2.000,1.420
3,7:59,3,3,HOU 49,9,24,Matt Schaub pass incomplete short left intended for Owen Daniels. Penalty on Andre Johnson: Illegal Shift (Declined),1.420,-0.130
3,7:54,4,3,HOU 49,9,24,"Shane Lechler punts 40 yards, fair catch by Tandon Doss. Penalty on Courtney Upshaw: Offensive Holding, 5 yards",-0.130,0.380
3,7:48,1,10,BAL 6,9,24,Bernard Pierce right guard for 1 yard (tackle by Brooks Reed),-0.380,-0.710
3,7:10,2,9,BAL 7,9,24,Joe Flacco pass complete short right to Dallas Clark for 5 yards (tackle by Joe Mays),-0.710,-0.720
3,6:38,3,4,BAL 12,9,24,"Joe Flacco pass complete short right to Vonta Leach for 4 yards (tackle by Brian Cushing). Penalty on Whitney Mercilus: Roughing the Passer, 15 yards",-0.720,1.000
3,6:14,1,10,BAL 31,9,24,Bernard Pierce left tackle for no gain (tackle by Joe Mays and Whitney Mercilus),1.000,0.460
3,5:39,2,10,BAL 31,9,24,"Penalty on Antonio Smith: Neutral Zone Infraction, 5 yards (no play)",0.460,1.140
3,5:33,2,5,BAL 36,9,24,Bernard Pierce left guard for 4 yards (tackle by J.J. Watt),1.140,0.960
3,4:54,3,1,BAL 40,9,24,Bernard Pierce left guard for -1 yards (tackle by Joe Mays),0.960,-0.780
3,4:12,4,2,BAL 39,9,24,"Sam Koch punts 41 yards, fair catch by Keshawn Martin",-0.780,-0.280
3,4:04,1,10,HOU 20,9,24,Matt Schaub pass complete deep left to Keshawn Martin for 17 yards (tackle by Jimmy Smith),0.280,1.400
3,3:30,1,10,HOU 37,9,24,Arian Foster right guard for -2 yards (tackle by Marcus Spears),1.400,0.590
3,3:06,2,12,HOU 35,9,24,Matt Schaub pass complete short middle to Keshawn Martin for 18 yards (tackle by Matt Elam),0.590,2.460
3,2:31,1,10,BAL 47,9,24,Matt Schaub pass complete short right to DeAndre Hopkins for 8 yards (tackle by Lardarius Webb),2.460,2.990
3,2:04,2,2,BAL 39,9,24,Ben Tate right end for 3 yards (tackle by Daryl Smith),2.990,3.180
3,1:30,1,10,BAL 36,9,24,Matt Schaub pass complete short left to Ben Tate for -5 yards (tackle by Courtney Upshaw),3.180,1.960
3,0:44,2,15,BAL 41,9,24,Matt Schaub pass incomplete deep right intended for DeAndre Hopkins (defended by Lardarius Webb),1.960,1.960
3,0:37,2,15,BAL 41,9,24,Timeout #1 by Baltimore Ravens,1.960,1.290
3,0:37,3,15,BAL 41,9,24,Matt Schaub pass incomplete deep left intended for Keshawn Martin,1.290,0.530
3,0:32,4,15,BAL 41,9,24,Shane Lechler punts 37 yards,0.530,0.380
3,0:24,1,10,BAL 4,9,24,Bernard Pierce right end for 25 yards (tackle by Ed Reed),-0.380,0.870
Quarter,Time,Down,ToGo,Location,HOU,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 29,9,24,"Penalty on Brian Cushing: Encroachment, 5 yards (no play)",0.870,1.600
4,15:00,1,5,BAL 34,9,24,Joe Flacco pass complete short left to Marlon Brown for 4 yards (tackle by Kareem Jackson),1.600,1.540
4,14:24,2,1,BAL 38,9,24,Joe Flacco pass incomplete deep left intended for Torrey Smith (defended by Johnathan Joseph),1.540,0.830
4,14:19,3,1,BAL 38,9,24,Shaun Draughn up the middle for 3 yards (tackle by Brian Cushing),0.830,1.660
4,13:51,1,10,BAL 41,9,24,Joe Flacco pass complete short left to Torrey Smith for 8 yards (tackle by Kareem Jackson),1.660,2.200
4,13:12,2,2,BAL 49,9,24,Joe Flacco pass complete short right to Dallas Clark for 12 yards (tackle by Brian Cushing),2.200,2.980
4,13:12,1,10,HOU 39,9,24,"Penalty on Brooks Reed: Neutral Zone Infraction, 5 yards (no play)",2.980,3.710
4,12:18,1,5,HOU 34,9,24,Shaun Draughn right tackle for -2 yards (tackle by J.J. Watt),3.710,2.850
4,11:48,2,7,HOU 36,9,24,Shaun Draughn right tackle for 1 yard (tackle by J.J. Watt),2.850,2.280
4,11:13,3,6,HOU 35,9,24,Joe Flacco pass complete short left to Dallas Clark for 8 yards (tackle by Darryl Sharpton),2.280,3.780
4,10:44,1,10,HOU 27,9,24,Bernard Pierce right guard for 1 yard (tackle by Whitney Mercilus),3.780,3.370
4,10:00,2,9,HOU 26,9,24,Bernard Pierce right guard for -1 yards (tackle by J.J. Watt),3.370,2.540
4,9:21,3,10,HOU 27,9,24,Joe Flacco pass incomplete deep middle intended for Torrey Smith,2.540,1.670
4,9:14,4,10,HOU 27,9,27,Justin Tucker 45 yard field goal good,1.670,3.000
4,9:14,,,BAL 35,9,27,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,9:09,1,10,HOU 20,9,27,Matt Schaub pass incomplete short middle intended for DeVier Posey (defended by Jimmy Smith),0.280,-0.270
4,9:04,2,10,HOU 20,9,27,Matt Schaub pass complete short left to Ben Tate for 6 yards (tackle by Corey Graham),-0.270,-0.160
4,8:20,3,4,HOU 26,9,27,Matt Schaub pass complete short right to DeAndre Hopkins for 6 yards (tackle by Lardarius Webb),-0.160,1.070
4,7:58,1,10,HOU 32,9,27,Matt Schaub pass complete short right to DeAndre Hopkins for 6 yards (tackle by James Ihedigbo),1.070,1.340
4,7:36,2,4,HOU 38,9,27,Matt Schaub pass complete short left to Owen Daniels for 4 yards (tackle by Matt Elam),1.340,1.730
4,7:08,1,10,HOU 42,9,27,Matt Schaub sacked by Arthur Jones for -7 yards,1.730,0.240
4,6:36,2,17,HOU 35,9,27,Matt Schaub pass complete short right to DeVier Posey for 6 yards (tackle by Pernell McPhee and James Ihedigbo),0.240,0.370
4,5:58,3,11,HOU 41,9,27,"Penalty on Owen Daniels: False Start, 5 yards (no play)",0.370,-0.290
4,5:39,3,16,HOU 36,9,27,Matt Schaub pass complete short middle to DeVier Posey for 14 yards (tackle by Lardarius Webb),-0.290,-0.290
4,5:03,3,16,HOU 36,9,27,Timeout #1 by Houston Texans,-0.290,-0.060
4,5:03,4,2,HOU 50,9,27,Matt Schaub pass incomplete short left intended for Arian Foster (defended by James Ihedigbo),-0.060,-2.260
4,4:59,1,10,HOU 50,9,27,Bernard Pierce left tackle for -1 yards (tackle by Brooks Reed),2.260,2.260
4,4:54,1,10,HOU 50,9,27,Timeout #2 by Houston Texans,2.260,1.580
4,4:54,2,11,BAL 49,9,27,Bernard Pierce right end for 11 yards (tackle by Darryl Sharpton),1.580,2.920
4,4:46,1,10,HOU 40,9,27,"Penalty on Brice McCain: Illegal Substitution, 5 yards (no play)",2.920,3.650
4,4:46,1,5,HOU 35,9,27,Bernard Pierce left guard for 4 yards (tackle by Jared Crick),3.650,3.650
4,4:42,1,5,HOU 35,9,27,Timeout #3 by Houston Texans,3.650,3.590
4,4:42,2,1,HOU 31,9,27,Bernard Pierce right guard for no gain (tackle by Shiloh Keo),3.590,2.870
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
4,3:43,3,1,HOU 31,9,27,Vonta Leach right guard for 2 yards (tackle by Whitney Mercilus and Brian Cushing),2.870,3.640
4,3:14,1,10,HOU 29,9,27,Bernard Pierce left guard for 3 yards (tackle by Shiloh Keo),3.640,3.510
4,2:28,2,7,HOU 26,9,27,Bernard Pierce right guard for 2 yards (tackle by Brooks Reed and Shiloh Keo),3.510,3.070
4,2:00,3,5,HOU 24,9,27,"Penalty on Vonta Leach: False Start, 5 yards (no play)",3.070,2.410
4,2:00,3,10,HOU 29,9,27,Vonta Leach left guard for 5 yards (tackle by Joe Mays and Earl Mitchell),2.410,2.410
4,1:13,3,10,HOU 29,9,27,Timeout #3 by Baltimore Ravens,2.410,1.920
4,1:13,4,5,HOU 24,9,30,Justin Tucker 43 yard field goal good,1.920,3.000
4,1:13,,,BAL 35,9,30,"Justin Tucker kicks off 74 yards, touchback",0.000,-0.280
4,1:08,1,10,HOU 20,9,30,Cierre Wood left end for 1 yard (tackle by Daryl Smith),0.280,-0.130
4,0:33,2,9,HOU 21,9,30,Cierre Wood right guard for 3 yards (tackle by Corey Graham),-0.130,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
