Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
2,11:18,2,7,MIN 30,16,7,"Chris Carson left end for 30 yards, touchdown",,
2,11:12,,,MIN 15,17,7,Jason Myers kicks extra point good,,
2,11:12,,,SEA 35,17,7,"Jason Myers kicks off 66 yards, returned by Ihmir Smith-Marsette for 16 yards (tackle by Cody Barton)",,
2,11:07,1,10,MIN 15,17,7,Kirk Cousins pass complete short middle to Alexander Mattison for 6 yards (tackle by Jordyn Brooks),,
2,10:31,2,4,MIN 21,17,7,Alexander Mattison right tackle for 1 yard (tackle by Jordyn Brooks and Darrell Taylor),,
2,9:53,3,3,MIN 22,17,7,"Kirk Cousins sacked by and Rasheem Green for no gain and Al Woods for no gain. Penalty on Ugo Amadi: Defensive Holding, 5 yards (accepted) (no play)",,
2,9:40,1,10,MIN 27,17,7,Kirk Cousins pass complete short right to Alexander Mattison for 23 yards (tackle by Ugo Amadi),,
2,8:42,1,10,MIN 50,17,7,Ameer Abdullah up the middle for 4 yards (tackle by Robert Nkemdiche),,
2,8:04,2,6,SEA 46,17,7,Alexander Mattison left guard for 8 yards (tackle by Tre Flowers and Quandre Diggs),,
2,7:25,1,10,SEA 38,17,7,Kirk Cousins pass complete short middle to Justin Jefferson for 26 yards (tackle by D.J. Reed),,
2,6:45,1,10,SEA 12,17,7,Kirk Cousins pass complete short left to Tyler Conklin for 7 yards (tackle by Bobby Wagner),,
2,6:02,2,3,SEA 5,17,7,"Alexander Mattison for no gain (tackle by Kerry Hyder). Penalty on Garrett Bradbury: Offensive Holding, 10 yards (accepted) (no play)",,
2,5:38,2,13,SEA 15,17,7,Kirk Cousins pass incomplete short left intended for Alexander Mattison,,
2,5:32,3,13,SEA 15,17,13,"Kirk Cousins pass complete to Adam Thielen for 15 yards, touchdown",,
2,5:28,,,SEA 15,17,14,Greg Joseph kicks extra point good,,
2,5:28,,,MIN 35,17,14,"Penalty on Quandre Diggs: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",,
2,5:28,1,10,MIN 50,17,14,"Greg Joseph kicks off 50 yards, returned by DeeJay Dallas for 21 yards (tackle by Camryn Bynum)",,
2,5:23,1,10,SEA 21,17,14,Russell Wilson pass complete short middle to Penny Hart for 7 yards (tackle by Harrison Smith),,
2,4:41,2,3,SEA 28,17,14,Russell Wilson pass complete short left to Will Dissly for 39 yards (tackle by Eric Kendricks),,
2,4:09,,,,,,Timeout #1 by Minnesota Vikings,,
2,4:09,1,10,MIN 33,17,14,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,,
2,4:03,2,10,MIN 33,17,14,Russell Wilson pass complete short left to Tyler Lockett for 7 yards (tackle by Patrick Peterson),,
2,3:27,3,3,MIN 26,17,14,Russell Wilson pass incomplete deep left,,
2,3:18,4,3,MIN 26,17,14,Jason Myers 44 yard field goal no good,,
2,3:14,1,10,MIN 34,17,14,Alexander Mattison right end for 2 yards (tackle by D.J. Reed),,
2,3:04,2,8,MIN 36,17,14,Kirk Cousins pass complete short left to Alexander Mattison for 7 yards (tackle by Jamal Adams and Poona Ford),,
2,2:18,3,1,MIN 43,17,14,C.J. Ham up the middle for 2 yards (tackle by Rasheem Green),,
2,2:00,1,10,MIN 45,17,14,Alexander Mattison up the middle for 12 yards (tackle by Tre Flowers),,
2,1:31,1,10,SEA 43,17,14,Kirk Cousins pass complete short middle to Alexander Mattison for 4 yards (tackle by Bobby Wagner and Cody Barton),,
2,1:20,2,6,SEA 39,17,14,Alexander Mattison right guard for 2 yards (tackle by Carlos Dunlap and Bryan Mone),,
2,0:57,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:57,3,4,SEA 37,17,14,Kirk Cousins pass complete to Adam Thielen for 7 yards (tackle by Ugo Amadi),,
2,0:38,1,10,SEA 30,17,14,Kirk Cousins pass incomplete short right intended for Justin Jefferson,,
2,0:34,2,10,SEA 30,17,14,Kirk Cousins left end for 2 yards (tackle by Jamal Adams),,
2,0:29,3,8,SEA 28,17,14,Kirk Cousins pass complete short middle to Justin Jefferson for 9 yards (tackle by Ugo Amadi),,
2,0:24,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:24,1,10,SEA 19,17,14,Kirk Cousins pass complete short right to Tyler Conklin for 16 yards (tackle by Jamal Adams),,
2,0:20,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:20,1,3,SEA 3,17,20,"Kirk Cousins pass complete to Justin Jefferson for 3 yards, touchdown",,
2,0:16,,,SEA 15,17,21,Greg Joseph kicks extra point good,,
2,0:16,,,MIN 35,17,21,"Greg Joseph kicks off 65 yards, touchback.",,
2,0:16,1,10,SEA 25,17,21,Russell Wilson pass complete short middle to Travis Homer for 12 yards (tackle by Nick Vigil and Eric Kendricks),,
2,0:09,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:09,1,10,SEA 37,17,21,Russell Wilson pass complete to Gerald Everett for 11 yards (tackle by Mackensie Alexander),,
2,0:01,1,10,SEA 48,17,21,Russell Wilson pass complete short left to Travis Homer for 31 yards (tackle by Camryn Bynum),,
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,17,21,"Jason Myers kicks off 65 yards, touchback.",,
3,15:00,1,10,MIN 25,17,21,Alexander Mattison right tackle for 9 yards (tackle by Al Woods and Carlos Dunlap),,
3,14:25,2,1,MIN 34,17,21,Alexander Mattison right tackle for 3 yards (tackle by Carlos Dunlap),,
3,13:46,1,10,MIN 37,17,21,Kirk Cousins pass complete short right to Adam Thielen for -4 yards (tackle by Jordyn Brooks),,
3,13:02,2,14,MIN 33,17,21,Kirk Cousins pass complete short left to Justin Jefferson for 15 yards (tackle by Tre Flowers and Ugo Amadi),,
3,12:32,1,10,MIN 48,17,21,Alexander Mattison right tackle for 4 yards (tackle by Jamal Adams),,
3,12:05,2,6,SEA 48,17,21,Kirk Cousins pass complete short left to Tyler Conklin for 5 yards (tackle by Ugo Amadi),,
3,11:24,3,1,SEA 43,17,21,Alexander Mattison up the middle for 3 yards (tackle by Bobby Wagner),,
3,10:44,1,10,SEA 40,17,21,Kirk Cousins pass incomplete deep right intended for Adam Thielen,,
3,10:40,2,10,SEA 40,17,21,Ameer Abdullah up the middle for 6 yards (tackle by Robert Nkemdiche and Bobby Wagner),,
3,10:03,3,4,SEA 34,17,21,Kirk Cousins pass complete to Justin Jefferson for 8 yards,,
3,9:33,1,10,SEA 26,17,21,Alexander Mattison left tackle for 3 yards (tackle by Bobby Wagner),,
3,8:48,2,7,SEA 23,17,21,Kirk Cousins pass complete short left to Adam Thielen for 9 yards (tackle by Poona Ford),,
3,8:09,1,10,SEA 14,17,21,Alexander Mattison up the middle for -1 yards (tackle by Alton Robinson and Bryan Mone),,
3,7:28,2,11,SEA 15,17,21,Kirk Cousins pass incomplete short right intended for Justin Jefferson,,
3,7:21,3,11,SEA 15,17,21,"Kirk Cousins sacked by Darrell Taylor for -10 yards. Kirk Cousins fumbles (forced by Darrell Taylor), recovered by Kirk Cousins at SEA-25 (tackle by Darrell Taylor)",,
3,6:37,4,21,SEA 25,17,24,Greg Joseph 43 yard field goal good,,
3,6:34,,,MIN 35,17,24,"Greg Joseph kicks off 65 yards, touchback.",,
3,6:34,1,10,SEA 25,17,24,Chris Carson right tackle for 5 yards (tackle by Danielle Hunter and Eric Kendricks),,
3,5:48,2,5,SEA 30,17,24,Alex Collins right end for 6 yards (tackle by Eric Kendricks),,
3,5:26,1,10,SEA 36,17,24,Russell Wilson pass incomplete short left,,
3,5:22,2,10,SEA 36,17,24,Russell Wilson sacked by Everson Griffen for -9 yards,,
3,4:38,3,19,SEA 27,17,24,Russell Wilson pass complete short left to Travis Homer for 5 yards (tackle by Danielle Hunter),,
3,3:48,4,14,SEA 32,17,24,"Michael Dickson punts 43 yards, returned by Dede Westbrook for no gain (tackle by Nick Bellore). Penalty on Josh Metellus: Offensive Holding, 10 yards (accepted)",,
3,3:48,1,10,MIN 15,17,24,Kirk Cousins pass complete short left to Alexander Mattison for -1 yards (tackle by Jamal Adams and Bobby Wagner),,
3,3:08,2,11,MIN 14,17,24,Kirk Cousins pass complete to Adam Thielen for 21 yards (tackle by Quandre Diggs),,
3,2:29,1,10,MIN 35,17,24,Alexander Mattison left end for 5 yards (tackle by Jordyn Brooks),,
3,1:49,2,5,MIN 40,17,24,Kirk Cousins pass incomplete short right intended for Adam Thielen,,
3,1:40,3,5,MIN 40,17,24,Kirk Cousins pass complete short right to K.J. Osborn for 11 yards (tackle by Quandre Diggs and Jordyn Brooks),,
3,1:12,1,10,SEA 49,17,24,Alexander Mattison right end for no gain (tackle by Bobby Wagner and Alton Robinson),,
3,0:21,2,10,SEA 49,17,24,Kirk Cousins pass complete short middle to Justin Jefferson for 28 yards (tackle by Quandre Diggs),,
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 21,17,24,Kirk Cousins pass complete to Tyler Conklin for 4 yards (tackle by Jordyn Brooks),,
4,14:43,2,6,SEA 17,17,24,Alexander Mattison left tackle for 2 yards (tackle by Cody Barton),,
4,13:58,3,4,SEA 15,17,24,Kirk Cousins pass incomplete short left intended for Alexander Mattison,,
4,13:52,4,4,SEA 15,17,27,Greg Joseph 33 yard field goal good,,
4,13:47,,,MIN 35,17,27,"Greg Joseph kicks off 65 yards, touchback.",,
4,13:47,1,10,SEA 25,17,27,Chris Carson right tackle for 1 yard (tackle by Dalvin Tomlinson and Everson Griffen),,
4,13:21,2,9,SEA 26,17,27,Russell Wilson pass complete short right to Gerald Everett for 14 yards (tackle by Nick Vigil),,
4,12:53,1,10,SEA 40,17,27,"Russell Wilson pass complete to Tyler Lockett for 6 yards. Tyler Lockett fumbles (forced by Bashaud Breeland), recovered by Danielle Hunter at SEA-44 (tackle by Bashaud Breeland) Replay Assistant challenged the fumble ruling, and the original play was overturned. Russell Wilson pass complete short right to Tyler Lockett for 6 yards (tackle by Bashaud Breeland)",,
4,12:33,2,4,SEA 46,17,27,Russell Wilson pass complete short right to Chris Carson for -3 yards (tackle by Eric Kendricks),,
4,11:52,3,7,SEA 43,17,27,Russell Wilson pass incomplete short middle intended for Freddie Swain,,
4,11:48,4,7,SEA 43,17,27,"Michael Dickson punts 45 yards, returned by Dede Westbrook for -1 yards (tackle by Penny Hart)",,
4,11:39,1,10,MIN 11,17,27,Alexander Mattison right end for 24 yards (tackle by Jamal Adams),,
4,11:06,1,10,MIN 35,17,27,Ameer Abdullah up the middle for 9 yards (tackle by Alton Robinson and Quandre Diggs),,
4,10:24,2,1,MIN 44,17,27,Kirk Cousins pass complete short right to Tyler Conklin for 14 yards (tackle by Jamal Adams),,
4,9:41,1,10,SEA 42,17,27,Ameer Abdullah right guard for 2 yards (tackle by Poona Ford and Cody Barton),,
4,9:05,2,8,SEA 40,17,27,Alexander Mattison left guard for 3 yards (tackle by Poona Ford),,
4,8:21,3,5,SEA 37,17,27,Kirk Cousins pass complete short left to K.J. Osborn for 15 yards (tackle by Ugo Amadi),,
4,7:39,1,10,SEA 22,17,27,Alexander Mattison right guard for 4 yards (tackle by Cody Barton and Bobby Wagner),,
4,7:02,2,6,SEA 18,17,27,Alexander Mattison right tackle for 13 yards (tackle by D.J. Reed and Cody Barton),,
4,6:19,1,5,SEA 5,17,27,Alexander Mattison for 2 yards (tackle by Bryan Mone and Bobby Wagner),,
4,5:32,2,3,SEA 3,17,27,C.J. Ham right tackle for no gain (tackle by Darrell Taylor),,
4,4:54,3,3,SEA 3,17,27,Kirk Cousins pass complete short left to Adam Thielen for 2 yards (tackle by Tre Flowers),,
4,4:33,,,,,,Timeout #1 by Seattle Seahawks,,
4,4:33,4,1,SEA 1,17,30,Greg Joseph 20 yard field goal good,,
4,4:31,,,MIN 35,17,30,"Greg Joseph kicks off 65 yards, touchback.",,
4,4:31,1,10,SEA 25,17,30,Russell Wilson pass complete short left to D.K. Metcalf for 19 yards (tackle by Harrison Smith),,
4,4:12,1,10,SEA 44,17,30,"Russell Wilson pass incomplete short right intended for Tyler Lockett. Penalty on Everson Griffen: Roughing the Passer, 15 yards (accepted) (no play)",,
4,3:58,1,10,MIN 41,17,30,Russell Wilson sacked by Eric Kendricks for -6 yards,,
4,3:27,2,16,MIN 47,17,30,Russell Wilson scrambles for 4 yards (tackle by Eric Kendricks and Everson Griffen),,
4,2:46,3,12,MIN 43,17,30,Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Xavier Woods),,
4,2:36,4,12,MIN 43,17,30,Russell Wilson pass incomplete deep left intended for Penny Hart (defended by Harrison Smith),,
4,2:28,1,10,MIN 43,17,30,Alexander Mattison left tackle for 1 yard (tackle by Darrell Taylor),,
4,2:13,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:13,2,9,MIN 44,17,30,Alexander Mattison for 1 yard (tackle by Jamal Adams),,
4,2:08,,,,,,Timeout #3 by Seattle Seahawks,,
4,2:08,3,8,MIN 45,17,30,Kirk Cousins pass complete short right to Justin Jefferson for 11 yards,,
4,2:04,1,10,SEA 44,17,30,Alexander Mattison right end for -2 yards (tackle by Alton Robinson and Jamal Adams),,
4,1:59,2,12,SEA 46,17,30,Alexander Mattison up the middle for 2 yards (tackle by Darrell Taylor),,
4,1:16,3,10,SEA 44,17,30,Ameer Abdullah up the middle for 3 yards (tackle by Alton Robinson and Bobby Wagner),,
4,0:29,4,7,SEA 41,17,30,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",,
4,0:29,4,12,SEA 46,17,30,Jordan Berry punts 45 yards out of bounds,,
4,0:23,1,10,SEA 1,17,30,Russell Wilson pass complete short right to Gerald Everett for 7 yards,,
4,0:19,2,3,SEA 8,17,30,Russell Wilson pass complete short right to Gerald Everett for 17 yards (tackle by Bashaud Breeland),,
4,0:13,1,10,SEA 25,17,30,Russell Wilson pass incomplete short left intended for D.K. Metcalf,,
4,0:09,2,10,SEA 25,17,30,Russell Wilson pass complete short right to Tyler Lockett for 15 yards (tackle by Bashaud Breeland and Nick Vigil),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
