Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Logan Cooke kicks off 65 yards, returned by Kalif Raymond for 23 yards (tackle by Logan Cooke)",0.000,0.480
1,14:52,1,10,TEN 23,0,0,Ryan Tannehill pass complete deep left to Jonnu Smith for 63 yards (tackle by Andrew Wingard),0.480,4.650
1,14:09,1,10,JAX 14,0,0,Derrick Henry up the middle for 1 yard (tackle by Josh Jones),4.650,4.160
1,13:28,2,9,JAX 13,0,6,"Ryan Tannehill pass complete short right to Jonnu Smith for 13 yards, touchdown, touchdown",4.160,7.000
1,13:22,,,JAX 15,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,13:22,,,TEN 35,0,7,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
1,13:22,1,10,JAX 25,0,7,Gardner Minshew pass incomplete deep left intended for Tyler Eifert (defended by Johnathan Joseph),0.610,0.060
1,13:14,2,10,JAX 25,0,7,James Robinson right tackle for 3 yards (tackle by Rashaan Evans),0.060,-0.230
1,12:32,3,7,JAX 28,0,7,Gardner Minshew pass complete short right to Laviska Shenault for 12 yards (tackle by Malcolm Butler),-0.230,1.600
1,11:53,1,10,JAX 40,0,7,James Robinson right tackle for 3 yards (tackle by DaQuan Jones and Jeffery Simmons),1.600,1.460
1,11:10,2,7,JAX 43,0,7,Gardner Minshew pass incomplete short left intended for Bruce Miller,1.460,0.760
1,11:07,3,7,JAX 43,0,7,Gardner Minshew pass complete short left to Keelan Cole for 11 yards (tackle by Johnathan Joseph and Kevin Byard),0.760,2.520
1,10:28,1,10,TEN 46,0,7,Gardner Minshew right end for 5 yards (tackle by Chris Jackson),2.520,2.650
1,9:46,2,5,TEN 41,0,7,James Robinson left tackle for 2 yards (tackle by Malcolm Butler),2.650,2.210
1,9:09,3,3,TEN 39,0,7,Gardner Minshew pass incomplete short left intended for Laviska Shenault (defended by Malcolm Butler),2.210,0.660
1,9:01,4,3,TEN 39,0,7,Gardner Minshew left tackle for 3 yards (tackle by Rashaan Evans),0.660,3.180
1,8:25,1,10,TEN 36,0,7,"Gardner Minshew aborted snap, recovered by Gardner Minshew at TEN-37 and returned for -1 yards",3.180,2.500
1,7:51,2,11,TEN 37,0,7,Gardner Minshew pass short right intended for Collin Johnson is intercepted by Kristian Fulton at TEN-26 and returned for 44 yards,2.500,-3.580
1,7:39,1,10,JAX 30,0,7,Derrick Henry left tackle for 4 yards (tackle by Cassius Marsh),3.580,3.570
1,7:03,2,6,JAX 26,0,7,Ryan Tannehill pass incomplete short left intended for Derrick Henry,3.570,2.870
1,6:59,3,6,JAX 26,0,7,Ryan Tannehill pass complete short right to Anthony Firkser for 14 yards (tackle by C.J. Henderson),2.870,4.780
1,6:25,1,10,JAX 12,0,7,Derrick Henry right tackle for 3 yards (tackle by Myles Jack),4.780,4.640
1,5:48,2,7,JAX 9,0,13,"Ryan Tannehill pass complete short middle to Corey Davis for 9 yards, touchdown",4.640,7.000
1,5:43,,,JAX 15,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
1,5:43,,,TEN 35,0,14,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
1,5:43,1,10,JAX 25,0,14,James Robinson left end for 2 yards (tackle by Harold Landry),0.610,0.330
1,5:10,2,8,JAX 27,0,14,Gardner Minshew pass complete short left to Tyler Eifert for 9 yards (tackle by Malcolm Butler and Kenny Vaccaro),0.330,1.330
1,4:39,1,10,JAX 36,0,14,Gardner Minshew pass complete deep left to DJ Chark for 45 yards (tackle by Malcolm Butler and Johnathan Joseph),1.330,4.310
1,3:55,1,10,TEN 19,0,14,Gardner Minshew pass incomplete short left intended for Chris Conley,4.310,3.750
1,3:51,2,10,TEN 19,0,14,Gardner Minshew pass incomplete short middle intended for Chris Thompson (defended by Jayon Brown),3.750,3.030
1,3:47,3,10,TEN 19,6,14,"Gardner Minshew pass complete deep middle to Tyler Eifert for 19 yards, touchdown",3.030,7.000
1,3:43,,,TEN 15,7,14,Josh Lambo kicks extra point good,0.000,0.000
1,3:43,,,JAX 35,7,14,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
1,3:43,1,10,TEN 25,7,14,Cameron Batson left end for 11 yards (tackle by Andrew Wingard),0.610,1.330
1,3:14,1,10,TEN 36,7,14,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",1.330,1.000
1,3:14,1,15,TEN 31,7,14,"Penalty on Derrick Henry: False Start, 5 yards (no play)",1.000,0.670
1,2:52,1,20,TEN 26,7,14,Ryan Tannehill pass complete short right to Cameron Batson for 8 yards (tackle by Joe Schobert),0.670,0.520
1,2:14,2,12,TEN 34,7,14,"Penalty on Nate Davis: False Start, 5 yards (no play)",0.520,-0.160
1,2:02,2,17,TEN 29,7,14,Ryan Tannehill pass complete short left to Adam Humphries for 12 yards (tackle by Andrew Wingard),-0.160,0.760
1,1:25,3,5,TEN 41,7,14,Ryan Tannehill pass complete short middle to Anthony Firkser for 10 yards (tackle by Joe Schobert and Myles Jack),0.760,2.320
1,0:55,1,10,JAX 49,7,14,Derrick Henry right tackle for 1 yard (tackle by Myles Jack and Abry Jones),2.320,1.920
1,0:31,2,9,JAX 48,7,14,Ryan Tannehill pass incomplete short right intended for Corey Davis,1.920,1.220
1,0:24,3,9,JAX 48,7,14,"Penalty on Taven Bryan: Encroachment, 5 yards (no play)",1.220,1.880
1,0:24,3,4,JAX 43,7,14,Ryan Tannehill pass complete short middle to Corey Davis for 10 yards (tackle by Joe Schobert and Andrew Wingard),1.880,3.380
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 33,7,14,Derrick Henry left end for -7 yards (tackle by Adam Gotsis),3.380,1.890
2,14:23,2,17,JAX 40,7,14,Ryan Tannehill pass complete short right to Adam Humphries for 8 yards (tackle by Josh Jones),1.890,2.280
2,13:44,3,9,JAX 32,7,14,Ryan Tannehill sacked by K'Lavon Chaisson for -8 yards,2.280,0.590
2,13:04,4,17,JAX 40,7,14,Brett Kern punts 34 yards downed by Christopher Milton,0.590,0.380
2,12:59,1,10,JAX 6,7,14,James Robinson right guard for 4 yards (tackle by Kevin Byard),-0.380,-0.490
2,12:27,2,6,JAX 10,7,14,Laviska Shenault left tackle for 14 yards (tackle by Kenny Vaccaro and Larrell Murchison),-0.490,0.540
2,11:48,1,10,JAX 24,7,14,Gardner Minshew pass complete deep right to DJ Chark for 17 yards (tackle by Kenny Vaccaro),0.540,1.660
2,11:12,1,10,JAX 41,7,14,James Robinson right tackle for 3 yards (tackle by Rashaan Evans),1.660,1.530
2,10:32,2,7,JAX 44,7,14,Gardner Minshew pass incomplete short right intended for Collin Johnson (defended by Harold Landry),1.530,0.830
2,10:27,3,7,JAX 44,7,14,"Penalty on Gardner Minshew: Delay of Game, 5 yards (no play)",0.830,0.170
2,10:27,3,12,JAX 39,7,14,Gardner Minshew pass complete short middle to DJ Chark for 12 yards (tackle by Amani Hooker),0.170,2.320
2,9:42,1,10,TEN 49,7,14,Gardner Minshew sacked by Jack Crawford for -20 yards,2.320,-0.920
2,9:05,2,30,JAX 31,7,14,Chris Thompson up the middle for 2 yards (tackle by DaQuan Jones and Jeffery Simmons),-0.920,-1.290
2,8:19,3,28,JAX 33,7,14,Gardner Minshew pass complete short left to Keelan Cole for 7 yards (tackle by Kristian Fulton and Chris Jackson),-1.290,-0.720
2,7:43,4,21,JAX 40,7,14,"Logan Cooke punts 45 yards, returned by Kalif Raymond for no gain",-0.720,0.220
2,7:37,1,10,TEN 15,7,14,Ryan Tannehill right end for 6 yards (tackle by Cassius Marsh),-0.220,0.210
2,7:12,2,4,TEN 21,7,14,Derrick Henry left tackle for 1 yard (tackle by Joe Schobert and K'Lavon Chaisson),0.210,-0.510
2,6:33,3,3,TEN 22,7,14,Ryan Tannehill pass complete short left to Adam Humphries for 5 yards (tackle by D.J. Hayden),-0.510,0.740
2,5:58,1,10,TEN 27,7,14,Derrick Henry left guard for no gain (tackle by Myles Jack and Josh Allen),0.740,0.200
2,5:21,2,10,TEN 27,7,14,Derrick Henry right tackle for 6 yards (tackle by Joe Schobert and DaVon Hamilton),0.200,0.300
2,4:38,3,4,TEN 33,7,14,"Ryan Tannehill pass incomplete deep right intended for Jonnu Smith. Penalty on Josh Jones: Defensive Pass Interference, 22 yards (no play)",0.300,2.590
2,4:33,1,10,JAX 45,7,14,Derrick Henry left end for 7 yards (tackle by Joe Schobert),2.590,2.990
2,4:03,2,3,JAX 38,7,14,Derrick Henry right end for 14 yards (tackle by C.J. Henderson),2.990,3.970
2,3:35,1,10,JAX 24,7,14,Jeremy McNichols left tackle for 4 yards (tackle by Joe Schobert and Cassius Marsh),3.970,3.970
2,2:59,2,6,JAX 20,7,14,Jeremy McNichols left tackle for 3 yards (tackle by Josh Jones and Myles Jack),3.970,3.750
2,2:17,3,3,JAX 17,7,14,Derrick Henry up the middle for 7 yards (tackle by Taven Bryan),3.750,4.910
2,2:00,1,10,JAX 10,7,14,Derrick Henry up the middle for 4 yards (tackle by Adam Gotsis),4.910,4.950
2,1:56,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:56,2,6,JAX 6,7,14,Derrick Henry up the middle for 2 yards (tackle by Joe Schobert),4.950,4.490
2,1:52,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:52,3,4,JAX 4,7,20,"Ryan Tannehill pass complete short middle to Jonnu Smith for 4 yards, touchdown",4.490,7.000
2,1:47,,,JAX 15,7,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:47,,,TEN 35,7,21,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,1:47,1,10,JAX 25,7,21,Gardner Minshew pass complete short middle to Tyler Eifert for 8 yards (tackle by Jayon Brown and Chris Jackson),0.610,1.140
2,1:29,2,2,JAX 33,7,21,Gardner Minshew pass complete short right to Laviska Shenault for 14 yards (tackle by Johnathan Joseph),1.140,2.060
2,1:08,1,10,JAX 47,7,21,Gardner Minshew pass complete short right to Chris Thompson for -3 yards (tackle by Jayon Brown),2.060,1.110
2,0:44,2,13,JAX 44,7,21,Gardner Minshew pass complete short right to Chris Thompson for 9 yards (tackle by Kenny Vaccaro),1.110,1.620
2,0:39,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:39,3,4,TEN 47,7,21,Gardner Minshew pass complete short left to Keelan Cole for 7 yards (tackle by Chris Jackson),1.620,2.920
2,0:34,1,10,TEN 40,7,21,Gardner Minshew pass complete deep right to Keelan Cole for 23 yards (tackle by Chris Jackson),2.920,4.440
2,0:30,,,,,,Timeout #1 by Tennessee Titans,,
2,0:30,1,10,TEN 17,7,21,Gardner Minshew pass incomplete deep middle intended for Collin Johnson (defended by Amani Hooker),4.440,3.850
2,0:25,2,10,TEN 17,7,21,Gardner Minshew pass incomplete deep right,3.850,3.070
