Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keelan Cole,JAX,7,6,58,1,4,41,6.8,17,2.8,5.0,0,,0,0.0,1,101.2
DJ Chark,JAX,4,4,84,0,4,71,17.8,13,3.3,17.8,0,,0,0.0,0,118.7
Chris Conley,JAX,7,4,48,0,3,23,5.8,25,6.3,8.3,0,,0,0.0,0,78.3
James O'Shaughnessy,JAX,4,4,40,0,3,35,8.8,5,1.3,8.8,0,,0,0.0,0,108.3
Tyler Eifert,JAX,6,3,36,1,2,32,10.7,4,1.3,14.7,0,,0,0.0,0,108.3
James Robinson,JAX,4,3,18,0,0,-6,-2.0,24,8.0,-1.5,0,,1,25.0,0,83.3
Laviska Shenault Jr.,JAX,4,3,35,0,3,32,10.7,3,1.0,11.0,0,,0,0.0,0,101.0
Chris Thompson,JAX,4,3,20,1,1,15,5.0,5,1.7,4.8,0,,0,0.0,0,125.0
Collin Johnson,JAX,3,0,0,0,,0,,0,,11.3,0,,0,0.0,1,0.0
Bruce Miller,JAX,1,0,0,0,,0,,0,,-2.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Humphries,TEN,6,5,48,1,2,32,6.4,16,3.2,8.5,0,,0,0.0,0,139.6
Anthony Firkser,TEN,4,4,45,0,3,41,10.3,4,1.0,10.3,0,,0,0.0,0,113.5
Jonnu Smith,TEN,5,4,84,2,3,32,8.0,52,13.0,6.6,0,,0,0.0,0,158.3
Corey Davis,TEN,5,3,36,1,3,21,7.0,15,5.0,8.4,0,,0,0.0,0,121.7
Cameron Batson,TEN,2,2,26,0,1,24,12.0,2,1.0,12.0,0,,0,0.0,0,118.7
Derrick Henry,TEN,2,0,0,0,0,0,,0,,0.0,0,,1,50.0,0,39.6
