Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Robinson,JAX,16,102,1,4,40,2.5,62,3.9,3,5.3
Laviska Shenault Jr.,JAX,5,37,0,2,23,4.6,14,2.8,0,
Gardner Minshew II,JAX,4,19,0,2,19,4.8,0,0.0,0,
Chris Thompson,JAX,2,7,0,1,3,1.5,4,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,25,84,0,5,37,1.5,47,1.9,2,12.5
Ryan Tannehill,TEN,4,12,0,0,12,3.0,0,0.0,0,
Jeremy McNichols,TEN,2,7,0,,5,2.5,2,1.0,0,
Senorise Perry,TEN,2,9,0,1,2,1.0,7,3.5,0,
Cameron Batson,TEN,1,11,0,1,11,11.0,0,0.0,0,
