#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:48,OAK 47,9,4:55,47,Touchdown
2,1,5:55,SDG 39,2,0:10,-4,Fumble
3,1,4:31,SDG 30,3,1:26,4,Punt
4,2,14:49,SDG 18,3,1:33,1,Punt
5,2,10:01,SDG 3,4,3:00,20,Punt
6,2,3:06,SDG 20,9,2:28,80,Touchdown
7,3,15:00,OAK 34,6,2:09,16,Field Goal
8,3,11:46,SDG 44,6,2:48,15,Punt
9,3,5:14,SDG 37,5,3:10,11,Punt
10,3,1:19,OAK 45,6,2:43,32,Field Goal
11,4,11:03,OAK 44,3,1:58,4,Punt
12,4,3:05,SDG 23,3,0:33,9,Punt
13,4,2:32,OAK 4,4,0:46,-2,Field Goal
14,4,0:28,OAK 44,1,0:28,0,End of Game
