Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
2,7:16,4,4,DAL 45,0,14,"Mat McBriar punts 48 yards, muffed catch by Tramon Williams, ball out of bounds at GNB-7",-0.390,0.380
2,7:09,1,10,GNB 7,0,14,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Mike Jenkins),-0.380,-0.340
2,6:36,2,4,GNB 13,0,14,"Brandon Jackson left end for -3 yards (tackle by DeMarcus Ware). Penalty on DeMarcus Ware: Face Mask (15 Yards), 15 yards",-0.340,0.610
2,6:10,1,10,GNB 25,0,14,Aaron Rodgers pass complete short left to Brandon Jackson for 8 yards (tackle by Marcus Spears),0.610,1.140
2,5:27,2,2,GNB 33,0,14,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,1.140,0.430
2,5:23,3,2,GNB 33,0,14,John Kuhn right tackle for 17 yards (tackle by Gerald Sensabaugh),0.430,2.260
2,4:41,1,10,,0,14,Aaron Rodgers pass complete short right to John Kuhn for 4 yards (tackle by Anthony Spencer),2.260,2.250
2,3:53,2,6,DAL 46,0,14,John Kuhn right guard for 3 yards (tackle by Bradie James),2.250,1.950
2,3:10,3,3,DAL 43,0,14,Aaron Rodgers pass complete deep left to Greg Jennings for 33 yards (tackle by Mike Jenkins),1.950,4.910
2,2:42,1,10,DAL 10,0,14,Brandon Jackson left guard for 2 yards (tackle by Keith Brooking),4.910,4.570
2,2:16,,,,0,14,Timeout #3 by Dallas Cowboys,0.000,4.570
2,2:16,2,8,DAL 8,0,20,"Aaron Rodgers pass complete short middle to Greg Jennings for 8 yards, touchdown",4.570,7.000
2,,,,DAL 2,0,21,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,0,27,"Mason Crosby kicks off 60 yards, returned by Bryan McCann for 15 yards (tackle by Jarrett Bush). Bryan McCann fumbles (forced by Jarrett Bush), recovered by Nick Collins at DAL-26 and returned for 26 yards, touchdown",0.000,-7.000
2,,,,DAL 2,0,28,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,0,28,Mason Crosby kicks off 68 yards,0.000,1.600
2,2:04,1,10,DAL 40,0,28,Jon Kitna pass complete short right to Roy Williams for 6 yards (tackle by Tramon Williams),1.600,1.860
2,1:59,2,4,DAL 46,0,28,Felix Jones right guard for -2 yards (tackle by Desmond Bishop),1.860,0.890
2,1:26,3,6,DAL 44,0,28,Jon Kitna pass complete short left to Dez Bryant for 13 yards (tackle by Sam Shields),0.890,2.720
2,1:02,1,10,GNB 43,0,28,Jon Kitna pass complete deep left to Dez Bryant for 41 yards (tackle by Nick Collins),2.720,6.740
2,0:29,1,2,GNB 2,0,28,Jon Kitna pass incomplete short middle intended for Roy Williams (defended by Tramon Williams),6.740,5.720
2,0:25,2,2,GNB 2,0,28,Jon Kitna pass incomplete short left intended for Jason Witten (defended by Sam Shields),5.720,4.950
2,0:21,3,2,GNB 2,6,28,"Jon Kitna pass complete short left to Dez Bryant for 2 yards, touchdown",4.950,7.000
2,,,,GNB 2,7,28,David Buehler kicks extra point good,0.000,0.000
2,,,,DAL 30,7,28,"David Buehler kicks off 39 yards, returned by Matt Wilhelm for 3 yards (tackle by Sam Hurd)",0.000,1.200
2,0:13,1,10,GNB 34,7,28,Aaron Rodgers kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,28,"David Buehler kicks off 76 yards, returned by Sam Shields for 49 yards (tackle by David Buehler)",0.000,1.800
3,14:53,1,10,GNB 43,7,28,Aaron Rodgers pass incomplete short right intended for Brandon Jackson,1.800,1.250
3,14:47,2,10,GNB 43,7,28,Aaron Rodgers right tackle for -2 yards (tackle by DeMarcus Ware),1.250,0.300
3,14:15,3,12,GNB 41,7,28,Aaron Rodgers pass complete short right to John Kuhn for 8 yards (tackle by Bradie James and Keith Brooking),0.300,-0.130
3,13:40,4,4,GNB 49,7,28,"Tim Masthay punts 44 yards, returned by Dez Bryant for 4 yards (tackle by Brett Swain)",-0.130,0.370
3,13:26,1,10,DAL 11,7,28,Jon Kitna pass complete short left to Dez Bryant for no gain,-0.370,-0.780
3,12:45,2,10,DAL 11,7,28,Jon Kitna pass incomplete short right intended for Miles Austin,-0.780,-1.420
3,12:41,3,10,DAL 11,7,28,"Jon Kitna sacked by Charles Woodson for -6 yards. Jon Kitna fumbles (forced by Charles Woodson), recovered by Felix Jones at DAL-8",-1.420,-2.490
3,12:03,4,13,DAL 8,7,28,"Mat McBriar punts 55 yards, returned by Tramon Williams for no gain",-2.490,-1.400
3,11:51,1,10,GNB 37,7,28,Aaron Rodgers pass complete short left to Greg Jennings for 8 yards (tackle by Mike Jenkins),1.400,1.940
3,11:15,2,2,GNB 45,7,28,Brandon Jackson left end for 2 yards (tackle by Keith Brooking and Anthony Spencer),1.940,2.060
3,10:34,1,10,GNB 47,7,28,Aaron Rodgers pass complete short right to James Jones for 14 yards (tackle by Gerald Sensabaugh),2.060,2.980
3,10:00,1,10,DAL 39,7,28,Aaron Rodgers pass complete short left to Brett Swain for 2 yards (tackle by Mike Jenkins),2.980,2.710
3,9:27,2,8,DAL 37,7,28,Aaron Rodgers pass complete deep right to Jordy Nelson for 27 yards (tackle by Orlando Scandrick),2.710,4.910
3,8:53,1,10,DAL 10,7,28,Aaron Rodgers pass incomplete,4.910,4.190
3,8:47,2,10,DAL 10,7,28,Aaron Rodgers pass incomplete short right intended for Brett Swain (defended by Bradie James),4.190,3.130
3,8:44,3,10,DAL 10,7,34,"Aaron Rodgers pass complete short left to James Jones for 10 yards, touchdown",3.130,7.000
3,,,,DAL 2,7,35,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,7,35,"Mason Crosby kicks off 69 yards, returned by Bryan McCann for 34 yards (tackle by Anthony Smith)",0.000,1.270
3,8:32,1,10,DAL 35,7,35,"Jon Kitna pass incomplete deep left intended for Roy Williams (defended by Tramon Williams). Penalty on Nick Collins: Unnecessary Roughness, 15 yards",1.270,2.260
3,8:26,1,10,,7,35,Jon Kitna pass incomplete short middle intended for Felix Jones,2.260,1.710
3,8:22,2,10,,7,35,"Jon Kitna sacked by Desmond Bishop for -9 yards. Jon Kitna fumbles (forced by Desmond Bishop), recovered by Felix Jones at DAL-40 and returned for 5 yards",1.710,0.370
3,7:35,,,,7,35,Timeout #1 by Dallas Cowboys,0.000,0.370
3,7:35,3,15,DAL 45,7,35,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Clay Matthews),0.370,-0.390
3,7:32,4,15,DAL 45,7,35,"Mat McBriar punts 49 yards, returned by Tramon Williams for 6 yards (tackle by Sean Lee)",-0.390,0.350
3,7:21,1,10,GNB 12,7,35,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Mike Jenkins),-0.350,-0.070
3,6:38,2,4,GNB 18,7,35,Aaron Rodgers pass complete short right to Brandon Jackson for 6 yards (tackle by Anthony Spencer),-0.070,0.540
3,5:53,1,10,GNB 24,7,35,Aaron Rodgers pass complete short right to Greg Jennings for 5 yards (tackle by Terence Newman),0.540,0.670
3,5:11,2,5,GNB 29,7,35,John Kuhn right guard for 4 yards (tackle by Stephen Bowen),0.670,0.500
3,4:26,3,1,GNB 33,7,35,John Kuhn middle for 2 yards (tackle by Keith Brooking),0.500,1.270
3,3:42,1,10,GNB 35,7,35,Aaron Rodgers pass complete short left to James Jones for 16 yards (tackle by Gerald Sensabaugh),1.270,2.320
3,2:55,1,10,DAL 49,7,35,Brandon Jackson for 14 yards (tackle by Terence Newman),2.320,3.250
3,2:25,1,10,DAL 35,7,35,Brandon Jackson right tackle for 3 yards (tackle by Keith Brooking and Bradie James),3.250,3.110
3,1:41,2,7,DAL 32,7,35,John Kuhn middle for 2 yards (tackle by Bradie James and Jay Ratliff),3.110,2.680
3,1:41,3,5,DAL 30,7,35,"Aaron Rodgers pass incomplete deep left intended for Greg Jennings. Penalty on Josh Brent: Defensive 12 On-field, 5 yards, Penalty on Josh Brent: Defensive Offside (Declined) (no play)",2.680,3.910
3,1:00,1,10,DAL 25,7,35,John Kuhn left tackle for 2 yards (tackle by Victor Butler),3.910,3.630
3,0:18,2,8,DAL 23,7,35,John Kuhn right tackle for 5 yards (tackle by Keith Brooking),3.630,3.660
Quarter,Time,Down,ToGo,Location,DAL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,DAL 18,7,35,Aaron Rodgers pass complete short right to Greg Jennings for 13 yards (tackle by Barry Church),3.660,6.060
4,14:28,1,5,DAL 5,7,35,John Kuhn middle for 2 yards (tackle by Stephen Bowen),6.060,5.530
4,13:45,2,3,DAL 3,7,35,"Penalty on Josh Sitton: False Start, 5 yards (no play)",5.530,4.570
4,13:19,2,8,DAL 8,7,35,Aaron Rodgers pass incomplete short right intended for Tom Crabtree,4.570,3.580
4,13:16,3,8,DAL 8,7,35,Aaron Rodgers pass incomplete short middle intended for James Jones,3.580,2.950
4,13:12,4,8,DAL 8,7,38,Mason Crosby 26 yard field goal good,2.950,3.000
4,,,,GNB 30,7,38,"Mason Crosby kicks off 69 yards, returned by Tashard Choice for 22 yards (tackle by Anthony Smith)",0.000,0.480
4,13:03,1,10,DAL 23,7,38,Felix Jones left guard for 7 yards (tackle by Nick Collins),0.480,0.880
4,12:38,2,3,DAL 30,7,38,Felix Jones left guard for 8 yards (tackle by Clay Matthews),0.880,1.470
4,12:16,1,10,DAL 38,7,38,Felix Jones left guard for 2 yards (tackle by Charles Woodson),1.470,1.190
4,11:49,2,8,DAL 40,7,38,Jon Kitna pass complete short left to Jason Witten for 30 yards (tackle by Atari Bigby and Desmond Bishop),1.190,3.580
4,11:18,1,10,GNB 30,7,44,"Jon Kitna pass incomplete short right intended for Miles Austin is intercepted by Clay Matthews at GNB-38 and returned for 62 yards, touchdown",3.580,-7.000
4,,,,DAL 2,7,45,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,7,45,"Mason Crosby kicks off 63 yards, returned by Bryan McCann for 28 yards (tackle by Korey Hall)",0.000,1.270
4,11:01,1,10,DAL 35,7,45,Jon Kitna pass complete short right to Dez Bryant for -2 yards (tackle by Charles Woodson),1.270,0.450
4,10:14,2,12,DAL 33,7,45,Marion Barber right guard for -1 yards (tackle by Charles Woodson and Cullen Jenkins),0.450,-0.360
4,9:32,3,13,DAL 32,7,45,Marion Barber middle for 9 yards (tackle by Charles Woodson),-0.360,-0.650
4,9:02,4,4,DAL 41,7,45,"Mat McBriar punts 57 yards, out of bounds. Penalty on Danny McCray: Player Out of Bounds on , 5 yards (no play)",-0.650,-0.980
4,8:53,4,9,DAL 36,7,45,"Mat McBriar punts 49 yards, returned by Tramon Williams for 8 yards (tackle by Danny McCray)",-0.980,-0.480
4,8:41,1,10,GNB 23,7,45,Brandon Jackson middle for 2 yards (tackle by Anthony Spencer),0.480,0.200
4,7:57,2,8,GNB 25,7,45,Brandon Jackson middle for 3 yards (tackle by Keith Brooking and Barry Church),0.200,-0.100
4,7:10,3,5,GNB 28,7,45,Matt Flynn pass incomplete deep left intended for Brett Swain,-0.100,-1.500
4,7:05,4,5,GNB 28,7,45,"Tim Masthay punts 46 yards, muffed catch by Dez Bryant, recovered by Jarrett Bush and returned for no gain",-1.500,4.440
4,6:56,1,10,DAL 17,7,45,Dimitri Nance right tackle for 1 yard (tackle by Stephen Bowen and Victor Butler),4.440,4.000
4,6:12,2,9,DAL 16,7,45,Dimitri Nance left end for 1 yard (tackle by Anthony Spencer and Stephen Bowen),4.000,3.340
4,5:28,3,8,DAL 15,7,45,Dimitri Nance middle for 5 yards (tackle by Anthony Spencer and Bradie James),3.340,2.860
4,4:43,4,3,DAL 10,7,45,Dimitri Nance right tackle for -2 yards (tackle by Stephen Bowen),2.860,0.350
4,4:39,1,10,DAL 12,7,45,Jon Kitna pass complete short right to Dez Bryant for 3 yards (tackle by Jarrett Bush),-0.350,-0.500
4,4:30,2,7,DAL 15,7,45,Tashard Choice right end for 3 yards (tackle by Anthony Smith and A.J. Hawk),-0.500,-0.720
4,3:52,3,4,DAL 18,7,45,Jon Kitna pass complete short middle to Miles Austin for 6 yards (tackle by Atari Bigby),-0.720,0.540
4,3:14,1,10,DAL 24,7,45,Tashard Choice middle for 2 yards (tackle by Jarrett Bush),0.540,0.270
4,2:37,2,8,DAL 26,7,45,Jon Kitna pass complete short left to Dez Bryant for 15 yards (tackle by Tramon Williams),0.270,1.660
4,2:30,1,10,DAL 41,7,45,Jon Kitna pass incomplete short left intended for Dez Bryant,1.660,1.120
4,2:23,2,10,DAL 41,7,45,Jon Kitna pass complete short right to Martellus Bennett for 15 yards (tackle by A.J. Hawk and Anthony Smith),1.120,2.650
4,2:00,1,10,GNB 44,7,45,Jon Kitna pass complete short left to Sam Hurd for 11 yards (tackle by Frank Zombo),2.650,3.380
4,1:22,1,10,GNB 33,7,45,Tashard Choice right tackle for 4 yards (tackle by C.J. Wilson),3.380,3.380
4,0:41,2,6,GNB 29,7,45,Jon Kitna pass complete short middle to Martellus Bennett for 7 yards (tackle by Anthony Smith),3.380,4.110
4,0:11,1,10,GNB 22,7,45,Jon Kitna pass incomplete short middle intended for Tashard Choice,4.110,3.560
4,0:07,2,10,GNB 22,7,45,Jon Kitna sacked by C.J. Wilson for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
