Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
1,7:11,1,10,DEN 25,3,0,Devontae Booker right tackle for 2 yards (tackle by Benardrick McKinney),0.610,0.330
1,6:41,2,8,DEN 27,3,0,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,0.330,-0.360
1,6:37,3,8,DEN 27,3,0,"Trevor Siemian pass complete deep right to Demaryius Thomas for 27 yards (tackle by Corey Moore). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",-0.360,-1.930
1,6:08,3,18,DEN 17,3,0,C.J. Anderson middle for 12 yards (tackle by Andre Hal),-1.930,-1.440
1,5:35,4,6,DEN 29,3,0,"Riley Dixon punts 45 yards, out of bounds. Penalty on Casey Kreiter: Offensive Holding, 10 yards",-1.440,-1.330
1,5:26,1,10,HOU 36,3,0,Alfred Blue right end for 5 yards (tackle by T.J. Ward and Sylvester Williams),1.330,1.470
1,4:40,2,5,HOU 41,3,0,Brock Osweiler pass complete short left to Will Fuller for no gain,1.470,0.760
1,3:56,3,5,HOU 41,3,0,Alfred Blue left guard for 17 yards (tackle by T.J. Ward),0.760,2.790
1,3:23,1,10,DEN 42,3,0,Brock Osweiler pass complete short middle to Tyler Ervin for 9 yards (tackle by Dekoda Watson),2.790,3.460
1,2:39,2,1,DEN 33,3,0,Brock Osweiler pass incomplete deep left intended for DeAndre Hopkins,3.460,2.740
1,2:35,3,1,DEN 33,3,0,Alfred Blue middle for 3 yards (tackle by Brandon Marshall),2.740,3.580
1,1:54,1,10,DEN 30,3,0,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 4 yards (tackle by Shane Ray),3.580,3.570
1,1:14,2,6,DEN 26,3,0,Alfred Blue right tackle for 1 yard (tackle by Derek Wolfe and Brandon Marshall),3.570,3.010
1,0:30,3,5,DEN 25,3,0,Brock Osweiler pass incomplete deep right intended for Will Fuller,3.010,1.850
1,0:25,4,5,DEN 25,6,0,Nick Novak 43 yard field goal good,1.850,3.000
1,0:25,,,HOU 35,6,0,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
1,0:21,1,10,DEN 25,6,0,C.J. Anderson right tackle for 11 yards (tackle by A.J. Bouye),0.610,1.330
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 36,6,0,"Devontae Booker right tackle for 5 yards (tackle by Brian Cushing). Penalty on Michael Schofield: Offensive Holding, 10 yards (no play)",1.330,0.670
2,14:35,1,20,DEN 26,6,0,Trevor Siemian pass complete short middle to Demaryius Thomas for 11 yards (tackle by A.J. Bouye and Benardrick McKinney),0.670,0.930
2,13:54,2,9,DEN 37,6,0,Trevor Siemian pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Charles James and Corey Moore),0.930,2.390
2,13:10,1,10,HOU 48,6,0,Devontae Booker right guard for 6 yards (tackle by Brian Cushing and Kareem Jackson),2.390,2.660
2,12:30,2,4,HOU 42,6,0,Trevor Siemian pass complete short left to Andy Janovich for 12 yards (tackle by A.J. Bouye),2.660,3.580
2,11:52,1,10,HOU 30,6,0,Devontae Booker right tackle for 4 yards (tackle by Benardrick McKinney),3.580,3.570
2,11:12,2,6,HOU 26,6,0,Trevor Siemian pass complete short right to Demaryius Thomas for 8 yards,3.570,4.370
2,10:35,1,10,HOU 18,6,0,C.J. Anderson right tackle for 3 yards (tackle by Jadeveon Clowney and John Simon),4.370,4.250
2,9:55,2,7,HOU 15,6,0,Trevor Siemian pass complete short middle to Demaryius Thomas for 8 yards (tackle by A.J. Bouye),4.250,5.600
2,9:15,1,7,HOU 7,6,6,"C.J. Anderson left guard for 7 yards, touchdown",5.600,7.000
2,9:15,,,HOU 7,6,7,Brandon McManus kicks extra point good,0.000,0.000
2,9:15,,,DEN 35,6,7,"Brandon McManus kicks off 64 yards, returned by Tyler Ervin for 14 yards (tackle by Kayvon Webster)",0.000,0.220
2,9:06,1,10,HOU 15,6,7,Brock Osweiler pass incomplete deep middle intended for Will Fuller,-0.220,-0.710
2,8:58,2,10,HOU 15,6,7,Lamar Miller middle for 7 yards (tackle by Todd Davis),-0.710,-0.510
2,8:16,3,3,HOU 22,6,7,Brock Osweiler pass complete short middle to Will Fuller for 2 yards (tackle by Aqib Talib),-0.510,-1.770
2,7:41,4,1,HOU 24,6,7,"Shane Lechler punts 48 yards, returned by Jordan Norwood for 4 yards (tackle by Don Jones)",-1.770,-1.070
2,7:29,1,10,DEN 32,6,7,"Trevor Siemian pass incomplete deep middle intended for Emmanuel Sanders (defended by A.J. Bouye). Penalty on Brian Cushing: Defensive Offside, 5 yards (no play)",1.070,1.800
2,7:25,1,5,DEN 37,6,7,Devontae Booker right tackle for 8 yards (tackle by Benardrick McKinney),1.800,1.930
2,6:53,1,10,DEN 45,6,7,Devontae Booker middle for 12 yards (tackle by Andre Hal and Brian Cushing),1.930,2.720
2,6:20,1,10,HOU 43,6,7,Devontae Booker right guard for 10 yards (tackle by Whitney Mercilus),2.720,3.380
2,5:37,1,10,HOU 33,6,7,Trevor Siemian pass complete short left to Emmanuel Sanders for 29 yards (tackle by Kareem Jackson),3.380,6.280
2,4:51,1,4,HOU 4,6,7,Trevor Siemian pass incomplete short left intended for Emmanuel Sanders,6.280,5.340
2,4:46,2,4,HOU 4,6,7,C.J. Anderson middle for no gain (tackle by Benardrick McKinney and Whitney Mercilus),5.340,4.490
2,4:08,3,4,HOU 4,6,13,"Trevor Siemian pass complete short left to Demaryius Thomas for 4 yards, touchdown",4.490,7.000
2,4:08,,,HOU 4,6,14,Brandon McManus kicks extra point good,0.000,0.000
2,4:08,,,DEN 35,6,14,"Brandon McManus kicks off 61 yards, returned by Braxton Miller for 9 yards (tackle by Dekoda Watson)",0.000,0.320
2,3:58,1,10,HOU 13,6,14,Brock Osweiler pass complete short right to DeAndre Hopkins for 8 yards (tackle by Aqib Talib),-0.320,0.350
2,3:29,2,2,HOU 21,6,14,Brock Osweiler pass complete short left to Will Fuller for 7 yards (tackle by Darian Stewart),0.350,0.810
2,2:47,1,10,HOU 28,6,14,"Brock Osweiler middle for 5 yards (tackle by Todd Davis). Penalty on Chris Clark: Offensive Holding (Offsetting), Penalty on Todd Davis: Unnecessary Roughness (Offsetting) (no play)",0.810,0.810
2,2:20,1,10,HOU 28,6,14,Alfred Blue middle for 5 yards (tackle by Shane Ray and Todd Davis),0.810,0.940
2,2:00,2,5,HOU 33,6,14,"Alfred Blue right guard for 10 yards (tackle by Aqib Talib and Darian Stewart). Penalty on Jeff Allen: Offensive Holding, 10 yards (no play)",0.940,-0.410
2,1:53,2,15,HOU 23,6,14,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 5 yards (tackle by T.J. Ward),-0.410,-0.430
2,1:11,3,10,HOU 28,6,14,Brock Osweiler pass complete short left to Ryan Griffin for 4 yards (tackle by Brandon Marshall),-0.430,-0.430
2,1:04,3,10,HOU 28,6,14,Timeout #1 by Denver Broncos,-0.430,-1.240
2,1:04,4,6,HOU 32,6,14,"Shane Lechler punts 58 yards, returned by Jordan Norwood for 13 yards (tackle by Robert Nelson)",-1.240,-0.480
2,0:53,1,10,DEN 23,6,14,C.J. Anderson middle for 17 yards (tackle by Benardrick McKinney and A.J. Bouye),0.480,0.480
2,0:44,1,10,DEN 23,6,14,Timeout #2 by Denver Broncos,0.480,1.600
2,0:44,1,10,DEN 40,6,14,Trevor Siemian pass incomplete short middle intended for Demaryius Thomas,1.600,1.050
2,0:39,2,10,DEN 40,6,14,C.J. Anderson middle for 4 yards (tackle by Jadeveon Clowney),1.050,0.890
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,6,14,"Nick Novak kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,DEN 25,6,14,Trevor Siemian pass incomplete short right intended for Devontae Booker,0.610,0.060
3,14:56,2,10,DEN 25,6,14,Trevor Siemian pass complete short right to Demaryius Thomas for 9 yards (tackle by Johnathan Joseph),0.060,0.560
3,14:11,3,1,DEN 34,6,14,Trevor Siemian pass incomplete short right intended for Emmanuel Sanders,0.560,-1.110
3,14:06,4,1,DEN 34,6,14,"Riley Dixon punts 49 yards, fair catch by Tyler Ervin",-1.110,0.060
3,13:59,1,10,HOU 17,6,14,Lamar Miller left tackle for 7 yards (tackle by Chris Harris),-0.060,0.480
3,13:24,2,3,HOU 24,6,14,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 12 yards (tackle by T.J. Ward and Brandon Marshall). Penalty on Chris Harris: Defensive Holding (Declined),0.480,1.330
3,12:56,1,10,HOU 36,6,14,"Brock Osweiler pass incomplete deep left intended for Stephen Anderson. Penalty on T.J. Ward: Defensive Pass Interference, 36 yards (no play)",1.330,3.710
3,12:49,1,10,DEN 28,6,14,Brock Osweiler middle for 6 yards (tackle by Shane Ray),3.710,3.980
3,12:10,2,4,DEN 22,6,14,Lamar Miller left guard for 3 yards (tackle by Darian Stewart),3.980,3.720
3,11:34,3,1,DEN 19,6,14,Lamar Miller left tackle for 2 yards (tackle by Shane Ray and T.J. Ward),3.720,4.440
3,10:51,1,10,DEN 17,6,14,"Brock Osweiler for no gain. Brock Osweiler fumbles, recovered by Brock Osweiler at DEN-22",4.440,3.220
3,10:09,2,15,DEN 22,6,14,Alfred Blue middle for 6 yards (tackle by Todd Davis and Jared Crick),3.220,3.190
3,9:25,3,9,DEN 16,6,14,Brock Osweiler pass incomplete deep right intended for Alfred Blue,3.190,2.380
3,9:19,4,9,DEN 16,6,14,"Nick Novak 34 yard field goal no good, blocked by Aqib Talib, recovered by Shaquil Barrett. Penalty on Aqib Talib: Defensive Offside, 5 yards (no play)",2.380,2.770
3,9:12,4,4,DEN 11,9,14,Nick Novak 29 yard field goal good,2.770,3.000
3,9:12,,,HOU 35,9,14,"Nick Novak kicks off 64 yards, returned by Jordan Norwood for 19 yards (tackle by Jay Prosch)",0.000,-0.280
3,9:04,1,10,DEN 20,9,14,"Penalty on Donald Stephenson: False Start, 5 yards (no play)",0.280,-0.310
3,9:03,1,15,DEN 15,9,14,Devontae Booker left tackle for 2 yards (tackle by Whitney Mercilus),-0.310,-0.790
3,8:26,2,13,DEN 17,9,14,Trevor Siemian pass complete short left to Devontae Booker for 4 yards (tackle by A.J. Bouye),-0.790,-0.820
3,7:46,3,9,DEN 21,9,14,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,-0.820,-1.960
3,7:42,4,9,DEN 21,9,14,"Riley Dixon punts 36 yards, fair catch by Tyler Ervin",-1.960,-1.800
3,7:33,1,10,HOU 43,9,14,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins,1.800,1.250
3,7:26,2,10,HOU 43,9,14,Alfred Blue left tackle for 9 yards (tackle by Darian Stewart and Chris Harris),1.250,1.250
3,6:53,2,10,HOU 43,9,14,Timeout #1 by Denver Broncos,1.250,1.750
3,6:53,3,1,DEN 48,9,14,Brock Osweiler pass complete short left to DeAndre Hopkins for 2 yards (tackle by Chris Harris),1.750,2.520
3,6:16,1,10,DEN 46,9,14,Alfred Blue left guard for 2 yards (tackle by Darian Stewart and Billy Winn),2.520,2.250
3,5:33,2,8,DEN 44,9,14,Brock Osweiler pass incomplete short left intended for Ryan Griffin,2.250,1.550
3,5:30,3,8,DEN 44,9,14,"Brock Osweiler middle for 10 yards (tackle by Chris Harris). Brock Osweiler fumbles (forced by Chris Harris), recovered by Brock Osweiler at DEN-34",1.550,3.310
3,4:46,1,10,DEN 34,9,14,"Alfred Blue middle for 7 yards (tackle by T.J. Ward). Alfred Blue fumbles (forced by T.J. Ward), recovered by Todd Davis at DEN-27 and returned for 1 yards (tackle by DeAndre Hopkins)",3.310,-0.810
3,4:37,1,10,DEN 28,9,14,Devontae Booker right tackle for 8 yards (tackle by A.J. Bouye),0.810,1.340
3,4:07,2,2,DEN 36,9,14,C.J. Anderson middle for 9 yards (tackle by Corey Moore),1.340,1.930
3,3:15,1,10,DEN 45,9,14,C.J. Anderson right end for 19 yards (tackle by Andre Hal),1.930,3.180
3,2:38,1,10,HOU 36,9,14,Devontae Booker middle for 3 yards (tackle by John Simon),3.180,3.040
3,1:55,2,7,HOU 33,9,14,Trevor Siemian pass complete deep left to Emmanuel Sanders for 31 yards,3.040,3.040
3,1:26,2,7,HOU 33,9,14,Timeout #2 by Denver Broncos,3.040,6.740
3,1:26,1,2,HOU 2,9,14,Andy Janovich middle for 1 yard (tackle by Jadeveon Clowney),6.740,5.910
3,0:45,2,1,HOU 1,9,20,"Devontae Booker right guard for 1 yard, touchdown",5.910,7.000
3,0:45,,,HOU 1,9,21,Brandon McManus kicks extra point good,0.000,0.000
3,0:45,,,DEN 35,9,21,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,0:40,1,10,HOU 25,9,21,Brock Osweiler pass complete short right to Lamar Miller for 4 yards (tackle by Von Miller),0.610,0.600
3,0:07,2,6,HOU 29,9,21,Lamar Miller middle for 1 yard (tackle by Todd Davis),0.600,0.040
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,HOU 30,9,21,"Brock Osweiler sacked for -7 yards. Brock Osweiler fumbles, recovered by Chris Harris at HOU-31 and returned for 6 yards",0.040,-3.910
4,14:56,1,10,HOU 25,9,21,C.J. Anderson right end for 2 yards (tackle by A.J. Bouye),3.910,3.630
4,14:22,2,8,HOU 23,9,21,C.J. Anderson middle for 6 yards (tackle by Eddie Pleasant and Brian Cushing),3.630,3.850
4,13:37,3,2,HOU 17,9,21,Trevor Siemian pass complete short left to Emmanuel Sanders for 11 yards (tackle by Benardrick McKinney),3.850,5.830
4,13:02,1,6,HOU 6,9,21,C.J. Anderson left tackle for 1 yard (tackle by Brian Cushing),5.830,5.150
4,12:25,2,5,HOU 5,9,21,Devontae Booker middle for 2 yards (tackle by Jadeveon Clowney),5.150,4.720
4,11:45,3,3,HOU 3,9,21,Trevor Siemian pass incomplete short left intended for Jordan Norwood,4.720,3.040
4,11:37,4,3,HOU 3,9,24,Brandon McManus 22 yard field goal good,3.040,3.000
4,11:37,,,DEN 35,9,24,"Brandon McManus kicks off 70 yards, returned by Will Fuller for 19 yards (tackle by Corey Nelson)",0.000,0.280
4,11:31,1,10,HOU 14,9,24,Brock Osweiler pass complete short right to Ryan Griffin for 9 yards (tackle by Corey Nelson),-0.280,0.550
4,11:00,2,1,HOU 23,9,24,Brock Osweiler pass complete short right to Jaelen Strong for 8 yards (tackle by Bradley Roby),0.550,1.000
4,10:20,1,10,HOU 31,9,24,Brock Osweiler pass incomplete deep middle intended for DeAndre Hopkins,1.000,0.460
4,10:13,2,10,HOU 31,9,24,Lamar Miller middle for 4 yards (tackle by Von Miller and Corey Nelson),0.460,0.300
4,9:34,3,6,HOU 35,9,24,Brock Osweiler pass incomplete short right intended for Lamar Miller,0.300,-1.040
4,9:29,4,6,HOU 35,9,24,"Shane Lechler punts 30 yards, out of bounds",-1.040,-1.270
4,9:20,1,10,DEN 35,9,24,Devontae Booker right tackle for 2 yards (tackle by Brian Cushing),1.270,0.990
4,8:42,2,8,DEN 37,9,24,Devontae Booker right tackle for 11 yards (tackle by Eddie Pleasant),0.990,2.130
4,7:57,1,10,DEN 48,9,24,Devontae Booker right tackle for 6 yards (tackle by Benardrick McKinney),2.130,2.390
4,7:18,2,4,HOU 46,9,24,C.J. Anderson left tackle for 2 yards (tackle by Brian Cushing),2.390,1.950
4,6:38,3,2,HOU 44,9,24,Trevor Siemian pass incomplete deep left intended for Demaryius Thomas,1.950,0.330
4,6:33,4,2,HOU 44,9,24,"Riley Dixon punts 36 yards, fair catch by Will Fuller",0.330,0.380
4,6:25,1,10,HOU 8,9,24,Brock Osweiler pass complete short right to Will Fuller for 13 yards (tackle by Aqib Talib and Will Parks),-0.380,0.340
4,5:54,1,10,HOU 21,9,24,Brock Osweiler pass complete short right to C.J. Fiedorowicz for 6 yards (tackle by T.J. Ward),0.340,0.610
4,5:22,2,4,HOU 27,9,24,Brock Osweiler pass complete short right to DeAndre Hopkins for 7 yards,0.610,1.200
4,5:02,1,10,HOU 34,9,24,Brock Osweiler pass complete short right to Lamar Miller for no gain,1.200,0.660
4,4:55,2,10,HOU 34,9,24,Brock Osweiler pass incomplete short middle intended for Ryan Griffin,0.660,-0.030
4,4:51,3,10,HOU 34,9,24,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins (defended by Aqib Talib),-0.030,-0.030
4,4:43,3,10,HOU 34,9,24,Timeout #1 by Houston Texans,-0.030,-1.110
4,4:43,4,10,HOU 34,9,24,Brock Osweiler pass incomplete short right intended for Ryan Griffin (defended by Derek Wolfe),-1.110,-3.310
4,4:40,1,10,HOU 34,9,24,C.J. Anderson middle for 3 yards (tackle by Christian Covington),3.310,3.180
4,4:01,2,7,HOU 31,9,24,C.J. Anderson middle for 3 yards (tackle by D.J. Reader and John Simon),3.180,2.870
4,4:01,3,4,HOU 28,9,24,C.J. Anderson left guard for 8 yards (tackle by Benardrick McKinney),2.870,2.870
4,3:13,3,4,HOU 28,9,24,Timeout #2 by Houston Texans,2.870,4.240
4,3:13,1,10,HOU 20,9,24,Devontae Booker middle for 3 yards (tackle by Brandon Dunn),4.240,4.120
4,2:31,2,7,HOU 17,9,24,"Devontae Booker right tackle for 1 yard. Devontae Booker fumbles, recovered by Devontae Booker at HOU-16",4.120,4.120
4,2:25,2,7,HOU 17,9,24,Timeout #3 by Houston Texans,4.120,3.520
4,2:25,3,6,HOU 16,9,24,Devontae Booker right tackle for 2 yards (tackle by Brandon Dunn),3.520,2.580
4,2:00,4,4,HOU 14,9,27,Brandon McManus 32 yard field goal good,2.580,3.000
4,2:00,,,DEN 35,9,27,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
4,1:57,1,10,HOU 25,9,27,Brock Osweiler pass complete short right to Lamar Miller for 2 yards (tackle by Corey Nelson and Shane Ray),0.610,0.330
4,1:22,2,8,HOU 27,9,27,Brock Osweiler pass incomplete short right intended for C.J. Fiedorowicz (defended by Jared Crick),0.330,-0.360
4,1:19,3,8,HOU 27,9,27,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 8 yards (tackle by T.J. Ward and Jared Crick),-0.360,1.270
4,0:49,1,10,HOU 35,9,27,Brock Osweiler pass complete short right to DeAndre Hopkins for 12 yards,1.270,2.060
4,0:41,1,10,HOU 47,9,27,Alfred Blue middle for 6 yards (tackle by Corey Nelson),2.060,2.330
4,0:19,2,4,DEN 47,9,27,Brock Osweiler pass incomplete short middle intended for Alfred Blue,2.330,1.620
4,0:15,3,4,DEN 47,9,27,Brock Osweiler pass incomplete deep left intended for C.J. Fiedorowicz (defended by T.J. Ward),1.620,0.130
4,0:09,4,4,DEN 47,9,27,Brock Osweiler pass complete short right to Jaelen Strong for 2 yards (tackle by Chris Harris),0.130,-1.930
4,0:03,1,10,DEN 45,9,27,Trevor Siemian kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
