Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
1,6:13,2,10,TAM 45,0,0,Jerick McKinnon right tackle for 8 yards (tackle by Dashon Goldson and Mason Foster),2.040,2.410
1,5:29,3,2,TAM 37,0,0,Teddy Bridgewater pass complete short right to Jerick McKinnon for -1 yards (tackle by Lavonte David),2.410,0.720
1,4:42,4,3,TAM 38,0,0,Blair Walsh 56 yard field goal no good,0.720,-1.990
1,4:34,1,10,TAM 46,0,0,Mike Glennon pass complete short right to Doug Martin for 2 yards (tackle by Corey Wootton),1.990,1.720
1,4:01,2,8,TAM 48,0,0,Doug Martin right guard for 5 yards (tackle by Chad Greenway and Jasper Brinkley),1.720,1.690
1,3:18,3,3,MIN 47,0,0,Mike Glennon pass complete short middle to Mike Evans for 4 yards (tackle by Captain Munnerlyn),1.690,2.720
1,2:39,1,10,MIN 43,0,0,Doug Martin right tackle for 3 yards (tackle by Corey Wootton and Robert Blanton),2.720,2.580
1,2:39,2,7,MIN 40,0,0,"Penalty on Evan Dietrich-Smith: False Start, 5 yards (no play)",2.580,1.910
1,1:39,2,12,MIN 45,0,0,Mike Glennon pass incomplete short left intended for Vincent Jackson,1.910,1.220
1,1:34,3,12,MIN 45,0,0,Mike Glennon pass incomplete short right intended for Vincent Jackson,1.220,0.270
1,1:28,4,12,MIN 45,0,0,"Michael Koenen punts 22 yards, fair catch by Marcus Sherels",0.270,-0.480
1,1:19,1,10,MIN 23,0,0,"Teddy Bridgewater pass complete short middle to Jerick McKinnon for 3 yards (tackle by Lavonte David and William Gholston). Penalty on Danny Lansanah: Defensive Holding, 5 yards (no play)",0.480,0.810
1,0:52,1,10,MIN 28,0,0,"Teddy Bridgewater pass complete short middle to Jerick McKinnon for 9 yards (tackle by Lavonte David). Penalty on William Gholston: Illegal Use of Hands, 5 yards (no play)",0.810,1.140
1,0:27,1,10,MIN 33,0,0,Cordarrelle Patterson right end for 10 yards (tackle by Mason Foster and Lavonte David),1.140,1.800
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 43,0,0,Jerick McKinnon left guard for 2 yards (tackle by Alterraun Verner),1.800,1.520
2,14:22,2,8,MIN 45,0,0,Teddy Bridgewater pass complete short right to Charles Johnson for 6 yards (tackle by Alterraun Verner),1.520,1.620
2,13:45,3,2,TAM 49,0,0,Teddy Bridgewater pass incomplete short right intended for Greg Jennings,1.620,1.620
2,13:40,3,2,TAM 49,0,0,Timeout #1 by Tampa Bay Buccaneers,1.620,0.000
2,13:40,4,2,TAM 49,0,0,"Jeff Locke punts 49 yards, touchback",0.000,-0.280
2,13:32,1,10,TAM 20,0,0,Mike Glennon pass incomplete short right intended for Mike Evans,0.280,-0.270
2,13:27,2,10,TAM 20,0,0,Bobby Rainey right guard for 3 yards (tackle by Sharrif Floyd and Chad Greenway),-0.270,-0.560
2,12:49,3,7,TAM 23,0,0,"Mike Glennon pass complete short middle to Bobby Rainey for 16 yards (tackle by Robert Blanton). Penalty on Garrett Gilkey: Offensive Holding, 10 yards (no play)",-0.560,-2.190
2,12:20,3,17,TAM 13,0,0,Bobby Rainey up the middle for 13 yards (tackle by Harrison Smith). Penalty on Garrett Gilkey: Offensive Holding (Declined),-2.190,-1.630
2,11:59,4,4,TAM 26,0,0,Michael Koenen punts 35 yards,-1.630,-1.530
2,11:48,1,10,MIN 39,0,0,Teddy Bridgewater pass complete short left to Greg Jennings for 11 yards (tackle by Mark Barron),1.530,2.260
2,11:21,1,10,,0,0,Teddy Bridgewater pass complete short right to Jarius Wright for -4 yards (tackle by Alterraun Verner),2.260,1.170
2,10:42,2,14,MIN 46,0,0,Teddy Bridgewater pass complete short right to Matt Asiata for 10 yards (tackle by Lavonte David and Gerald McCoy),1.170,1.820
2,9:56,3,4,TAM 44,0,0,Teddy Bridgewater sacked by Gerald McCoy for -6 yards,1.820,-0.060
2,9:18,4,10,,0,0,"Jeff Locke punts 50 yards, touchback",-0.060,-0.280
2,9:09,1,10,TAM 20,0,0,Robert Herron left end for no gain (tackle by Everson Griffen),0.280,-0.270
2,8:25,2,10,TAM 20,0,0,Doug Martin right guard for 3 yards (tackle by Linval Joseph),-0.270,-0.560
2,7:50,3,7,TAM 23,0,0,Mike Glennon pass incomplete short right intended for Austin Seferian-Jenkins (defended by Anthony Barr),-0.560,-1.830
2,7:42,4,7,TAM 23,0,0,"Michael Koenen punts 42 yards, returned by Marcus Sherels for 5 yards (tackle by Dane Fletcher)",-1.830,-1.600
2,7:30,1,10,MIN 40,0,0,Jerick McKinnon right end for -3 yards (tackle by Danny Lansanah),1.600,0.650
2,6:47,2,13,MIN 37,0,0,Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 8 yards (tackle by Crezdon Butler),0.650,1.030
2,6:09,3,5,MIN 45,0,0,Teddy Bridgewater pass complete short middle to Matt Asiata for 2 yards (tackle by Lavonte David),1.030,-0.260
2,5:29,4,3,MIN 47,0,0,"Jeff Locke punts 40 yards, fair catch by Trindon Holliday",-0.260,0.320
2,5:20,1,10,TAM 13,0,0,Mike Glennon pass incomplete short left intended for Brandon Myers,-0.320,-0.770
2,5:14,2,10,TAM 13,0,0,Mike Glennon pass complete short right to Louis Murphy for 4 yards (tackle by Anthony Barr and Harrison Smith),-0.770,-0.940
2,4:34,3,6,TAM 17,0,0,Mike Glennon right end for 5 yards (tackle by Brian Robison),-0.940,-1.900
2,4:10,4,1,TAM 22,0,0,"Penalty on Michael Koenen: Delay of Game, 5 yards (no play)",-1.900,-2.320
2,3:56,4,6,TAM 17,0,0,"Michael Koenen punts 51 yards, returned by Marcus Sherels for 42 yards (tackle by Andrew DePaola). Penalty on Jabari Price: Offensive Holding, 10 yards",-2.320,-1.270
2,3:37,1,10,MIN 35,0,0,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson (defended by Gerald McCoy),1.270,0.720
2,3:33,2,10,MIN 35,0,0,Jerick McKinnon left guard for 1 yard (tackle by Lavonte David),0.720,0.170
2,2:50,3,9,MIN 36,0,0,"Teddy Bridgewater pass incomplete deep left intended for Cordarrelle Patterson. Penalty on Isaiah Frey: Defensive Holding, 5 yards (no play)",0.170,1.660
2,2:43,1,10,MIN 41,0,0,Teddy Bridgewater pass incomplete deep middle intended for Charles Johnson (defended by Alterraun Verner),1.660,1.660
2,2:33,1,10,MIN 41,0,0,Timeout #1 by Minnesota Vikings,1.660,1.120
2,2:33,2,10,MIN 41,0,0,Teddy Bridgewater pass incomplete deep left intended for Greg Jennings,1.120,0.430
2,2:27,3,10,MIN 41,0,0,Teddy Bridgewater pass complete short left to Matt Asiata for 9 yards (tackle by Mason Foster),0.430,-0.060
2,2:00,4,1,,0,0,"Jeff Locke punts 32 yards, muffed catch by Trindon Holliday, recovered by Trindon Holliday and returned for no gain",-0.060,-0.040
2,1:50,1,10,TAM 18,0,0,Mike Glennon pass complete short right to Bobby Rainey for 4 yards (tackle by Chad Greenway),0.040,0.140
2,1:22,2,6,TAM 22,0,0,Mike Glennon sacked by Sharrif Floyd for -1 yards,0.140,0.140
2,1:12,2,6,TAM 22,0,0,Timeout #2 by Minnesota Vikings,0.140,-0.790
2,1:12,3,7,TAM 21,0,0,Mike Glennon sacked by Everson Griffen for -5 yards. Penalty on Logan Mankins: Offensive Holding (Declined),-0.790,-2.390
2,1:08,4,12,TAM 16,0,0,"Michael Koenen punts 50 yards, fair catch by Marcus Sherels",-2.390,-1.200
2,0:59,1,10,MIN 34,0,0,Teddy Bridgewater pass complete deep middle to Chase Ford for 19 yards (tackle by Dashon Goldson),1.200,2.460
2,0:34,1,10,TAM 47,0,0,Teddy Bridgewater pass complete short middle to Chase Ford for 11 yards (tackle by Mason Foster and Lavonte David),2.460,2.460
2,0:26,1,10,TAM 47,0,0,Timeout #3 by Minnesota Vikings,2.460,3.180
2,0:26,1,10,TAM 36,0,0,Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 8 yards (tackle by Alterraun Verner and Lavonte David),3.180,3.720
2,0:05,2,2,TAM 28,0,0,Teddy Bridgewater spiked the ball,3.720,3.720
2,0:05,2,2,TAM 28,0,0,Timeout #2 by Tampa Bay Buccaneers,3.720,3.010
2,0:05,3,2,TAM 28,3,0,Blair Walsh 46 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,3,0,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,3,0,Jerick McKinnon up the middle for 4 yards (tackle by William Gholston and Dashon Goldson),0.280,0.270
3,14:26,2,6,MIN 24,3,0,Jerick McKinnon right end for -1 yards (tackle by Lavonte David),0.270,-0.560
3,13:41,3,7,MIN 23,3,0,Teddy Bridgewater pass complete short left to Charles Johnson for 12 yards (tackle by Johnthan Banks and Mark Barron),-0.560,1.270
3,13:02,1,10,MIN 35,3,0,Teddy Bridgewater pass incomplete deep middle intended for Charles Johnson,1.270,0.720
3,12:56,2,10,MIN 35,3,0,Jerick McKinnon left guard for 14 yards (tackle by Leonard Johnson),0.720,2.190
3,12:21,1,10,MIN 49,3,0,Teddy Bridgewater pass incomplete short left intended for Jarius Wright,2.190,1.650
3,12:16,2,10,MIN 49,3,0,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,1.650,0.960
3,12:11,3,10,MIN 49,3,0,Teddy Bridgewater pass incomplete short right intended for Adam Thielen (defended by Alterraun Verner),0.960,-0.130
3,12:05,4,10,MIN 49,3,0,Jeff Locke punts 43 yards,-0.130,0.380
3,11:54,1,10,TAM 8,3,0,Doug Martin right end for 2 yards (tackle by Jasper Brinkley),-0.380,-0.630
3,11:15,2,8,TAM 10,3,0,Mike Glennon pass complete short middle to Doug Martin for -3 yards (tackle by Everson Griffen),-0.630,-1.540
3,10:36,3,11,TAM 7,3,0,Mike Glennon pass incomplete deep right intended for Vincent Jackson,-1.540,-2.490
3,10:30,4,11,TAM 7,3,0,"Michael Koenen punts 51 yards, returned by Marcus Sherels for 11 yards (tackle by Orie Lemon). Penalty on Antone Exum: Offensive Holding, 10 yards",-2.490,-1.400
3,10:18,1,10,MIN 37,3,0,Jerick McKinnon left guard for 8 yards (tackle by Akeem Spence),1.400,1.940
3,9:50,2,2,MIN 45,3,0,Jerick McKinnon right guard for 6 yards (tackle by Dashon Goldson and Mason Foster),1.940,2.320
3,9:09,1,10,TAM 49,3,0,Jerick McKinnon right tackle for 28 yards (tackle by Dashon Goldson),2.320,4.170
3,8:32,1,10,TAM 21,3,0,Jerick McKinnon left tackle for -5 yards (tackle by Michael Johnson),4.170,2.950
3,7:51,2,15,TAM 26,3,0,Teddy Bridgewater pass complete short right to Chase Ford for 9 yards (tackle by Alterraun Verner),2.950,3.460
3,7:17,3,6,TAM 17,9,0,"Teddy Bridgewater pass complete deep right to Greg Jennings for 17 yards, touchdown",3.460,7.000
3,7:17,,,TAM 2,10,0,Blair Walsh kicks extra point good,0.000,0.000
3,7:17,,,MIN 35,10,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,7:09,1,10,TAM 20,10,0,Doug Martin right guard for 1 yard (tackle by Anthony Barr),0.280,-0.130
3,6:29,2,9,TAM 21,10,0,Mike Glennon pass complete short right to Austin Seferian-Jenkins for 9 yards (tackle by Harrison Smith),-0.130,0.940
3,5:43,1,10,TAM 30,10,0,"Mike Glennon pass incomplete deep left intended for Mike Evans. Penalty on Xavier Rhodes: Illegal Contact, 5 yards (no play)",0.940,1.270
3,5:36,1,10,TAM 35,10,0,"Bobby Rainey up the middle for 1 yard (tackle by Shamar Stephen). Penalty on Shamar Stephen: Face Mask (15 Yards), 15 yards",1.270,2.320
3,5:10,1,10,MIN 49,10,0,Bobby Rainey left guard for 1 yard (tackle by Sharrif Floyd),2.320,1.920
3,4:33,2,9,MIN 48,10,0,"Mike Glennon pass complete deep middle to Mike Evans for 26 yards (tackle by Xavier Rhodes). Penalty on Anthony Collins: Offensive Holding, 10 yards (no play)",1.920,0.570
3,4:08,2,19,TAM 42,10,0,Mike Glennon right end for 6 yards (tackle by Chad Greenway),0.570,0.700
3,3:20,3,13,TAM 48,10,0,Mike Glennon sacked by Tom Johnson for -4 yards,0.700,-0.460
3,2:43,4,17,TAM 44,10,0,"Michael Koenen punts 51 yards, returned by Marcus Sherels for 2 yards (tackle by Bobby Rainey)",-0.460,0.380
3,2:29,1,10,MIN 7,10,0,Matt Asiata left guard for no gain (tackle by Akeem Spence),-0.380,-0.780
3,1:59,2,10,MIN 7,10,0,Matt Asiata right end for -5 yards (tackle by Lavonte David),-0.780,-2.010
3,1:25,3,15,MIN 2,10,0,Matt Asiata up the middle for 5 yards (tackle by Lavonte David),-2.010,-2.490
3,0:51,4,10,MIN 7,10,0,"Jeff Locke punts 44 yards, out of bounds",-2.490,-2.190
3,0:39,1,10,TAM 49,10,0,Mike Glennon pass complete short middle to Bobby Rainey for 11 yards (tackle by Xavier Rhodes),2.190,2.920
3,0:12,1,10,MIN 40,10,0,Bobby Rainey right end for 1 yard (tackle by Shamar Stephen),2.920,2.510
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,MIN 39,10,0,Mike Glennon pass complete short left to Brandon Myers for 3 yards (tackle by Captain Munnerlyn),2.510,2.210
4,14:22,3,6,MIN 36,10,0,Mike Glennon pass incomplete short left intended for Vincent Jackson,2.210,0.880
4,14:17,4,6,MIN 36,10,3,Patrick Murray 54 yard field goal good,0.880,3.000
4,14:17,,,TAM 35,10,3,"Michael Koenen kicks off 70 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Dane Fletcher)",0.000,-0.280
4,14:07,1,10,MIN 20,10,3,Teddy Bridgewater pass incomplete short left intended for Rhett Ellison,0.280,-0.270
4,14:00,2,10,MIN 20,10,3,Jerick McKinnon left guard for 5 yards (tackle by William Gholston),-0.270,-0.300
4,13:16,3,5,MIN 25,10,3,"Teddy Bridgewater pass complete short right to Matt Asiata for 21 yards (tackle by Alterraun Verner and Dashon Goldson). Penalty on Chase Ford: Offensive Pass Interference, 10 yards (no play)",-0.300,-1.860
4,12:48,3,15,MIN 15,10,3,Teddy Bridgewater pass complete deep right to Cordarrelle Patterson for 28 yards,-1.860,1.800
,,,,,,,"TAM challenged the pass completion ruling, and the play was upheld.",,
4,12:34,1,10,MIN 43,10,3,Teddy Bridgewater pass incomplete short right intended for Jerome Felton (defended by Danny Lansanah),1.800,1.250
4,12:27,2,10,MIN 43,10,3,Teddy Bridgewater pass incomplete deep right intended for Cordarrelle Patterson,1.250,0.560
4,12:22,3,10,MIN 43,10,3,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 15 yards,0.560,2.790
4,11:59,1,10,TAM 42,10,3,Jerick McKinnon left tackle for 1 yard (tackle by William Gholston),2.790,2.380
4,11:20,2,9,TAM 41,10,3,Teddy Bridgewater pass incomplete deep left intended for Charles Johnson,2.380,1.680
4,11:12,3,9,TAM 41,10,3,Teddy Bridgewater pass incomplete short middle intended for Cordarrelle Patterson (defended by Jacquies Smith),1.680,0.530
4,11:11,4,9,TAM 41,10,3,"Jeff Locke punts 41 yards, touchback",0.530,-0.280
4,11:03,1,10,TAM 20,10,3,Mike Glennon pass complete deep right to Mike Evans for 40 yards (tackle by Josh Robinson). Penalty on Linval Joseph: Illegal Use of Hands (Declined),0.280,2.920
4,10:40,1,10,MIN 40,10,3,Bobby Rainey right guard for no gain (tackle by Corey Wootton and Linval Joseph),2.920,2.370
4,10:04,2,10,MIN 40,10,3,Mike Glennon pass complete short middle to Bobby Rainey for 11 yards (tackle by Anthony Barr),2.370,3.640
4,9:23,1,10,MIN 29,10,3,Bobby Rainey left guard for 4 yards (tackle by Linval Joseph),3.640,3.640
4,8:48,2,6,MIN 25,10,3,Mike Glennon sacked by Brian Robison for -2 yards,3.640,2.680
4,8:09,3,8,MIN 27,10,3,Mike Glennon pass complete short left to Bobby Rainey for no gain,2.680,1.670
4,7:25,4,8,MIN 27,10,6,Patrick Murray 45 yard field goal good,1.670,3.000
4,7:25,,,TAM 35,10,6,"Michael Koenen kicks off 73 yards, returned by Cordarrelle Patterson for 31 yards (tackle by Mark Barron)",0.000,-0.480
4,7:13,1,10,MIN 23,10,6,Teddy Bridgewater pass complete short middle to Matt Asiata for 5 yards (tackle by Lavonte David and Danny Lansanah),0.480,0.610
4,6:37,2,5,MIN 28,10,6,Matt Asiata up the middle for 1 yard (tackle by Michael Johnson),0.610,0.040
4,5:59,3,4,MIN 29,10,6,Teddy Bridgewater pass incomplete short middle intended for Greg Jennings (defended by William Gholston),0.040,-1.440
4,5:55,4,4,MIN 29,10,6,"Jeff Locke punts 59 yards, returned by Trindon Holliday for 17 yards (tackle by Michael Mauti)",-1.440,-0.870
4,5:40,1,10,TAM 29,10,6,Mike Glennon pass incomplete short middle intended for Mike Evans,0.870,0.330
4,5:34,2,10,TAM 29,10,6,Mike Glennon pass complete short left to Vincent Jackson for 13 yards (tackle by Captain Munnerlyn),0.330,1.730
4,4:56,1,10,TAM 42,10,6,Mike Glennon pass complete short middle to Bobby Rainey for 9 yards (tackle by Everson Griffen),1.730,2.400
4,4:16,2,1,MIN 49,10,6,Mike Glennon pass complete deep left to Mike Evans for 23 yards (tackle by Robert Blanton). Penalty on Xavier Rhodes: Defensive Holding (Declined),2.400,3.840
4,4:10,1,10,MIN 26,10,6,"Mike Glennon pass incomplete short right intended for Vincent Jackson. Penalty on Josh Robinson: Defensive Pass Interference, 9 yards (no play)",3.840,4.440
4,4:05,1,10,MIN 17,10,6,Mike Glennon sacked by Anthony Barr for 0 yards,4.440,3.850
4,3:57,2,10,MIN 17,10,6,Mike Glennon pass complete short left to Louis Murphy for 7 yards (tackle by Chad Greenway),3.850,4.340
4,3:16,3,3,MIN 10,10,6,Bobby Rainey right guard for 2 yards (tackle by Sharrif Floyd),4.340,4.340
4,2:35,3,3,MIN 10,10,6,Timeout #1 by Minnesota Vikings,4.340,2.990
4,2:35,4,1,MIN 8,10,6,Mike James up the middle for 1 yard (tackle by Sharrif Floyd and Jasper Brinkley),2.990,5.600
4,2:11,1,7,MIN 7,10,12,"Mike Glennon pass complete short left to Austin Seferian-Jenkins for 7 yards, touchdown",5.600,7.000
4,2:11,,,MIN 2,10,13,Patrick Murray kicks extra point good,0.000,0.000
4,2:11,,,TAM 35,10,13,"Michael Koenen kicks off 68 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Dashon Goldson)",0.000,-0.280
4,1:57,1,10,MIN 20,10,13,"Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson. Penalty on Alterraun Verner: Defensive Pass Interference, 7 yards (no play)",0.280,0.740
4,1:53,1,10,MIN 27,10,13,Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 12 yards (tackle by Isaiah Frey),0.740,1.530
4,1:28,1,10,MIN 39,10,13,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,1.530,0.990
4,1:22,2,10,MIN 39,10,13,Teddy Bridgewater pass complete short left to Greg Jennings for 10 yards (tackle by Johnthan Banks),0.990,2.190
4,0:46,1,10,MIN 49,10,13,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson (defended by Johnthan Banks),2.190,1.650
4,0:42,2,10,MIN 49,10,13,Teddy Bridgewater pass complete deep right to Jarius Wright for 17 yards (tackle by Alterraun Verner),1.650,3.310
4,0:34,1,10,TAM 34,10,13,Teddy Bridgewater pass complete short right to Chase Ford for 3 yards (tackle by Alterraun Verner),3.310,3.310
4,0:27,1,10,TAM 34,10,13,Timeout #2 by Minnesota Vikings,3.310,3.180
4,0:27,2,7,TAM 31,10,13,Teddy Bridgewater pass incomplete short middle intended for Matt Asiata,3.180,2.480
4,0:22,3,7,TAM 31,10,13,Teddy Bridgewater pass complete short middle to Chase Ford for 12 yards (tackle by Mason Foster and Lavonte David),2.480,2.480
4,0:04,3,7,TAM 31,10,13,Timeout #3 by Minnesota Vikings,2.480,2.480
4,0:04,3,7,TAM 31,10,13,Timeout #2 by Tampa Bay Buccaneers,2.480,4.310
4,0:04,1,10,TAM 19,13,13,Blair Walsh 38 yard field goal good,4.310,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,MIN,TAM,Detail,EPB,EPA
,,,,,,,"Buccaneers won the coin toss, Buccaneers to receive the overtime kickoff.",,
OT,15:00,,,MIN 35,13,13,"Blair Walsh kicks off 73 yards, returned by Trindon Holliday for 25 yards (tackle by Shaun Prater). Penalty on Bradley McDougald: Offensive Holding (Offsetting), Penalty on Shaun Prater: Horse Collar Tackle (Offsetting)",0.000,0.060
OT,14:53,1,10,TAM 17,19,13,"Mike Glennon pass complete short right to Austin Seferian-Jenkins for 10 yards (tackle by Anthony Barr). Austin Seferian-Jenkins fumbles (forced by Anthony Barr), recovered by Anthony Barr at TAM-27 and returned for 27 yards, touchdown",-0.060,-7.000
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
