Quarter,Time,Down,ToGo,Location,TAM,HOU,Detail,EPB,EPA
1,8:53,1,10,HOU 36,0,0,Ryan Mallett pass complete short middle to Garrett Graham for 9 yards (tackle by Lavonte David),1.330,2.010
1,8:34,2,1,HOU 45,0,0,Alfred Blue left tackle for -2 yards (tackle by Chris Conte and Henry Melton),2.010,1.030
1,8:00,3,3,HOU 43,0,0,Ryan Mallett pass complete short left to Cecil Shorts for 11 yards (tackle by Johnthan Banks and Lavonte David),1.030,2.520
1,7:32,1,10,TAM 46,0,0,Ryan Mallett pass complete short left to DeAndre Hopkins for 17 yards (tackle by Chris Conte and Johnthan Banks),2.520,3.640
1,6:59,1,10,TAM 29,0,0,Alfred Blue middle for 12 yards (tackle by Jacquies Smith),3.640,4.440
1,6:25,1,10,TAM 17,0,0,Alfred Blue left tackle for 8 yards (tackle by Jacquies Smith and Kwon Alexander),4.440,5.290
1,6:03,2,2,TAM 9,0,0,Alfred Blue middle for -1 yards (tackle by Sterling Moore and Lavonte David),5.290,4.340
1,5:28,3,3,TAM 10,0,0,Ryan Mallett pass complete short middle to Jonathan Grimes for 5 yards (tackle by D.J. Swearinger and Lavonte David),4.340,6.060
1,5:06,1,5,TAM 5,0,0,Ryan Mallett pass incomplete short left intended for Nate Washington,6.060,5.150
1,5:02,2,5,TAM 5,0,6,"Ryan Mallett pass complete short right to DeAndre Hopkins for 5 yards, touchdown",5.150,7.000
1,5:02,,,TAM 5,0,7,Randy Bullock kicks extra point good,0.000,0.000
1,5:02,,,HOU 35,0,7,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
1,4:58,1,10,TAM 20,0,7,Jameis Winston pass complete deep left to Mike Evans for 20 yards (tackle by Kareem Jackson),0.280,1.600
1,4:31,1,10,TAM 40,0,7,Doug Martin right tackle for 5 yards (tackle by Brian Cushing),1.600,1.730
1,3:58,2,5,TAM 45,0,7,Doug Martin right end for -1 yards (tackle by Whitney Mercilus),1.730,0.890
1,3:18,3,6,TAM 44,0,7,Jameis Winston pass incomplete deep right intended for Mike Evans (defended by Johnathan Joseph),0.890,-0.460
1,3:10,4,6,TAM 44,0,7,"Jake Schum punts 28 yards, fair catch by Cecil Shorts",-0.460,-0.810
1,3:01,1,10,HOU 28,0,7,Ryan Mallett pass incomplete short right intended for Nate Washington,0.810,0.260
1,2:56,2,10,HOU 28,0,7,Ryan Mallett pass complete short right to Nate Washington for 14 yards (tackle by Tim Jennings),0.260,1.730
1,2:27,1,10,HOU 42,0,7,Ryan Mallett pass complete short left to Cecil Shorts for 7 yards (tackle by Bradley McDougald),1.730,2.130
1,2:07,2,3,HOU 49,0,7,Chris Polk right end for 6 yards (tackle by Tony McDaniel and Bradley McDougald),2.130,2.590
1,1:35,1,10,TAM 45,0,7,Ryan Mallett sacked by Henry Melton for -1 yards,2.590,1.910
1,1:00,2,11,TAM 46,0,7,Chris Polk right end for -3 yards (tackle by Kwon Alexander),1.910,0.830
1,0:21,3,14,TAM 49,0,7,"Ryan Mallett sacked by Gerald McCoy for -6 yards. Ryan Mallett fumbles (forced by Gerald McCoy), recovered by Jacquies Smith at HOU-45. Penalty on Jacquies Smith: Defensive Holding, 5 yards (no play)",0.830,0.830
1,0:11,3,14,TAM 49,0,7,Timeout #1 by Tampa Bay Buccaneers,0.830,2.650
1,0:11,1,10,TAM 44,0,7,Chris Polk middle for 1 yard (tackle by Sterling Moore and Bradley McDougald),2.650,2.250
Quarter,Time,Down,ToGo,Location,TAM,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,TAM 43,0,7,Ryan Mallett pass complete short middle to Nate Washington for 5 yards (tackle by Lavonte David),2.250,2.210
2,14:31,3,4,TAM 38,0,7,Ryan Mallett pass incomplete deep left intended for DeAndre Hopkins (defended by Alterraun Verner),2.210,0.720
2,14:24,4,4,TAM 38,0,7,"Shane Lechler punts 38 yards, touchback",0.720,-0.280
2,14:15,1,10,TAM 20,0,7,Jameis Winston pass complete short left to Mike Evans for 16 yards (tackle by Kareem Jackson),0.280,1.330
2,13:41,1,10,TAM 36,0,7,Jameis Winston pass complete short middle to Mike Evans for 18 yards (tackle by Kareem Jackson),1.330,2.520
2,12:59,1,10,HOU 46,0,7,Charles Sims middle for -4 yards (tackle by Christian Covington and J.J. Watt),2.520,1.440
2,12:15,2,14,,0,7,Jameis Winston pass incomplete short right intended for Louis Murphy (defended by Johnathan Joseph),1.440,0.760
2,12:11,3,14,,0,7,Jameis Winston pass complete short left to Brandon Myers for 10 yards (tackle by Kevin Johnson and Eddie Pleasant),0.760,0.590
2,11:20,4,4,HOU 40,3,7,Kyle Brindza 58 yard field goal good,0.590,3.000
2,11:20,,,TAM 35,3,7,"Kyle Brindza kicks off 66 yards, returned by Quintin Demps for 23 yards (tackle by T.J. Fatinikun)",0.000,-0.410
2,10:37,1,10,HOU 22,3,7,Alfred Blue left end for 4 yards (tackle by Bradley McDougald),0.410,0.410
2,10:14,2,6,HOU 26,3,7,Ryan Mallett pass complete short right to Chandler Worthy for -1 yards (tackle by Jacquies Smith and Kwon Alexander),0.410,-0.430
2,9:38,3,7,HOU 25,3,7,Ryan Mallett pass complete short right to DeAndre Hopkins for 12 yards (tackle by Tim Jennings). Penalty on Tim Jennings: Defensive Holding (Declined),-0.430,1.400
2,9:11,1,10,HOU 37,3,7,Alfred Blue left guard for 8 yards (tackle by Bradley McDougald and Lavonte David),1.400,1.940
2,8:31,2,2,HOU 45,3,7,Alfred Blue left tackle for 3 yards (tackle by Bruce Carter and Henry Melton),1.940,1.940
2,7:59,2,2,HOU 45,3,7,Timeout #2 by Tampa Bay Buccaneers,1.940,2.130
2,7:59,1,10,HOU 48,3,7,Ryan Mallett pass complete short right to Cecil Shorts for 18 yards (tackle by Sterling Moore and Bradley McDougald),2.130,3.310
2,7:32,1,10,TAM 34,3,7,Alfred Blue right tackle for -1 yards (tackle by William Gholston),3.310,2.640
2,6:57,2,11,TAM 35,3,7,Alfred Blue middle for -3 yards (tackle by Lavonte David and Clinton McDonald),2.640,1.550
2,6:18,3,14,TAM 38,3,7,"Jonathan Grimes left guard for 4 yards (tackle by Lavonte David). Penalty on Brandon Brooks: Offensive Holding, 10 yards (no play)",1.550,0.230
2,6:05,3,24,TAM 48,3,7,Ryan Mallett pass incomplete short left intended for Cecil Shorts,0.230,0.070
2,6:02,4,24,TAM 48,3,7,"Shane Lechler punts 34 yards, muffed catch by Bobby Rainey, recovered by Bobby Rainey and returned for 3 yards (tackle by Jon Weeks)",0.070,0.060
2,5:51,1,10,TAM 17,3,7,Jameis Winston pass incomplete short left intended for Brandon Myers,-0.060,-0.580
2,5:45,2,10,TAM 17,3,7,Doug Martin right end for -2 yards (tackle by Whitney Mercilus and J.J. Watt),-0.580,-1.570
2,5:04,3,12,TAM 15,3,7,Jameis Winston pass incomplete short left intended for Russell Shepard,-1.570,-2.440
2,5:00,4,12,TAM 15,3,7,"Jake Schum punts 50 yards, returned by Chandler Worthy for 7 yards (tackle by Danny Lansanah). Penalty on Akeem Dent: Unnecessary Roughness, 15 yards",-2.440,-0.740
2,4:48,1,10,HOU 27,3,7,Ryan Mallett pass incomplete short middle intended for Jay Prosch is intercepted by Kwon Alexander at HOU-26,0.740,-3.840
2,4:41,1,10,HOU 26,3,7,Doug Martin left end for 4 yards (tackle by Benardrick McKinney),3.840,3.840
2,4:06,2,6,HOU 22,3,7,"Jameis Winston pass incomplete short left intended for Charles Sims. Penalty on Joe Hawley: Offensive Holding, 10 yards (no play)",3.840,2.490
2,4:01,2,16,HOU 32,9,7,"Jameis Winston pass complete short left to Charles Sims for 32 yards, touchdown",2.490,7.000
2,4:01,,,HOU 32,9,7,Kyle Brindza kicks extra point no good,0.000,-1.000
2,4:01,,,TAM 35,9,7,"Kyle Brindza kicks off 71 yards, returned by Quintin Demps for 23 yards (tackle by Keith Tandy)",0.000,0.060
2,3:44,1,10,HOU 17,9,7,Alfred Blue right tackle for 7 yards (tackle by Clinton McDonald),-0.060,0.480
2,3:13,2,3,HOU 24,9,7,Ryan Mallett pass complete short middle to Cecil Shorts for 14 yards (tackle by Bradley McDougald),0.480,1.470
2,2:49,1,10,HOU 38,9,7,Alfred Blue right tackle for 9 yards (tackle by Tim Jennings and Chris Conte),1.470,2.140
2,2:21,2,1,HOU 47,9,7,Alfred Blue middle for 8 yards (tackle by Kwon Alexander and Clinton McDonald),2.140,2.590
2,2:00,1,10,TAM 45,9,7,Ryan Mallett pass complete short left to Nate Washington for 12 yards (tackle by Mike Jenkins). Penalty on Mike Jenkins: Defensive Holding (Declined),2.590,3.380
2,1:53,1,10,TAM 33,9,7,"Alfred Blue left end for 8 yards. Alfred Blue fumbles, recovered by Chris Clark at TAM-25",3.380,3.380
2,1:53,1,10,TAM 33,9,7,Timeout #1 by Houston Texans,3.380,3.920
2,1:44,2,2,TAM 25,9,7,Ryan Mallett pass incomplete short left intended for DeAndre Hopkins (defended by Mike Jenkins),3.920,3.200
2,1:40,3,2,TAM 25,9,7,Ryan Mallett pass incomplete short left intended for DeAndre Hopkins,3.200,1.930
2,1:35,4,2,TAM 25,9,7,Randy Bullock 43 yard field goal no good,1.930,-1.140
2,1:31,1,10,TAM 33,9,7,Charles Sims left guard for -4 yards (tackle by J.J. Watt),1.140,1.140
2,1:27,1,10,TAM 33,9,7,Timeout #2 by Houston Texans,1.140,0.050
2,1:27,2,14,TAM 29,9,7,Jameis Winston pass complete short left to Brandon Myers for 4 yards (tackle by Eddie Pleasant),0.050,-0.100
2,1:22,3,10,TAM 33,9,7,Jameis Winston pass complete deep right to Vincent Jackson for 21 yards,-0.100,2.520
2,1:15,1,10,HOU 46,9,7,Jameis Winston pass incomplete short right intended for Vincent Jackson (defended by Johnathan Joseph),2.520,1.980
2,1:11,2,10,HOU 46,9,7,Jameis Winston pass incomplete short left intended for Louis Murphy (defended by Kevin Johnson),1.980,1.290
2,1:06,3,10,HOU 46,9,7,Jameis Winston pass incomplete deep middle intended for Mike Evans,1.290,0.200
2,0:55,4,10,HOU 46,9,7,"Jake Schum punts 35 yards, fair catch by Cecil Shorts",0.200,0.370
2,0:47,1,10,HOU 11,9,7,Ryan Mallett pass incomplete deep left intended for DeAndre Hopkins,-0.370,-0.780
2,0:41,2,10,HOU 11,9,7,Jonathan Grimes middle for 4 yards (tackle by Clinton McDonald and Kwon Alexander),-0.780,-0.780
2,0:35,2,10,HOU 11,9,7,Timeout #3 by Tampa Bay Buccaneers,-0.780,-0.950
2,0:35,3,6,HOU 15,9,7,Jonathan Grimes middle for 4 yards (tackle by Lavonte David and Gerald McCoy),-0.950,-2.140
Quarter,Time,Down,ToGo,Location,TAM,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,9,7,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,TAM 20,9,7,Jameis Winston pass complete short right to Mike Evans for 18 yards (tackle by Johnathan Joseph),0.280,1.470
3,14:37,1,10,TAM 38,9,7,Doug Martin right guard for 3 yards (tackle by Justin Tuggle and Johnathan Joseph),1.470,1.330
3,14:04,2,7,TAM 41,9,7,Jameis Winston pass incomplete short right intended for Mike Evans,1.330,0.630
3,14:00,3,7,TAM 41,9,7,Jameis Winston pass incomplete short middle intended for Mike Evans is intercepted by Quintin Demps at HOU-45,0.630,-1.930
3,13:53,1,10,HOU 45,9,7,"Alfred Blue right end for 14 yards (tackle by Chris Conte). Penalty on Chris Conte: Face Mask (15 Yards), 15 yards",1.930,3.840
3,13:45,1,10,TAM 26,9,7,Alfred Blue left tackle for 4 yards (tackle by Jacquies Smith),3.840,3.840
3,13:19,2,6,TAM 22,9,7,Ryan Mallett pass incomplete short right intended for Cecil Shorts (defended by Kwon Alexander),3.840,3.140
3,13:15,3,6,TAM 22,9,7,Ryan Mallett pass complete short right to Jonathan Grimes for 1 yard (tackle by Sterling Moore),3.140,2.110
3,12:42,4,5,TAM 21,9,10,Randy Bullock 39 yard field goal good,2.110,3.000
3,12:42,,,HOU 35,9,10,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
3,12:37,1,10,TAM 20,9,10,Jameis Winston pass incomplete deep middle intended for Mike Evans,0.280,-0.270
3,12:31,2,10,TAM 20,9,10,Doug Martin middle for 2 yards (tackle by Vince Wilfork and J.J. Watt),-0.270,-0.690
3,11:50,3,8,TAM 22,9,10,"Jameis Winston pass incomplete short right intended for Vincent Jackson. Penalty on John Simon: Roughing the Passer, 15 yards (no play)",-0.690,1.400
3,11:45,1,10,TAM 37,9,10,Doug Martin middle for 7 yards (tackle by Quintin Demps),1.400,1.800
3,11:11,2,3,TAM 44,9,10,Doug Martin middle for -3 yards (tackle by Vince Wilfork and Jadeveon Clowney),1.800,0.700
3,10:26,3,6,TAM 41,9,10,Jameis Winston pass incomplete short left intended for Mike Evans,0.700,-0.650
,,,,,,,"HOU challenged the pass completion ruling, and the original play was overturned.",,
3,10:20,4,6,TAM 41,9,10,"Jake Schum punts 55 yards, returned by Chandler Worthy for 5 yards (tackle by Danny Lansanah). Chandler Worthy fumbles (forced by Danny Lansanah), recovered by Whitney Mercilus at HOU-6 (tackle by Danny Lansanah)",-0.650,0.380
3,10:06,1,10,HOU 6,9,10,"Penalty on Chris Clark: False Start, 3 yards (no play)",-0.380,-0.490
3,10:06,1,13,HOU 3,9,10,Ryan Mallett pass incomplete short left intended for Cecil Shorts (defended by Sterling Moore),-0.490,-1.000
3,10:05,2,13,HOU 3,9,10,Ryan Mallett pass incomplete deep left intended for DeAndre Hopkins,-1.000,-1.770
3,10:00,3,13,HOU 3,9,10,Jonathan Grimes middle for 1 yard (tackle by Lavonte David and Sterling Moore),-1.770,-2.490
3,9:28,4,12,HOU 4,9,10,"Shane Lechler punts 53 yards, returned by Bobby Rainey for 13 yards (tackle by Eddie Pleasant)",-2.490,-2.650
3,9:14,1,10,HOU 44,9,10,Doug Martin middle for 17 yards (tackle by Rahim Moore),2.650,3.780
3,8:47,1,10,HOU 27,9,10,Doug Martin middle for 4 yards (tackle by Justin Tuggle),3.780,3.770
3,8:12,2,6,HOU 23,9,10,Doug Martin left tackle for no gain (tackle by Brian Cushing),3.770,3.070
3,7:28,3,6,HOU 23,9,10,Jameis Winston pass incomplete (defended by Johnathan Joseph),3.070,1.950
3,7:21,4,6,HOU 23,9,10,Kyle Brindza 41 yard field goal no good,1.950,-1.000
3,7:17,1,10,HOU 31,9,10,Chris Polk left tackle for 4 yards (tackle by Bruce Carter),1.000,1.000
3,6:49,2,6,HOU 35,9,10,Ryan Mallett pass complete short middle to DeAndre Hopkins for 14 yards (tackle by Mike Jenkins),1.000,2.190
3,6:49,1,10,HOU 49,9,10,"Penalty on Derek Newton: False Start, 5 yards (no play)",2.190,1.860
3,6:17,1,15,HOU 44,9,10,Ryan Mallett pass complete short middle to DeAndre Hopkins for 6 yards (tackle by Bruce Carter),1.860,1.780
3,5:50,2,9,,9,10,Chris Polk middle for -3 yards (tackle by William Gholston),1.780,0.700
3,5:11,3,12,HOU 47,9,10,Ryan Mallett pass complete short right to Cecil Shorts for -3 yards (tackle by Tim Jennings),0.700,-0.460
3,4:40,4,15,HOU 44,9,10,"Shane Lechler punts 53 yards, returned by Bobby Rainey for 23 yards (tackle by Benardrick McKinney)",-0.460,-0.670
3,4:27,1,10,TAM 26,9,10,Jameis Winston pass incomplete,0.670,0.130
3,4:20,2,10,TAM 26,9,10,Jameis Winston pass complete short right to Mike Evans for 6 yards (tackle by Johnathan Joseph),0.130,0.230
3,3:38,3,4,TAM 32,9,10,Jameis Winston pass incomplete short right intended for Mike Evans,0.230,-1.240
3,3:34,4,4,TAM 32,9,10,"Jake Schum punts 52 yards, returned by Cecil Shorts for no gain",-1.240,0.140
3,3:23,1,10,HOU 16,9,10,Alfred Blue right guard for 2 yards (tackle by George Johnson and Lavonte David),-0.140,-0.350
3,2:54,2,8,HOU 18,9,10,Ryan Mallett pass incomplete deep right intended for DeAndre Hopkins,-0.350,-1.070
3,2:49,3,8,HOU 18,9,10,Ryan Mallett pass complete short middle to Jonathan Grimes for 9 yards (tackle by Sterling Moore and Kwon Alexander),-1.070,0.740
3,2:23,1,10,HOU 27,9,10,Jonathan Grimes left tackle for 7 yards (tackle by Chris Conte),0.740,1.140
3,2:00,2,3,HOU 34,9,10,Alfred Blue middle for 4 yards (tackle by Kwon Alexander),1.140,1.470
3,1:24,1,10,HOU 38,9,10,Ryan Mallett pass complete short left to DeAndre Hopkins for 12 yards (tackle by Chris Conte). Penalty on William Gholston: Defensive Offside (Declined),1.470,2.260
3,1:14,1,10,,9,10,Alfred Blue right end for 2 yards (tackle by Clinton McDonald),2.260,1.980
3,0:44,2,8,TAM 48,9,10,Ryan Mallett pass incomplete deep right intended for Nate Washington,1.980,1.290
3,0:38,3,8,TAM 48,9,10,Ryan Mallett pass complete short right to Jonathan Grimes for 4 yards (tackle by Sterling Moore),1.290,0.330
Quarter,Time,Down,ToGo,Location,TAM,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,TAM 44,9,10,"Shane Lechler punts 34 yards, returned by Bobby Rainey for 5 yards (tackle by Jay Prosch)",0.330,0.220
4,14:49,1,10,TAM 15,9,10,Charles Sims right tackle for 9 yards (tackle by Brian Cushing),-0.220,0.620
4,14:15,2,1,TAM 24,9,10,Charles Sims middle for 2 yards (tackle by Jared Crick),0.620,0.670
4,13:39,1,10,TAM 26,9,10,Jameis Winston pass complete deep left to Louis Murphy for 33 yards (tackle by Kareem Jackson),0.670,2.850
4,12:53,1,10,HOU 41,9,10,Jameis Winston pass complete short left to Brandon Myers for 4 yards (tackle by Quintin Demps),2.850,2.850
4,12:14,2,6,HOU 37,9,10,Jameis Winston pass complete deep left to Louis Murphy for 19 yards (tackle by Kevin Johnson),2.850,4.370
,,,,,,,"HOU challenged the incomplete pass ruling, and the play was upheld.",,
4,11:49,1,10,HOU 18,9,10,Charles Sims left end for 3 yards (tackle by Kareem Jackson and Brian Cushing),4.370,4.250
4,11:08,2,7,HOU 15,9,10,Jameis Winston pass incomplete short left intended for Mike Evans,4.250,3.460
4,11:03,3,7,HOU 15,9,10,Jameis Winston pass incomplete short right intended for Mike Evans,3.460,2.440
4,10:59,4,7,HOU 15,9,10,Kyle Brindza 33 yard field goal no good,2.440,-0.480
4,10:56,1,10,HOU 23,9,10,"Ryan Mallett pass complete deep middle to DeAndre Hopkins for 30 yards (tackle by Chris Conte). Penalty on Chris Conte: Face Mask (15 Yards), 15 yards",0.480,3.380
4,10:43,1,10,TAM 33,9,10,Alfred Blue left end for 2 yards (tackle by Clinton McDonald),3.380,3.110
4,10:11,2,8,TAM 31,9,10,Alfred Blue left guard for no gain (tackle by Jacquies Smith and William Gholston),3.110,2.410
4,9:32,3,8,TAM 31,9,10,Ryan Mallett pass complete short middle to Cecil Shorts for 11 yards (tackle by Sterling Moore). Penalty on Sterling Moore: Defensive Holding (Declined),2.410,4.240
4,9:19,1,10,TAM 20,9,16,"Alfred Blue left tackle for 20 yards, touchdown",4.240,7.000
4,9:19,,,TAM 20,9,16,Randy Bullock kicks extra point no good,0.000,-1.000
4,9:19,,,HOU 35,9,16,"Randy Bullock kicks off 71 yards, returned by Bobby Rainey for 27 yards (tackle by Carlos Thompson)",0.000,-0.340
4,9:06,1,10,TAM 21,9,16,Jameis Winston pass incomplete deep right intended for Louis Murphy (defended by Johnathan Joseph),0.340,-0.200
4,8:59,2,10,TAM 21,9,16,Charles Sims middle for 5 yards (tackle by J.J. Watt),-0.200,-0.230
4,8:21,3,5,TAM 26,9,16,Jameis Winston pass incomplete short right intended for Mike Evans,-0.230,-1.630
4,8:16,4,5,TAM 26,9,16,"Jake Schum punts 49 yards, returned by Cecil Shorts for 8 yards (tackle by Andrew DePaola). Penalty on Kevin Johnson: Offensive Holding, 10 yards",-1.630,-0.480
4,8:04,1,10,HOU 23,9,16,Alfred Blue left guard for no gain (tackle by D.J. Swearinger),0.480,-0.070
4,7:29,2,10,HOU 23,9,16,"Penalty on TAM: Neutral Zone Infraction, 5 yards (no play)",-0.070,0.610
4,7:24,2,5,HOU 28,9,16,Alfred Blue left tackle for -2 yards (tackle by Lavonte David),0.610,-0.360
4,6:46,3,7,HOU 26,9,16,Ryan Mallett pass complete short left to Nate Washington for 11 yards (tackle by Alterraun Verner),-0.360,1.400
4,6:07,1,10,HOU 37,9,16,Alfred Blue left guard for 12 yards (tackle by Kwon Alexander and D.J. Swearinger),1.400,2.190
4,5:31,1,10,HOU 49,9,16,Alfred Blue left end for no gain (tackle by William Gholston and Lavonte David),2.190,1.650
4,4:51,2,10,HOU 49,9,16,Ryan Mallett pass incomplete short middle intended for Nate Washington (defended by Bruce Carter),1.650,0.960
4,4:46,3,10,HOU 49,9,16,"Ryan Mallett pass incomplete short left intended for DeAndre Hopkins. Penalty on Alterraun Verner: Defensive Pass Interference, 9 yards (no play)",0.960,2.790
4,4:46,1,10,TAM 42,9,16,"Alfred Blue left end for no gain (tackle by Tony McDaniel). Penalty on TAM: Defensive Offside, 5 yards (no play)",2.790,3.520
4,4:34,1,5,TAM 37,9,16,Jay Prosch middle for 7 yards (tackle by Kwon Alexander and Bradley McDougald),3.520,3.580
4,3:45,1,10,TAM 30,9,16,Alfred Blue left end for 9 yards (tackle by Kwon Alexander),3.580,3.580
4,3:36,1,10,TAM 30,9,16,Timeout #1 by Tampa Bay Buccaneers,3.580,4.250
4,3:35,2,1,TAM 21,9,16,Alfred Blue left tackle for no gain (tackle by Clinton McDonald),4.250,4.250
4,3:22,2,1,TAM 21,9,16,Timeout #2 by Tampa Bay Buccaneers,4.250,3.530
4,3:22,3,1,TAM 21,9,16,Jay Prosch middle for 16 yards (tackle by D.J. Swearinger),3.530,3.530
4,3:13,3,1,TAM 21,9,16,Timeout #3 by Tampa Bay Buccaneers,3.530,6.060
4,3:13,1,5,TAM 5,9,16,Alfred Blue left guard for no gain (tackle by D.J. Swearinger),6.060,5.150
4,2:29,2,5,TAM 5,9,16,Alfred Blue left end for 3 yards (tackle by D.J. Swearinger and Keith Tandy),5.150,4.950
4,2:00,3,2,TAM 2,9,16,Jay Prosch middle for 1 yard (tackle by Tony McDaniel and Clinton McDonald),4.950,4.950
4,1:15,3,2,TAM 2,9,16,Timeout #2 by Houston Texans,4.950,3.550
4,1:15,4,1,TAM 1,9,19,Randy Bullock 19 yard field goal good,3.550,3.000
4,1:15,,,HOU 35,9,19,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
4,1:12,1,10,TAM 20,9,19,Jameis Winston pass complete short left to Louis Murphy for 9 yards (tackle by Kareem Jackson),0.280,0.950
4,0:53,2,1,TAM 29,9,19,Jameis Winston pass complete deep left to Mike Evans for 17 yards (tackle by Quintin Demps),0.950,1.990
4,0:49,1,10,TAM 46,9,19,Jameis Winston pass complete short left to Charles Sims for 9 yards (tackle by John Simon),1.990,2.670
4,0:26,2,1,HOU 45,9,19,Jameis Winston pass complete short left to Mike Evans for 6 yards (tackle by Kevin Johnson),2.670,2.980
4,0:24,1,10,HOU 39,9,19,Kyle Brindza 57 yard field goal no good,2.980,-2.060
4,0:19,1,10,HOU 47,9,19,Ryan Mallett kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
