Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
1,9:43,1,10,DAL 40,7,0,Marion Barber left end for 4 yards (tackle by Will Smith),1.600,1.590
1,9:07,2,6,DAL 44,7,0,Marion Barber right guard for 1 yard (tackle by Roman Harper and Jonathan Vilma),1.590,1.030
1,8:25,3,5,DAL 45,7,0,Tony Romo pass complete short right to Roy Williams for 14 yards (tackle by Tracy Porter),1.030,2.850
1,7:44,1,10,NOR 41,7,0,Tony Romo pass complete short left to Miles Austin for 26 yards (tackle by Malcolm Jenkins),2.850,4.580
1,7:16,1,10,NOR 15,7,0,Marion Barber right guard for 4 yards (tackle by Jonathan Vilma),4.580,4.640
1,6:38,2,6,NOR 11,7,0,Tony Romo pass complete short right to Miles Austin for 4 yards (tackle by DeMario Pressley),4.640,4.680
1,6:38,3,2,NOR 7,7,0,--,4.680,6.510
1,5:19,1,3,NOR 3,13,0,"Marion Barber left guard for 3 yards, touchdown",6.510,7.000
1,,,,NOR 2,14,0,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,14,0,"David Buehler kicks off 76 yards, touchback",0.000,0.280
1,5:15,1,10,NOR 20,14,0,Reggie Bush left tackle for 29 yards (tackle by Mike Jenkins),0.280,2.190
1,4:45,1,10,NOR 49,14,0,Mike Bell left guard for no gain (tackle by Jason Hatcher and Anthony Spencer),2.190,1.650
1,4:07,2,10,NOR 49,14,0,Drew Brees sacked by Anthony Spencer for -10 yards,1.650,-0.360
1,3:30,3,20,NOR 39,14,0,Drew Brees pass incomplete deep middle intended for Devery Henderson,-0.360,-0.780
1,3:22,4,20,NOR 39,14,0,Thomas Morstead punts 53 yards,-0.780,0.380
1,3:12,1,10,DAL 8,14,0,Felix Jones right tackle for 1 yard (tackle by Scott Fujita),-0.380,-0.710
1,2:27,2,9,DAL 9,14,0,Tony Romo pass complete short middle to Jason Witten for 21 yards (tackle by Roman Harper),-0.710,0.940
1,1:48,1,10,DAL 30,14,0,Tony Romo pass incomplete short right intended for Felix Jones (defended by Roman Harper),0.940,0.390
1,1:40,2,10,DAL 30,14,0,Felix Jones right guard for 2 yards (tackle by Scott Shanle and Jonathan Vilma),0.390,-0.030
1,0:56,3,8,DAL 32,14,0,Tony Romo pass complete deep middle to Patrick Crayton for 25 yards (tackle by Darren Sharper),-0.030,2.720
1,0:26,,,,14,0,Timeout #1 by Dallas Cowboys,0.000,2.720
1,0:26,1,10,NOR 43,14,0,Tony Romo pass complete short right to Jason Witten for 7 yards (tackle by Jonathan Vilma),2.720,3.120
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,NOR 36,14,0,Felix Jones right guard for -1 yards (tackle by Jonathan Vilma),3.120,2.280
2,14:16,3,4,NOR 37,14,0,Tony Romo pass incomplete short left intended for Roy Williams (defended by Tracy Porter),2.280,0.790
2,14:12,,,,14,0,Timeout #2 by Dallas Cowboys,0.000,0.790
2,14:12,4,4,NOR 37,14,0,"Tony Romo pass incomplete short right intended for Roy Williams. Penalty on Mike McKenzie: Illegal Contact, 5 yards (no play)",0.790,3.450
2,14:07,1,10,NOR 32,14,0,Tony Romo sacked by Will Smith for -6 yards,3.450,2.090
2,13:26,2,16,NOR 38,14,0,Marion Barber right guard for 4 yards (tackle by Scott Fujita),2.090,1.950
2,12:44,3,12,NOR 34,14,0,Tony Romo sacked by Jonathan Vilma for -4 yards,1.950,0.720
2,12:14,4,16,NOR 38,14,0,"Mat McBriar punts 29 yards, fair catch by Reggie Bush",0.720,0.380
2,12:07,1,10,NOR 9,14,0,Drew Brees pass complete short right to David Thomas for 9 yards (tackle by Gerald Sensabaugh),-0.380,0.140
2,11:43,2,1,NOR 18,14,0,Pierre Thomas left guard for 5 yards (tackle by Keith Brooking),0.140,0.480
2,11:07,1,10,NOR 23,14,0,"Penalty on Jay Ratliff: Encroachment, 5 yards (no play)",0.480,1.210
2,10:54,1,5,NOR 28,14,0,Drew Brees pass incomplete deep right intended for Marques Colston,1.210,0.610
2,10:49,2,5,NOR 28,14,0,Drew Brees pass complete short right to David Thomas for 6 yards (tackle by Mike Jenkins),0.610,1.200
2,10:21,1,10,NOR 34,14,0,Pierre Thomas right guard for 4 yards (tackle by Anthony Spencer),1.200,1.200
2,9:48,2,6,NOR 38,14,0,Drew Brees pass complete short right to Robert Meachem for 7 yards (tackle by Terence Newman),1.200,1.930
2,9:20,1,10,NOR 45,14,0,Pierre Thomas right guard for 3 yards (tackle by Bradie James and Keith Brooking),1.930,1.790
2,8:55,2,7,NOR 48,14,0,Drew Brees pass complete short right to Marques Colston for 35 yards (tackle by Ken Hamlin),1.790,4.440
2,8:22,1,10,DAL 17,14,0,Drew Brees pass incomplete deep right intended for Marques Colston,4.440,3.850
2,8:16,2,10,DAL 17,14,0,Pierre Thomas left guard for 1 yard (tackle by Bradie James and Gerald Sensabaugh),3.850,3.190
2,7:32,3,9,DAL 16,14,0,Drew Brees pass incomplete short right intended for David Thomas,3.190,2.380
2,7:27,4,9,DAL 16,14,3,Garrett Hartley 34 yard field goal good,2.380,3.000
2,,,,NOR 30,14,3,"Thomas Morstead kicks off 71 yards, returned by Felix Jones for 18 yards (tackle by Courtney Roby)",0.000,-0.060
2,7:18,1,10,DAL 17,14,3,"Tony Romo pass incomplete short left intended for Jason Witten. Penalty on Jason Witten: Offensive Pass Interfere (Declined), Penalty on Flozell Adams: Offensive Holding, 9 yards (no play)",-0.060,-0.720
2,7:14,1,19,DAL 8,14,3,Felix Jones middle for 17 yards (tackle by Scott Shanle),-0.720,0.620
2,6:32,2,2,DAL 25,14,3,Felix Jones left end for 1 yard (tackle by Jonathan Vilma and Scott Shanle),0.620,-0.120
2,5:46,3,1,DAL 26,14,3,Marion Barber left guard for 2 yards (tackle by Scott Shanle and Jonathan Vilma),-0.120,0.810
2,5:01,1,10,DAL 28,14,3,Tony Romo sacked by Will Smith for -8 yards,0.810,-0.820
2,4:56,,,,14,3,Timeout #1 by New Orleans Saints,0.000,-0.820
2,4:56,2,18,DAL 20,14,3,Tony Romo middle for 10 yards (tackle by Scott Fujita and Darren Sharper),-0.820,-0.160
2,4:14,3,8,DAL 30,14,3,Tony Romo pass incomplete deep right intended for Miles Austin,-0.160,-1.370
2,4:06,4,8,DAL 30,14,3,"Mat McBriar punts 54 yards, returned by Reggie Bush for 4 yards (tackle by Jason Williams). Penalty on Courtney Roby: Illegal Block Above the , 10 yards",-1.370,0.380
2,3:55,1,10,NOR 10,14,3,Drew Brees pass complete short middle to Marques Colston for 12 yards (tackle by Terence Newman),-0.380,0.410
2,3:18,1,10,NOR 22,14,3,Drew Brees pass incomplete short middle intended for Devery Henderson (defended by Mike Jenkins),0.410,-0.130
2,3:11,2,10,NOR 22,14,3,"Penalty on Robert Meachem: False Start, 5 yards (no play)",-0.130,-0.940
2,3:11,2,15,NOR 17,14,3,Drew Brees pass complete short middle to Reggie Bush for 16 yards (tackle by Mike Jenkins),-0.940,1.140
2,2:46,1,10,NOR 33,14,3,Drew Brees pass complete short middle to David Thomas for 11 yards (tackle by Orlando Scandrick),1.140,1.860
2,2:10,1,10,NOR 44,14,3,Drew Brees pass complete short middle to Robert Meachem for 15 yards (tackle by Orlando Scandrick),1.860,2.850
2,2:00,1,10,DAL 41,14,3,Drew Brees pass incomplete deep left intended for Devery Henderson is intercepted by Mike Jenkins at DAL-4,2.850,0.380
2,1:53,1,10,DAL 4,14,3,Marion Barber for 7 yards (tackle by Roman Harper),-0.380,-0.270
2,1:47,2,3,DAL 11,14,3,Marion Barber left tackle for 3 yards (tackle by Tracy Porter),-0.270,-0.280
2,1:41,,,,14,3,Timeout #2 by New Orleans Saints,0.000,-0.280
2,1:41,1,10,DAL 14,14,3,Tony Romo pass incomplete short left intended for Jason Witten,-0.280,-0.750
2,1:38,2,10,DAL 14,14,3,Marion Barber left guard for 7 yards (tackle by Malcolm Jenkins and Charles Grant),-0.750,-0.560
2,1:33,,,,14,3,Timeout #3 by New Orleans Saints,0.000,-0.560
2,1:33,3,3,DAL 21,14,3,Tony Romo pass incomplete short left intended for Miles Austin,-0.560,-1.960
2,1:30,4,3,DAL 21,14,3,"Mat McBriar punts 49 yards, returned by Lance Moore for no gain",-1.960,-0.940
2,1:22,1,10,NOR 30,14,3,"Drew Brees pass complete short left to David Thomas for no gain. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",0.940,0.280
2,1:16,1,20,NOR 20,14,3,Drew Brees pass complete short left to Robert Meachem for 7 yards (tackle by Ken Hamlin),0.280,-0.010
2,0:51,2,13,NOR 27,14,3,"Drew Brees sacked by DeMarcus Ware for -3 yards. Drew Brees fumbles (forced by DeMarcus Ware), recovered by Anthony Spencer at NOR-24 (tackle by Jahri Evans)",-0.010,-3.970
2,0:45,1,10,NOR 24,14,3,Tony Romo pass incomplete deep left intended for Miles Austin,3.970,3.430
2,0:40,2,10,NOR 24,14,3,Tony Romo pass complete short right to Marion Barber for 11 yards (tackle by Jonathan Vilma and Malcolm Jenkins),3.430,0.000
2,,,,,14,3,--,0.000,4.710
2,0:22,1,10,NOR 13,14,3,Tony Romo pass complete short right to Miles Austin for 2 yards (tackle by Darren Sharper and Mike McKenzie),4.710,4.390
2,0:17,,,,14,3,Timeout #3 by Dallas Cowboys,0.000,4.390
2,0:17,2,8,NOR 11,14,3,Tony Romo pass incomplete short right intended for Miles Austin,4.390,3.450
2,0:12,3,8,NOR 11,14,3,"Tony Romo pass incomplete short left intended for Patrick Crayton. Penalty on Flozell Adams: Face Mask (15 Yards), 15 yards (no play)",3.450,1.750
2,0:08,3,23,NOR 26,17,3,Nick Folk 44 yard field goal good,1.750,3.000
2,,,,DAL 30,17,3,David Buehler kicks off 34 yards,0.000,1.330
2,0:02,1,10,NOR 36,17,3,Drew Brees kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,17,3,"Thomas Morstead kicks off 75 yards, returned by Felix Jones for 31 yards (tackle by Marcus Mailei)",0.000,0.670
3,14:55,1,10,DAL 26,17,3,Tony Romo pass incomplete short left intended for Miles Austin,0.670,0.130
3,14:48,2,10,DAL 26,17,3,Felix Jones left tackle for 5 yards (tackle by Jonathan Vilma),0.130,0.100
3,14:07,3,5,DAL 31,17,3,Tony Romo pass complete short middle to Miles Austin for 13 yards (tackle by Mike McKenzie and Malcolm Jenkins),0.100,1.860
3,13:23,1,10,DAL 44,17,3,Felix Jones right end for 9 yards (tackle by Remi Ayodele and Scott Fujita),1.860,2.530
3,12:39,2,1,NOR 47,17,3,Marion Barber right guard for 4 yards (tackle by Charles Grant and Remi Ayodele),2.530,2.720
3,12:03,1,10,NOR 43,17,3,Tony Romo pass complete deep right to Kevin Ogletree for 17 yards,2.720,3.840
3,11:35,1,10,NOR 26,17,3,Felix Jones left end for 2 yards (tackle by Jonathan Vilma),3.840,3.570
3,10:58,2,8,NOR 24,17,3,Tony Romo pass complete short right to John Phillips for 9 yards (tackle by Scott Fujita),3.570,4.580
3,10:14,1,10,NOR 15,17,3,Marion Barber right guard for 5 yards (tackle by Roman Harper and Remi Ayodele),4.580,4.840
3,9:36,2,5,NOR 10,17,3,Tony Romo pass complete short middle to Jason Witten for 4 yards (tackle by Scott Fujita),4.840,4.900
3,8:54,3,1,NOR 6,17,3,Marion Barber right guard for 4 yards (tackle by Darren Sharper and Jonathan Vilma),4.900,6.740
3,8:12,1,2,NOR 2,17,3,Tony Romo pass incomplete short middle intended for Miles Austin,6.740,5.720
3,8:06,2,2,NOR 2,23,3,"Marion Barber left end for 2 yards, touchdown",5.720,7.000
3,,,,NOR 2,24,3,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,24,3,"David Buehler kicks off 73 yards, returned by Courtney Roby for 67 yards (tackle by Alan Ball)",0.000,3.180
3,7:51,1,10,DAL 36,24,3,Drew Brees pass incomplete deep middle intended for Devery Henderson,3.180,2.640
3,7:44,2,10,DAL 36,24,3,Mike Bell left tackle for no gain (tackle by Keith Brooking),2.640,1.950
3,7:03,3,10,DAL 36,24,3,"Drew Brees sacked by Anthony Spencer for -6 yards. Penalty on Orlando Scandrick: Illegal Use of Hands, 5 yards (no play)",1.950,3.510
3,6:59,1,10,DAL 31,24,3,Drew Brees sacked by Anthony Spencer and Marcus Spears for -8 yards,3.510,1.890
3,6:25,2,18,DAL 39,24,3,Drew Brees pass incomplete short left intended for Pierre Thomas,1.890,1.220
3,6:19,3,18,DAL 39,24,3,Drew Brees pass incomplete short left intended for Devery Henderson (defended by Mike Jenkins),1.220,0.660
3,6:13,4,18,DAL 39,24,3,"Thomas Morstead punts 39 yards, touchback",0.660,-0.280
3,6:03,1,10,DAL 20,24,3,"Felix Jones right end for 11 yards (tackle by Scott Shanle). Penalty on Doug Free: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,5:36,1,20,DAL 10,24,3,Tony Romo pass complete short left to John Phillips for 8 yards (tackle by Jonathan Vilma),-0.760,-0.630
3,4:57,2,12,DAL 18,24,3,Tony Romo pass complete short left to Miles Austin for 13 yards (tackle by Malcolm Jenkins),-0.630,1.000
3,4:22,1,10,DAL 31,24,3,Felix Jones right end for 2 yards (tackle by Darren Sharper),1.000,0.730
3,3:36,2,8,DAL 33,24,3,Tony Romo pass complete short left to Jason Witten for 3 yards (tackle by Malcolm Jenkins),0.730,0.430
3,2:51,3,5,DAL 36,24,3,Tony Romo left guard for 7 yards (tackle by Darren Sharper and Tracy Porter),0.430,1.800
3,2:08,1,10,DAL 43,24,3,Tony Romo pass incomplete short left intended for Jason Witten,1.800,1.250
3,2:03,2,10,DAL 43,24,3,Marion Barber left guard for -1 yards (tackle by Roman Harper),1.250,0.430
3,1:23,3,11,DAL 42,24,3,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Darren Sharper),0.430,0.000
3,0:46,4,2,NOR 49,24,3,"Mat McBriar punts 49 yards, touchback",0.000,-0.280
3,0:38,1,10,NOR 20,24,3,Drew Brees pass complete short middle to Devery Henderson for 9 yards (tackle by Ken Hamlin),0.280,0.950
3,0:05,2,1,NOR 29,24,3,Drew Brees pass complete short left to Robert Meachem for 11 yards (tackle by Mike Jenkins),0.950,1.600
Quarter,Time,Down,ToGo,Location,DAL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 40,24,3,Drew Brees pass complete short left to David Thomas for 13 yards (tackle by Bradie James),1.600,2.460
4,14:37,1,10,DAL 47,24,3,Drew Brees pass incomplete deep middle intended for David Thomas (defended by Bobby Carpenter),2.460,1.910
4,14:31,2,10,DAL 47,24,3,Drew Brees pass complete short right to Marques Colston for 15 yards (tackle by Orlando Scandrick),1.910,3.450
4,14:08,1,10,DAL 32,24,3,Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by Orlando Scandrick),3.450,3.710
4,13:42,2,4,DAL 26,24,3,Drew Brees pass complete short right to David Thomas for 18 yards (tackle by Bobby Carpenter),3.710,5.370
4,13:01,1,8,DAL 8,24,3,Mike Bell left guard for 7 yards (tackle by Victor Butler),5.370,5.910
4,12:41,2,1,DAL 1,24,9,"Mike Bell left end for 1 yard, touchdown",5.910,7.000
4,,,,DAL 2,24,10,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,24,10,"Thomas Morstead kicks off 71 yards, returned by Felix Jones for 41 yards (tackle by Marvin Mitchell)",0.000,1.600
4,12:28,1,10,DAL 40,24,10,Tony Romo pass complete short left to Kevin Ogletree for 6 yards (tackle by Scott Shanle),1.600,1.860
4,12:28,2,4,DAL 46,24,10,"Penalty on DAL: Illegal Substitution, 5 yards (no play)",1.860,1.190
4,11:43,2,9,DAL 41,24,10,Felix Jones right end for 5 yards (tackle by Scott Fujita),1.190,1.160
4,11:36,,,,24,10,Timeout #1 by New Orleans Saints,0.000,1.160
4,11:36,3,4,DAL 46,24,10,Tony Romo pass incomplete short middle intended for Roy Williams (defended by Tracy Porter),1.160,-0.320
4,11:32,4,4,DAL 46,24,10,Mat McBriar punts 24 yards,-0.320,-0.940
4,11:23,1,10,NOR 30,24,10,Drew Brees pass complete short right to Pierre Thomas for 29 yards (tackle by Anthony Spencer),0.940,2.850
4,10:44,1,10,DAL 41,24,10,Drew Brees pass complete short middle to David Thomas for 12 yards (tackle by Anthony Spencer),2.850,3.640
4,9:57,1,10,DAL 29,24,10,Drew Brees pass complete short right to Robert Meachem for 3 yards (tackle by Orlando Scandrick),3.640,3.510
4,9:18,2,7,DAL 26,24,10,Drew Brees middle for 9 yards (tackle by Ken Hamlin),3.510,4.440
4,8:38,1,10,DAL 17,24,10,Drew Brees pass incomplete short right intended for Devery Henderson (defended by Terence Newman),4.440,3.850
4,8:34,2,10,DAL 17,24,10,Drew Brees pass complete short left to Marques Colston for 10 yards (tackle by Ken Hamlin and Keith Brooking),3.850,5.600
4,8:06,1,7,DAL 7,24,16,"Drew Brees pass complete short right to Lance Moore for 7 yards, touchdown",5.600,7.000
4,,,,DAL 2,24,17,Garrett Hartley kicks extra point good,0.000,0.000
4,,,,NOR 30,24,17,"Thomas Morstead kicks off 78 yards, touchback",0.000,0.280
4,8:00,1,10,DAL 20,24,17,Tony Romo middle for 5 yards (tackle by Scott Fujita and Tracy Porter),0.280,0.410
4,7:16,2,5,DAL 25,24,17,Felix Jones right guard for -2 yards (tackle by Roman Harper),0.410,-0.560
4,6:29,,,,24,17,Timeout #1 by Dallas Cowboys,0.000,-0.560
4,6:29,3,7,DAL 23,24,17,Tony Romo pass complete short right to Miles Austin for 32 yards (tackle by Tracy Porter),-0.560,2.590
4,5:40,1,10,NOR 45,24,17,Tony Romo pass complete short left to John Phillips for 23 yards (tackle by Scott Fujita and Remi Ayodele),2.590,4.110
4,4:50,1,10,NOR 22,24,17,Tony Romo pass complete short right to Sam Hurd for 6 yards (tackle by Tracy Porter and Darren Sharper),4.110,4.460
4,4:04,2,4,NOR 16,24,17,Marion Barber right guard for 5 yards (tackle by Scott Fujita),4.460,4.840
4,3:55,,,,24,17,Timeout #2 by New Orleans Saints,0.000,4.840
4,3:55,1,10,NOR 11,24,17,Marion Barber middle for -1 yards (tackle by Will Smith),4.840,3.980
4,3:52,,,,24,17,Timeout #3 by New Orleans Saints,0.000,3.980
4,3:52,2,11,NOR 12,24,17,Felix Jones right guard for 4 yards (tackle by Jonathan Vilma),3.980,3.760
4,3:06,3,7,NOR 8,24,17,Felix Jones right guard for 2 yards (tackle by Malcolm Jenkins),3.760,2.990
4,2:19,,,,24,17,Timeout #2 by Dallas Cowboys,0.000,2.990
4,2:19,4,5,NOR 6,24,17,Nick Folk 24 yard field goal no good,2.990,-0.280
4,2:16,1,10,NOR 20,24,17,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Bradie James),0.280,-0.270
4,2:12,2,10,NOR 20,24,17,Drew Brees pass complete short right to Drew Brees for -4 yards (tackle by Bradie James),-0.270,-1.690
4,2:00,3,14,NOR 16,24,17,Drew Brees pass complete short right to Pierre Thomas for 4 yards (tackle by Keith Brooking),-1.690,-2.030
4,1:27,4,10,NOR 20,24,17,Drew Brees pass complete short middle to Marques Colston for 14 yards (tackle by Keith Brooking),-2.030,1.200
4,1:02,1,10,NOR 34,24,17,Drew Brees pass complete short middle to Pierre Thomas for 5 yards (tackle by Keith Brooking),1.200,1.330
4,0:44,2,5,NOR 39,24,17,Drew Brees pass incomplete short left intended for Lance Moore,1.330,0.630
4,0:38,3,5,NOR 39,24,17,Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by Orlando Scandrick),0.630,1.930
4,0:32,1,10,NOR 45,24,17,Drew Brees pass incomplete deep right intended for Robert Meachem,1.930,1.380
4,0:26,2,10,NOR 45,24,17,Drew Brees pass complete short left to Devery Henderson for 13 yards (tackle by Bobby Carpenter),1.380,2.790
4,0:18,1,10,DAL 42,24,17,Drew Brees pass incomplete,2.790,2.240
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:12,2,10,DAL 42,24,17,"Drew Brees sacked by DeMarcus Ware for -6 yards. Drew Brees fumbles (forced by DeMarcus Ware), recovered by Jay Ratliff at DAL-48 (tackle by Jahri Evans)",2.240,-2.130
4,0:06,1,10,DAL 48,24,17,Tony Romo kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
