Player,Pos
Keith Brooking,MOLB
Victor Butler,NB
Bradie James,MILB
Tony Romo,QB
Marion Barber III,RB
Deon Anderson,FB
Roy Williams,WR
Jason Witten,TE
John Phillips,TE
Flozell Adams,LT
Kyle Kosier,LG
Andre Gurode,C
Leonard Davis,RG
Doug Free,RT
Marcus Spears,LDE
Jay Ratliff,NT
Igor Olshansky,RDE
Anthony Spencer,SLB
Terence Newman,LCB
Mike Jenkins,RCB
Gerald Sensabaugh,SS
Ken Hamlin,FS
