Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Patrick Crayton,DAL,0,0,,0,0,2,35,17.5,0,28
Felix Jones,DAL,3,90,30.0,0,41,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Reggie Bush,NOR,0,0,,0,0,1,4,4.0,0,4
Lance Moore,NOR,0,0,,0,0,1,0,0.0,0,0
Lynell Hamilton,NOR,2,15,7.5,0,15,0,0,,0,0
Courtney Roby,NOR,1,67,67.0,0,67,0,0,,0,0
