Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
1,0:59,2,9,NYG 26,0,7,Eli Manning pass incomplete short middle intended for Steve Smith (defended by Tanard Jackson),0.200,-0.490
1,0:53,3,9,NYG 26,0,7,Eli Manning sacked by Gaines Adams for -8 yards,-0.490,-2.240
1,0:22,4,17,NYG 18,0,7,"Jeff Feagles punts 49 yards, fair catch by Ike Hilliard",-2.240,-1.140
1,0:15,1,10,TAM 33,0,7,Earnest Graham right guard for -3 yards (tackle by James Butler),1.140,0.190
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,TAM 30,0,7,Jeff Garcia pass complete short right to Ike Hilliard for 1 yard (tackle by Gibril Wilson),0.190,-0.360
2,14:21,3,12,TAM 31,0,7,Jeff Garcia pass incomplete short right intended for Joey Galloway,-0.360,-1.310
2,14:15,4,12,TAM 31,0,7,"Josh Bidwell punts 36 yards, returned by R.W. McQuarters for 14 yards (tackle by Byron Storer)",-1.310,-2.060
2,14:06,1,10,NYG 47,0,7,Eli Manning pass complete short right to Plaxico Burress for 4 yards (tackle by Ryan Nece),2.060,2.060
2,13:33,2,6,TAM 49,0,7,Eli Manning pass complete short right to Amani Toomer for 17 yards (tackle by Derrick Brooks),2.060,3.450
2,12:55,1,10,TAM 32,0,7,Brandon Jacobs right guard for 3 yards (tackle by Greg Spires and Ryan Nece),3.450,3.310
2,12:16,2,7,TAM 29,0,7,Eli Manning pass complete short left to Amani Toomer for 10 yards (tackle by Jermaine Phillips),3.310,4.310
2,11:34,1,10,TAM 19,0,7,Brandon Jacobs right end for 1 yard (tackle by Ryan Nece and Derrick Brooks),4.310,3.880
2,10:49,2,9,TAM 18,0,7,Eli Manning pass incomplete short middle intended for Steve Smith (defended by Kalvin Pearson),3.880,3.140
2,10:46,,,,0,7,Timeout #1 by Tampa Bay Buccaneers,0.000,3.140
2,10:45,3,9,TAM 18,0,7,Eli Manning pass complete short middle to Amani Toomer for 13 yards (tackle by Barrett Ruud),3.140,6.060
2,10:08,1,5,TAM 5,6,7,"Eli Manning pass complete short middle to Brandon Jacobs for 5 yards, touchdown",6.060,7.000
2,,,,TAM 2,7,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,7,7,"Lawrence Tynes kicks off 70 yards, returned by Micheal Spurlock for 21 yards (tackle by Zak DeOssie)",0.000,0.340
2,9:57,1,10,TAM 21,7,7,Jeff Garcia pass incomplete short middle intended for Anthony Becht (defended by Antonio Pierce),0.340,-0.200
2,9:53,2,10,TAM 21,7,7,"Jeff Garcia sacked by Michael Strahan for -5 yards. Jeff Garcia fumbles (forced by Michael Strahan), recovered by Jeff Garcia at TAM-16",-0.200,-1.780
2,9:21,3,15,TAM 16,7,7,Jeff Garcia pass complete short right to Michael Pittman for 4 yards (tackle by Michael Strahan),-1.780,-2.030
2,8:41,4,11,TAM 20,7,7,"Josh Bidwell punts 46 yards, returned by R.W. McQuarters for 1 yard (tackle by Michael Bennett)",-2.030,-1.270
2,8:29,1,10,NYG 35,7,7,Ahmad Bradshaw right tackle for 8 yards (tackle by Derrick Brooks),1.270,1.800
2,7:50,2,2,NYG 43,7,7,Eli Manning pass complete short right to Plaxico Burress for 11 yards (tackle by Derrick Brooks),1.800,2.520
2,7:04,1,10,TAM 46,7,7,Eli Manning pass complete short left to Plaxico Burress for 9 yards (tackle by Ronde Barber),2.520,3.190
2,6:23,2,1,TAM 37,7,7,Ahmad Bradshaw left end for -1 yards (tackle by Jermaine Phillips),3.190,2.350
2,5:36,3,2,TAM 38,7,7,Eli Manning pass complete short middle to Steve Smith for 21 yards (tackle by Brian Kelly),2.350,4.440
2,4:49,1,10,TAM 17,7,7,Eli Manning pass complete short right to Ahmad Bradshaw for 9 yards (tackle by Ryan Nece),4.440,5.480
2,4:11,2,1,TAM 8,13,7,"Brandon Jacobs left tackle for 8 yards, touchdown",5.480,7.000
2,,,,TAM 2,14,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,14,7,"Lawrence Tynes kicks off 66 yards, returned by Micheal Spurlock for 22 yards (tackle by Domenik Hixon)",0.000,0.670
2,4:00,1,10,TAM 26,14,7,Earnest Graham up the middle for 2 yards (tackle by Justin Tuck and Reggie Torbor),0.670,0.400
2,3:24,2,8,TAM 28,14,7,Jeff Garcia pass complete short right to B.J. Askew for 5 yards (tackle by Gerris Wilkinson),0.400,0.370
2,2:46,3,3,TAM 33,14,7,Jeff Garcia pass complete short middle to Michael Pittman for 7 yards (tackle by Kawika Mitchell),0.370,1.600
2,2:08,1,10,TAM 40,14,7,Jeff Garcia pass incomplete short middle intended for Earnest Graham,1.600,1.050
2,2:04,2,10,TAM 40,14,7,Jeff Garcia pass complete short middle to Earnest Graham for 2 yards (tackle by Antonio Pierce),1.050,0.630
2,1:58,3,8,TAM 42,14,7,Jeff Garcia pass complete short right to Ike Hilliard for 8 yards,0.630,2.260
2,1:53,1,10,,14,7,Jeff Garcia pass complete short left to Alex Smith for 5 yards (tackle by Kevin Dockery),2.260,2.390
2,1:23,2,5,NYG 45,14,7,Jeff Garcia pass incomplete short left intended for Joey Galloway (defended by Corey Webster),2.390,1.690
2,1:19,3,5,NYG 45,14,7,Jeff Garcia pass incomplete short middle intended for Ike Hilliard,1.690,0.270
2,1:14,4,5,NYG 45,14,7,"Josh Bidwell punts 27 yards, fair catch by R.W. McQuarters",0.270,-0.040
2,1:07,1,10,NYG 18,14,7,Brandon Jacobs left guard for 9 yards (tackle by Jermaine Phillips),0.040,0.820
2,0:26,2,1,NYG 27,14,7,Brandon Jacobs right end for no gain (tackle by Barrett Ruud and Gaines Adams),0.820,-0.020
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,14,7,"Lawrence Tynes kicks off 63 yards, returned by Micheal Spurlock for 25 yards (tackle by Torrance Daniels). Micheal Spurlock fumbles (forced by Torrance Daniels), recovered by Corey Webster at TAM-32 and returned for 2 yards (tackle by Quincy Black)",0.000,-3.580
3,14:50,1,10,TAM 30,14,7,Brandon Jacobs left tackle for 7 yards (tackle by Barrett Ruud),3.580,3.980
3,14:07,2,3,TAM 23,14,7,Brandon Jacobs right tackle for 4 yards (tackle by Greg Spires),3.980,4.310
3,13:27,1,10,TAM 19,14,7,Brandon Jacobs right tackle for 1 yard (tackle by Barrett Ruud and Derrick Brooks),4.310,3.880
3,12:48,2,9,TAM 18,14,7,Eli Manning pass incomplete deep middle intended for Kevin Boss,3.880,3.140
3,12:41,3,9,TAM 18,14,7,Eli Manning pass complete short left to Brandon Jacobs for 11 yards (tackle by Jermaine Phillips),3.140,5.600
3,11:58,1,7,TAM 7,14,7,Eli Manning pass incomplete short right intended for Plaxico Burress,5.600,4.760
3,11:54,2,7,TAM 7,14,7,"Penalty on Kareem McKenzie: False Start, 5 yards (no play)",4.760,3.860
3,11:54,2,12,TAM 12,14,7,Eli Manning pass complete short middle to Amani Toomer for 8 yards (tackle by Jermaine Phillips),3.860,4.490
3,11:06,3,4,TAM 4,14,7,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",4.490,3.360
3,10:42,3,9,TAM 9,14,7,Eli Manning pass complete short right to Steve Smith for 2 yards (tackle by Brian Kelly),3.360,2.970
3,10:00,4,7,TAM 7,17,7,Lawrence Tynes 25 yard field goal good,2.970,3.000
3,,,,NYG 30,17,7,"Lawrence Tynes kicks off 60 yards, returned by Micheal Spurlock for 20 yards (tackle by Reuben Droughns)",0.000,0.940
3,9:51,1,10,TAM 30,17,7,Earnest Graham left guard for 5 yards (tackle by Antonio Pierce and James Butler),0.940,1.070
3,9:19,2,5,TAM 35,17,7,Earnest Graham up the middle for 4 yards (tackle by Osi Umenyiora),1.070,0.890
3,8:43,3,1,TAM 39,17,7,Earnest Graham left guard for 1 yard (tackle by Michael Strahan),0.890,1.600
3,7:56,1,10,TAM 40,17,7,"Jeff Garcia pass complete short middle to Earnest Graham for 5 yards (tackle by Gerris Wilkinson). Penalty on Barry Cofield: Roughing the Passer, 15 yards",1.600,2.920
3,7:31,1,10,NYG 40,17,7,Earnest Graham up the middle for 10 yards (tackle by Gibril Wilson),2.920,3.580
3,6:55,1,10,NYG 30,17,7,Earnest Graham left guard for 3 yards (tackle by Michael Strahan and Kawika Mitchell),3.580,3.440
3,6:17,2,7,NYG 27,17,7,Jeff Garcia pass incomplete deep left intended for Joey Galloway is intercepted by Corey Webster at NYG-0,3.440,-0.280
3,6:10,1,10,NYG 20,17,7,Ahmad Bradshaw left end for 2 yards (tackle by Gaines Adams and Chris Hovan),0.280,0.000
3,5:30,2,8,NYG 22,17,7,"Eli Manning pass incomplete short left intended for Kevin Boss. Penalty on Chris Snee: Offensive Holding, 10 yards (no play)",0.000,-1.360
3,5:25,2,18,NYG 12,17,7,Ahmad Bradshaw up the middle for 3 yards (tackle by Derrick Brooks and Jovan Haye),-1.360,-1.860
3,4:39,3,15,NYG 15,17,7,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,-1.860,-2.440
3,4:32,4,15,NYG 15,17,7,Jeff Feagles punts 52 yards,-2.440,-1.140
3,4:24,1,10,TAM 33,17,7,Earnest Graham up the middle for 2 yards (tackle by Fred Robbins),1.140,0.860
3,3:45,2,8,TAM 35,17,7,Jeff Garcia pass complete short right to B.J. Askew for 7 yards (tackle by Michael Strahan),0.860,1.090
3,3:03,3,1,TAM 42,17,7,Jeff Garcia pass complete short middle to Alex Smith for 15 yards (tackle by Gerris Wilkinson),1.090,2.720
3,2:27,1,10,NYG 43,17,7,Earnest Graham left guard for 2 yards (tackle by Aaron Ross and Justin Tuck),2.720,2.450
3,1:58,2,8,NYG 41,17,7,Jeff Garcia pass incomplete deep middle intended for Joey Galloway,2.450,1.750
3,1:51,3,8,NYG 41,17,7,Jeff Garcia pass incomplete short right intended for Joey Galloway (defended by Michael Johnson),1.750,0.530
3,1:47,4,8,NYG 41,17,7,"Josh Bidwell punts 33 yards, fair catch by R.W. McQuarters",0.530,0.380
3,1:40,1,10,NYG 8,17,7,Eli Manning pass complete short right to Madison Hedgecock for 5 yards (tackle by Jermaine Phillips),-0.380,-0.410
3,0:58,2,5,NYG 13,17,7,"Eli Manning pass incomplete deep right intended for Plaxico Burress. Penalty on Plaxico Burress: Offensive Pass Interference, 6 yards (no play)",-0.410,-0.850
3,0:51,2,11,NYG 7,17,7,Brandon Jacobs right tackle for 4 yards (tackle by Gaines Adams and Barrett Ruud),-0.850,-1.070
3,0:05,3,7,NYG 11,17,7,Eli Manning pass complete short middle to Amani Toomer for 11 yards (tackle by Derrick Brooks),-1.070,0.410
Quarter,Time,Down,ToGo,Location,NYG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 22,17,7,Ahmad Bradshaw left tackle for 7 yards (tackle by Barrett Ruud and Jermaine Phillips),0.410,0.810
4,14:20,2,3,NYG 29,17,7,Eli Manning pass complete short right to Amani Toomer for 11 yards (tackle by Phillip Buchanon),0.810,1.600
4,13:43,1,10,NYG 40,17,7,Ahmad Bradshaw up the middle for 8 yards (tackle by Derrick Brooks),1.600,2.130
4,13:03,2,2,NYG 48,17,7,Ahmad Bradshaw right guard for 6 yards (tackle by Kalvin Pearson),2.130,2.520
4,12:22,1,10,TAM 46,17,7,Eli Manning pass complete short right to Kevin Boss for 11 yards (tackle by Derrick Brooks),2.520,3.250
4,11:35,1,10,TAM 35,17,7,Eli Manning pass incomplete short right intended for Michael Matthews,3.250,2.700
4,11:30,2,10,TAM 35,17,7,Eli Manning pass complete short left to Plaxico Burress for 14 yards (tackle by Ronde Barber),2.700,4.170
4,10:59,1,10,TAM 21,17,7,Ahmad Bradshaw left end for 6 yards (tackle by Will Allen and Ronde Barber),4.170,4.550
4,10:14,2,4,TAM 15,17,7,Ahmad Bradshaw left guard for 6 yards (tackle by Jermaine Phillips),4.550,5.140
4,9:31,1,9,TAM 9,17,7,Ahmad Bradshaw left guard for 1 yard (tackle by Ronde Barber),5.140,4.570
4,8:48,2,8,TAM 8,17,7,Ahmad Bradshaw up the middle for 4 yards (tackle by Jermaine Phillips),4.570,4.490
4,8:08,3,4,TAM 4,23,7,"Eli Manning pass complete short right to Amani Toomer for 4 yards, touchdown",4.490,7.000
4,,,,TAM 2,24,7,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,24,7,"Lawrence Tynes kicks off 66 yards, returned by Micheal Spurlock for 18 yards (tackle by Corey Webster). Penalty on Will Allen: Offensive Holding, 10 yards",0.000,-0.350
4,7:55,1,10,TAM 12,24,7,Jeff Garcia pass incomplete short right intended for Ike Hilliard (defended by Kevin Dockery),-0.350,-0.780
4,7:53,2,10,TAM 12,24,7,Jeff Garcia pass complete short right to Ike Hilliard for 9 yards (tackle by Aaron Ross),-0.780,-0.370
4,7:25,3,1,TAM 21,24,7,Earnest Graham right tackle for 4 yards (tackle by Kevin Dockery),-0.370,0.610
4,6:58,1,10,TAM 25,24,7,Jeff Garcia pass complete short middle to Jerramy Stevens for 5 yards (tackle by Kawika Mitchell),0.610,0.740
4,6:37,2,5,TAM 30,24,7,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",0.740,0.060
4,6:20,2,10,TAM 25,24,7,Jeff Garcia pass complete short right to Earnest Graham for 6 yards (tackle by Antonio Pierce),0.060,0.170
4,5:51,3,4,TAM 31,24,7,Jeff Garcia pass complete short left to Michael Pittman for 8 yards (tackle by Aaron Ross),0.170,1.530
4,5:30,1,10,TAM 39,24,7,Jeff Garcia pass incomplete short middle intended for Alex Smith,1.530,0.990
4,5:25,2,10,TAM 39,24,7,Jeff Garcia pass complete short right to Michael Pittman for 26 yards (tackle by Michael Johnson),0.990,3.250
4,4:55,1,10,NYG 35,24,7,Jeff Garcia pass complete short left to Michael Clayton for 15 yards (tackle by James Butler),3.250,4.240
4,4:29,1,10,NYG 20,24,7,Jeff Garcia pass complete short left to Ike Hilliard for 9 yards (tackle by James Butler),4.240,5.260
4,4:03,2,1,NYG 11,24,7,Michael Pittman left guard for 5 yards (tackle by Antonio Pierce),5.260,5.830
4,3:30,1,6,NYG 6,24,13,"Jeff Garcia pass complete short left to Alex Smith for 6 yards, touchdown",5.830,7.000
4,,,,NYG 2,24,14,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,24,14,"Matt Bryant kicks off 54 yards, returned by Reuben Droughns for 17 yards (tackle by Byron Storer)",0.000,1.140
4,3:16,1,10,NYG 33,24,14,Ahmad Bradshaw left tackle for 7 yards (tackle by Jovan Haye),1.140,1.540
4,2:30,2,3,NYG 40,24,14,Ahmad Bradshaw left tackle for no gain (tackle by Gaines Adams and Jermaine Phillips),1.540,0.830
4,2:25,,,,24,14,Timeout #1 by Tampa Bay Buccaneers,0.000,0.830
4,2:25,3,3,NYG 40,24,14,Ahmad Bradshaw right tackle for no gain (tackle by Chris Hovan and Kevin Carter),0.830,-0.720
4,2:19,,,,24,14,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.720
4,2:19,4,3,NYG 40,24,14,"Jeff Feagles punts 37 yards, returned by Ike Hilliard for 4 yards (tackle by Zak DeOssie)",-0.720,-0.740
4,2:10,1,10,TAM 27,24,14,Jeff Garcia pass complete short middle to Michael Pittman for 17 yards (tackle by Antonio Pierce),0.740,1.860
4,2:00,1,10,TAM 44,24,14,Jeff Garcia pass incomplete deep right intended for Michael Clayton is intercepted by R.W. McQuarters at NYG-18,1.860,-0.040
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:53,1,10,NYG 18,24,14,Ahmad Bradshaw left guard for 3 yards (tackle by Ryan Nece),0.040,0.010
4,1:48,,,,24,14,Timeout #3 by Tampa Bay Buccaneers,0.000,0.010
4,1:48,2,7,NYG 21,24,14,Ahmad Bradshaw right guard for 2 yards (tackle by Jovan Haye and Derrick Brooks),0.010,-0.530
4,1:03,3,5,NYG 23,24,14,Ahmad Bradshaw left end for 4 yards (tackle by Barrett Ruud),-0.530,-1.570
4,0:16,,,,24,14,Timeout #1 by New York Giants,0.000,-1.570
4,0:16,4,1,NYG 27,24,14,Jeff Feagles punts 52 yards,-1.570,-0.340
4,0:07,1,10,TAM 21,24,14,Jeff Garcia pass incomplete deep middle intended for Michael Clayton (defended by James Butler),0.340,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
