Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,HOU,7,25,0,0,21,3.0,4,0.6,1,7.0
Mark Ingram,HOU,6,9,0,0,8,1.3,1,0.2,0,
Phillip Lindsay,HOU,2,8,0,,8,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chase Edmonds,ARI,15,81,0,4,51,3.4,30,2.0,2,7.5
James Conner,ARI,10,64,1,2,40,4.0,24,2.4,2,5.0
Kyler Murray,ARI,6,10,0,0,10,1.7,0,0.0,0,
Eno Benjamin,ARI,2,7,0,,6,3.0,1,0.5,0,
Colt McCoy,ARI,2,-1,0,,-1,-0.5,0,0.0,0,
Zach Ertz,ARI,1,4,0,0,4,4.0,0,0.0,0,
Jonathan Ward,ARI,1,7,0,1,7,7.0,0,0.0,0,
