#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 18,9,5:21,28,Punt
2,1,8:50,,3,1:32,8,Punt
3,1,5:43,KAN 37,3,2:19,4,Punt
4,2,10:23,KAN 19,3,1:08,6,Punt
5,2,9:15,KAN 31,3,2:06,9,Punt
6,2,2:25,KAN 17,4,1:08,83,Touchdown
7,2,0:33,KAN 20,2,0:33,20,End of Half
8,3,12:39,KAN 6,3,1:48,2,Punt
9,3,8:31,KAN 27,3,2:08,1,Punt
10,3,4:44,CHI 45,5,1:37,18,Field Goal
11,3,0:12,KAN 27,12,5:11,43,Missed FG
12,4,9:15,CHI 25,3,1:28,9,Interception
13,4,5:14,KAN 33,3,1:14,-13,Punt
14,4,3:35,KAN 19,6,1:14,65,Fumble
