Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,GNB 30,0,0,"Ryan Longwell kicks off 65 yards, returned by Allen Rossum for 27 yards (tackle by Roy Manning)",0.000,1.070
1,14:55,1,10,ATL 32,0,0,"Michael Vick right end for 1 yard. Penalty on Michael Vick: Illegal Forward Pass, 6 yards",1.070,-0.150
1,14:47,2,15,ATL 27,0,0,Michael Vick pass incomplete intended for Alge Crumpler,-0.150,-0.820
1,14:41,3,15,ATL 27,0,0,Michael Vick right tackle for 7 yards (tackle by Cullen Jenkins),-0.820,-1.110
1,14:01,4,8,ATL 34,0,0,"Michael Koenen punts 40 yards, fair catch by Antonio Chatman",-1.110,-0.670
1,13:54,1,10,GNB 26,0,0,Brett Favre pass complete to William Henderson for 20 yards (tackle by Keion Carpenter),0.670,1.990
1,13:24,1,10,GNB 46,0,0,Brett Favre pass complete to Bubba Franks for 9 yards (tackle by DeAngelo Hall),1.990,2.670
1,12:49,2,1,ATL 45,0,0,Samkon Gado right end for 3 yards (tackle by Ronnie Heard and Michael Boley),2.670,2.790
1,12:13,1,10,ATL 42,0,0,"Samkon Gado right tackle for 2 yards (tackle by Patrick Kerney). Samkon Gado fumbles (forced by Patrick Kerney), recovered by Vonta Leach at ATL-40",2.790,2.510
1,11:29,2,8,ATL 40,0,0,Brett Favre pass complete to Donald Driver for 15 yards (tackle by Jason Webster),2.510,3.910
1,11:01,1,10,ATL 25,0,0,Brett Favre pass incomplete intended for Donald Lee,3.910,3.360
1,10:55,2,10,ATL 25,0,0,Brett Favre pass complete to Donald Driver for 16 yards (tackle by Keion Carpenter and Jason Webster),3.360,5.140
1,10:13,1,9,ATL 9,6,0,"Samkon Gado left tackle for 9 yards, touchdown",5.140,7.000
1,,,,ATL 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,7,0,"Ryan Longwell kicks off 69 yards, returned by Allen Rossum for 14 yards (tackle by Brady Poppinga)",0.000,-0.220
1,10:03,1,10,ATL 15,7,0,Warrick Dunn up the middle for 2 yards (tackle by Cullen Jenkins),-0.220,-0.440
1,9:30,2,8,ATL 17,7,0,"Michael Vick pass complete to Warrick Dunn for 4 yards (tackle by Kabeer Gbaja-Biamila). Warrick Dunn fumbles (forced by Kabeer Gbaja-Biamila), recovered by Mark Roman at ATL-21",-0.440,-4.170
1,9:22,1,10,ATL 21,7,0,Samkon Gado up the middle for 3 yards (tackle by Jonathan Babineaux),4.170,4.040
1,8:43,2,7,ATL 18,7,0,Samkon Gado up the middle for 17 yards (tackle by Keion Carpenter),4.040,6.970
1,8:01,1,1,ATL 1,13,0,"Brett Favre pass complete to Samkon Gado for 1 yard, touchdown",6.970,7.000
1,,,,ATL 2,14,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,14,0,"Ryan Longwell kicks off 61 yards, returned by Allen Rossum for 26 yards (tackle by Roy Manning)",0.000,1.270
1,7:44,1,10,ATL 35,14,0,Warrick Dunn left tackle for 1 yard (tackle by Nick Barnett and Robert Thomas),1.270,0.860
1,7:09,2,9,ATL 36,14,0,Michael Vick pass complete to Alge Crumpler for 11 yards (tackle by Nick Barnett),0.860,2.060
1,6:35,1,10,ATL 47,14,0,Warrick Dunn right tackle for 3 yards (tackle by Kabeer Gbaja-Biamila),2.060,1.920
1,6:02,2,7,ATL 50,14,0,Warrick Dunn right tackle for 3 yards (tackle by Colin Cole),1.920,1.620
1,5:23,3,4,GNB 47,14,0,Michael Vick pass complete to Brian Finneran for 11 yards (tackle by Nick Collins),1.620,3.180
1,4:45,1,10,GNB 36,14,0,Michael Vick up the middle for 4 yards (tackle by Colin Cole),3.180,3.180
1,4:03,2,6,GNB 32,14,0,"Penalty on Kevin Shaffer: False Start, 5 yards (no play)",3.180,2.500
1,3:44,2,11,GNB 37,14,0,Warrick Dunn right tackle for 1 yard (tackle by Cullen Jenkins),2.500,1.950
1,3:05,3,10,GNB 36,14,0,"Michael Vick sacked by Al Harris for -2 yards. Michael Vick fumbles (forced by Al Harris), ball out of bounds at GNB-39",1.950,0.660
1,2:38,4,13,GNB 39,14,0,"Michael Koenen punts 30 yards, fair catch by Antonio Chatman",0.660,0.380
1,2:30,1,10,GNB 9,14,0,Samkon Gado up the middle for 1 yard (tackle by Michael Boley),-0.380,-0.710
1,1:49,2,9,GNB 10,14,0,Samkon Gado up the middle for 3 yards (tackle by Demorrio Williams and Michael Boley),-0.710,-0.950
1,1:10,3,6,GNB 13,14,0,Brett Favre pass incomplete intended for Donald Driver,-0.950,-2.490
1,1:02,4,6,GNB 13,14,0,"B.J. Sander punts 41 yards, returned by Allen Rossum for 2 yards. Allen Rossum fumbles, recovered by Allen Rossum at ATL-48",-2.490,-2.130
1,0:53,1,10,ATL 48,14,0,T.J. Duckett left tackle for 8 yards (tackle by Mike Montgomery),2.130,2.660
1,0:18,2,2,GNB 44,14,0,T.J. Duckett right end for 11 yards (tackle by Robert Thomas),2.660,3.380
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 33,14,0,Roddy White right end for 2 yards (tackle by Al Harris),3.380,3.110
2,14:34,2,8,GNB 31,14,0,Michael Vick pass complete to T.J. Duckett for 8 yards (tackle by Na'il Diggs),3.110,4.040
2,14:23,1,10,GNB 23,14,0,"Penalty on ATL: Illegal Substitution, 5 yards (no play)",4.040,3.710
2,13:31,1,15,GNB 28,14,0,Warrick Dunn left end for 6 yards (tackle by Na'il Diggs),3.710,3.630
2,13:10,2,9,GNB 22,14,0,Warrick Dunn right tackle for 1 yard (tackle by Mark Roman),3.630,3.070
2,12:25,3,8,GNB 21,14,6,"Michael Vick pass complete to Warrick Dunn for 21 yards, touchdown",3.070,7.000
2,,,,GNB 2,14,7,Todd Peterson kicks extra point good,0.000,0.000
2,,,,ATL 30,14,7,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,12:18,1,10,GNB 20,14,7,Brett Favre pass incomplete intended for Antonio Chatman,0.280,-0.270
