Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
2,12:14,2,10,GNB 20,14,7,"Brett Favre pass complete to Donald Lee for 16 yards (tackle by Demorrio Williams and Michael Boley). Penalty on Michael Boley: Personal Foul, 15 yards",-0.270,2.320
2,11:45,1,10,ATL 49,14,7,Brett Favre pass complete to Bubba Franks for 14 yards (tackle by Michael Boley and Keion Carpenter),2.320,3.250
2,11:06,1,10,ATL 35,14,7,Brett Favre pass incomplete is intercepted by Demorrio Williams at ATL-32 and returned for 6 yards,3.250,-1.470
2,10:58,1,10,ATL 38,14,7,Warrick Dunn right end for 3 yards (tackle by Ahmad Carroll),1.470,1.330
2,10:20,2,7,ATL 41,14,7,"Michael Vick pass incomplete intended for Roddy White. Penalty on Ahmad Carroll: Defensive Pass Interfere, 43 yards (no play)",1.330,4.510
2,10:13,1,10,GNB 16,14,7,Warrick Dunn right tackle for 15 yards (tackle by Mark Roman),4.510,6.970
2,9:35,1,1,GNB 1,14,13,"Michael Vick right end for 1 yard, touchdown",6.970,7.000
2,,,,GNB 2,14,14,Todd Peterson kicks extra point good,0.000,0.000
2,,,,ATL 30,14,14,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,9:28,1,10,GNB 20,14,14,Brett Favre pass incomplete intended for Donald Driver,0.280,-0.270
2,9:22,2,10,GNB 20,14,14,Samkon Gado up the middle for -1 yards (tackle by Demorrio Williams and Michael Boley),-0.270,-1.140
2,8:40,,,,14,14,Timeout #1 by Green Bay Packers,0.000,-1.140
2,8:40,3,11,GNB 19,14,14,"Penalty on Will Whitticker: False Start, 5 yards (no play)",-1.140,-2.030
2,8:40,3,16,GNB 14,14,14,Brett Favre pass complete to ReShard Lee for 5 yards (tackle by Demorrio Williams),-2.030,-2.140
2,8:11,4,11,GNB 19,14,14,"Penalty on Brady Poppinga: False Start, 5 yards (no play)",-2.140,-2.470
2,8:02,4,16,GNB 14,14,14,"B.J. Sander punts 46 yards, returned by Allen Rossum for 3 yards (tackle by Patrick Dendy)",-2.470,-1.800
2,7:52,1,10,ATL 43,14,14,Michael Vick pass complete to T.J. Duckett for 19 yards (tackle by Nick Barnett),1.800,3.050
2,7:10,1,10,GNB 38,14,14,T.J. Duckett left tackle for 3 yards (tackle by Colin Cole),3.050,2.910
2,6:36,2,7,GNB 35,14,14,Michael Vick sacked by Aaron Kampman for -9 yards,2.910,1.030
2,6:06,3,16,GNB 44,14,14,Michael Vick pass complete to Alge Crumpler for 7 yards (tackle by Ahmad Carroll),1.030,0.790
2,5:26,4,9,GNB 37,14,14,"Michael Koenen punts 29 yards, fair catch by Antonio Chatman",0.790,0.380
2,5:19,1,10,GNB 8,14,14,Samkon Gado up the middle for 2 yards (tackle by Demorrio Williams),-0.380,-0.630
2,4:34,2,8,GNB 10,14,14,"Penalty on Chad Lavalais: Defensive Offside, 5 yards (no play)",-0.630,-0.210
2,4:34,2,3,GNB 15,14,14,Samkon Gado left end for -1 yards (tackle by Bryan Scott),-0.210,-0.720
2,3:52,3,4,GNB 14,14,14,Brett Favre pass complete to Bubba Franks for 7 yards (tackle by Keith Brooking),-0.720,0.340
2,3:12,1,10,GNB 21,14,14,Samkon Gado left tackle for 12 yards (tackle by Michael Boley),0.340,1.140
2,2:37,1,10,GNB 33,14,14,Brett Favre pass complete to Samkon Gado for -2 yards (tackle by Jason Webster),1.140,0.320
2,2:01,2,12,GNB 31,14,14,Brett Favre pass complete to Samkon Gado for 10 yards (tackle by Demorrio Williams),0.320,0.960
2,1:54,3,2,GNB 41,14,14,Brett Favre pass complete to Donald Lee for 9 yards (tackle by DeAngelo Hall),0.960,2.260
2,1:33,1,10,ATL 50,14,14,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Allen Rossum),2.260,2.980
2,1:26,,,,14,14,Timeout #2 by Green Bay Packers,0.000,2.980
2,1:26,1,10,ATL 39,14,14,Brett Favre pass complete to Andrae Thurman for 16 yards (tackle by Jason Webster),2.980,4.040
2,1:20,1,10,ATL 23,14,14,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Bryan Scott),4.040,4.380
2,1:01,2,4,ATL 17,14,14,Brett Favre sacked by Patrick Kerney and Jonathan Babineaux for -12 yards. Penalty on Antonio Chatman: Illegal Shift (Declined),4.380,2.010
2,0:53,3,16,ATL 29,14,14,Brett Favre pass incomplete intended for Andrae Thurman,2.010,1.590
2,0:45,,,,14,14,Timeout #3 by Green Bay Packers,0.000,1.590
2,0:45,4,15,ATL 28,17,14,Ryan Longwell 46 yard field goal good,1.590,3.000
2,,,,GNB 30,17,14,"Ryan Longwell kicks off 59 yards, returned by Allen Rossum for 9 yards (tackle by Brady Poppinga)",0.000,0.280
2,0:35,1,10,ATL 20,17,14,Warrick Dunn right tackle for 3 yards (tackle by Nick Barnett),0.280,0.140
2,0:19,2,7,ATL 23,17,14,Michael Vick pass complete to Jerome Pathon for 18 yards (tackle by Mark Roman),0.140,1.660
2,0:12,,,,17,14,Timeout #1 by Atlanta Falcons,0.000,1.660
2,0:12,1,10,ATL 41,17,14,Michael Vick pass complete to Brian Finneran for 7 yards (tackle by Ahmad Carroll),1.660,2.070
2,0:07,,,,17,14,Timeout #2 by Atlanta Falcons,0.000,2.070
2,0:07,2,3,ATL 48,17,14,Michael Vick pass complete to Warrick Dunn for 5 yards (tackle by Ahmad Carroll),2.070,2.460
2,0:02,1,10,GNB 47,17,14,Michael Vick pass incomplete intended for Dez White,2.460,1.910
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,17,14,"Michael Koenen kicks off 71 yards, returned by ReShard Lee for 35 yards (tackle by Artie Ulmer)",0.000,1.200
3,14:54,1,10,GNB 34,17,14,Brett Favre pass complete to Donald Driver for 10 yards (tackle by Jason Webster),1.200,1.860
3,14:29,1,10,GNB 44,17,14,Samkon Gado right tackle for 4 yards (tackle by Demorrio Williams),1.860,1.860
3,13:46,2,6,GNB 48,17,14,Brett Favre pass complete to Donald Lee for 6 yards (tackle by Michael Boley),1.860,2.520
3,13:15,1,10,ATL 46,17,14,Brett Favre pass complete to Antonio Chatman for 15 yards (tackle by Jason Webster),2.520,3.510
3,12:36,1,10,ATL 31,17,14,Samkon Gado right tackle for 2 yards (tackle by Demorrio Williams),3.510,3.240
3,11:56,2,8,ATL 29,17,14,Brett Favre pass incomplete intended for Donald Driver,3.240,2.540
3,11:50,3,8,ATL 29,17,14,Brett Favre pass complete to Donald Driver for 17 yards (tackle by Allen Rossum),2.540,4.780
3,11:07,1,10,ATL 12,17,14,Brett Favre pass complete to William Henderson for 4 yards (tackle by Bryan Scott),4.780,4.830
3,10:35,2,6,ATL 8,17,14,Brett Favre pass incomplete intended for Bubba Franks,4.830,3.930
3,10:31,3,6,ATL 8,17,14,Brett Favre pass complete to Donald Driver for 3 yards (tackle by Bryan Scott),3.930,3.020
3,9:54,4,3,ATL 5,20,14,Ryan Longwell 23 yard field goal good,3.020,3.000
3,,,,GNB 30,20,14,"Ryan Longwell kicks off 71 yards, returned by Allen Rossum for 17 yards (tackle by Jeremy Thornburg)",0.000,-0.140
3,9:48,1,10,ATL 16,20,14,Michael Vick pass complete to Warrick Dunn for 7 yards (tackle by Mark Roman),-0.140,0.420
3,9:21,2,3,ATL 23,20,14,Warrick Dunn left tackle for 6 yards (tackle by Grady Jackson),0.420,0.870
3,8:48,1,10,ATL 29,20,14,"Michael Vick left tackle for 1 yard (tackle by Kenny Peterson). Michael Vick fumbles (forced by Kenny Peterson), recovered by Nick Barnett at ATL-35 (tackle by Alge Crumpler)",0.870,-3.120
3,8:36,1,10,ATL 37,20,14,Samkon Gado left tackle for 4 yards (tackle by Demorrio Williams),3.120,3.110
3,8:04,2,6,ATL 33,20,14,Brett Favre pass incomplete intended for Antonio Chatman (defended by Darrell Shropshire),3.110,2.410
3,8:01,3,6,ATL 33,20,14,Brett Favre pass incomplete intended for Andrae Thurman (defended by Ike Reese),2.410,1.160
3,7:55,4,6,ATL 33,20,14,B.J. Sander pass complete to Bubba Franks for 4 yards (tackle by Keith Brooking),1.160,-0.870
3,7:43,1,10,ATL 29,20,14,Warrick Dunn right tackle for 7 yards (tackle by Aaron Kampman),0.870,1.270
3,7:12,2,3,ATL 36,20,14,Warrick Dunn right end for 5 yards (tackle by Aaron Kampman and Colin Cole),1.270,1.660
3,6:36,1,10,ATL 41,20,14,Michael Vick pass incomplete intended for Brian Finneran,1.660,1.120
3,6:30,2,10,ATL 41,20,14,Warrick Dunn left tackle for 2 yards (tackle by Colin Cole and Robert Thomas),1.120,0.700
3,5:54,3,8,ATL 43,20,14,Michael Vick sacked by Nick Barnett for -5 yards,0.700,-0.850
3,5:29,4,13,ATL 38,20,14,"Michael Koenen punts 45 yards, returned by Antonio Chatman for 7 yards (tackle by Leigh Torrence)",-0.850,-0.540
3,5:19,1,10,GNB 24,20,14,Samkon Gado right end for 9 yards (tackle by Keith Brooking),0.540,1.210
3,4:42,2,1,GNB 33,20,14,Samkon Gado right end for 5 yards (tackle by Bryan Scott),1.210,1.470
3,4:12,1,10,GNB 38,20,14,Brett Favre pass complete to Donald Driver for 21 yards (tackle by Jason Webster),1.470,2.850
3,3:31,1,10,ATL 41,20,14,Samkon Gado right end for 2 yards (tackle by Chauncey Davis),2.850,2.580
3,2:48,2,8,ATL 39,20,14,Brett Favre pass incomplete intended for Donald Driver (defended by Bryan Scott),2.580,1.880
3,2:44,3,8,ATL 39,20,14,Brett Favre right end for 4 yards (tackle by Bryan Scott),1.880,0.980
3,1:54,4,4,ATL 35,23,14,Ryan Longwell 53 yard field goal good,0.980,3.000
3,,,,GNB 30,23,14,"Ryan Longwell kicks off 70 yards, returned by Allen Rossum for 17 yards (tackle by Marviel Underwood)",0.000,-0.060
3,1:45,1,10,ATL 17,23,14,"Penalty on Kevin Shaffer: False Start, 5 yards (no play)",-0.060,-0.510
3,1:45,1,15,ATL 12,23,14,T.J. Duckett up the middle for 9 yards (tackle by Nick Collins),-0.510,0.080
3,1:14,2,6,ATL 21,23,14,Michael Vick pass complete to Alge Crumpler for 10 yards (tackle by Na'il Diggs),0.080,1.000
3,0:40,1,10,ATL 31,23,14,"Michael Vick pass complete to T.J. Duckett for 2 yards (tackle by Mark Roman). Penalty on Roddy White: Illegal Shift, 5 yards (no play)",1.000,0.670
3,0:30,1,15,ATL 26,23,14,Michael Vick pass complete to Warrick Dunn for -4 yards (tackle by Na'il Diggs),0.670,-0.760
Quarter,Time,Down,ToGo,Location,GNB,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,,23,14,Timeout #1 by Green Bay Packers,0.000,-0.760
4,15:00,2,19,ATL 22,23,14,Michael Vick pass complete to Alge Crumpler for 13 yards (tackle by Al Harris),-0.760,0.300
4,14:28,3,6,ATL 35,23,14,Michael Vick pass complete to Alge Crumpler for -1 yards (tackle by Nick Barnett),0.300,-1.110
4,13:51,4,7,ATL 34,23,14,"Michael Koenen punts 53 yards, returned by Antonio Chatman for 7 yards (tackle by Ike Reese)",-1.110,-0.280
4,13:40,1,10,GNB 20,23,14,Brett Favre pass complete to Samkon Gado for -4 yards (tackle by Demorrio Williams),0.280,-0.940
4,12:59,2,14,GNB 16,23,14,Brett Favre pass incomplete intended for Donald Lee (defended by Bryan Scott),-0.940,-1.690
4,12:55,3,14,GNB 16,23,14,Brett Favre pass incomplete intended for Andrae Thurman,-1.690,-2.390
4,12:49,4,14,GNB 16,23,14,B.J. Sander punts 39 yards. Penalty on Rob Davis: Defensive Holding (Declined),-2.390,-3.840
4,12:36,1,10,GNB 26,23,14,Warrick Dunn right tackle for 6 yards (tackle by Kenny Peterson),3.840,4.110
4,12:04,2,4,GNB 20,23,14,Michael Vick pass incomplete intended for Alge Crumpler,4.110,3.400
4,11:58,3,4,GNB 20,23,14,Michael Vick for 6 yards (tackle by Nick Barnett),3.400,4.650
4,11:33,1,10,GNB 14,23,14,Warrick Dunn up the middle for 1 yard (tackle by Cullen Jenkins),4.650,4.160
4,10:56,2,9,GNB 13,23,14,Michael Vick pass incomplete intended for Justin Griffith (defended by Mark Roman),4.160,3.260
4,10:51,3,9,GNB 13,23,14,"Michael Vick for no gain. Michael Vick fumbles, recovered by Todd McClure at GNB-19",3.260,2.180
4,10:11,4,15,GNB 19,23,17,Todd Peterson 37 yard field goal good,2.180,3.000
4,,,,ATL 30,23,17,"Michael Koenen kicks off 68 yards, returned by ReShard Lee for 22 yards (tackle by Bryan Scott)",0.000,0.540
4,10:02,1,10,GNB 24,23,17,Samkon Gado up the middle for -4 yards (tackle by Demorrio Williams),0.540,-0.540
4,9:23,2,14,GNB 20,23,17,"Samkon Gado up the middle for 13 yards (tackle by Jason Webster). Samkon Gado fumbles (forced by Jason Webster), recovered by Andrae Thurman at GNB-33",-0.540,0.500
4,8:37,3,1,GNB 33,23,17,Brett Favre pass complete to Antonio Chatman for 12 yards (tackle by DeAngelo Hall),0.500,1.930
4,8:02,1,10,GNB 45,23,17,Samkon Gado up the middle for 3 yards (tackle by Michael Boley),1.930,1.790
4,7:22,2,7,GNB 48,23,17,ReShard Lee right tackle for 2 yards (tackle by Patrick Kerney),1.790,1.360
4,6:40,3,5,GNB 50,23,17,Brett Favre pass complete to Donald Driver for 8 yards (tackle by DeAngelo Hall),1.360,2.790
4,5:58,1,10,ATL 42,23,17,Samkon Gado right tackle for 2 yards (tackle by Demorrio Williams),2.790,2.510
4,5:21,2,8,ATL 40,23,17,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Keith Brooking),2.510,2.740
4,4:44,3,1,ATL 33,23,17,Samkon Gado right tackle for no gain (tackle by Ronnie Heard),2.740,1.210
4,4:05,4,1,ATL 33,26,17,Ryan Longwell 51 yard field goal good,1.210,3.000
4,,,,GNB 30,26,17,"Ryan Longwell kicks off 69 yards, returned by Allen Rossum for 18 yards (tackle by Brady Poppinga)",0.000,0.150
4,3:55,1,10,ATL 19,26,17,Michael Vick pass incomplete intended for Brian Finneran (defended by Cullen Jenkins),0.150,-0.390
4,3:51,2,10,ATL 19,26,17,"Michael Vick pass complete to Roddy White for 3 yards. Roddy White fumbles, recovered by Nick Barnett at ATL-22",-0.390,-6.740
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
4,3:38,1,2,ATL 2,32,17,"Samkon Gado up the middle for 2 yards, touchdown",6.740,7.000
4,,,,ATL 2,33,17,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,33,17,"Ryan Longwell kicks off 72 yards, returned by Allen Rossum for 28 yards (tackle by Roy Manning)",0.000,0.670
4,3:28,1,10,ATL 26,33,17,"Michael Vick pass incomplete. Penalty on Michael Vick: Intentional Grounding, 12 yards",0.670,-1.610
4,3:22,2,22,ATL 14,33,17,Michael Vick pass complete to Brian Finneran for 11 yards (tackle by Marviel Underwood),-1.610,-0.690
4,3:00,3,11,ATL 25,33,17,Michael Vick pass complete to Warrick Dunn for 19 yards (tackle by Mark Roman),-0.690,1.860
4,2:45,1,10,ATL 44,33,17,Warrick Dunn up the middle for 11 yards (tackle by Aaron Kampman),1.860,2.590
4,2:21,1,10,GNB 45,33,17,Michael Vick pass complete to Brian Finneran for 21 yards (tackle by Nick Collins and Mark Roman),2.590,3.970
4,2:06,1,10,GNB 24,33,17,Michael Vick pass incomplete intended for Alge Crumpler,3.970,3.430
4,2:00,2,10,GNB 24,33,17,"Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",3.430,4.120
4,2:00,2,5,GNB 19,33,17,Michael Vick pass incomplete intended for Jerome Pathon,4.120,3.410
4,1:53,3,5,GNB 19,33,17,Michael Vick pass incomplete (defended by Aaron Kampman),3.410,2.240
4,1:49,,,,33,17,Timeout #2 by Green Bay Packers,0.000,2.240
4,1:49,4,5,GNB 19,33,23,"Michael Vick pass complete to Roddy White for 19 yards, touchdown",2.240,7.000
4,,,,,33,25,"Two Point Attempt: Michael Vick pass complete to Brian Finneran, conversion succeeds",1.000,1.000
4,,,,ATL 30,33,25,Michael Koenen kicks onside 11 yards,0.000,2.850
4,1:39,1,10,ATL 41,33,25,Samkon Gado right tackle for 8 yards (tackle by Darrell Shropshire),2.850,3.390
4,1:36,,,,33,25,Timeout #2 by Atlanta Falcons,0.000,3.390
4,1:36,2,2,ATL 33,33,25,Samkon Gado up the middle for 3 yards (tackle by Keith Brooking),3.390,3.580
4,0:51,1,10,ATL 30,33,25,Brett Favre kneels for -1 yards,3.580,2.900
4,0:22,2,11,ATL 31,33,25,Brett Favre kneels for -1 yards,2.900,2.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
