#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:54,GNB 26,8,3:45,74,Touchdown
2,1,9:22,ATL 21,3,1:32,21,Touchdown
3,1,2:30,GNB 9,3,1:37,4,Punt
4,2,12:18,GNB 20,4,1:20,45,Interception
5,2,9:28,GNB 20,3,1:36,-6,Punt
6,2,5:19,GNB 8,13,4:39,64,Field Goal
7,3,15:00,GNB 34,11,5:08,61,Field Goal
8,3,8:36,ATL 37,4,0:53,8,Downs
9,3,5:19,GNB 24,7,3:28,41,Field Goal
10,4,13:40,GNB 20,3,1:04,-4,Punt
11,4,10:08,GNB 24,10,6:07,43,Field Goal
12,4,3:38,ATL 2,1,0:04,2,Touchdown
13,4,1:43,ATL 41,4,1:43,9,End of Game
