Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
2,9:18,,,,,,Timeout #1 by Green Bay Packers,,
2,9:18,4,4,SFO 38,14,17,Aaron Rodgers left end for 6 yards (tackle by Reuben Foster),0.720,3.450
2,8:34,1,10,SFO 32,14,17,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Jimmie Ward),3.450,4.170
2,7:55,1,10,SFO 21,14,17,Aaron Rodgers pass incomplete deep left intended for Lance Kendricks,4.170,3.630
2,7:49,,,,,,Timeout #2 by Green Bay Packers,,
2,7:49,2,10,SFO 21,14,17,Aaron Rodgers pass incomplete short right intended for Jimmy Graham,3.630,2.940
2,7:43,3,10,SFO 21,14,17,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.940,2.060
2,7:38,4,10,SFO 21,14,20,Mason Crosby 39 yard field goal good,2.060,3.000
2,7:34,,,GNB 35,14,20,"Mason Crosby kicks off 55 yards, returned by Richie James for no gain (tackle by Josh Jackson)",0.000,1.270
2,7:24,1,10,SFO 35,14,20,C.J. Beathard pass complete short right to George Kittle for 9 yards (tackle by Kevin King),1.270,1.940
2,6:48,2,1,SFO 44,14,20,Raheem Mostert left tackle for 26 yards (tackle by Ha Ha Clinton-Dix and Kentrell Brice),1.940,3.580
2,6:13,1,10,GNB 30,20,20,"C.J. Beathard pass complete deep left to Marquise Goodwin for 30 yards, touchdown",3.580,7.000
2,6:05,,,GNB 15,21,20,Robbie Gould kicks extra point good,0.000,0.000
2,6:05,,,SFO 35,21,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,6:05,1,10,GNB 25,21,20,Aaron Rodgers pass incomplete short right intended for Ty Montgomery,0.610,0.060
2,6:02,2,10,GNB 25,21,20,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,0.060,-0.620
2,5:58,3,10,GNB 25,21,20,Aaron Rodgers sacked by Sheldon Day for -5 yards,-0.620,-2.030
2,5:15,4,15,GNB 20,21,20,"JK Scott punts 40 yards, returned by Richie James for no gain (tackle by Tony Brown). Penalty on Reggie Gilbert: Illegal Formation (Declined)",-2.030,-1.600
2,5:07,1,10,SFO 40,21,20,Raheem Mostert right end for 5 yards (tackle by Kenny Clark and Dean Lowry),1.600,1.730
2,4:29,2,5,SFO 45,21,20,Raheem Mostert left end for 9 yards (tackle by Oren Burks and Blake Martinez),1.730,2.520
2,3:47,1,10,GNB 46,21,20,Matt Breida right end for 1 yard (tackle by Josh Jackson),2.520,2.110
2,3:09,2,9,GNB 45,21,20,C.J. Beathard pass incomplete short middle intended for Pierre Garcon,2.110,1.420
2,3:06,3,9,GNB 45,21,20,C.J. Beathard up the middle for 11 yards (tackle by Kyler Fackrell),1.420,3.310
2,2:19,1,10,GNB 34,21,20,Raheem Mostert up the middle for 4 yards (tackle by Reggie Gilbert),3.310,3.310
2,2:00,2,6,GNB 30,21,20,C.J. Beathard pass complete short left to Pierre Garcon for 4 yards (tackle by Reggie Gilbert),3.310,3.140
2,1:16,3,2,GNB 26,21,20,"Alfred Morris up the middle for no gain (tackle by Reggie Gilbert). Penalty on George Kittle: Illegal Shift, 5 yards (no play)",3.140,2.480
2,1:12,3,7,GNB 31,21,20,"C.J. Beathard pass incomplete short right intended for Marquise Goodwin. Penalty on Josh Jackson: Defensive Holding, 5 yards (no play)",2.480,3.840
2,1:06,1,10,GNB 26,21,20,C.J. Beathard pass incomplete short left intended for George Kittle (defended by Nick Perry),3.840,3.300
2,1:02,2,10,GNB 26,21,20,C.J. Beathard sacked by Kenny Clark for -6 yards,3.300,1.820
2,0:17,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:17,3,16,GNB 32,21,20,Matt Breida left guard for 4 yards (tackle by Clay Matthews and Reggie Gilbert),1.820,1.590
2,0:04,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:04,4,12,GNB 28,24,20,Robbie Gould 46 yard field goal good,1.590,3.000
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,24,20,"Bradley Pinion kicks off 65 yards, touchback.. Penalty on Antonio Morrison: Offensive Holding (Declined)",0.000,0.610
3,15:00,1,10,GNB 25,24,20,Aaron Jones left end for 6 yards (tackle by K'Waun Williams),0.610,0.870
3,14:21,2,4,GNB 31,24,20,Aaron Jones left tackle for 6 yards (tackle by Fred Warner and Jimmie Ward),0.870,1.400
3,13:41,1,10,GNB 37,24,20,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 30 yards (tackle by Jaquiski Tartt),1.400,3.380
3,12:52,1,10,SFO 33,24,20,Aaron Jones up the middle for 3 yards (tackle by Reuben Foster),3.380,3.240
3,12:08,2,7,SFO 30,24,20,Aaron Jones up the middle for -3 yards (tackle by Ronald Blair),3.240,2.150
3,11:25,3,10,SFO 33,24,20,Aaron Rodgers pass incomplete short middle intended for Jimmy Graham,2.150,1.150
3,11:21,4,10,SFO 33,24,23,Mason Crosby 51 yard field goal good,1.150,3.000
3,11:17,,,GNB 35,24,23,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,11:17,1,10,SFO 25,24,23,Matt Breida left guard for 2 yards (tackle by Kenny Clark),0.610,0.330
3,10:54,2,8,SFO 27,24,23,Matt Breida right tackle for 3 yards (tackle by Blake Martinez and Dean Lowry),0.330,0.040
3,10:13,3,5,SFO 30,24,23,C.J. Beathard pass complete short middle to Marquise Goodwin for 12 yards (tackle by Clay Matthews),0.040,1.730
3,9:39,1,10,SFO 42,24,23,C.J. Beathard pass complete short left to Pierre Garcon for 6 yards (tackle by Tramon Williams),1.730,2.000
3,9:12,2,4,SFO 48,24,23,C.J. Beathard pass complete short left to Pierre Garcon for 18 yards (tackle by Blake Martinez),2.000,3.310
3,8:30,1,10,GNB 34,24,23,Raheem Mostert left end for 5 yards (tackle by Blake Martinez),3.310,3.450
3,7:52,2,5,GNB 29,24,23,Raheem Mostert left guard for 3 yards (tackle by Kenny Clark),3.450,3.140
3,7:08,3,2,GNB 26,24,23,C.J. Beathard pass incomplete short right intended for Kendrick Bourne,3.140,1.860
3,7:04,4,2,GNB 26,27,23,Robbie Gould 44 yard field goal good,1.860,3.000
3,6:59,,,SFO 35,27,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,6:59,1,10,GNB 25,27,23,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,0.610,0.060
3,6:52,2,10,GNB 25,27,23,Aaron Rodgers pass complete short right to Ty Montgomery for 5 yards (tackle by Jaquiski Tartt),0.060,0.040
3,6:05,3,5,GNB 30,27,23,Aaron Rodgers pass complete short middle to Jimmy Graham for 11 yards (tackle by Jaquiski Tartt),0.040,1.660
3,5:17,1,10,GNB 41,27,23,Ty Montgomery left end for 2 yards (tackle by Malcolm Smith),1.660,1.390
3,4:43,2,8,GNB 43,27,23,Aaron Rodgers sacked by DeForest Buckner for -9 yards,1.390,-0.490
3,4:00,3,17,GNB 34,27,23,Aaron Rodgers pass complete short middle to Davante Adams for 12 yards (tackle by Adrian Colbert),-0.490,-0.320
3,3:27,4,5,GNB 46,27,23,"JK Scott punts 36 yards, fair catch by Richie James at SF-18",-0.320,-0.040
3,3:20,1,10,SFO 18,27,23,Matt Breida left end for 13 yards (tackle by Ha Ha Clinton-Dix),0.040,1.000
3,2:40,1,10,SFO 31,27,23,Raheem Mostert right end for no gain (tackle by Blake Martinez),1.000,0.460
3,1:59,2,10,SFO 31,27,23,C.J. Beathard pass complete short left to George Kittle for 11 yards (tackle by Blake Martinez),0.460,1.730
3,1:19,1,10,SFO 42,27,23,Raheem Mostert right end for 10 yards (tackle by Kentrell Brice),1.730,2.390
3,0:37,1,10,GNB 48,27,23,Raheem Mostert left tackle for 1 yard (tackle by Mike Daniels),2.390,1.980
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,GNB 47,27,23,Raheem Mostert left end for 17 yards (tackle by Blake Martinez),1.980,3.580
4,14:19,1,10,GNB 30,27,23,Matt Breida left tackle for 1 yard (tackle by Kenny Clark),3.580,3.170
4,13:38,2,9,GNB 29,27,23,Matt Breida up the middle for 5 yards (tackle by Mike Daniels),3.170,3.140
4,13:15,3,4,GNB 24,27,23,C.J. Beathard pass incomplete short right intended for George Kittle,3.140,1.940
4,13:12,4,4,GNB 24,30,23,Robbie Gould 43 yard field goal good,1.940,3.000
4,13:08,,,SFO 35,30,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,13:08,1,10,GNB 25,30,23,Jamaal Williams left end for 6 yards (tackle by Arik Armstead),0.610,0.870
4,12:32,2,4,GNB 31,30,23,Aaron Rodgers pass incomplete short middle intended for Jamaal Williams,0.870,0.170
4,12:25,3,4,GNB 31,30,23,Aaron Rodgers pass complete short left to Jimmy Graham for 21 yards (tackle by Adrian Colbert and Jaquiski Tartt),0.170,2.390
4,11:46,1,10,SFO 48,30,23,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 13 yards (tackle by Fred Warner and Adrian Colbert),2.390,3.250
4,10:49,1,10,SFO 35,30,23,Jamaal Williams up the middle for 9 yards (tackle by D.J. Reed and Cassius Marsh),3.250,3.920
4,10:13,2,1,SFO 26,30,23,Jamaal Williams left guard for 5 yards (tackle by Jaquiski Tartt),3.920,4.170
4,9:27,1,10,SFO 21,30,23,Aaron Rodgers pass complete short right to J'Mon Moore for 10 yards (tackle by Richard Sherman),4.170,4.840
4,8:45,1,10,SFO 11,30,23,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,4.840,4.140
4,8:40,2,10,SFO 11,30,23,Aaron Rodgers pass incomplete short right intended for Jamaal Williams,4.140,3.130
4,8:37,,,,,,Timeout #1 by Green Bay Packers,,
4,8:37,3,10,SFO 11,30,23,Aaron Rodgers right end for 7 yards (tackle by Reuben Foster),3.130,3.030
4,7:49,4,3,SFO 4,30,23,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling (defended by K'Waun Williams),3.030,0.380
4,7:46,1,10,SFO 4,30,23,Matt Breida left tackle for no gain (tackle by Kenny Clark),-0.380,-0.780
4,7:10,2,10,SFO 4,30,23,C.J. Beathard pass complete short right to Kyle Juszczyk for no gain (tackle by Kyler Fackrell),-0.780,-1.420
4,6:31,3,10,SFO 4,30,23,C.J. Beathard pass complete short left to Pierre Garcon for 9 yards (tackle by Tramon Williams),-1.420,-2.490
4,5:45,4,1,SFO 13,30,23,"Bradley Pinion punts 45 yards, returned by Tramon Williams for 6 yards (tackle by Adrian Colbert)",-2.490,-2.130
4,5:33,1,10,GNB 48,30,23,Aaron Rodgers pass complete short left to Davante Adams for -3 yards (tackle by Earl Mitchell),2.130,1.180
4,4:58,2,13,GNB 45,30,23,Aaron Rodgers pass incomplete short right intended for Davante Adams,1.180,0.500
4,4:53,3,13,GNB 45,30,23,Aaron Rodgers sacked by Ronald Blair for -6 yards,0.500,-0.780
4,4:13,4,19,GNB 39,30,23,"JK Scott punts 38 yards, fair catch by Richie James at SF-23",-0.780,-0.480
4,4:06,1,10,SFO 23,30,23,Raheem Mostert left tackle for -1 yards (tackle by Blake Martinez),0.480,-0.200
4,4:01,,,,,,Timeout #2 by Green Bay Packers,,
4,4:01,2,11,SFO 22,30,23,C.J. Beathard left end for 1 yard (tackle by Kyler Fackrell),-0.200,-0.760
4,3:52,,,,,,Timeout #3 by Green Bay Packers,,
4,3:52,3,10,SFO 23,30,23,C.J. Beathard sacked by Clay Matthews for -12 yards,-0.760,-2.490
4,3:08,4,22,SFO 11,30,23,"Bradley Pinion punts 47 yards, fair catch by Tramon Williams at GB-42",-2.490,-1.730
4,3:00,1,10,GNB 42,30,23,Aaron Rodgers pass complete deep left to Davante Adams for 38 yards (tackle by Adrian Colbert),1.730,4.240
4,2:14,1,10,SFO 20,30,23,Aaron Rodgers pass incomplete short right intended for Davante Adams,4.240,3.690
4,2:09,2,10,SFO 20,30,23,Aaron Rodgers pass complete short right to Jimmy Graham for 4 yards (tackle by Jaquiski Tartt),3.690,3.520
4,2:00,3,6,SFO 16,30,29,"Aaron Rodgers pass complete deep left to Davante Adams for 16 yards, touchdown",3.520,7.000
4,1:55,,,SFO 15,30,30,Mason Crosby kicks extra point good,0.000,0.000
4,1:55,,,GNB 35,30,30,"Mason Crosby kicks off 65 yards, returned by Richie James for no gain (tackle by Tony Brown). Penalty on Tony Brown: Unnecessary Roughness, 15 yards",0.000,2.060
4,1:49,1,10,SFO 47,30,30,C.J. Beathard pass complete short middle to George Kittle for 7 yards (tackle by Jermaine Whitehead),2.060,2.460
4,1:16,2,3,GNB 46,30,30,C.J. Beathard pass incomplete short left intended for Pierre Garcon (defended by Nick Perry),2.460,1.750
4,1:13,3,3,GNB 46,30,30,C.J. Beathard pass deep middle intended for Marquise Goodwin is intercepted by Kevin King at GB-10 and returned for no gain,1.750,0.380
4,1:07,1,10,GNB 10,30,30,Ty Montgomery left end for 14 yards (tackle by Jaquiski Tartt),-0.380,0.540
4,1:01,1,10,GNB 24,30,30,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.540,0.000
4,0:54,2,10,GNB 24,30,30,"Penalty on GNB: Delay of Game, 5 yards (no play)",0.000,-0.740
4,0:54,2,15,GNB 19,30,30,Aaron Rodgers pass incomplete short left intended for Lance Kendricks,-0.740,-1.430
4,0:49,3,15,GNB 19,30,30,"Aaron Rodgers sacked by DeForest Buckner for no gain. Penalty on Richard Sherman: Illegal Contact, 5 yards (no play)",-1.430,0.540
4,0:43,1,10,GNB 24,30,30,Aaron Rodgers up the middle for 21 yards (tackle by D.J. Reed),0.540,1.930
4,0:20,1,10,GNB 45,30,30,Aaron Rodgers spiked the ball,1.930,1.380
4,0:19,2,10,GNB 45,30,30,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Greg Mabin),1.380,1.750
4,0:15,3,2,SFO 47,30,30,Aaron Rodgers pass complete deep right (tackle by Greg Mabin),1.750,3.710
4,0:11,1,10,SFO 28,30,30,Aaron Rodgers pass complete deep left to Davante Adams for 19 yards (tackle by Greg Mabin),3.710,5.140
4,0:06,1,9,SFO 9,30,30,Aaron Rodgers pass incomplete short left intended for Davante Adams,5.140,4.380
4,0:03,2,9,SFO 9,30,33,Mason Crosby 27 yard field goal good,4.380,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
