Quarter,Time,Tm,Detail,CAR,NOR
1.0,11:09,Saints,Reggie Bush 1 yard rush (John Carney kick),0,7
,5:53,Panthers,Steve Smith Sr. 22 yard pass from Jake Delhomme (John Kasay kick),7,7
2.0,12:01,Saints,Jamaal Branch 7 yard pass from Jamie Martin (John Carney kick),7,14
,1:02,Panthers,DeShaun Foster 2 yard rush (John Kasay kick),14,14
3.0,10:33,Panthers,Chris Gamble 18 yard interception return (John Kasay kick),21,14
,4:52,Panthers,Steve Smith Sr. 15 yard pass from Jake Delhomme (John Kasay kick),28,14
,0:00,Saints,Fred McAfee 6 yard rush (John Carney kick),28,21
4.0,9:53,Panthers,John Kasay 19 yard field goal,31,21
