Player,Pos
Tyler Thigpen,QB
Larry Johnson,RB
Dwayne Bowe,WR
Devard Darling,WR
Brad Cottam,TE
Tony Gonzalez,TE
Branden Albert,LT
Brian Waters,LG
Rudy Niswanger,C
Wade Smith,RG
Damion McIntosh,RT
Tamba Hali,LDE
Tank Tyler,LDT
Glenn Dorsey,RDT
Jason Babin,RDE
Rocky Boiman,OLB
Derrick Johnson,MLB
Brandon Carr,LCB
Maurice Leggett,CB
Brandon Flowers,RCB
Bernard Pollard,SS
Jarrad Page,FS
