Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Shaq Mason,G,62,100%,0,0%,4,14%
Mac Jones,QB,62,100%,0,0%,0,0%
Trent Brown,T,61,98%,0,0%,4,14%
David Andrews,C,60,97%,0,0%,0,0%
Nelson Agholor,WR,55,89%,0,0%,0,0%
Ted Karras,C,54,87%,0,0%,4,14%
Justin Herron,T,52,84%,0,0%,4,14%
Jakobi Meyers,WR,52,84%,0,0%,0,0%
Hunter Henry,TE,42,68%,0,0%,6,21%
Kendrick Bourne,WR,36,58%,0,0%,0,0%
Damien Harris,RB,30,48%,0,0%,0,0%
Brandon Bolden,RB,28,45%,0,0%,20,69%
Jonnu Smith,TE,25,40%,0,0%,0,0%
Michael Onwenu,G,18,29%,0,0%,4,14%
Jakob Johnson,FB,13,21%,0,0%,13,45%
N'Keal Harry,WR,12,19%,0,0%,0,0%
Isaiah Wynn,T,9,15%,0,0%,0,0%
Rhamondre Stevenson,RB,9,15%,0,0%,0,0%
Gunner Olszewski,WR,2,3%,0,0%,17,59%
Adrian Phillips,SS,0,0%,68,100%,12,41%
Devin McCourty,FS,0,0%,68,100%,7,24%
Kyle Van Noy,LB,0,0%,68,100%,0,0%
Jalen Mills,CB,0,0%,67,99%,7,24%
J.C. Jackson,CB,0,0%,61,90%,0,0%
Ja'Whaun Bentley,LB,0,0%,57,84%,3,10%
Matt Judon,LB,0,0%,54,79%,11,38%
D'Angelo Ross,CB,0,0%,46,68%,0,0%
Lawrence Guy,DT,0,0%,45,66%,11,38%
Deatrich Wise Jr.,DE,0,0%,45,66%,5,17%
Jamie Collins,LB,0,0%,44,65%,14,48%
Davon Godchaux,NT,0,0%,43,63%,5,17%
Christian Barmore,DT,0,0%,28,41%,0,0%
Joejuan Williams,CB,0,0%,16,24%,15,52%
Daniel Ekuale,DT,0,0%,15,22%,0,0%
Carl Davis,NT,0,0%,12,18%,0,0%
Josh Uche,LB,0,0%,5,7%,0,0%
Chase Winovich,DE,0,0%,3,4%,14,48%
Justin Bethel,FS,0,0%,1,1%,25,86%
Jahlani Tavai,LB,0,0%,1,1%,23,79%
Sean Davis,FS,0,0%,1,1%,0,0%
Matthew Slater,WR,0,0%,0,0%,24,83%
Cody Davis,FS,0,0%,0,0%,22,76%
Brandon King,LB,0,0%,0,0%,18,62%
Jake Bailey,P,0,0%,0,0%,12,41%
Joe Cardona,LS,0,0%,0,0%,7,24%
Yasir Durant,G,0,0%,0,0%,4,14%
Nick Folk,K,0,0%,0,0%,4,14%
