Quarter,Time,Tm,Detail,SFO,ARI
1.0,12:11,Cardinals,Kenyan Drake 4 yard rush (Zane Gonzalez kick),0,7
,0:04,49ers,George Kittle 30 yard pass from Jimmy Garoppolo (Robbie Gould kick),7,7
2.0,8:58,49ers,Kendrick Bourne 7 yard pass from Jimmy Garoppolo (Robbie Gould kick),14,7
,0:00,49ers,Emmanuel Sanders 1 yard pass from Jimmy Garoppolo (Robbie Gould kick),21,7
3.0,9:01,Cardinals,KeeSean Johnson 9 yard pass from Kyler Murray (Zane Gonzalez kick),21,14
,5:55,49ers,Dante Pettis 21 yard pass from Jimmy Garoppolo (Robbie Gould kick),28,14
4.0,9:24,Cardinals,Zane Gonzalez 36 yard field goal,28,17
,4:53,Cardinals,Andy Isabella 88 yard pass from Kyler Murray (Kenyan Drake pass from Kyler Murray),28,25
