Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,SFO 30,0,0,"Joe Nedney kicks off 67 yards, returned by Dante Hall for 18 yards (tackle by Jeff Ulbrich)",0.000,0.340
1,14:55,1,10,STL 21,0,0,Steven Jackson left guard for 2 yards (tackle by Marques Douglas),0.340,0.070
1,14:16,2,8,STL 23,0,0,Dante Hall left end for 9 yards (tackle by Nate Clements),0.070,1.070
1,13:49,1,10,STL 32,0,0,Marc Bulger pass incomplete deep left intended for Isaac Bruce,1.070,0.530
1,13:43,2,10,STL 32,0,0,Marc Bulger pass complete short right to Steven Jackson for 3 yards (tackle by Walt Harris),0.530,0.230
1,13:01,3,7,STL 35,0,0,Marc Bulger pass complete short left to Drew Bennett for 9 yards (tackle by Marcus Hudson),0.230,1.860
1,12:36,1,10,STL 44,0,0,Steven Jackson up the middle for 37 yards (tackle by Nate Clements),1.860,4.310
1,12:03,1,10,SFO 19,0,0,Antonio Pittman up the middle for 1 yard (tackle by Bryant Young),4.310,3.880
1,11:23,2,9,SFO 18,0,0,Marc Bulger pass complete short left to Isaac Bruce for 15 yards (tackle by Shawntae Spencer),3.880,6.510
1,10:57,1,3,SFO 3,6,0,"Marc Bulger pass complete short middle to Torry Holt for 3 yards, touchdown",6.510,7.000
1,,,,SFO 2,7,0,"Jeff Wilkins kicks extra point good. Penalty on Donald Strickland: Defensive Offside, 5 yards",0.000,0.000
1,,,,STL 35,7,0,"Jeff Wilkins kicks off 61 yards, returned by Maurice Hicks for 19 yards (tackle by Quinton Culberson). Maurice Hicks fumbles (forced by Quinton Culberson), recovered by Moran Norris at SFO-22",0.000,0.410
1,10:45,1,10,SFO 22,7,0,Frank Gore up the middle for 2 yards (tackle by Will Witherspoon),0.410,0.140
1,10:08,2,8,SFO 24,7,0,Trent Dilfer pass complete deep left to Darrell Jackson for 29 yards (tackle by Fakhir Brown),0.140,2.460
1,9:26,1,10,STL 47,7,0,Frank Gore up the middle for 4 yards (tackle by Adam Carriker),2.460,2.450
1,8:53,2,6,STL 43,7,0,Frank Gore left tackle for 2 yards (tackle by Adam Carriker and O.J. Atogwe),2.450,2.010
1,8:13,3,4,STL 41,7,0,Trent Dilfer pass incomplete deep left intended for Vernon Davis,2.010,0.530
1,8:04,4,4,STL 41,7,0,"Andy Lee punts 32 yards, fair catch by Dante Hall",0.530,0.380
1,8:00,1,10,STL 9,7,0,Steven Jackson up the middle for 1 yard (tackle by Marques Douglas),-0.380,-0.710
1,7:25,2,9,STL 10,7,0,Steven Jackson left guard for 5 yards (tackle by Marques Douglas),-0.710,-0.720
1,6:39,3,4,STL 15,7,0,Marc Bulger pass incomplete short middle intended for Torry Holt (defended by Nate Clements),-0.720,-2.440
1,6:34,4,4,STL 15,7,0,"Donnie Jones punts 40 yards, lateral to Nate Clements for 41 yards (tackle by Eric Bassey)",-2.440,-4.370
1,6:19,1,10,STL 18,7,0,Trent Dilfer pass complete short right to Arnaz Battle for 9 yards (tackle by O.J. Atogwe),4.370,5.420
1,5:43,2,1,STL 9,7,0,Frank Gore up the middle for -1 yards (tackle by O.J. Atogwe),5.420,4.510
1,5:04,3,2,STL 10,7,0,Moran Norris up the middle for no gain (tackle by Victor Adeyanju and Pisa Tinoisamoa),4.510,2.890
1,4:25,4,2,STL 10,7,3,Joe Nedney 28 yard field goal good,2.890,3.000
1,,,,SFO 30,7,3,"Joe Nedney kicks off 71 yards, returned by Dante Hall for 21 yards (tackle by Marcus Hudson)",0.000,0.280
1,4:16,1,10,STL 20,7,3,Marc Bulger pass incomplete short middle intended for Randy McMichael (defended by Jeff Ulbrich),0.280,-0.270
1,4:11,2,10,STL 20,7,3,Steven Jackson right end for 3 yards (tackle by Parys Haralson),-0.270,-0.560
1,3:25,3,7,STL 23,7,3,Marc Bulger pass complete short left to Isaac Bruce for 17 yards,-0.560,1.600
1,2:33,1,10,STL 40,7,3,Steven Jackson up the middle for 3 yards (tackle by Ronald Fields),1.600,1.460
1,2:14,2,7,STL 43,7,3,Marc Bulger pass incomplete short left intended for Isaac Bruce,1.460,0.760
1,2:09,3,7,STL 43,7,3,Marc Bulger pass complete short middle to Torry Holt for 6 yards (tackle by Walt Harris),0.760,-0.130
,,,,,,,"SFO challenged the first down ruling, and the original play was overturned.",,
1,1:49,4,1,STL 49,7,3,Steven Jackson left guard for 3 yards (tackle by Brandon T. Moore),-0.130,2.390
1,1:14,1,10,SFO 48,7,3,Marc Bulger pass incomplete short left intended for Isaac Bruce,2.390,1.850
1,1:07,2,10,SFO 48,7,3,Marc Bulger pass complete short right to Brian Leonard for 5 yards (tackle by Patrick Willis),1.850,1.820
1,0:23,3,5,SFO 43,7,3,Marc Bulger pass incomplete short right intended for Isaac Bruce,1.820,0.400
1,0:18,4,5,SFO 43,7,3,"Donnie Jones punts 43 yards, touchback",0.400,-0.280
1,0:10,1,10,SFO 20,7,3,Trent Dilfer pass incomplete short left intended for Vernon Davis (defended by Brandon Chillar),0.280,-0.270
1,0:07,2,10,SFO 20,7,3,Frank Gore left guard for 1 yard (tackle by La'Roi Glover),-0.270,-0.820
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,SFO 21,7,3,Trent Dilfer pass incomplete short left intended for Darrell Jackson,-0.820,-1.960
2,14:57,4,9,SFO 21,7,3,Andy Lee punts 57 yards (tackle by Zak Keasey),-1.960,-1.070
2,14:46,1,10,STL 32,7,3,Marc Bulger pass complete short left to Steven Jackson for 9 yards (tackle by Patrick Willis),1.070,1.740
2,14:19,2,1,STL 41,7,3,Steven Jackson left guard for 4 yards (tackle by Nate Clements),1.740,1.930
2,13:38,1,10,STL 45,7,3,Marc Bulger pass complete short right to Isaac Bruce for 5 yards (tackle by Walt Harris),1.930,2.060
2,12:59,2,5,,7,3,"Penalty on Isaac Sopoaga: Encroachment, 5 yards (no play)",2.060,2.590
2,12:40,1,10,SFO 45,7,3,Marc Bulger pass complete short right to Brian Leonard for 1 yard (tackle by Nate Clements),2.590,2.180
2,11:56,2,9,SFO 44,7,3,Marc Bulger pass complete short right to Torry Holt for 8 yards (tackle by Mark Roman),2.180,2.540
2,11:20,3,1,SFO 36,7,3,Steven Jackson left end for 2 yards (tackle by Ronald Fields and Patrick Willis),2.540,3.310
2,10:36,1,10,SFO 34,7,3,Marc Bulger pass incomplete intended for Randy McMichael,3.310,2.770
2,10:30,2,10,SFO 34,7,3,Steven Jackson left end for 3 yards (tackle by Parys Haralson),2.770,2.480
2,9:52,3,7,SFO 31,7,3,Marc Bulger pass incomplete short middle intended for Steven Jackson (defended by Bryant Young),2.480,1.320
2,9:46,4,7,SFO 31,10,3,Jeff Wilkins 49 yard field goal good,1.320,3.000
2,,,,STL 30,10,3,"Jeff Wilkins kicks off 69 yards, returned by Maurice Hicks for 23 yards",0.000,0.540
2,9:36,1,10,SFO 24,10,3,Trent Dilfer pass complete short right to Vernon Davis for 11 yards (tackle by Corey Chavous),0.540,1.270
2,9:02,1,10,SFO 35,10,3,Frank Gore right tackle for -1 yards (tackle by Pisa Tinoisamoa),1.270,0.590
2,8:25,2,11,SFO 34,10,3,Trent Dilfer pass complete short left to Vernon Davis for 6 yards (tackle by Fakhir Brown),0.590,0.700
2,7:38,3,5,SFO 40,10,3,Trent Dilfer pass incomplete short left intended for Arnaz Battle (defended by Will Witherspoon),0.700,-0.720
2,7:31,4,5,SFO 40,10,3,"Andy Lee punts 60 yards, touchback",-0.720,-0.280
