Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2,13:51,4,9,CHI 20,0,21,"Pat O'Donnell punts 51 yards, returned by Randall Cobb for 17 yards (tackle by Jeremy Cain)",-2.030,-1.990
2,13:39,1,10,GNB 46,0,21,James Starks left tackle for 4 yards (tackle by Ryan Mundy),1.990,1.990
2,12:52,2,6,,0,21,Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards (tackle by Tim Jennings),1.990,2.920
2,12:24,1,10,CHI 40,0,21,Aaron Rodgers pass incomplete short left intended for James Starks,2.920,2.370
2,12:17,2,10,CHI 40,0,27,"Aaron Rodgers pass complete deep right to Jordy Nelson for 40 yards, touchdown",2.370,7.000
2,12:17,,,CHI 2,0,28,Mason Crosby kicks extra point good,0.000,0.000
2,12:17,,,GNB 35,0,28,"Mason Crosby kicks off 56 yards, returned by Chris Williams for 17 yards (tackle by Jayrone Elliott)",0.000,-0.670
2,12:04,1,10,CHI 26,0,28,Matt Forte left end for 13 yards (tackle by Clay Matthews),0.670,1.530
2,11:33,1,10,CHI 39,0,28,"Alshon Jeffery left end for 8 yards (tackle by Morgan Burnett). Penalty on Ha Ha Clinton-Dix: Unnecessary Roughness, 15 yards",1.530,3.050
2,11:04,1,10,GNB 38,0,28,Jay Cutler pass complete short right to Alshon Jeffery for 8 yards (tackle by A.J. Hawk),3.050,3.590
2,10:19,2,2,GNB 30,0,28,Matt Forte left end for 5 yards (tackle by Morgan Burnett),3.590,3.910
2,9:43,1,10,GNB 25,0,28,Matt Forte right end for 4 yards (tackle by Tramon Williams),3.910,3.900
2,9:38,2,6,GNB 21,0,28,Jay Cutler pass complete short left to Matt Forte for 15 yards (tackle by Sam Shields),3.900,5.830
2,8:51,1,6,GNB 6,0,28,Jay Cutler pass incomplete short right intended for Alshon Jeffery,5.830,4.950
2,8:46,2,6,GNB 6,0,28,Matt Forte up the middle for 2 yards (tackle by Mike Neal and Josh Boyd),4.950,4.950
2,8:05,2,6,GNB 6,0,28,Timeout #1 by Chicago Bears,4.950,4.490
2,8:05,3,4,GNB 4,0,28,Jay Cutler pass incomplete short left intended for Martellus Bennett,4.490,3.030
2,8:01,4,4,GNB 4,0,28,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Sam Shields),3.030,0.380
2,7:58,1,10,GNB 5,0,28,Eddie Lacy up the middle for 2 yards (tackle by Willie Young and Ryan Mundy),-0.380,-0.630
2,7:24,2,8,GNB 7,0,28,Aaron Rodgers pass complete deep middle to Randall Cobb for 29 yards (tackle by Chris Conte and Demontre Hurst),-0.630,1.330
2,6:42,1,10,GNB 36,0,28,Eddie Lacy right end for 16 yards (tackle by Ryan Mundy),1.330,2.390
2,5:59,1,10,CHI 48,0,28,"Eddie Lacy right end for 8 yards (tackle by Will Sutton). Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",2.390,1.730
2,5:29,1,20,GNB 42,0,28,Aaron Rodgers pass complete short right to Richard Rodgers for 2 yards (tackle by Ryan Mundy),1.730,0.770
2,5:03,2,18,GNB 44,0,34,"Aaron Rodgers pass complete short right to Eddie Lacy for 56 yards, touchdown",0.770,7.000
2,5:03,,,CHI 2,0,35,Mason Crosby kicks extra point good,0.000,0.000
2,5:03,,,GNB 35,0,35,"Mason Crosby kicks off 59 yards, returned by Chris Williams for 17 yards (tackle by Sean Richardson)",0.000,-0.480
2,4:43,1,10,CHI 23,0,35,Jay Cutler pass incomplete short middle intended for Brandon Marshall (defended by Morgan Burnett),0.480,-0.070
2,4:38,2,10,CHI 23,0,35,Matt Forte for 5 yards (tackle by Mike Neal),-0.070,-0.100
2,4:05,3,5,CHI 28,0,35,Jay Cutler pass complete short middle to Martellus Bennett for 37 yards (tackle by Ha Ha Clinton-Dix),-0.100,3.250
2,3:27,1,10,GNB 35,0,35,Chris Williams right end for -8 yards (tackle by Clay Matthews),3.250,3.250
2,2:44,1,10,GNB 35,0,35,Timeout #2 by Chicago Bears,3.250,1.620
2,2:44,2,18,GNB 43,0,35,Jay Cutler pass incomplete short middle intended for Matt Forte (defended by Julius Peppers),1.620,0.960
2,2:38,3,18,GNB 43,0,35,Jay Cutler pass complete short right to Martellus Bennett for 8 yards (tackle by Morgan Burnett),0.960,0.970
2,2:21,4,10,GNB 35,0,35,Jay Cutler sacked by Morgan Burnett for -8 yards,0.970,-1.800
2,2:18,1,10,GNB 43,0,35,James Starks right end for -3 yards (tackle by Shea McClellin),1.800,0.850
2,2:00,2,13,GNB 40,0,35,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson. Penalty on Tim Jennings: Defensive Pass Interference, 53 yards (no play)",0.850,5.600
2,1:52,1,7,CHI 7,0,35,"Aaron Rodgers pass complete short left to Randall Cobb for 4 yards (tackle by Lance Briggs). Randall Cobb fumbles (forced by Lance Briggs), recovered by Ryan Mundy at CHI--4. Penalty on Kyle Fuller: Unnecessary Roughness, 10 yards",5.600,0.380
2,1:42,1,10,CHI 10,0,35,Jay Cutler pass complete short right to Brandon Marshall for 14 yards (tackle by Clay Matthews and Mike Daniels),-0.380,-0.380
2,1:32,1,10,CHI 10,0,35,Timeout #2 by Green Bay Packers,-0.380,0.540
2,1:32,1,10,CHI 24,0,35,Jay Cutler pass complete short left to Alshon Jeffery for 13 yards (tackle by Davon House and A.J. Hawk),0.540,1.400
2,1:09,1,10,CHI 37,0,35,"Jay Cutler sacked by Julius Peppers for -9 yards. Jay Cutler fumbles (forced by Julius Peppers), recovered by Julius Peppers at CHI-32 (tackle by Michael Ola)",1.400,-3.450
2,1:02,1,10,CHI 32,0,35,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,3.450,2.900
2,0:57,2,10,CHI 32,0,35,Eddie Lacy right tackle for 4 yards (tackle by Jonathan Bostic and Jay Ratliff),2.900,2.900
2,0:45,2,10,CHI 32,0,35,Timeout #3 by Green Bay Packers,2.900,2.740
2,0:45,3,6,CHI 28,0,35,Aaron Rodgers pass complete short middle to Jordy Nelson for 10 yards (tackle by Tim Jennings),2.740,4.370
2,0:28,1,10,CHI 18,0,35,Aaron Rodgers pass incomplete short right intended for Andrew Quarless,4.370,3.800
2,0:23,2,10,CHI 18,0,35,Aaron Rodgers pass incomplete short middle intended for Andrew Quarless,3.800,3.050
2,0:19,3,10,CHI 18,0,41,"Aaron Rodgers pass complete deep left to Randall Cobb for 18 yards, touchdown",3.050,7.000
2,0:19,,,CHI 2,0,42,Mason Crosby kicks extra point good,0.000,0.000
2,0:19,,,GNB 35,0,42,"Mason Crosby kicks off 65 yards, returned by Chris Williams for 42 yards (tackle by DuJuan Harris). Penalty on Ahmad Dixon: Offensive Holding, 10 yards",0.000,0.280
2,0:02,1,10,CHI 14,0,42,Jay Cutler kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,0,42,"Robbie Gould kicks off 62 yards, returned by DuJuan Harris for 20 yards (tackle by Senorise Perry)",0.000,-0.480
3,14:53,1,10,GNB 23,0,42,Eddie Lacy left end for -3 yards (tackle by Shea McClellin and Jared Allen),0.480,-0.470
3,14:10,2,13,GNB 20,0,42,Eddie Lacy left end for 3 yards (tackle by D.J. Williams),-0.470,-0.760
3,13:26,3,10,GNB 23,0,42,Aaron Rodgers pass incomplete deep middle intended for Randall Cobb,-0.760,-1.830
3,13:22,4,10,GNB 23,0,42,"Tim Masthay punts 47 yards, returned by Santonio Holmes for no gain. Penalty on Teddy Williams: Unnecessary Roughness, 15 yards",-1.830,0.220
3,13:10,1,10,CHI 15,0,42,Jay Cutler up the middle for 1 yard (tackle by Clay Matthews),-0.220,-0.580
3,12:31,2,9,CHI 16,0,42,Jay Cutler pass incomplete short middle intended for Matt Forte,-0.580,-1.250
3,12:26,3,9,CHI 16,0,42,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",-1.250,-1.890
3,12:26,3,14,CHI 11,0,42,Matt Forte up the middle for 9 yards (tackle by Morgan Burnett),-1.890,-2.030
3,11:54,4,5,CHI 20,0,42,"Pat O'Donnell for -12 yards (tackle by Jarrett Boykin). Pat O'Donnell fumbles (forced by Jarrett Boykin), recovered by Pat O'Donnell at CHI-8",-2.030,-5.370
3,11:49,1,8,CHI 8,0,42,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,5.370,4.570
3,11:44,2,8,CHI 8,0,42,Eddie Lacy right tackle for 6 yards (tackle by Jonathan Bostic),4.570,4.570
3,10:56,2,8,CHI 8,0,42,Timeout #1 by Green Bay Packers,4.570,4.570
3,10:56,2,8,CHI 8,0,42,Timeout #1 by Chicago Bears,4.570,4.950
3,10:56,3,2,CHI 2,0,42,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.950,3.250
3,10:52,4,2,CHI 2,0,45,Mason Crosby 20 yard field goal good,3.250,3.000
3,,,,GNB 35,,,"Mason Crosby kicks off 66 yards, returned by Chris Williams for 26 yards (tackle by Casey Hayward)",,
3,10:43,1,10,CHI 25,0,45,Jay Cutler pass complete short middle to Matt Forte for 7 yards (tackle by A.J. Hawk and Clay Matthews),0.610,1.010
3,10:09,2,3,CHI 32,0,45,Matt Forte right end for 5 yards (tackle by Morgan Burnett and Clay Matthews),1.010,1.400
3,9:31,1,10,CHI 37,0,45,"Jay Cutler sacked by Clay Matthews for -5 yards. Penalty on Clay Matthews: Unnecessary Roughness, 15 yards (no play)",1.400,2.390
3,9:07,1,10,GNB 48,0,45,Jay Cutler pass complete short left to Matt Forte for 5 yards (tackle by Nick Perry),2.390,2.520
3,8:39,2,5,GNB 43,0,45,Matt Forte left tackle for -2 yards (tackle by Datone Jones),2.520,1.550
3,7:57,3,7,GNB 45,6,45,"Jay Cutler pass complete deep left to Brandon Marshall for 45 yards, touchdown",1.550,7.000
3,7:57,,,GNB 2,7,45,Robbie Gould kicks extra point good,0.000,0.000
3,7:57,,,CHI 35,7,45,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,7:44,1,10,GNB 20,7,45,Eddie Lacy right end for 5 yards (tackle by Ryan Mundy),0.280,0.410
3,7:03,2,5,GNB 25,7,45,Eddie Lacy right end for 3 yards (tackle by Ego Ferguson),0.410,0.100
3,6:22,3,2,GNB 28,7,45,"Matt Flynn pass incomplete deep left intended for Jarrett Boykin. Penalty on Kyle Fuller: Defensive Pass Interference, 34 yards (no play)",0.100,3.050
3,6:16,1,10,CHI 38,7,45,Matt Flynn pass complete short right to Richard Rodgers for 4 yards (tackle by Ryan Mundy),3.050,3.050
3,5:41,2,6,CHI 34,7,45,Matt Flynn pass incomplete short middle intended for Jarrett Boykin,3.050,2.340
3,5:36,3,6,CHI 34,7,45,Matt Flynn pass incomplete short right intended for Brandon Bostick,2.340,1.070
3,5:32,4,6,CHI 34,7,48,Mason Crosby 52 yard field goal good,1.070,3.000
3,5:32,,,GNB 35,7,48,"Mason Crosby kicks off 70 yards, returned by Chris Williams for 22 yards (tackle by Brad Jones)",0.000,0.060
3,5:20,1,10,CHI 17,7,48,Jay Cutler pass complete short middle to Brandon Marshall for 3 yards (tackle by Sam Shields),-0.060,-0.060
,,,,,,,"GNB challenged the pass completion ruling, and the play was upheld.",,
3,4:45,2,7,CHI 20,7,48,Jay Cutler pass complete short left to Brandon Marshall for 13 yards (tackle by Ha Ha Clinton-Dix),-0.060,1.140
3,4:16,1,10,CHI 33,7,48,Matt Forte right tackle for -1 yards (tackle by Josh Boyd and Julius Peppers). Penalty on Kyle Long: Offensive Holding (Declined),1.140,0.460
3,3:50,2,11,CHI 32,7,48,Jay Cutler pass complete short middle to Dante Rosario for 3 yards (tackle by Clay Matthews),0.460,0.170
3,3:09,3,8,CHI 35,7,48,Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Micah Hyde),0.170,-1.040
3,3:04,4,8,CHI 35,7,48,"Pat O'Donnell punts 29 yards, out of bounds",-1.040,-1.330
3,2:57,1,10,GNB 36,7,48,James Starks left guard for 6 yards (tackle by Ryan Mundy),1.330,1.600
3,2:25,2,4,GNB 42,7,48,James Starks right tackle for 3 yards (tackle by Cornelius Washington),1.600,1.290
3,1:45,3,1,GNB 45,7,48,James Starks right end for no gain (tackle by Tim Jennings),1.290,-0.390
3,1:01,4,1,GNB 45,7,48,"Tim Masthay punts 37 yards, fair catch by Chris Williams",-0.390,-0.040
3,0:54,1,10,CHI 18,7,48,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by A.J. Hawk and Ha Ha Clinton-Dix),0.040,0.820
3,0:30,2,1,CHI 27,7,48,Matt Forte up the middle for 2 yards (tackle by Sam Barrington and A.J. Hawk),0.820,0.870
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 29,7,48,Jay Cutler pass incomplete deep right intended for Alshon Jeffery (defended by Davon House),0.870,0.330
4,14:52,2,10,CHI 29,7,48,Jay Cutler pass complete short right to Alshon Jeffery for 22 yards (tackle by Ha Ha Clinton-Dix),0.330,2.320
4,14:26,1,10,GNB 49,7,48,"Jay Cutler pass incomplete deep right intended for Brandon Marshall. Penalty on Davon House: Defensive Holding, 5 yards (no play)",2.320,2.650
4,14:19,1,10,GNB 44,7,48,Matt Forte right end for 1 yard (tackle by Josh Boyd and Mike Neal),2.650,2.250
4,13:37,2,9,GNB 43,7,48,Jay Cutler pass complete short right to Brandon Marshall for 9 yards (tackle by Sean Richardson),2.250,3.310
4,13:03,1,10,GNB 34,7,48,Jay Cutler pass complete short middle to Santonio Holmes for 11 yards (tackle by Sam Barrington),3.310,4.040
4,12:17,1,10,GNB 23,7,48,Matt Forte left guard for 4 yards (tackle by Casey Hayward),4.040,4.050
4,11:36,2,6,GNB 19,7,48,Matt Forte up the middle for 1 yard (tackle by Jayrone Elliott and Mike Neal),4.050,3.490
4,10:56,3,5,GNB 18,7,54,"Jay Cutler pass incomplete short right intended for Matt Forte is intercepted by Casey Hayward at GNB-18 and returned for 82 yards, touchdown",3.490,-7.000
4,10:41,,,CHI 2,7,55,Mason Crosby kicks extra point good,0.000,0.000
4,10:41,,,GNB 35,13,55,"Mason Crosby kicks off 66 yards, returned by Chris Williams for 101 yards, touchdown",0.000,-7.000
4,10:41,,,GNB 2,14,55,Robbie Gould kicks extra point good,0.000,0.000
4,10:41,,,CHI 35,14,55,"Robbie Gould kicks off 48 yards, fair catch by Richard Rodgers",0.000,0.060
4,10:27,1,10,GNB 17,14,55,DuJuan Harris left end for 5 yards (tackle by Will Sutton),-0.060,0.210
4,9:44,2,5,GNB 22,14,55,DuJuan Harris up the middle for 9 yards (tackle by Chris Conte),0.210,1.000
4,9:01,1,10,GNB 31,14,55,DuJuan Harris right tackle for 4 yards (tackle by Ryan Mundy),1.000,1.000
4,8:18,2,6,GNB 35,14,55,Matt Flynn pass incomplete short right intended for Davante Adams,1.000,1.000
4,8:13,2,6,GNB 35,14,55,Timeout #3 by Green Bay Packers,1.000,0.300
4,8:13,3,6,GNB 35,14,55,Matt Flynn pass incomplete short left intended for Richard Rodgers,0.300,-1.040
4,8:06,4,6,GNB 35,14,55,"Tim Masthay punts 37 yards, returned by Chris Williams for 13 yards (tackle by Brad Jones)",-1.040,-1.660
4,7:56,1,10,CHI 41,14,55,Ka'Deem Carey left tackle for 5 yards (tackle by Davon House),1.660,1.800
4,7:23,2,5,CHI 46,14,55,Ka'Deem Carey right end for 8 yards (tackle by Sam Barrington),1.800,2.520
4,6:38,1,10,GNB 46,14,55,Jimmy Clausen pass incomplete deep right intended for Alshon Jeffery (defended by Davon House),2.520,1.980
4,6:38,2,10,GNB 46,14,55,"Penalty on Jimmy Clausen: Delay of Game, 5 yards (no play)",1.980,1.300
4,6:29,2,15,CHI 49,14,55,Jimmy Clausen pass incomplete short right intended for Martellus Bennett,1.300,0.630
4,6:26,3,15,CHI 49,14,55,Jimmy Clausen pass complete short right to Ka'Deem Carey for 11 yards (tackle by Casey Hayward),0.630,0.590
4,5:41,4,4,GNB 40,14,55,Jimmy Clausen sacked by Sam Barrington for -9 yards,0.590,-2.190
4,5:36,1,10,GNB 49,14,55,DuJuan Harris up the middle for -2 yards (tackle by Christian Jones),2.190,1.380
4,4:53,2,12,GNB 47,14,55,DuJuan Harris right end for 11 yards (tackle by Christian Jones and Shea McClellin),1.380,2.150
4,4:09,3,1,CHI 42,14,55,DuJuan Harris right tackle for 12 yards (tackle by Christian Jones),2.150,3.580
4,3:26,1,10,CHI 30,14,55,John Kuhn up the middle for 5 yards (tackle by Ego Ferguson),3.580,3.710
4,2:42,2,5,CHI 25,14,55,DuJuan Harris for 10 yards (tackle by Chris Conte),3.710,4.580
4,2:37,1,10,CHI 15,14,55,John Kuhn right guard for 7 yards (tackle by D.J. Williams),4.580,5.220
4,2:00,2,3,CHI 8,14,55,John Kuhn left guard for 2 yards (tackle by Shea McClellin),5.220,4.900
4,1:19,3,1,CHI 6,14,55,John Kuhn up the middle for no gain (tackle by Shea McClellin and Al Louis-Jean),4.900,3.020
4,0:36,4,1,CHI 6,14,55,DuJuan Harris right tackle for 3 yards (tackle by Trevor Scott and Ego Ferguson),3.020,5.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
