Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2,0:16,3,1,CHI 22,3,7,Matthew Stafford pass incomplete short left intended for Golden Tate is intercepted by Jacoby Glenn at CHI-13 and returned for 21 yards,3.470,-1.200
2,0:08,1,10,CHI 34,3,7,Brian Hoyer pass complete deep middle to Alshon Jeffery for 22 yards (tackle by Miles Killebrew),1.200,1.200
2,0:02,1,10,CHI 34,3,7,Timeout #3 by Chicago Bears,1.200,2.650
2,0:02,1,10,DET 44,3,7,"Penalty on CHI: False Start, 5 yards (no play)",2.650,2.320
2,0:02,1,15,DET 49,3,7,Brian Hoyer pass incomplete deep left intended for Kevin White (defended by Darius Slay). Penalty on Charles Leno: Offensive Holding (Declined),2.320,1.440
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,7,"Connor Barth kicks off 65 yards, returned by Andre Roberts for 31 yards (tackle by Ben Braunecker)",0.000,-1.000
3,14:52,1,10,DET 31,3,7,Theo Riddick right guard for 3 yards (tackle by Will Sutton),1.000,0.870
3,14:24,2,7,DET 34,3,7,Theo Riddick right tackle for no gain (tackle by Mitch Unrein),0.870,0.170
3,13:49,3,7,DET 34,3,7,"Penalty on Larry Warford: False Start, 5 yards (no play)",0.170,-0.490
3,13:32,3,12,DET 29,3,7,Matthew Stafford right end for 15 yards (tackle by Adrian Amos),-0.490,1.860
3,13:03,1,10,DET 44,3,7,Matthew Stafford pass complete short right to Marvin Jones for 15 yards (tackle by Adrian Amos),1.860,2.850
3,12:38,1,10,CHI 41,3,7,Theo Riddick right tackle for 11 yards (tackle by Mitch Unrein and Adrian Amos),2.850,3.580
3,11:59,1,10,CHI 30,3,7,Matthew Stafford pass complete short left to Eric Ebron for 9 yards (tackle by Adrian Amos),3.580,4.250
3,11:20,2,1,CHI 21,3,7,Theo Riddick right guard for 2 yards (tackle by Harold Jones-Quartey),4.250,4.310
3,10:48,1,10,CHI 19,3,7,Matthew Stafford pass complete short left to Theo Riddick for 4 yards (tackle by Bryce Callahan),4.310,4.350
3,10:08,2,6,CHI 15,3,7,Matthew Stafford pass complete short right to Anquan Boldin for 10 yards (tackle by Bryce Callahan),4.350,6.060
3,9:24,1,5,CHI 5,3,7,Theo Riddick right tackle for 4 yards (tackle by Harold Jones-Quartey),6.060,5.910
3,8:44,2,1,CHI 1,3,7,Theo Riddick right guard for no gain (tackle by Will Sutton),5.910,5.170
3,8:03,3,1,CHI 1,3,7,Zach Zenner right guard for -2 yards (tackle by John Timu),5.170,3.040
3,7:21,4,3,CHI 3,6,7,Matt Prater 21 yard field goal good,3.040,3.000
3,7:21,,,DET 35,6,7,"Sam Martin kicks off 65 yards, touchback",0.000,-0.610
3,7:18,1,10,CHI 25,6,7,Brian Hoyer pass complete short middle to Jordan Howard for 8 yards,0.610,1.140
3,6:50,2,2,CHI 33,6,7,"Jordan Howard left tackle for 2 yards (tackle by Haloti Ngata). Penalty on Cody Whitehair: Offensive Holding, 10 yards (no play)",1.140,-0.210
3,6:24,2,12,CHI 23,6,7,Brian Hoyer pass complete short left to Kevin White for 1 yard (tackle by Quandre Diggs),-0.210,-0.760
3,5:42,3,11,CHI 24,6,7,Brian Hoyer pass complete deep middle to Eddie Royal for 64 yards (tackle by Glover Quin),-0.760,4.780
3,4:59,1,10,DET 12,6,7,Brian Hoyer pass complete short right to Kevin White for 5 yards (tackle by Glover Quin),4.780,5.020
3,4:17,2,5,DET 7,6,7,Jordan Howard left guard for 1 yard (tackle by Khyri Thornton),5.020,4.380
3,3:39,3,4,DET 6,6,13,"Brian Hoyer pass complete short right to Zach Miller for 6 yards, touchdown",4.380,7.000
3,3:39,,,DET 6,6,14,Connor Barth kicks extra point good,0.000,0.000
3,3:39,,,CHI 35,6,14,"Connor Barth kicks off 69 yards, returned by Andre Roberts for 24 yards (tackle by Adrian Amos). Penalty on Johnson Bademosi: Illegal Block Above the Waist, 10 yards",0.000,0.380
3,3:28,1,10,DET 10,6,14,Matthew Stafford pass complete short left to Zach Zenner for 22 yards (tackle by John Timu),-0.380,1.070
3,2:45,1,10,DET 32,6,14,Zach Zenner right guard for 10 yards (tackle by Akiem Hicks),1.070,1.730
3,2:06,1,10,DET 42,6,14,Matthew Stafford pass incomplete short left intended for Anquan Boldin,1.730,1.190
3,2:00,2,10,DET 42,6,14,Zach Zenner right guard for 4 yards (tackle by Jerrell Freeman),1.190,1.030
3,1:13,3,6,DET 46,6,14,Matthew Stafford pass incomplete short left intended for Theo Riddick (defended by Adrian Amos),1.030,-0.320
3,1:07,4,6,DET 46,6,14,"Sam Martin punts 34 yards, fair catch by Eddie Royal",-0.320,-0.280
3,1:00,1,10,CHI 20,6,14,Brian Hoyer pass complete short right to Cameron Meredith for 12 yards (tackle by Tahir Whitehead),0.280,1.070
3,0:21,1,10,CHI 32,6,14,Jordan Howard left tackle for 17 yards (tackle by Nevin Lawson and Tahir Whitehead),1.070,2.190
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 49,6,14,Brian Hoyer pass complete short right to Eddie Royal for 13 yards (tackle by Darius Slay),2.190,3.050
4,14:33,1,10,DET 38,6,14,Jordan Howard right guard for 5 yards (tackle by Darius Slay),3.050,3.180
4,13:55,2,5,DET 33,6,14,Brian Hoyer pass complete short middle to Cameron Meredith for 6 yards (tackle by Quandre Diggs),3.180,3.780
4,13:15,1,10,DET 27,6,14,Brian Hoyer pass complete short right to Jordan Howard for 9 yards (tackle by Tyrunn Walker),3.780,4.530
4,12:32,2,1,DET 18,6,14,Jordan Howard left end for 4 yards (tackle by Tahir Whitehead),4.530,4.650
4,11:48,1,10,DET 14,6,14,Jordan Howard right guard for 2 yards,4.650,4.330
4,11:01,2,8,DET 12,6,14,Brian Hoyer pass incomplete short left intended for Jordan Howard,4.330,3.430
4,10:57,3,8,DET 12,6,14,Brian Hoyer pass complete short left to Cameron Meredith for 5 yards (tackle by Rafael Bush),3.430,2.990
4,10:13,4,3,DET 7,6,17,Connor Barth 25 yard field goal good,2.990,3.000
4,10:13,,,CHI 35,6,17,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
4,10:09,1,10,DET 25,6,17,Matthew Stafford pass complete short right to Andre Roberts for 8 yards (tackle by Jacoby Glenn),0.610,1.140
4,9:51,2,2,DET 33,6,17,Theo Riddick left guard for 8 yards (tackle by Jerrell Freeman),1.140,1.660
4,9:25,1,10,DET 41,6,17,Matthew Stafford pass incomplete deep middle intended for Marvin Jones,1.660,1.120
4,9:20,2,10,DET 41,6,17,Theo Riddick right guard for -5 yards (tackle by Harold Jones-Quartey),1.120,-0.230
4,8:41,3,15,DET 36,6,17,Matthew Stafford pass complete deep middle to Marvin Jones for 19 yards (tackle by Harold Jones-Quartey),-0.230,2.590
4,8:11,1,10,CHI 45,6,17,Matthew Stafford sacked by Cornelius Washington for -9 yards,2.590,0.830
4,7:35,2,19,DET 46,6,17,Matthew Stafford pass complete short right to Eric Ebron for 13 yards (tackle by Adrian Amos),0.830,1.880
4,6:59,3,6,CHI 41,6,17,"Matthew Stafford pass complete short left to Theo Riddick for 3 yards (tackle by Jerrell Freeman). Penalty on Cre'von LeBlanc: Defensive Holding (Offsetting), Penalty on Riley Reiff: Offensive Holding (Offsetting) (no play)",1.880,1.880
4,6:36,3,6,CHI 41,6,17,"Matthew Stafford pass incomplete deep right intended for Marvin Jones. Penalty on Jacoby Glenn: Defensive Holding, 5 yards (no play)",1.880,3.180
4,6:31,1,10,CHI 36,6,17,Matthew Stafford pass complete short left to Eric Ebron for 8 yards (tackle by Jerrell Freeman),3.180,3.720
4,6:03,2,2,CHI 28,6,17,"Theo Riddick left tackle for 8 yards (tackle by John Timu and Adrian Amos). Penalty on Eric Ebron: Offensive Holding, 10 yards (no play)",3.720,2.370
4,5:43,2,12,CHI 38,6,17,Matthew Stafford pass complete short left to Theo Riddick for 10 yards (tackle by Harold Jones-Quartey),2.370,3.010
4,5:07,3,2,CHI 28,6,17,Matthew Stafford pass complete short right to Anquan Boldin for 5 yards (tackle by Jerrell Freeman),3.010,4.040
4,4:39,1,10,CHI 23,6,17,Matthew Stafford pass complete short left to Anquan Boldin for no gain,4.040,3.500
4,4:10,2,10,CHI 23,6,17,Matthew Stafford pass incomplete short right intended for Anquan Boldin is intercepted by Deiondre' Hall at CHI-14,3.500,0.280
4,4:03,1,10,CHI 14,6,17,Jordan Howard left end for 7 yards (tackle by Rafael Bush),-0.280,-0.280
4,3:56,1,10,CHI 14,6,17,Timeout #1 by Detroit Lions,-0.280,0.280
4,3:56,2,3,CHI 21,6,17,Jordan Howard left end for 10 yards (tackle by Glover Quin),0.280,1.000
4,3:09,1,10,CHI 31,6,17,Jordan Howard right guard for -1 yards (tackle by Tahir Whitehead),1.000,1.000
4,3:05,1,10,CHI 31,6,17,Timeout #2 by Detroit Lions,1.000,0.320
4,3:05,2,11,CHI 30,6,17,Jordan Howard right tackle for 4 yards (tackle by Tahir Whitehead),0.320,0.320
4,3:00,2,11,CHI 30,6,17,Timeout #3 by Detroit Lions,0.320,0.170
4,3:00,3,7,CHI 34,6,17,Jordan Howard right tackle for 3 yards (tackle by Haloti Ngata),0.170,0.170
4,2:12,3,7,CHI 34,6,17,Timeout #1 by Chicago Bears,0.170,-0.910
4,2:12,4,4,CHI 37,12,17,"Pat O'Donnell punts 48 yards, returned by Andre Roberts for 85 yards, touchdown. Penalty on CHI: Illegal Formation (Declined)",-0.910,-7.000
4,1:52,4,,CHI 37,14,17,"Two Point Attempt: Matthew Stafford pass complete to Golden Tate, conversion succeeds",0.790,1.000
4,1:52,4,4,CHI 37,14,17,Timeout #2 by Chicago Bears,0.790,0.000
4,1:52,,,DET 35,14,17,"Sam Martin kicks onside 6 yards, recovered by Sam Acho. Penalty on Don Carey: Illegal Touch Kick, 5 yards",0.000,-3.180
4,1:51,1,10,DET 36,14,17,Brian Hoyer kneels for -1 yards,3.180,2.500
4,1:10,2,11,DET 37,14,17,Brian Hoyer kneels for -1 yards,2.500,1.690
4,0:36,3,12,DET 38,14,17,Brian Hoyer kneels for -1 yards,1.690,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
