Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
1,3:19,3,3,PIT 43,7,0,Matt Cassel pass incomplete short right intended for Dwayne Bowe,1.950,0.400
1,3:14,4,3,PIT 43,7,0,"Dustin Colquitt punts 30 yards, out of bounds",0.400,0.320
1,3:05,1,10,PIT 13,7,0,Ben Roethlisberger pass complete short middle to Mike Wallace for 7 yards (tackle by Jovan Belcher and Derrick O. Johnson),-0.320,0.220
1,2:27,2,3,PIT 20,7,0,Ben Roethlisberger pass incomplete short left intended for Mike Wallace (defended by Tamba Hali),0.220,-0.590
1,2:24,3,3,PIT 20,7,0,Ben Roethlisberger pass complete short left to Isaac Redman for 8 yards (tackle by Derrick O. Johnson),-0.590,0.810
1,1:41,1,10,PIT 28,7,0,"Isaac Redman left guard for 8 yards (tackle by Tamba Hali). Penalty on Willie Colon: Offensive Holding, 10 yards, Penalty on Willie Colon: Unsportsmanlike Conduct, 9 yards (no play)",0.810,-1.100
1,1:16,1,29,PIT 9,7,0,"Isaac Redman left guard for 2 yards (tackle by Derrick O. Johnson). Isaac Redman fumbles (forced by Derrick O. Johnson), recovered by Allen Bailey at PIT-11 and returned for 1 yards (tackle by Mike Wallace)",-1.100,-4.910
1,1:07,1,10,PIT 10,7,0,Peyton Hillis up the middle for 6 yards (tackle by Will Allen),4.910,5.340
1,0:34,2,4,PIT 4,7,0,Jamaal Charles left guard for 1 yard (tackle by Ryan Clark),5.340,4.720
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,PIT 3,7,0,Jamaal Charles right guard for -1 yards (tackle by LaMarr Woodley),4.720,3.030
2,14:24,4,4,PIT 4,10,0,Ryan Succop 22 yard field goal good,3.030,3.000
2,14:20,,,KAN 35,10,0,"Ryan Succop kicks off 58 yards, out of bounds",0.000,1.600
2,14:20,1,10,PIT 40,10,0,"Ben Roethlisberger pass complete short middle to David Paulson for 6 yards (tackle by Justin Houston). David Paulson fumbles (forced by Justin Houston), recovered by Willie Colon at PIT-46",1.600,1.860
2,13:39,2,4,PIT 46,10,0,Jonathan Dwyer up the middle for 2 yards (tackle by Derrick O. Johnson),1.860,1.420
2,12:52,3,2,PIT 48,10,0,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by Eric Berry),1.420,2.520
2,12:10,1,10,KAN 46,10,0,Ben Roethlisberger pass incomplete short left intended for Will Johnson,2.520,1.980
2,12:07,2,10,KAN 46,10,0,Ben Roethlisberger pass complete short left to Heath Miller for 16 yards (tackle by Abram Elam),1.980,3.580
2,11:22,1,10,KAN 30,10,0,Ben Roethlisberger pass complete short left to David Paulson for 9 yards (tackle by Derrick O. Johnson),3.580,4.250
2,10:41,2,1,KAN 21,10,0,Jonathan Dwyer right guard for 2 yards (tackle by Justin Houston),4.250,4.310
2,10:00,1,10,KAN 19,10,0,Jonathan Dwyer right guard for 2 yards (tackle by Derrick O. Johnson),4.310,4.030
2,9:19,2,8,KAN 17,10,0,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders (defended by Eric Berry),4.030,3.260
2,9:09,3,8,KAN 17,10,0,Ben Roethlisberger pass incomplete short left intended for Jerricho Cotchery (defended by Jalil Brown),3.260,2.310
2,9:05,4,8,KAN 17,10,3,Shaun Suisham 35 yard field goal good,2.310,3.000
2,9:02,,,PIT 35,10,3,"Shaun Suisham kicks off 67 yards, returned by Shaun Draughn for 5 yards. Shaun Draughn fumbles, recovered by Shaun Draughn at KAN-3",0.000,-0.380
2,8:56,1,10,KAN 8,10,3,Jamaal Charles right guard for 4 yards (tackle by Keenan Lewis and Larry Foote),-0.380,-0.490
2,8:22,2,6,KAN 12,10,3,Jamaal Charles right guard for 5 yards (tackle by James Harrison),-0.490,-0.370
2,7:43,3,1,KAN 17,10,3,"Penalty on Steve Maneri: False Start, 5 yards (no play)",-0.370,0.000
2,7:17,,,,10,3,Timeout #2 by Kansas City Chiefs,0.000,-0.950
2,7:17,3,6,KAN 12,10,3,Matt Cassel pass incomplete short left intended for Tony Moeaki (defended by Lawrence Timmons),-0.950,-2.490
2,7:11,4,6,KAN 12,10,3,"Dustin Colquitt punts 41 yards, returned by David Gilreath for 3 yards (tackle by Thomas Gafford)",-2.490,-2.260
2,7:02,1,10,PIT 50,10,3,Jonathan Dwyer up the middle for 6 yards (tackle by Jovan Belcher),2.260,2.520
2,6:22,2,4,KAN 44,10,3,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,2.520,1.820
2,6:15,3,4,KAN 44,10,3,Jonathan Dwyer up the middle for 17 yards (tackle by Kendrick Lewis),1.820,3.780
2,5:34,1,10,KAN 27,10,3,Jonathan Dwyer up the middle for 6 yards (tackle by Ropati Pitoitua and Dontari Poe),3.780,4.040
2,4:52,2,4,KAN 21,10,3,Jonathan Dwyer right guard for no gain (tackle by Derrick O. Johnson),4.040,3.340
2,4:10,3,4,KAN 21,10,3,Ben Roethlisberger left guard for 14 yards (tackle by Abram Elam),3.340,0.000
2,3:22,,,,10,3,Timeout #1 by Pittsburgh Steelers,0.000,5.600
2,3:22,1,7,KAN 7,10,9,"Ben Roethlisberger pass complete short right to Mike Wallace for 7 yards, touchdown",5.600,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,3:22,,,KAN 2,10,10,Shaun Suisham kicks extra point good,0.000,0.000
2,3:16,,,PIT 35,10,10,"Shaun Suisham kicks off 65 yards, returned by Devon Wylie for 25 yards (tackle by Keenan Lewis)",0.000,0.610
2,3:10,1,10,KAN 25,10,10,Jamaal Charles left tackle for 4 yards (tackle by Evander Hood and Ryan Clark),0.610,0.600
2,2:34,2,6,KAN 29,10,10,Matt Cassel pass complete short right to Dwayne Bowe for 10 yards (tackle by Will Allen),0.600,1.530
2,2:03,1,10,KAN 39,10,10,Jamaal Charles right tackle for 2 yards (tackle by LaMarr Woodley and Casey Hampton),1.530,1.260
2,1:56,2,8,KAN 41,10,10,Matt Cassel pass complete short left to Jonathan Baldwin for 11 yards (tackle by Keenan Lewis),1.260,2.390
2,1:27,1,10,PIT 48,10,10,Jamaal Charles left tackle for 2 yards (tackle by Casey Hampton),2.390,2.120
2,0:51,2,8,PIT 46,10,10,Matt Cassel pass incomplete short right intended for Dwayne Bowe,2.120,1.420
2,0:46,3,8,PIT 46,10,10,Matt Cassel pass incomplete short left intended for Tony Moeaki,1.420,0.200
2,0:41,4,8,PIT 46,10,10,"Dustin Colquitt punts 32 yards, fair catch by David Gilreath",0.200,0.280
2,0:34,1,10,PIT 14,10,10,Jonathan Dwyer left guard for 3 yards (tackle by Jalil Brown),-0.280,-0.370
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,10,"Ryan Succop kicks off 66 yards, returned by Chris Rainey for 23 yards (tackle by Shaun Draughn)",0.000,0.410
3,14:53,1,10,PIT 22,10,10,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace (defended by Javier Arenas),0.410,-0.130
3,14:47,2,10,PIT 22,10,10,Isaac Redman right guard for 6 yards (tackle by Derrick O. Johnson and Abram Elam),-0.130,-0.030
3,14:06,3,4,PIT 28,10,10,Ben Roethlisberger sacked by Justin Houston for -3 yards,-0.030,-1.700
3,13:48,4,7,PIT 25,10,10,Drew Butler punts 35 yards,-1.700,-1.600
3,13:40,1,10,KAN 40,10,10,Jamaal Charles for 2 yards,1.600,1.320
3,13:18,2,8,KAN 42,10,10,Matt Cassel pass incomplete short left intended for Jonathan Baldwin,1.320,0.630
3,13:11,3,8,KAN 42,10,10,Matt Cassel left guard for 9 yards (tackle by LaMarr Woodley),0.630,2.320
3,12:33,1,10,PIT 49,10,10,Jamaal Charles right tackle for 9 yards (tackle by Ryan Clark),2.320,3.000
3,11:57,2,1,PIT 40,10,10,Jamaal Charles right guard for 7 yards (tackle by Ryan Clark and Keenan Lewis),3.000,3.380
3,11:26,1,10,PIT 33,10,10,Peyton Hillis up the middle for 7 yards (tackle by Ryan Clark and Larry Foote),3.380,3.780
3,10:55,2,3,PIT 26,10,10,Peyton Hillis up the middle for no gain (tackle by Lawrence Timmons),3.780,3.070
3,10:14,3,3,PIT 26,10,10,Peyton Hillis right end for 4 yards (tackle by Ike Taylor),3.070,4.110
3,9:53,1,10,PIT 22,10,10,"Matt Cassel pass complete short left to Dwayne Bowe for 12 yards. Penalty on Branden Albert: Offensive Holding, 10 yards",4.110,4.400
3,9:45,1,8,PIT 20,10,10,Peyton Hillis up the middle for 3 yards (tackle by Lawrence Timmons and James Harrison),4.400,4.290
3,9:09,2,5,PIT 17,10,10,Jamaal Charles up the middle for 2 yards (tackle by Brett Keisel and James Harrison),4.290,3.930
3,8:28,3,3,PIT 15,10,10,Matt Cassel pass incomplete short right intended for Dexter McCluster,3.930,2.540
3,8:24,4,3,PIT 15,10,10,Ryan Succop 33 yard field goal no good,2.540,-0.480
3,8:20,1,10,PIT 23,10,10,Byron Leftwich pass incomplete deep right intended for Mike Wallace,0.480,-0.070
3,8:13,2,10,PIT 23,10,10,Jonathan Dwyer right guard for 3 yards (tackle by Tyson Jackson),-0.070,-0.360
3,7:32,3,7,PIT 26,10,10,"Byron Leftwich pass incomplete short middle intended for Emmanuel Sanders. Penalty on KAN: Unsportsmanlike Conduct, 15 yards",-0.360,1.660
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
3,7:28,1,10,PIT 41,10,10,Jonathan Dwyer up the middle for 4 yards (tackle by Tamba Hali),1.660,1.660
3,6:50,2,6,PIT 45,10,10,Jonathan Dwyer right guard for 1 yard (tackle by Justin Houston and Tyson Jackson),1.660,1.090
3,6:05,3,5,PIT 46,10,10,Jonathan Dwyer up the middle for 4 yards (tackle by Jalil Brown),1.090,-0.060
3,5:20,4,1,PIT 50,10,10,Isaac Redman up the middle for -1 yards (tackle by Derrick O. Johnson),-0.060,-2.320
3,5:14,1,10,PIT 49,10,10,Peyton Hillis left tackle for 2 yards (tackle by Lawrence Timmons and James Harrison),2.320,2.050
3,4:41,2,8,PIT 47,10,10,Jamaal Charles right tackle for 1 yard (tackle by James Harrison and LaMarr Woodley),2.050,1.490
3,3:59,3,7,PIT 46,10,10,Matt Cassel pass incomplete short left intended for Dexter McCluster (defended by Keenan Lewis). Penalty on Jonathan Baldwin: Illegal Formation (Declined),1.490,0.200
3,3:52,4,7,PIT 46,10,10,"Dustin Colquitt punts 37 yards, returned by David Gilreath for 5 yards (tackle by Cory Greenwood)",0.200,0.280
3,3:43,1,10,PIT 14,10,10,Jonathan Dwyer up the middle for 1 yard (tackle by Justin Houston),-0.280,-0.640
3,3:03,2,9,PIT 15,10,10,Byron Leftwich pass incomplete deep right intended for Mike Wallace,-0.640,-1.280
3,2:55,3,9,PIT 15,10,10,Byron Leftwich pass complete short left to Emmanuel Sanders for 31 yards (tackle by Javier Arenas and Abram Elam),-1.280,0.000
3,2:09,,,,10,10,Timeout #1 by Kansas City Chiefs,0.000,1.990
3,2:09,1,10,PIT 46,10,10,Emmanuel Sanders right end for 4 yards (tackle by Justin Houston),1.990,1.990
3,1:29,2,6,PIT 50,10,10,Isaac Redman right guard for 3 yards (tackle by Abram Elam and Tamba Hali),1.990,1.690
3,0:43,3,3,KAN 47,10,10,"Byron Leftwich pass incomplete deep right intended for Emmanuel Sanders. Penalty on Javier Arenas: Defensive Pass Interference, 22 yards (no play)",1.690,3.910
3,0:38,1,10,KAN 25,10,10,Jonathan Dwyer up the middle for -1 yards (tackle by Derrick O. Johnson),3.910,3.230
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,KAN 26,10,10,Byron Leftwich pass complete short right to Emmanuel Sanders for -1 yards (tackle by Eric Berry),3.230,2.410
4,14:15,3,12,KAN 27,10,10,"Byron Leftwich pass incomplete deep right intended for Jerricho Cotchery. Penalty on Abram Elam: Defensive Holding (Declined), Penalty on Tamba Hali: Roughing the Passer, 14 yards (no play)",2.410,0.000
4,14:10,,,,10,10,Timeout #1 by Pittsburgh Steelers,0.000,4.710
4,14:09,1,10,KAN 13,10,10,Jonathan Dwyer up the middle for no gain (tackle by Eric Berry and Justin Houston),4.710,4.050
4,13:29,2,10,KAN 13,10,10,Byron Leftwich pass complete short right to Mike Wallace for no gain,4.050,3.120
4,12:48,3,10,KAN 13,10,10,Byron Leftwich pass incomplete short left intended for Emmanuel Sanders,3.120,2.570
4,12:41,4,10,KAN 13,10,13,Shaun Suisham 31 yard field goal good,2.570,3.000
4,12:37,,,PIT 35,10,13,"Shaun Suisham kicks off 57 yards, returned by Devon Wylie for 23 yards (tackle by Curtis Brown)",0.000,1.000
4,12:32,1,10,KAN 31,10,13,Matt Cassel pass incomplete deep middle intended for Jonathan Baldwin (defended by Ike Taylor),1.000,0.460
4,12:22,2,10,KAN 31,10,13,Jamaal Charles right tackle for -1 yards (tackle by Evander Hood and LaMarr Woodley),0.460,-0.360
4,11:41,3,11,KAN 30,10,13,Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Ryan Clark),-0.360,-1.370
4,11:35,4,11,KAN 30,10,13,"Dustin Colquitt punts 45 yards, muffed catch by Chris Rainey, recovered by Chris Rainey and returned for -4 yards (tackle by Shaun Draughn)",-1.370,-0.340
4,11:24,1,10,PIT 21,10,13,Byron Leftwich pass complete short left to Isaac Redman for 10 yards (tackle by Eric Berry),0.340,1.000
4,10:40,1,10,PIT 31,10,13,Byron Leftwich pass incomplete short right intended for Will Johnson,1.000,0.460
4,10:35,2,10,PIT 31,10,13,Isaac Redman up the middle for 4 yards (tackle by Javier Arenas),0.460,0.300
4,9:53,3,6,PIT 35,10,13,Jonathan Dwyer right tackle for 3 yards (tackle by Allen Bailey),0.300,-0.850
4,9:24,4,3,PIT 38,10,13,"Drew Butler punts 38 yards, returned by Javier Arenas for 6 yards (tackle by Cortez Allen)",-0.850,-0.940
4,9:14,1,10,KAN 30,10,13,Matt Cassel pass complete short left to Peyton Hillis for 2 yards (tackle by Lawrence Timmons),0.940,0.660
4,8:39,2,8,KAN 32,10,13,Jamaal Charles left guard for 7 yards (tackle by Lawrence Timmons and Larry Foote),0.660,0.890
4,8:03,3,1,KAN 39,10,13,Peyton Hillis right guard for no gain (tackle by Will Allen and Brett Keisel),0.890,-0.780
4,7:25,4,1,KAN 39,10,13,Dustin Colquitt punts 43 yards,-0.780,-0.040
4,7:17,1,10,PIT 18,10,13,Jonathan Dwyer up the middle for 1 yard (tackle by Derrick O. Johnson),0.040,-0.320
4,6:38,2,9,PIT 19,10,13,Byron Leftwich pass complete short left to Jonathan Dwyer for 4 yards (tackle by Derrick O. Johnson),-0.320,-0.530
4,5:57,3,5,PIT 23,10,13,Byron Leftwich pass incomplete short middle intended for Emmanuel Sanders (defended by Javier Arenas),-0.530,-1.830
4,5:52,4,5,PIT 23,10,13,"Drew Butler punts 41 yards, returned by Javier Arenas for no gain",-1.830,-1.330
4,5:40,1,10,KAN 36,10,13,Matt Cassel sacked by Brett Keisel for 0 yards,1.330,0.790
4,5:02,2,10,KAN 36,10,13,Jamaal Charles up the middle for 4 yards (tackle by Casey Hampton),0.790,0.630
4,4:23,3,6,KAN 40,10,13,Matt Cassel pass incomplete short left intended for Tony Moeaki,0.630,-0.720
4,4:18,4,6,KAN 40,10,13,"Dustin Colquitt punts 52 yards, fair catch by David Gilreath",-0.720,0.380
4,4:09,1,10,PIT 8,10,13,Isaac Redman right guard for 3 yards (tackle by Ropati Pitoitua and Jovan Belcher),-0.380,-0.560
4,3:25,2,7,PIT 11,10,13,Byron Leftwich pass incomplete short right intended for Isaac Redman,-0.560,-1.070
4,3:21,3,7,PIT 11,10,13,Byron Leftwich pass complete deep middle to Jerricho Cotchery for 22 yards (tackle by Jalil Brown),-1.070,1.140
4,2:39,1,10,PIT 33,10,13,Jonathan Dwyer left guard for 1 yard (tackle by Ropati Pitoitua and Javier Arenas),1.140,0.000
4,2:32,,,,10,13,Timeout #2 by Kansas City Chiefs,0.000,0.000
4,2:32,,,,10,13,Timeout #2 by Pittsburgh Steelers,0.000,0.730
4,2:32,2,9,PIT 34,10,13,Byron Leftwich pass complete short right to Will Johnson for 7 yards (tackle by Brandon Flowers),0.730,0.000
4,2:25,,,,10,13,Timeout #3 by Kansas City Chiefs,0.000,0.960
4,2:25,3,2,PIT 41,10,13,Jonathan Dwyer right guard for 1 yard (tackle by Ropati Pitoitua),0.960,-0.590
4,2:00,4,1,PIT 42,10,13,"Drew Butler punts 58 yards, touchback",-0.590,-0.280
4,1:51,1,10,KAN 20,10,13,Matt Cassel pass complete deep middle to Tony Moeaki for 18 yards (tackle by Larry Foote),0.280,1.470
4,1:30,1,10,KAN 38,10,13,Matt Cassel pass incomplete deep left intended for Terrance Copper,1.470,0.920
4,1:24,2,10,KAN 38,10,13,Matt Cassel pass complete short right to Tony Moeaki for 12 yards (tackle by Ryan Clark),0.920,2.260
4,1:02,1,10,KAN 50,10,13,Matt Cassel pass incomplete short middle intended for Dwayne Bowe (defended by Ryan Clark),2.260,0.000
4,0:54,,,,10,13,Timeout #3 by Pittsburgh Steelers,0.000,1.710
4,0:54,2,10,KAN 50,10,13,Matt Cassel pass complete short middle to Dexter McCluster for 5 yards (tackle by LaMarr Woodley),1.710,1.690
4,0:34,3,5,PIT 45,10,13,"Matt Cassel pass complete short left to Tony Moeaki for 12 yards (tackle by Will Allen). Penalty on Tony Moeaki: Offensive Pass Interference, 10 yards (no play)",1.690,0.370
4,0:28,3,15,KAN 45,10,13,Matt Cassel pass incomplete short left intended for Dexter McCluster,0.370,-0.390
4,0:22,4,15,KAN 45,10,13,Matt Cassel pass complete deep middle to Dwayne Bowe for 27 yards (tackle by Ryan Mundy),-0.390,3.710
4,0:03,1,10,PIT 28,10,13,Matt Cassel spiked the ball,3.710,3.170
4,0:02,2,10,PIT 28,13,13,Ryan Succop 46 yard field goal good,3.170,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
,,,,,,,"Chiefs won the coin toss, Chiefs to receive the overtime kickoff.",,
OT,15:00,,,PIT 35,13,13,"Shaun Suisham kicks off 70 yards, returned by Devon Wylie for 20 yards (tackle by Brandon Johnson)",0.000,-0.220
OT,14:54,1,10,KAN 15,13,13,Jamaal Charles right tackle for 4 yards (tackle by Brett Keisel),-0.220,-0.110
OT,14:21,2,6,KAN 19,13,13,Matt Cassel pass incomplete short left intended for Dwayne Bowe is intercepted by Lawrence Timmons at KAN-28 and returned for 23 yards (tackle by Branden Albert),-0.110,-6.060
OT,14:09,1,5,KAN 5,13,16,Shaun Suisham 23 yard field goal good,6.060,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
