#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:39,JAX 36,3,1:29,2,Punt
2,1,8:15,JAX 19,10,5:46,58,Downs
3,1,1:19,PIT 7,1,0:07,7,Touchdown
4,2,14:52,JAX 20,3,1:02,3,Punt
5,2,13:50,JAX 19,8,5:34,34,Punt
6,2,7:17,JAX 44,3,1:40,-8,Punt
7,2,4:38,JAX 48,3,1:21,2,Punt
8,2,1:43,PIT 16,6,1:43,10,Field Goal
9,3,15:00,JAX 29,6,3:14,71,Touchdown
10,3,8:40,JAX 23,4,2:12,21,Punt
11,3,4:23,JAX 20,9,4:31,33,Punt
12,4,9:38,JAX 20,5,2:29,13,Punt
13,4,3:28,JAX 36,10,3:09,32,Interception
14,5,13:31,JAX 36,3,1:52,-17,Punt
