Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
1,7:07,3,7,PIT 43,0,0,Le'Ron McClain left guard for no gain (tackle by Aaron Smith and Ryan Clark),1.680,0.400
1,6:34,4,7,PIT 43,0,0,"Sam Koch punts 36 yards. Penalty on Mewelde Moore: Personal Foul, 3 yards",0.400,0.380
1,6:23,1,10,PIT 4,0,0,Mewelde Moore left tackle for 5 yards (tackle by Trevor Pryce),-0.380,-0.420
1,5:46,2,5,PIT 9,0,0,Mewelde Moore up the middle for 5 yards (tackle by Bart Scott and Ed Reed),-0.420,-0.280
1,5:05,1,10,PIT 14,0,0,Mewelde Moore up the middle for no gain (tackle by Trevor Pryce and Bart Scott),-0.280,-0.750
1,4:23,2,10,PIT 14,0,0,Mewelde Moore right end for 4 yards (tackle by Fabian Washington and Bart Scott),-0.750,-0.920
1,3:37,3,6,PIT 18,0,0,Ben Roethlisberger pass incomplete short middle intended for Santonio Holmes (defended by Jim Leonhard),-0.920,-2.240
1,3:30,4,6,PIT 18,0,0,"Mitch Berger punts 46 yards, returned by Jim Leonhard for 18 yards (tackle by Patrick Bailey)",-2.240,-2.520
1,3:19,1,10,PIT 46,0,0,Joe Flacco pass incomplete deep left intended for Todd Heap,2.520,1.980
1,3:14,2,10,PIT 46,0,0,Joe Flacco pass incomplete short left intended for Marcus Smith is intercepted by Ryan Clark at PIT-33,1.980,-1.140
1,3:07,1,10,PIT 33,0,0,Willie Parker left tackle for 2 yards (tackle by Haloti Ngata),1.140,0.860
1,2:28,2,8,PIT 35,0,0,Ben Roethlisberger pass incomplete deep right intended for Nate Washington (defended by Fabian Washington),0.860,0.170
1,2:22,3,8,PIT 35,0,0,Ben Roethlisberger pass complete short right to Nate Washington for 18 yards (tackle by Frank Walker),0.170,2.460
1,1:55,1,10,BAL 47,0,0,Ben Roethlisberger pass incomplete short right intended for Heath Miller,2.460,1.910
1,1:49,,,,0,0,Timeout #1 by Pittsburgh Steelers,0.000,1.910
1,1:49,2,10,BAL 47,0,0,"Willie Parker left end for -8 yards (tackle by Trevor Pryce). Penalty on Trevor Pryce: Defensive Offside, 5 yards (no play)",1.910,2.590
1,1:25,2,5,BAL 42,0,0,Willie Parker right tackle for 1 yard (tackle by Jarret Johnson),2.590,2.010
1,0:42,3,4,BAL 41,0,0,Ben Roethlisberger sacked by Ray Lewis for -8 yards,2.010,0.000
1,0:42,4,12,BAL 49,0,0,"Mitch Berger punts 38 yards, returned by Jim Leonhard for 46 yards (tackle by Mitch Berger)",0.000,-2.720
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 43,0,0,Joe Flacco pass incomplete deep left intended for Derrick Mason,2.720,2.180
2,14:55,2,10,PIT 43,0,0,Willis McGahee left tackle for 3 yards (tackle by Lawrence Timmons),2.180,1.880
2,14:26,3,7,PIT 40,0,0,Joe Flacco pass complete deep middle to Todd Heap for 24 yards (tackle by Deshea Townsend),1.880,4.510
2,13:54,1,10,PIT 16,0,0,Willis McGahee left tackle for 4 yards (tackle by James Farrior and Larry Foote),4.510,4.570
2,13:18,2,6,PIT 12,0,0,Lorenzo Neal left guard for 2 yards (tackle by Larry Foote),4.570,4.170
2,12:38,3,4,PIT 10,0,0,Joe Flacco pass incomplete short right intended for Willis McGahee,4.170,2.840
2,12:34,4,4,PIT 10,0,3,Matt Stover 28 yard field goal good,2.840,3.000
2,,,,BAL 30,0,3,"Steven Hauschka kicks off 73 yards, touchback",0.000,-0.280
2,12:30,1,10,PIT 20,0,3,Ben Roethlisberger pass complete short right to Sean McHugh for 7 yards (tackle by Jarret Johnson),0.280,0.680
2,12:03,2,3,PIT 27,0,3,Willie Parker right tackle for 2 yards (tackle by Justin Bannan and Ray Lewis),0.680,0.230
2,11:24,3,1,PIT 29,0,3,Gary Russell right tackle for 1 yard (tackle by Haloti Ngata and Ray Lewis),0.230,0.940
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
2,10:50,1,10,PIT 30,0,3,Willie Parker left end for 4 yards (tackle by Ed Reed),0.940,0.930
2,10:10,2,6,PIT 34,0,3,Ben Roethlisberger for 7 yards (tackle by Ray Lewis),0.930,1.660
2,9:36,1,10,PIT 41,0,3,Ben Roethlisberger pass complete short right to Hines Ward for 21 yards (tackle by Jim Leonhard),1.660,3.050
2,8:55,1,10,BAL 38,0,3,Willie Parker right guard for 3 yards (tackle by Ray Lewis and Jarret Johnson),3.050,2.910
2,8:16,2,7,BAL 35,0,3,"Willie Parker right guard for 3 yards (tackle by Ray Lewis). Penalty on Darnell Stapleton: Offensive Holding, 10 yards",2.910,1.970
2,7:49,2,14,BAL 42,0,3,Ben Roethlisberger pass complete short left to Nate Washington for 9 yards (tackle by Samari Rolle),1.970,2.480
2,7:02,3,5,BAL 33,0,3,Ben Roethlisberger pass complete short right to Heath Miller for 17 yards (tackle by Ed Reed). Penalty on Bart Scott: Defensive Offside (Declined),2.480,4.510
2,6:40,1,10,BAL 16,0,3,Ben Roethlisberger pass incomplete short right intended for Willie Parker,4.510,3.900
2,6:35,2,10,BAL 16,0,3,Ben Roethlisberger pass complete short right to Willie Parker for 4 yards (tackle by Fabian Washington),3.900,3.730
2,5:52,3,6,BAL 12,0,3,Ben Roethlisberger pass incomplete short left intended for Hines Ward (defended by Corey Ivy),3.730,2.660
2,5:48,4,6,BAL 12,3,3,Jeff Reed 31 yard field goal good,2.660,3.000
2,,,,PIT 30,3,3,"Jeff Reed kicks off 72 yards, returned by Yamon Figurs for 25 yards (tackle by Keyaron Fox)",0.000,0.480
2,5:39,1,10,BAL 23,3,3,Le'Ron McClain left guard for 6 yards (tackle by Aaron Smith),0.480,0.740
2,5:08,2,4,BAL 29,3,3,Le'Ron McClain left tackle for 5 yards (tackle by James Farrior and Ryan Clark),0.740,1.200
2,4:31,1,10,BAL 34,3,3,Le'Ron McClain up the middle for 9 yards (tackle by Ryan Clark),1.200,1.870
2,3:50,2,1,BAL 43,3,3,Joe Flacco pass complete short right to Derrick Mason for 3 yards (tackle by Bryant McFadden),1.870,1.990
2,3:42,1,10,BAL 46,3,3,Le'Ron McClain up the middle for 3 yards (tackle by James Harrison),1.990,1.860
2,3:05,2,7,BAL 49,3,3,Joe Flacco pass incomplete short right intended for Lorenzo Neal,1.860,1.160
2,2:59,3,7,BAL 49,3,3,Joe Flacco pass complete short right to Mark Clayton for 17 yards (tackle by Bryant McFadden),1.160,3.310
2,2:30,1,10,PIT 34,3,3,Joe Flacco pass incomplete deep left intended for Derrick Mason (defended by Ike Taylor),3.310,2.770
2,2:21,2,10,PIT 34,3,3,Joe Flacco pass complete short left to Lorenzo Neal for 12 yards (tackle by Aaron Smith),2.770,4.110
2,2:00,1,10,PIT 22,3,3,Le'Ron McClain right guard for 2 yards (tackle by Aaron Smith and James Farrior),4.110,3.830
2,1:19,2,8,PIT 20,3,3,Joe Flacco pass complete short right to Derrick Mason for 9 yards (tackle by Bryant McFadden),3.830,4.840
2,1:08,,,,3,3,Timeout #2 by Baltimore Ravens,0.000,4.840
2,1:08,1,10,PIT 11,3,3,Joe Flacco pass incomplete short middle intended for Le'Ron McClain,4.840,4.140
2,1:02,2,10,PIT 11,3,3,Joe Flacco pass complete short right to Lorenzo Neal for 3 yards (tackle by Bryant McFadden),4.140,3.760
2,0:56,3,7,PIT 8,3,3,Joe Flacco pass incomplete short middle intended for Todd Heap,3.760,2.960
2,0:52,4,7,PIT 8,3,6,Matt Stover 26 yard field goal good,2.960,3.000
2,,,,BAL 30,3,6,"Steven Hauschka kicks off 66 yards, returned by Mewelde Moore for 21 yards. Penalty on Frank Walker: Offside on Free Kick, 5 yards",0.000,-0.940
2,0:43,1,10,PIT 30,3,6,Ben Roethlisberger pass incomplete short right intended for Nate Washington,0.940,0.390
2,0:39,2,10,PIT 30,3,6,Mewelde Moore up the middle for -4 yards (tackle by Antwan Barnes),0.390,-0.820
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,6,"Steven Hauschka kicks off 75 yards, touchback",0.000,-0.280
3,15:00,1,10,PIT 20,3,6,Ben Roethlisberger pass incomplete short right intended for Heath Miller,0.280,-0.270
3,14:55,2,10,PIT 20,3,6,Nate Washington left end for 6 yards (tackle by Ed Reed),-0.270,-0.160
3,14:12,3,4,PIT 26,3,6,Ben Roethlisberger pass incomplete deep right intended for Nate Washington,-0.160,-1.630
3,14:03,4,4,PIT 26,3,6,"Mitch Berger punts 49 yards, returned by Jim Leonhard for 10 yards (tackle by Andre Frazier)",-1.630,-1.270
3,13:53,1,10,BAL 35,3,6,Le'Ron McClain left guard for 8 yards (tackle by James Farrior),1.270,1.800
3,13:20,2,2,BAL 43,3,6,Le'Ron McClain left tackle for 3 yards (tackle by Travis Kirschke and Ike Taylor),1.800,1.990
3,12:44,1,10,BAL 46,3,6,Joe Flacco sacked by Aaron Smith for -11 yards,1.990,-0.040
3,12:15,2,21,BAL 35,3,6,Willis McGahee up the middle for 5 yards (tackle by Travis Kirschke and James Harrison),-0.040,-0.030
3,11:38,3,16,BAL 40,3,6,Joe Flacco pass incomplete short left intended for Mark Clayton,-0.030,-0.720
3,11:35,4,16,BAL 40,3,6,"Sam Koch punts 41 yards, returned by Santonio Holmes for 5 yards (tackle by Tom Zbikowski)",-0.720,-0.540
3,11:24,1,10,PIT 24,3,6,"Willie Parker right end for 7 yards (tackle by Marques Douglas). Penalty on Willie Colon: Offensive Holding, 10 yards",0.540,0.340
3,11:04,1,13,PIT 21,3,6,Willie Parker right tackle for no gain (tackle by Haloti Ngata),0.340,-0.410
3,10:30,2,13,PIT 21,3,6,Ben Roethlisberger pass complete short right to Willie Parker for 5 yards (tackle by Terrell Suggs),-0.410,-0.430
3,9:45,3,8,PIT 26,3,6,Ben Roethlisberger sacked by Ed Reed for -9 yards,-0.430,-2.320
3,9:23,4,17,PIT 17,3,6,"Mitch Berger punts 51 yards, returned by Jim Leonhard for 10 yards (tackle by Lawrence Timmons)",-2.320,-1.730
3,9:12,1,10,BAL 42,3,6,Joe Flacco pass complete short right to Mark Clayton for 2 yards (tackle by William Gay),1.730,1.460
3,8:44,2,8,BAL 44,3,6,Le'Ron McClain left guard for 4 yards (tackle by James Harrison and Ryan Clark),1.460,1.290
3,8:02,3,4,BAL 48,3,6,"Penalty on Willie Anderson: False Start, 5 yards (no play)",1.290,0.630
3,7:57,3,9,BAL 43,3,6,Joe Flacco pass incomplete short right intended for Todd Heap,0.630,-0.520
3,7:51,4,9,BAL 43,3,6,Sam Koch punts 56 yards,-0.520,0.380
3,7:41,1,10,PIT 1,3,6,"Ben Roethlisberger pass complete short left to Santonio Holmes for 9 yards (tackle by Samari Rolle). Santonio Holmes fumbles (forced by Samari Rolle), recovered by Ed Reed at PIT-21 and returned for 5 yards (tackle by Max Starks)",-0.380,-4.510
3,7:34,1,10,PIT 16,3,6,Le'Ron McClain left guard for 4 yards (tackle by Aaron Smith and Larry Foote),4.510,4.570
3,6:55,2,6,PIT 12,3,6,Le'Ron McClain right guard for 2 yards (tackle by Larry Foote and James Farrior),4.570,4.170
3,6:09,3,4,PIT 10,3,6,Joe Flacco pass incomplete short right intended for Willis McGahee,4.170,2.840
3,6:03,4,4,PIT 10,3,9,Matt Stover 28 yard field goal good,2.840,3.000
3,,,,BAL 30,3,9,"Steven Hauschka kicks off 60 yards, returned by Gary Russell for 14 yards (tackle by Tom Zbikowski)",0.000,-0.540
3,5:57,1,10,PIT 24,3,9,Ben Roethlisberger pass incomplete deep right intended for Nate Washington (defended by Fabian Washington),0.540,0.000
3,5:52,2,10,PIT 24,3,9,Willie Parker left tackle for 3 yards (tackle by Bart Scott),0.000,-0.300
3,5:09,3,7,PIT 27,3,9,Ben Roethlisberger pass complete short left to Santonio Holmes for 8 yards (tackle by Samari Rolle),-0.300,1.270
3,4:30,1,10,PIT 35,3,9,Willie Parker left tackle for 7 yards (tackle by Jim Leonhard),1.270,1.670
3,3:54,2,3,PIT 42,3,9,Willie Parker right guard for -3 yards (tackle by Bart Scott),1.670,0.560
3,3:08,3,6,PIT 39,3,9,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Fabian Washington),0.560,-0.780
3,3:03,4,6,PIT 39,3,9,"Mitch Berger punts 40 yards, returned by Jim Leonhard for 6 yards (tackle by Anthony Madison)",-0.780,-0.740
3,2:53,1,10,BAL 27,3,9,Le'Ron McClain left tackle for 2 yards (tackle by Travis Kirschke and James Farrior),0.740,0.470
3,2:21,2,8,BAL 29,3,9,"Penalty on Willie Anderson: False Start, 5 yards (no play)",0.470,-0.210
3,2:00,2,13,BAL 24,3,9,Le'Ron McClain right guard for 6 yards (tackle by Larry Foote),-0.210,-0.100
3,1:20,3,7,BAL 30,3,9,Joe Flacco pass incomplete deep middle intended for Willis McGahee (defended by James Farrior),-0.100,-1.370
3,1:14,4,7,BAL 30,3,9,"Sam Koch punts 35 yards, returned by Santonio Holmes for no gain. Santonio Holmes fumbles, recovered by Keyaron Fox at PIT-49 and returned for 18 yards (tackle by Sam Koch)",-1.370,-3.380
3,1:00,1,10,BAL 33,3,9,Ben Roethlisberger left end for 6 yards (tackle by Bart Scott),3.380,3.650
3,0:15,2,4,BAL 27,3,9,Mewelde Moore up the middle for 3 yards (tackle by Fabian Washington and Ed Reed),3.650,3.340
Quarter,Time,Down,ToGo,Location,PIT,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,BAL 24,3,9,"Ben Roethlisberger sacked by Terrell Suggs for -6 yards. Ben Roethlisberger fumbles (forced by Terrell Suggs), recovered by Brandon McKinney at BAL-33 and returned for 4 yards (tackle by Heath Miller). Penalty on Haloti Ngata: Personal Foul, 15 yards",3.340,-0.410
4,14:51,1,10,BAL 22,3,9,Le'Ron McClain up the middle for 3 yards (tackle by Casey Hampton and Travis Kirschke),0.410,0.270
4,14:15,2,7,BAL 25,3,9,Willis McGahee right guard for 3 yards (tackle by Casey Hampton and Ryan Clark),0.270,-0.030
4,13:33,3,4,BAL 28,3,9,Joe Flacco pass incomplete short right intended for Derrick Mason (defended by Lawrence Timmons),-0.030,-1.500
4,13:26,4,4,BAL 28,3,9,Sam Koch punts 38 yards,-1.500,-1.200
4,13:18,1,10,PIT 34,3,9,Willie Parker left tackle for 10 yards (tackle by Ed Reed),1.200,1.860
4,12:35,1,10,PIT 44,3,9,Ben Roethlisberger pass complete short middle to Hines Ward for 30 yards (tackle by Jim Leonhard),1.860,3.840
4,11:51,1,10,BAL 26,3,9,Willie Parker up the middle for 3 yards (tackle by Jim Leonhard),3.840,3.700
4,11:12,2,7,BAL 23,3,9,Ben Roethlisberger pass incomplete short left intended for Willie Parker,3.700,3.010
4,11:04,,,,3,9,Timeout #1 by Pittsburgh Steelers,0.000,3.010
4,11:04,3,7,BAL 23,3,9,Ben Roethlisberger pass complete short right to Hines Ward for 8 yards (tackle by Frank Walker),3.010,4.580
4,10:21,1,10,BAL 15,3,9,Ben Roethlisberger pass incomplete short right intended for Sean McHugh,4.580,3.950
4,10:17,2,10,BAL 15,3,9,Ben Roethlisberger pass complete short middle to Heath Miller for 3 yards (tackle by Jarret Johnson),3.950,3.580
4,9:33,3,7,BAL 12,3,9,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,3.580,2.630
4,9:29,4,7,BAL 12,6,9,Jeff Reed 30 yard field goal good,2.630,3.000
4,,,,PIT 30,6,9,"Jeff Reed kicks off 59 yards, returned by Yamon Figurs for 14 yards (tackle by Patrick Bailey)",0.000,0.610
4,9:23,1,10,BAL 25,6,9,Le'Ron McClain left end for 3 yards (tackle by James Farrior),0.610,0.470
4,8:45,2,7,BAL 28,6,9,Joe Flacco pass complete deep middle to Mark Clayton for 19 yards (tackle by Ryan Clark),0.470,2.060
4,8:03,1,10,BAL 47,6,9,Le'Ron McClain left guard for 10 yards (tackle by Troy Polamalu),2.060,2.720
4,7:22,1,10,PIT 43,6,9,Willis McGahee left guard for 3 yards (tackle by LaMarr Woodley and James Farrior),2.720,2.580
4,6:43,2,7,PIT 40,6,9,Joe Flacco pass incomplete deep left intended for Derrick Mason,2.580,1.880
4,6:36,3,7,PIT 40,6,9,Joe Flacco pass complete short left to Derrick Mason for 11 yards (tackle by James Farrior),1.880,3.640
4,5:54,1,10,PIT 29,6,9,Le'Ron McClain left guard for 1 yard (tackle by Ike Taylor and Casey Hampton),3.640,3.240
4,5:14,2,9,PIT 28,6,9,Le'Ron McClain right tackle for 1 yard (tackle by Aaron Smith),3.240,2.680
4,4:28,,,,6,9,Timeout #1 by Baltimore Ravens,0.000,2.680
4,4:28,3,8,PIT 27,6,9,"Joe Flacco sacked by Lawrence Timmons for -7 yards. Joe Flacco fumbles (forced by Lawrence Timmons), recovered by Willis McGahee at PIT-41",2.680,0.530
4,3:42,4,22,PIT 41,6,9,"Sam Koch punts 33 yards, fair catch by Mewelde Moore",0.530,0.380
4,3:36,1,10,PIT 8,6,9,Ben Roethlisberger pass complete short right to Hines Ward for 13 yards (tackle by Corey Ivy). Penalty on Samari Rolle: Illegal Contact (Declined),-0.380,0.340
4,3:26,1,10,PIT 21,6,9,Ben Roethlisberger pass complete short middle to Hines Ward for 13 yards (tackle by Bart Scott),0.340,1.200
4,3:00,1,10,PIT 34,6,9,Ben Roethlisberger pass incomplete short right intended for Nate Washington (defended by Frank Walker),1.200,0.660
4,2:54,2,10,PIT 34,6,9,Ben Roethlisberger pass incomplete short right intended for Santonio Holmes (defended by Frank Walker),0.660,-0.030
4,2:54,3,10,PIT 34,6,9,Ben Roethlisberger pass complete short left to Nate Washington for 16 yards (tackle by Ed Reed),-0.030,2.260
4,2:14,1,10,PIT 50,6,9,Ben Roethlisberger pass complete short right to Nate Washington for 9 yards (tackle by Frank Walker),2.260,2.930
4,1:59,2,1,BAL 41,6,9,Mewelde Moore up the middle for 3 yards (tackle by Ray Lewis and Haloti Ngata),2.930,3.050
4,1:24,1,10,BAL 38,6,9,Ben Roethlisberger pass complete deep left to Nate Washington for 24 yards (tackle by Samari Rolle),3.050,4.650
4,1:12,,,,6,9,Timeout #2 by Pittsburgh Steelers,0.000,4.650
4,1:12,1,10,BAL 14,6,9,Ben Roethlisberger pass complete short left to Hines Ward for 10 yards (tackle by Samari Rolle),4.650,6.280
4,1:04,1,4,BAL 4,6,9,Ben Roethlisberger spiked the ball,6.280,5.340
4,0:52,2,4,BAL 4,6,9,Ben Roethlisberger pass incomplete short right intended for Matt Spaeth,5.340,4.490
4,0:50,3,4,BAL 4,12,9,"Ben Roethlisberger pass complete short middle to Santonio Holmes for 4 yards, touchdown",4.490,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,,,,BAL 2,13,9,"Jeff Reed kicks extra point good. Penalty on Jeff Reed: Personal Foul, 15 yards",0.000,0.000
4,,,,PIT 15,,,"Jeff Reed kicks off 51 yards, returned by Jarret Johnson for 13 yards (tackle by Patrick Bailey)",,
4,0:43,1,10,BAL 47,13,9,Joe Flacco pass incomplete short right intended for Mark Clayton,2.060,1.520
4,0:35,2,10,BAL 47,13,9,Joe Flacco pass complete short middle to Willis McGahee for 14 yards (tackle by Lawrence Timmons),1.520,2.980
4,0:25,,,,13,9,Timeout #2 by Baltimore Ravens,0.000,2.980
4,0:25,1,10,PIT 39,13,9,Joe Flacco pass complete short left to Willis McGahee for 1 yard (tackle by Ike Taylor),2.980,2.580
4,0:17,2,9,PIT 38,13,9,Joe Flacco pass incomplete deep middle intended for Derrick Mason is intercepted by William Gay and returned for 12 yards,2.580,0.370
4,0:08,1,10,PIT 11,13,9,Ben Roethlisberger kneels for -1 yards,-0.370,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
