Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
L'Jarius Sneed,KAN,0,10,7,70.0%,81,11.6,8.1,0,94.2,8.6,41,40,2,0,0,0.0,0,9,0,0.0%
Trent McDuffie,KAN,0,6,5,83.3%,77,15.4,12.8,0,118.7,8.2,42,35,3,0,1,0.0,1,2,0,0.0%
Jaylen Watson,KAN,0,4,2,50.0%,20,10.0,5.0,0,64.6,6.0,11,9,0,0,0,0.0,0,2,0,0.0%
Justin Reid,KAN,0,2,2,100.0%,18,9.0,9.0,0,104.2,0.0,0,18,0,0,0,0.0,0,9,1,10.0%
George Karlaftis III,KAN,0,1,1,100.0%,4,4.0,4.0,0,83.3,4.0,4,0,0,0,0,1.0,1,3,0,0.0%
Bryan Cook,KAN,0,1,1,100.0%,18,18.0,18.0,1,158.3,3.0,3,15,0,0,0,0.0,0,3,1,25.0%
Drue Tranquill,KAN,0,2,1,50.0%,9,9.0,4.5,0,62.5,3.0,9,0,3,0,0,0.0,0,8,0,0.0%
Michael Danna,KAN,0,1,1,100.0%,2,2.0,2.0,0,79.2,-4.0,-4,6,0,0,0,0.0,0,3,0,0.0%
Matt Dickerson,KAN,0,1,1,100.0%,1,1.0,1.0,0,79.2,-6.0,-6,7,0,0,0,0.0,0,2,0,0.0%
Mike Edwards,KAN,0,1,1,100.0%,10,10.0,10.0,0,108.3,6.0,6,4,0,0,0,0.0,0,2,0,0.0%
Derrick Nnadi,KAN,0,1,1,100.0%,8,8.0,8.0,0,100.0,-3.0,-3,11,0,0,0,0.0,0,2,0,0.0%
Leo Chenal,KAN,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,1,0.0,1,0,0,
Felix Anudike-Uzomah,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Charles Omenihu,KAN,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,0,0,0.0,0,2,0,0.0%
Tershawn Wharton,KAN,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Nate Hobbs,LVR,0,10,8,80.0%,90,11.3,9.0,2,143.7,2.6,17,73,0,0,0,0.0,0,8,2,20.0%
Divine Deablo,LVR,0,5,4,80.0%,55,13.8,11.0,0,112.5,6.4,16,39,0,0,0,0.0,0,4,0,0.0%
Jack Jones,LVR,0,3,3,100.0%,42,14.0,14.0,0,118.7,7.7,23,19,0,0,0,0.0,0,5,0,0.0%
Amik Robertson,LVR,0,4,3,75.0%,43,14.3,10.8,0,109.4,9.0,29,14,0,0,0,0.0,0,3,0,0.0%
Robert Spillane,LVR,0,2,2,100.0%,16,8.0,8.0,0,100.0,4.0,8,8,0,0,1,0.0,1,11,0,0.0%
Tre'von Moehrig,LVR,0,3,2,66.7%,14,7.0,4.7,0,77.1,11.3,2,12,0,0,0,0.0,0,4,0,0.0%
Luke Masterson,LVR,0,1,1,100.0%,1,1.0,1.0,0,79.2,1.0,1,0,0,0,0,0.0,0,3,0,0.0%
Bilal Nichols,LVR,0,1,1,100.0%,-11,-11.0,-11.0,0,79.2,-7.0,-7,-4,0,0,0,0.0,0,2,0,0.0%
Marcus Peters,LVR,0,3,1,33.3%,18,18.0,6.0,0,54.9,2.7,-1,19,0,0,0,0.0,0,0,1,100.0%
Malik Reed,LVR,0,1,1,100.0%,14,14.0,14.0,0,118.7,-8.0,-8,22,0,0,0,0.0,0,1,0,0.0%
Marcus Epps,LVR,0,1,1,100.0%,16,16.0,16.0,0,118.7,14.0,14,2,0,0,0,0.0,0,2,0,0.0%
Maxx Crosby,LVR,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
