Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
1,6:38,2,9,PHI 37,7,3,Dak Prescott pass complete short right to Terrance Williams for 10 yards (tackle by Jalen Mills),2.640,3.780
1,5:57,1,10,PHI 27,7,3,Alfred Morris left tackle for 4 yards (tackle by Chris Long),3.780,3.770
1,5:22,2,6,PHI 23,7,3,Dak Prescott left end for 11 yards (tackle by Malcolm Jenkins),3.770,4.780
1,4:49,1,10,PHI 12,7,3,Alfred Morris left guard for 1 yard (tackle by Fletcher Cox and Timmy Jernigan),4.780,4.270
1,4:12,2,9,PHI 11,7,3,Dak Prescott pass complete short left to Dez Bryant for 2 yards (tackle by Ronald Darby),4.270,0.000
1,3:25,,,,,,Timeout #1 by Dallas Cowboys,0.000,-3.700
1,3:25,3,7,PHI 9,7,3,Dak Prescott pass incomplete short left intended for Dez Bryant (defended by Ronald Darby),3.700,2.830
1,3:20,4,7,PHI 9,7,6,Mike Nugent 27 yard field goal good,2.830,3.000
1,3:16,,,DAL 35,7,6,"Mike Nugent kicks off 64 yards, returned by Kenjon Barner for 22 yards (tackle by Keith Smith)",0.000,-0.480
1,3:10,1,10,PHI 23,7,6,Carson Wentz left end for 6 yards (tackle by Orlando Scandrick),0.480,0.740
1,2:38,2,4,PHI 29,7,6,Carson Wentz pass complete deep right to Alshon Jeffery for 22 yards (tackle by Anthony Brown),0.740,2.320
1,2:08,1,10,DAL 49,7,6,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Demarcus Lawrence),2.320,1.780
1,2:04,2,10,DAL 49,7,6,Carson Wentz pass incomplete short right intended for Zach Ertz,1.780,1.090
1,2:00,3,10,DAL 49,7,6,Carson Wentz right end for 4 yards (tackle by Xavier Woods),1.090,0.270
1,1:27,4,6,DAL 45,7,6,"Donnie Jones punts 45 yards, touchback",0.270,-0.280
1,1:21,1,10,DAL 20,7,6,Dak Prescott pass incomplete,0.280,-0.270
1,1:15,2,10,DAL 20,7,6,Dak Prescott pass incomplete short middle intended for Terrance Williams is intercepted by Rodney McLeod at DAL-28 and returned for 13 yards,-0.270,-4.580
1,1:07,1,10,DAL 15,7,6,Jay Ajayi left end for -1 yards (tackle by Anthony Hitchens),4.580,3.810
1,0:27,2,11,DAL 16,7,6,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,3.810,0.000
1,0:22,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-3.040
1,0:22,3,11,DAL 16,7,6,Carson Wentz pass incomplete deep right intended for Nelson Agholor,3.040,2.380
1,0:18,4,11,DAL 16,7,6,Jake Elliott 34 yard field goal no good,2.380,-0.540
1,0:13,1,10,DAL 24,7,6,Rod Smith left guard for 5 yards (tackle by Nigel Bradham and Brandon Graham),0.540,0.670
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,DAL 29,7,6,Rod Smith right tackle for 1 yard (tackle by Jalen Mills),0.670,0.100
2,14:29,3,4,DAL 30,7,6,Dak Prescott pass incomplete short left intended for Cole Beasley (defended by Patrick Robinson),0.100,-1.370
2,14:24,4,4,DAL 30,7,6,"Chris Jones punts 48 yards, fair catch by Kenjon Barner",-1.370,-0.410
2,14:14,1,10,PHI 22,7,6,Carson Wentz pass incomplete short right intended for Nelson Agholor,0.410,-0.130
2,14:11,2,10,PHI 22,7,6,Corey Clement left end for 5 yards (tackle by Jaylon Smith),-0.130,-0.160
2,13:27,3,5,PHI 27,7,6,Carson Wentz pass incomplete deep right intended for Nelson Agholor (defended by Anthony Brown),-0.160,-1.570
2,13:20,4,5,PHI 27,7,6,"Donnie Jones punts 47 yards, returned by Ryan Switzer for 2 yards (tackle by Kamu Grugier-Hill)",-1.570,-0.810
2,13:11,1,10,DAL 28,7,6,Alfred Morris right tackle for 2 yards (tackle by Malcolm Jenkins and Vinny Curry),0.810,0.530
2,12:40,2,8,DAL 30,7,6,Dak Prescott pass incomplete deep right intended for Dez Bryant,0.530,-0.160
2,12:35,3,8,DAL 30,7,6,Dak Prescott pass incomplete deep right intended for Dez Bryant,-0.160,-1.370
2,12:30,4,8,DAL 30,7,6,Chris Jones punts 61 yards,-1.370,0.380
2,12:14,1,10,PHI 9,7,6,Carson Wentz pass complete short left to Mack Hollins for 7 yards (tackle by Jourdan Lewis),-0.380,-0.160
2,11:45,2,3,PHI 16,7,6,LeGarrette Blount middle for -2 yards (tackle by Demarcus Lawrence),-0.160,-0.840
2,10:59,3,5,PHI 14,7,6,Carson Wentz pass incomplete deep middle intended for Alshon Jeffery,-0.840,-2.470
2,10:53,4,5,PHI 14,7,6,Donnie Jones punts 61 yards,-2.470,-0.610
2,10:37,1,10,DAL 25,7,6,Dak Prescott sacked by Derek Barnett for -12 yards,0.610,-1.640
2,9:52,2,22,DAL 13,7,6,Dak Prescott pass complete short middle to Terrance Williams for 5 yards (tackle by Patrick Robinson),-1.640,-1.720
2,9:13,3,17,DAL 18,7,6,Dak Prescott pass incomplete deep middle intended for Dez Bryant is intercepted by Ronald Darby at PHI-49 and returned for 5 yards,-1.720,-2.520
2,9:04,1,10,DAL 46,7,6,Carson Wentz pass incomplete short left intended for Brent Celek,2.520,1.980
2,8:59,2,10,DAL 46,7,6,Carson Wentz pass incomplete short right intended for Torrey Smith,1.980,1.290
2,8:53,3,10,DAL 46,7,6,Jay Ajayi right tackle for 2 yards (tackle by Anthony Hitchens),1.290,0.330
2,8:19,4,8,DAL 44,7,6,"Donnie Jones punts 32 yards, fair catch by Cole Beasley",0.330,0.350
2,8:14,1,10,DAL 12,7,6,Alfred Morris right tackle for 4 yards (tackle by Nigel Bradham),-0.350,-0.370
2,7:39,2,6,DAL 16,7,6,Alfred Morris right guard for 1 yard (tackle by Fletcher Cox and Jalen Mills),-0.370,-0.840
2,7:01,3,5,DAL 17,7,6,Dak Prescott pass complete short middle to Dez Bryant for 12 yards (tackle by Jalen Mills),-0.840,0.870
2,6:26,1,10,DAL 29,7,6,Rod Smith left guard for 4 yards (tackle by Beau Allen and Nigel Bradham),0.870,0.870
2,5:45,2,6,DAL 33,7,6,Dak Prescott pass complete short left to Cole Beasley for 4 yards (tackle by Nigel Bradham),0.870,0.700
2,5:05,3,2,DAL 37,7,6,Rod Smith middle for 4 yards (tackle by Nigel Bradham),0.700,0.000
2,4:33,,,,,,Timeout #2 by Dallas Cowboys,0.000,-1.660
2,4:33,1,10,DAL 41,7,6,Dak Prescott pass complete short right to Dez Bryant for 3 yards (tackle by Jalen Mills),1.660,1.530
2,3:52,2,7,DAL 44,7,6,Alfred Morris left guard for 3 yards (tackle by Vinny Curry and Rodney McLeod),1.530,1.220
2,3:17,3,4,DAL 47,7,6,Dak Prescott pass complete short left to Dez Bryant for 9 yards (tackle by Ronald Darby),1.220,2.650
2,2:36,1,10,PHI 44,7,6,Alfred Morris right tackle for 4 yards (tackle by Beau Allen),2.650,2.650
2,2:00,2,6,PHI 40,7,6,"Rod Smith middle for 2 yards (tackle by Timmy Jernigan and Chris Long). Penalty on Timmy Jernigan: Illegal Use of Hands, 5 yards",2.650,3.380
2,1:55,1,10,PHI 33,7,6,Alfred Morris right tackle for 1 yard (tackle by Nigel Bradham),3.380,2.970
2,1:08,2,9,PHI 32,7,6,Dak Prescott pass complete short left to Cole Beasley for 3 yards (tackle by Patrick Robinson),2.970,2.680
2,1:05,3,6,PHI 29,7,6,Dak Prescott pass incomplete deep right intended for Dez Bryant,2.680,1.520
2,1:00,4,6,PHI 29,7,9,Mike Nugent 47 yard field goal good,1.520,3.000
2,0:55,,,DAL 35,7,9,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
2,0:55,1,10,PHI 25,7,9,Carson Wentz pass incomplete short left intended for Nelson Agholor,0.610,0.060
2,0:52,2,10,PHI 25,7,9,Carson Wentz pass complete short left to Zach Ertz for 2 yards (tackle by Jaylon Smith),0.060,-0.360
2,0:21,3,8,PHI 27,7,9,Carson Wentz pass incomplete deep right intended for Alshon Jeffery (defended by David Irving),-0.360,-1.570
2,0:15,4,8,PHI 27,7,9,"Donnie Jones punts 46 yards, returned by Ryan Switzer for -1 yards (tackle by Corey Clement)",-1.570,-0.670
2,0:02,1,10,DAL 26,7,9,Dak Prescott kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,7,9,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PHI 25,7,9,Jay Ajayi right end for 8 yards (tackle by Byron Jones),0.610,1.140
3,14:20,2,2,PHI 33,7,9,Jay Ajayi right guard for 1 yard (tackle by Anthony Hitchens),1.140,0.560
3,13:37,3,1,PHI 34,7,9,Carson Wentz pass complete short left to Brent Celek for 28 yards (tackle by Xavier Woods),0.560,3.050
3,12:58,1,10,DAL 38,7,9,Carson Wentz pass incomplete,3.050,2.510
3,12:50,2,10,DAL 38,7,9,Corey Clement right tackle for 1 yard (tackle by Demarcus Lawrence),2.510,1.950
3,12:07,3,9,DAL 37,7,9,Carson Wentz pass complete short middle to Alshon Jeffery for 18 yards (tackle by Anthony Brown),1.950,4.310
3,11:31,1,10,DAL 19,7,9,Corey Clement middle for 8 yards (tackle by Taco Charlton),4.310,5.140
3,11:01,2,2,DAL 11,13,9,"Corey Clement middle for 11 yards, touchdown",5.140,7.000
3,10:56,,,DAL 2,15,9,"Two Point Attempt: Corey Clement, conversion succeeds",0.000,1.000
3,10:56,,,PHI 35,15,9,"Kamu Grugier-Hill kicks off 65 yards, returned by Ryan Switzer for 29 yards (tackle by Mack Hollins)",0.000,-0.870
3,10:49,1,10,DAL 29,15,9,Alfred Morris right end for 12 yards (tackle by Rodney McLeod),0.870,1.660
3,10:19,1,10,DAL 41,15,9,Alfred Morris right tackle for 20 yards (tackle by Malcolm Jenkins),1.660,2.980
3,9:38,1,10,PHI 39,15,9,Alfred Morris left guard for -1 yards (tackle by Vinny Curry),2.980,2.300
3,9:01,2,11,PHI 40,15,9,Dak Prescott pass complete short right to Terrance Williams for 1 yard (tackle by Patrick Robinson),2.300,1.750
3,8:21,3,10,PHI 39,15,9,Dak Prescott pass incomplete short left intended for Cole Beasley,1.750,0.660
3,8:15,4,10,PHI 39,15,9,"Chris Jones punts 29 yards, fair catch by Kenjon Barner",0.660,0.380
3,8:08,1,10,PHI 10,15,9,LeGarrette Blount middle for 4 yards (tackle by Demarcus Lawrence and Xavier Woods),-0.380,-0.460
3,7:27,2,6,PHI 14,15,9,Jay Ajayi left tackle for 71 yards (tackle by Byron Jones),-0.460,4.580
3,6:37,1,10,DAL 15,15,9,Carson Wentz pass incomplete short left intended for Zach Ertz,4.580,3.950
3,6:33,2,10,DAL 15,15,9,LeGarrette Blount left tackle for 4 yards (tackle by Byron Jones),3.950,3.780
3,5:50,3,6,DAL 11,21,9,"Carson Wentz pass complete short middle to Torrey Smith for 11 yards, touchdown. Penalty on Anthony Brown: Defensive Holding (Declined)",3.780,7.000
3,5:40,,,DAL 2,23,9,"Two Point Attempt: Carson Wentz pass complete to Alshon Jeffery, conversion succeeds. Penalty on Jourdan Lewis: Defensive Holding, 5 yards",0.000,1.000
3,5:40,,,PHI 40,23,9,"Kamu Grugier-Hill kicks off 60 yards, touchback",0.000,-0.610
3,5:40,1,10,DAL 25,23,9,Dak Prescott pass complete short left to Dez Bryant for 3 yards (tackle by Ronald Darby),0.610,0.470
3,5:06,2,7,DAL 28,23,9,Alfred Morris middle for 9 yards (tackle by Mychal Kendricks),0.470,1.400
3,4:29,1,10,DAL 37,23,9,Alfred Morris right end for 8 yards (tackle by Jalen Mills),1.400,1.940
3,3:53,2,2,DAL 45,23,9,Dak Prescott pass incomplete short right intended for Terrance Williams,1.940,1.220
3,3:45,3,2,DAL 45,23,9,Rod Smith left tackle for no gain (tackle by Mychal Kendricks),1.220,-0.390
3,2:59,4,2,DAL 45,23,9,"Chris Jones punts 40 yards, fair catch by Kenjon Barner",-0.390,0.220
3,2:50,1,10,PHI 15,23,9,LeGarrette Blount right guard for 1 yard (tackle by Taco Charlton and Lewis Neal),-0.220,-0.580
3,2:12,2,9,PHI 16,23,9,Corey Clement right end for 8 yards (tackle by Jaylon Smith),-0.580,-0.270
3,1:27,3,1,PHI 24,23,9,Carson Wentz right end for 6 yards,-0.270,0.940
3,0:49,1,10,PHI 30,23,9,LeGarrette Blount middle for 2 yards (tackle by Taco Charlton),0.940,0.660
3,0:06,2,8,PHI 32,23,9,Carson Wentz pass complete short right to Zach Ertz for 6 yards (tackle by Byron Jones),0.660,0.760
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,PHI 38,23,9,Carson Wentz pass complete short right to Alshon Jeffery for 10 yards (tackle by Orlando Scandrick),0.760,2.130
4,14:18,1,10,PHI 48,23,9,LeGarrette Blount right tackle for 30 yards (tackle by Xavier Woods),2.130,4.110
4,13:39,1,10,DAL 22,23,9,LeGarrette Blount middle for 5 yards (tackle by Richard Ash and David Irving),4.110,4.290
4,13:15,2,5,DAL 17,23,9,LeGarrette Blount left tackle for 2 yards (tackle by Demarcus Lawrence),4.290,3.930
4,12:30,3,3,DAL 15,23,9,Carson Wentz pass complete short right to Nelson Agholor for -2 yards (tackle by Justin Durant),3.930,2.360
4,12:10,4,5,DAL 17,29,9,"Carson Wentz pass complete deep middle to Alshon Jeffery for 17 yards, touchdown",2.360,7.000
4,12:02,,,DAL 2,29,9,"Carson Wentz pass complete to Zach Ertz for no gain. Zach Ertz fumbles. Penalty on Carson Wentz: Low Block, 15 yards",0.000,-1.000
4,12:02,,,PHI 20,29,9,"Kamu Grugier-Hill kicks off 60 yards, returned by Rod Smith for 20 yards (tackle by Najee Goode)",0.000,-1.600
4,11:57,1,10,DAL 40,29,9,Dak Prescott sacked by Timmy Jernigan for -8 yards,1.600,-0.030
4,11:19,2,18,DAL 32,29,9,Dak Prescott pass complete short middle to Dez Bryant for 13 yards (tackle by Ronald Darby),-0.030,1.030
4,10:55,3,5,DAL 45,35,9,"Dak Prescott sacked by Derek Barnett for -8 yards. Dak Prescott fumbles (forced by Derek Barnett), touchdown",1.030,-7.000
4,,,,,37,9,"Two Point Attempt: Carson Wentz pass complete to Trey Burton, conversion succeeds",,
4,10:43,,,PHI 35,37,9,"Kamu Grugier-Hill kicks off 63 yards, returned by Ryan Switzer for 32 yards (tackle by Mack Hollins)",0.000,-1.200
4,10:33,1,10,DAL 34,37,9,Dak Prescott pass complete deep left to Terrance Williams for 19 yards (tackle by Ronald Darby),1.200,2.460
4,10:04,1,10,PHI 47,37,9,Dak Prescott pass complete short left to Brice Butler for 12 yards (tackle by Ronald Darby),2.460,3.250
4,9:28,1,10,PHI 35,37,9,Dak Prescott pass complete short left to Brice Butler for 7 yards (tackle by Ronald Darby),3.250,3.650
4,9:01,2,3,PHI 28,37,9,Dak Prescott pass complete short middle to Dez Bryant for 17 yards (tackle by Rodney McLeod),3.650,4.840
4,8:32,1,10,PHI 11,37,9,Dak Prescott pass incomplete short middle intended for James Hanna,4.840,4.140
4,8:27,2,10,PHI 11,37,9,Dak Prescott sacked by Brandon Graham for -4 yards,4.140,2.970
4,7:47,3,14,PHI 15,37,9,Dak Prescott pass complete short left to Dez Bryant for 4 yards (tackle by Ronald Darby),2.970,2.700
4,7:10,4,10,PHI 11,37,9,"Dak Prescott pass incomplete deep middle intended for Terrance Williams is intercepted by Malcolm Jenkins at PHI--5. Penalty on Fletcher Cox: Illegal Blindside Block, 10 yards",2.700,0.380
4,7:01,1,10,PHI 10,37,9,LeGarrette Blount middle for -2 yards (tackle by Richard Ash),-0.380,-0.930
4,6:18,2,12,PHI 8,37,9,Corey Clement left end for 17 yards (tackle by Xavier Woods),-0.930,0.610
4,5:40,1,10,PHI 25,37,9,LeGarrette Blount right tackle for 4 yards (tackle by Taco Charlton),0.610,0.600
4,4:54,2,6,PHI 29,37,9,LeGarrette Blount middle for -2 yards (tackle by Jaylon Smith and Lewis Neal),0.600,-0.360
4,4:08,3,8,PHI 27,37,9,Jay Ajayi right tackle for 4 yards (tackle by Damien Wilson and Byron Jones),-0.360,-1.310
4,3:25,4,4,PHI 31,37,9,"Donnie Jones punts 44 yards, returned by Ryan Switzer for -1 yards (tackle by Corey Graham)",-1.310,-0.540
4,3:14,1,10,DAL 24,37,9,Rod Smith right end for -3 yards (tackle by Mychal Kendricks and Patrick Robinson),0.540,-0.410
4,2:44,2,13,DAL 21,37,9,Rod Smith right guard for -2 yards (tackle by Derek Barnett),-0.410,-1.430
4,2:04,3,15,DAL 19,37,9,Cooper Rush pass incomplete short middle intended for James Hanna (defended by Destiny Vaeao),-1.430,-2.140
4,2:00,4,15,DAL 19,37,9,"Chris Jones punts 56 yards, fair catch by Kenjon Barner",-2.140,-0.610
4,1:51,1,10,PHI 25,37,9,Carson Wentz kneels for -1 yards,0.610,-0.070
4,1:10,2,11,PHI 24,37,9,Carson Wentz kneels for -1 yards,-0.070,-0.890
4,0:36,3,12,PHI 23,37,9,Carson Wentz kneels for -1 yards,-0.890,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
