Quarter,Time,Tm,Detail,PHI,DAL
1.0,13:22,Cowboys,Mike Nugent 48 yard field goal,0,3
,9:03,Eagles,Kenjon Barner 4 yard rush (Jake Elliott kick),7,3
,3:16,Cowboys,Mike Nugent 27 yard field goal,7,6
2.0,0:55,Cowboys,Mike Nugent 47 yard field goal,7,9
3.0,10:56,Eagles,Corey Clement 11 yard rush (Corey Clement run),15,9
,5:40,Eagles,Torrey Smith 11 yard pass from Carson Wentz (Alshon Jeffery pass from Carson Wentz),23,9
4.0,12:02,Eagles,Alshon Jeffery 17 yard pass from Carson Wentz (pass failed),29,9
,10:43,Eagles,Nigel Bradham 37 yard fumble return (Trey Burton pass from Carson Wentz),37,9
