0,1
Game Info,Game Info
Won Toss,Browns
Roof,outdoors
Surface,grass
Duration,2:57
Attendance,73102
Weather,"71 degrees, relative humidity 87%, no wind, wind chill 0"
Vegas Line,New York Giants -8.0
Over/Under,43.5 (over)
