Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Josh Scobee kicks off 57 yards, returned by Adam Jones for 16 yards (tackle by Terry Cousin)",0.000,0.870
1,14:53,1,10,TEN 29,0,0,Steve McNair pass complete to Brandon Jones for 21 yards (tackle by Deon Grant),0.870,2.260
1,14:07,1,10,TEN 50,0,0,Chris Brown left guard for 8 yards (tackle by Terry Cousin),2.260,2.790
1,13:27,2,2,JAX 42,0,0,Chris Brown right tackle for 2 yards (tackle by Mike Peterson and John Henderson),2.790,2.920
1,12:39,1,10,JAX 40,0,0,"Chris Brown left tackle for no gain (tackle by Daryl Smith). Penalty on Brad Hopkins: Offensive Holding, 10 yards (no play)",2.920,2.260
1,12:14,1,20,TEN 50,0,0,Chris Brown right guard for 6 yards (tackle by Terry Cousin and Deke Cooper),2.260,1.830
1,11:32,2,14,JAX 44,0,0,Steve McNair pass incomplete intended for Chris Brown (defended by Marcus Stroud),1.830,1.160
1,11:28,3,14,JAX 44,0,0,Steve McNair pass incomplete intended for Drew Bennett,1.160,0.330
1,11:24,4,14,JAX 44,0,0,Craig Hentrich punts 40 yards,0.330,0.380
1,11:13,1,10,JAX 4,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,-0.380,-0.780
1,11:07,2,10,JAX 4,0,0,Fred Taylor right tackle for -3 yards,-0.780,-1.770
1,10:26,3,13,JAX 1,0,0,Byron Leftwich pass incomplete intended for Fred Taylor,-1.770,-2.490
1,10:20,4,13,JAX 1,0,0,"Chris Hanson punts 58 yards, returned by Adam Jones for 20 yards (tackle by Scott Starks)",-2.490,-2.980
1,10:09,1,10,JAX 39,0,0,Steve McNair pass incomplete intended for Courtney Roby is intercepted by Kenny Wright at JAX-22,2.980,-0.410
1,10:01,1,10,JAX 22,0,0,Greg Jones up the middle for 2 yards (tackle by Rocky Boiman and Brad Kassell),0.410,0.140
1,9:23,2,8,JAX 24,0,0,Fred Taylor up the middle for -1 yards (tackle by Kyle Vanden Bosch),0.140,-0.690
1,8:40,3,9,JAX 23,0,0,Byron Leftwich pass incomplete intended for Kyle Brady,-0.690,-1.830
1,8:36,4,9,JAX 23,0,0,"Chris Hanson punts 39 yards, fair catch by Adam Jones",-1.830,-1.470
1,8:27,1,10,TEN 38,0,0,Chris Brown left tackle for 2 yards (tackle by Rob Meier),1.470,1.190
1,7:53,2,8,TEN 40,0,0,Chris Brown right guard for -2 yards (tackle by Reggie Hayward),1.190,0.230
1,7:17,3,10,TEN 38,0,0,Steve McNair pass complete to Erron Kinney for 8 yards (tackle by Daryl Smith),0.230,-0.320
1,6:33,4,2,TEN 46,0,0,"Craig Hentrich punts 54 yards, touchback",-0.320,-0.280
1,6:24,1,10,JAX 20,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,0.280,-0.270
1,6:20,2,10,JAX 20,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,-0.270,-0.960
1,6:12,3,10,JAX 20,0,0,Byron Leftwich pass incomplete intended for Matt Jones,-0.960,-2.030
1,6:06,4,10,JAX 20,0,0,Chris Hanson punts 36 yards,-2.030,-1.860
1,5:55,1,10,TEN 44,0,0,Steve McNair sacked by Daryl Smith for -6 yards,1.860,0.510
1,5:31,2,16,TEN 38,0,0,Chris Brown left guard for -3 yards (tackle by Paul Spicer),0.510,-0.560
1,4:52,3,19,TEN 35,0,0,Steve McNair pass complete to Courtney Roby for 13 yards (tackle by Terry Cousin and Mike Peterson),-0.560,-0.190
1,4:06,4,6,TEN 48,0,0,"Penalty on Rich Gardner: False Start, 5 yards (no play)",-0.190,-0.520
1,3:54,4,11,TEN 43,0,0,"Craig Hentrich punts 57 yards, touchback",-0.520,-0.280
1,3:46,1,10,JAX 20,0,0,Fred Taylor up the middle for 2 yards (tackle by Albert Haynesworth),0.280,0.000
1,3:11,2,8,JAX 22,0,0,Greg Jones right guard for no gain (tackle by Keith Bulluck and Antwan Odom),0.000,-0.690
1,2:29,3,8,JAX 22,0,0,Byron Leftwich pass incomplete intended for Matt Jones (defended by Keith Bulluck),-0.690,-1.900
1,2:26,4,8,JAX 22,0,0,"Chris Hanson punts 52 yards, returned by Adam Jones for -2 yards (tackle by Scott Starks)",-1.900,-0.540
1,2:14,1,10,TEN 24,0,0,Steve McNair pass complete to Drew Bennett for no gain,0.540,0.000
1,1:40,2,10,TEN 24,0,0,"Penalty on Erron Kinney: False Start, 5 yards (no play)",0.000,-0.740
1,1:19,2,15,TEN 19,0,0,Chris Brown left end for 1 yard (tackle by Rob Meier and Mike Peterson),-0.740,-1.220
1,0:37,3,14,TEN 20,0,0,Steve McNair pass complete to Erron Kinney for 9 yards (tackle by Kenny Wright),-1.220,-1.440
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,5,TEN 29,0,0,"Craig Hentrich punts 44 yards, fair catch by Alvin Pearman",-1.440,-0.740
2,14:53,1,10,JAX 27,0,0,Byron Leftwich pass complete to Vince Manuwai for -1 yards (tackle by Randy Starks),0.740,0.060
2,14:24,2,11,JAX 26,0,0,Fred Taylor left tackle for 1 yard (tackle by Albert Haynesworth and Brad Kassell),0.060,-0.490
2,13:43,3,10,JAX 27,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,-0.490,-1.570
2,13:38,4,10,JAX 27,0,0,"Chris Hanson punts 42 yards, returned by Adam Jones for 12 yards (tackle by Joe Zelenka)",-1.570,-1.800
2,13:28,1,10,TEN 43,0,0,Steve McNair sacked by Rob Meier for -3 yards. Penalty on Brandon Jones: Illegal Formation (Declined),1.800,0.850
2,13:02,2,13,TEN 40,0,0,Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Daryl Smith),0.850,1.750
2,12:49,3,1,JAX 48,0,0,Steve McNair up the middle for 2 yards (tackle by John Henderson and Rob Meier),1.750,2.520
2,12:03,1,10,JAX 46,0,0,Steve McNair sacked by Paul Spicer for -8 yards,2.520,0.900
2,11:28,2,18,TEN 46,0,0,Chris Brown right tackle for 4 yards (tackle by Akin Ayodele),0.900,0.760
2,10:46,3,14,TEN 50,0,0,"Steve McNair pass incomplete intended for Courtney Roby. Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",0.760,1.420
2,10:40,3,9,JAX 45,0,0,Steve McNair pass complete to Drew Bennett for 15 yards (tackle by Terry Cousin and Kenny Wright),1.420,3.580
2,9:56,1,10,JAX 30,0,0,Chris Brown up the middle for 5 yards (tackle by Mike Peterson),3.580,3.710
2,9:20,2,5,JAX 25,0,0,Chris Brown left tackle for 3 yards (tackle by John Henderson and Mike Peterson),3.710,3.400
2,8:37,3,2,JAX 22,0,0,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Daryl Smith),3.400,4.580
2,8:00,1,10,JAX 15,0,0,Chris Brown right guard for 5 yards (tackle by Akin Ayodele and Deke Cooper),4.580,4.840
2,7:18,2,5,JAX 10,0,0,Steve McNair pass incomplete intended for Ben Troupe (defended by Paul Spicer),4.840,4.000
2,7:13,3,5,JAX 10,0,0,"Penalty on Brandon Jones: False Start, 5 yards (no play)",4.000,3.100
2,7:13,3,10,JAX 15,0,6,"Steve McNair pass complete to Chris Brown for 15 yards, touchdown",3.100,7.000
2,,,,JAX 2,0,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,0,7,"Rob Bironas kicks off 75 yards, touchback",0.000,0.280
2,7:08,1,10,JAX 20,0,7,Byron Leftwich pass incomplete intended for George Wrighster,0.280,-0.270
2,7:03,2,10,JAX 20,0,7,Fred Taylor right guard for -3 yards (tackle by Albert Haynesworth and Brad Kassell),-0.270,-1.510
2,6:21,3,13,JAX 17,0,7,Byron Leftwich pass complete to Jimmy Smith for 17 yards (tackle by Reynaldo Hill),-1.510,1.200
2,5:54,1,10,JAX 34,0,7,Fred Taylor left tackle for -4 yards (tackle by Michael Waddell),1.200,0.120
2,5:17,2,14,JAX 30,0,7,Byron Leftwich pass complete to Greg Jones for 7 yards (tackle by Lamont Thompson and Adam Jones),0.120,0.370
2,4:27,3,7,JAX 37,0,7,"Byron Leftwich pass complete to Jimmy Smith for 8 yards (tackle by Adam Jones). Penalty on Adam Jones: Unsportsmanlike Conduct, 15 yards, Penalty on Adam Jones: Defensive Holding (Declined)",0.370,2.920
2,4:04,1,10,TEN 40,0,7,Byron Leftwich pass complete to Greg Jones for no gain,2.920,2.370
2,3:20,2,10,TEN 40,0,7,Byron Leftwich pass complete to Kyle Brady for 33 yards,2.370,5.600
2,2:35,1,7,TEN 7,0,7,Greg Jones left tackle for 5 yards (tackle by Travis LaBoy and Peter Sirmon),5.600,5.720
2,2:00,2,2,TEN 2,0,7,Byron Leftwich sacked by Travis LaBoy and Jared Clauss for -1 yards,5.720,4.720
2,1:18,3,3,TEN 3,0,7,"Penalty on Kyle Vanden Bosch: Neutral Zone Infraction, 2 yards (no play)",4.720,5.170
2,1:14,3,1,TEN 1,6,7,"Byron Leftwich pass complete to Kyle Brady for 1 yard, touchdown",5.170,7.000
