Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
1,5:34,2,19,SFO 40,0,7,Garrison Hearst right tackle for 15 yards (tackle by Ifeanyi Ohalete),0.430,1.750
1,4:51,3,4,WAS 45,0,7,Jeff Garcia pass incomplete intended for J.J. Stokes,1.750,0.270
1,4:45,4,4,WAS 45,0,7,"Jason Baker punts 32 yards, fair catch by Jacquez Green",0.270,0.320
1,4:37,1,10,WAS 13,0,7,Derrius Thompson right end for -5 yards (tackle by Dana Stubblefield),-0.320,-1.150
1,4:02,2,15,WAS 8,0,7,Stephen Davis middle for 18 yards (tackle by Zack Bronson),-1.150,0.670
1,3:26,1,10,WAS 26,0,7,Stephen Davis left end for 5 yards (tackle by Andre Carter),0.670,0.810
1,2:46,2,5,WAS 31,0,7,Shane Matthews pass incomplete intended for Rod Gardner,0.810,0.100
1,2:40,3,5,WAS 31,0,7,Shane Matthews pass complete to Zeron Flemister for 25 yards (tackle by Zack Bronson and Ahmed Plummer),0.100,2.650
1,2:06,1,10,SFO 44,0,7,Shane Matthews pass complete to Jacquez Green for 2 yards (tackle by Julian Peterson),2.650,2.380
1,1:43,2,8,SFO 42,0,7,Shane Matthews pass complete to Jacquez Green for 9 yards (tackle by Frank Strong),2.380,3.380
1,1:00,1,10,SFO 33,0,7,Shane Matthews pass complete to Rock Cartwright for 18 yards,3.380,4.580
1,0:21,1,10,SFO 15,0,7,Shane Matthews pass incomplete intended for Derrius Thompson,4.580,3.950
1,0:16,2,10,SFO 15,0,7,Shane Matthews pass complete to Ladell Betts for 5 yards (tackle by Jamie Winborn),3.950,4.000
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,SFO 10,0,7,Shane Matthews sacked by Andre Carter for -4 yards,4.000,2.510
2,14:29,4,9,SFO 14,3,7,James Tuthill 33 yard field goal good,2.510,3.000
2,14:29,,,WAS 30,3,7,"James Tuthill kicks off 59 yards, returned by Jimmy Williams for 17 yards (tackle by Kenny Watson)",0.000,0.810
2,14:17,1,10,SFO 28,3,7,Kevan Barlow middle for 2 yards (tackle by Jessie Armstead and Daryl Gardener),0.810,0.530
2,13:41,2,8,SFO 30,3,7,Kevan Barlow right tackle for 10 yards (tackle by Darrell Green),0.530,1.600
2,12:55,1,10,SFO 40,3,7,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Fred Smoot),1.600,1.050
2,12:48,2,10,SFO 40,3,7,Garrison Hearst right tackle for 4 yards (tackle by Darrell Green),1.050,0.890
2,12:09,3,6,SFO 44,3,7,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Fred Smoot),0.890,-0.130
2,11:25,4,1,SFO 49,3,7,Jason Baker punts 40 yards,-0.130,0.370
2,11:11,1,10,WAS 11,3,7,Stephen Davis middle for 5 yards (tackle by Chike Okeafor),-0.370,-0.300
2,10:40,2,5,WAS 16,3,7,Shane Matthews pass complete to Stephen Davis for 4 yards (tackle by Jamie Winborn),-0.300,-0.370
2,10:04,3,1,WAS 20,3,7,Stephen Davis right guard for -1 yards (tackle by Jeff Ulbrich and Julian Peterson),-0.370,-2.140
2,9:46,4,2,WAS 19,3,7,"Bryan Barker punts 44 yards, returned by Jimmy Williams for 25 yards (tackle by Kenny Watson)",-2.140,-3.050
2,9:32,1,10,WAS 38,3,13,"Terrell Owens right end for 38 yards, touchdown",3.050,7.000
2,9:32,,,WAS 38,3,14,Jose Cortez kicks extra point good,0.000,0.000
2,9:32,,,SFO 30,3,14,"Jose Cortez kicks off 67 yards, returned by Ladell Betts for 27 yards (tackle by Cedrick Wilson)",0.000,0.940
2,9:10,1,10,WAS 30,3,14,Shane Matthews pass incomplete intended for Rod Gardner,0.940,0.390
2,9:04,2,10,WAS 30,3,14,Shane Matthews pass incomplete intended for Jacquez Green (defended by Chike Okeafor),0.390,-0.300
2,9:04,3,10,WAS 30,3,14,"Penalty on Chike Okeafor: Defensive Offside, 5 yards (no play)",-0.300,0.370
2,8:55,3,5,WAS 35,3,14,Stephen Davis middle for 12 yards (tackle by Derek Smith and Ronnie Heard),0.370,2.060
2,8:13,1,10,WAS 47,3,14,"Shane Matthews pass incomplete intended for Derrius Thompson (defended by Derek Smith). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",2.060,1.400
2,8:07,1,20,WAS 37,3,14,Stephen Davis right guard for 3 yards (tackle by Ahmed Plummer and Jeff Ulbrich),1.400,0.570
2,7:35,2,17,WAS 40,3,14,Shane Matthews pass complete to Rod Gardner for 16 yards (tackle by Mike Rumph),0.570,2.020
2,6:53,3,1,SFO 44,3,14,Stephen Davis left guard for 1 yard (tackle by Jeff Ulbrich and Derek Smith),2.020,2.720
2,6:23,1,10,SFO 43,3,14,"Shane Matthews sacked by Andre Carter for -4 yards. Shane Matthews fumbles (forced by Andre Carter), recovered by Stephen Davis at WAS-44",2.720,0.420
2,5:55,2,23,WAS 44,3,14,Shane Matthews pass complete to Rock Cartwright for 11 yards (tackle by Derek Smith),0.420,1.220
2,5:12,3,12,SFO 45,3,14,Shane Matthews pass complete to Derrius Thompson for 15 yards (tackle by Ronnie Heard),1.220,3.580
2,4:31,1,10,SFO 30,3,14,Jacquez Green right end for 1 yard (tackle by Derek Smith),3.580,3.170
2,3:48,2,9,SFO 29,3,14,Shane Matthews pass complete to Stephen Davis for 10 yards (tackle by Ronnie Heard and Sean Moran),3.170,4.310
2,3:07,1,10,SFO 19,9,14,"Shane Matthews pass complete to Zeron Flemister for 19 yards, touchdown",4.310,7.000
2,3:07,,,SFO 19,10,14,James Tuthill kicks extra point good,0.000,0.000
2,3:07,,,WAS 30,10,14,"James Tuthill kicks off 71 yards, returned by Cedrick Wilson for 18 yards (tackle by Kevin Lockett)",0.000,-0.060
2,2:57,1,10,SFO 17,10,14,Garrison Hearst middle for 13 yards (tackle by Sam Shade),-0.060,0.940
2,2:30,1,10,SFO 30,10,14,Jeff Garcia pass complete to Garrison Hearst for 4 yards (tackle by Bruce Smith),0.940,0.930
2,2:00,2,6,SFO 34,10,14,Jeff Garcia pass complete to J.J. Stokes for 3 yards (tackle by Darrell Green),0.930,0.630
2,1:20,3,3,SFO 37,10,14,Jeff Garcia middle for 6 yards (tackle by Jessie Armstead),0.630,1.800
2,1:11,3,3,SFO 37,,,Timeout #1 by San Francisco 49ers,0.630,1.800
2,1:11,1,10,SFO 43,10,14,Garrison Hearst left guard for 12 yards (tackle by Jessie Armstead),1.800,2.590
2,0:51,1,10,WAS 45,10,14,Jeff Garcia pass complete to Tai Streets for 11 yards,2.590,3.310
2,0:46,1,10,WAS 34,10,14,Jeff Garcia pass complete to Tai Streets for 11 yards,3.310,4.040
2,0:43,1,10,WAS 23,10,14,Garrison Hearst middle for 7 yards (tackle by Jessie Armstead),4.040,4.560
2,0:36,1,10,WAS 23,,,Timeout #2 by San Francisco 49ers,4.040,4.560
2,0:36,2,3,WAS 16,10,14,Jeff Garcia pass incomplete intended for Garrison Hearst,4.560,3.850
2,0:32,3,3,WAS 16,10,14,Jeff Garcia pass complete to Garrison Hearst for 11 yards (tackle by Jeremiah Trotter),3.850,6.060
2,0:16,1,5,WAS 5,10,14,Jeff Garcia spiked the ball,6.060,5.150
2,0:15,2,5,WAS 5,10,14,Jeff Garcia pass incomplete intended for Eric Johnson (defended by Jeremiah Trotter),5.150,4.260
2,0:10,3,5,WAS 5,10,14,"Jeff Garcia pass incomplete intended for Garrison Hearst. Penalty on Derrick Deese: Offensive Holding, 10 yards (no play)",4.260,2.930
2,0:04,3,15,WAS 15,10,17,Jose Cortez 33 yard field goal good,2.930,3.000
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,10,17,"Jose Cortez kicks off 65 yards, returned by Jacquez Green for 19 yards (tackle by Frank Strong)",0.000,0.540
3,14:55,1,10,WAS 24,10,17,Stephen Davis left guard for 3 yards (tackle by Jeff Ulbrich),0.540,0.400
3,14:21,2,7,WAS 27,10,17,Shane Matthews pass incomplete intended for Rod Gardner,0.400,-0.300
3,14:14,3,7,WAS 27,10,17,Shane Matthews pass complete to Derrius Thompson for 6 yards (tackle by Jason Webster),-0.300,-1.180
3,13:39,4,1,WAS 33,10,17,"Bryan Barker punts 55 yards, returned by Jimmy Williams for 8 yards (tackle by Kevin Mitchell)",-1.180,-0.280
3,13:27,1,10,SFO 20,10,17,Garrison Hearst right end for 2 yards (tackle by LaVar Arrington),0.280,0.000
3,12:49,2,8,SFO 22,10,17,Tim Rattay pass complete to Eric Johnson for 6 yards (tackle by LaVar Arrington),0.000,0.100
3,12:05,3,2,SFO 28,10,17,Tim Rattay pass incomplete intended for Terrell Owens (defended by Champ Bailey). Penalty on Dave Fiore: Offensive Holding (Declined),0.100,-1.500
3,12:00,4,2,SFO 28,10,17,"Jason Baker punts 36 yards, returned by Jacquez Green for 10 yards (tackle by Jimmy Williams)",-1.500,-1.990
3,11:50,1,10,WAS 46,10,17,Shane Matthews pass incomplete intended for Stephen Davis,1.990,1.450
3,11:44,2,10,WAS 46,10,17,Shane Matthews pass complete to Stephen Davis for 5 yards (tackle by Jeff Ulbrich),1.450,1.420
3,11:11,3,5,SFO 49,10,17,Shane Matthews pass incomplete intended for Zeron Flemister. Penalty on Stephen Davis: Chop Block (Declined),1.420,0.000
3,11:06,4,5,SFO 49,10,17,"Bryan Barker punts 49 yards, touchback",0.000,-0.280
3,10:56,1,10,SFO 20,10,17,Kevan Barlow middle for 12 yards (tackle by Champ Bailey),0.280,1.070
3,10:20,1,10,SFO 32,10,17,Kevan Barlow left guard for 1 yard (tackle by Daryl Gardener),1.070,0.660
3,9:41,2,9,SFO 33,10,17,--,0.660,-0.010
3,9:12,2,14,SFO 28,10,17,Jeff Garcia middle for 6 yards (tackle by Jessie Armstead),-0.010,0.100
3,8:31,3,8,SFO 34,10,17,Jeff Garcia pass incomplete intended for Terrell Owens,0.100,-1.110
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
3,8:26,4,8,SFO 34,10,17,"Jason Baker punts 32 yards, muffed catch by Jacquez Green, recovered by Jimmy Williams and returned for no gain",-1.110,3.450
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
3,8:16,1,10,WAS 32,10,17,Garrison Hearst right tackle for no gain (tackle by LaVar Arrington),3.450,2.900
3,7:36,2,10,WAS 32,10,17,Jeff Garcia pass incomplete intended for J.J. Stokes is intercepted by Champ Bailey at WAS-0,2.900,-0.280
3,7:27,1,10,WAS 20,10,17,Stephen Davis left end for -1 yards (tackle by Andre Carter),0.280,-0.460
3,6:55,2,11,WAS 19,10,17,Shane Matthews pass incomplete intended for Derrius Thompson,-0.460,-1.140
3,6:50,3,11,WAS 19,10,17,Shane Matthews pass incomplete intended for Jacquez Green,-1.140,-2.140
3,6:45,4,11,WAS 19,10,17,"Bryan Barker punts 43 yards, returned by Jimmy Williams for 12 yards (tackle by Bryan Johnson)",-2.140,-2.260
3,6:34,1,10,,10,17,Kevan Barlow left guard for 4 yards (tackle by Daryl Gardener),2.260,2.250
3,5:57,2,6,WAS 46,10,17,Tim Rattay pass complete to Eric Johnson for 7 yards (tackle by Jessie Armstead and Fred Smoot),2.250,2.980
3,5:17,1,10,WAS 39,10,17,Tim Rattay pass incomplete intended for Terrell Owens,2.980,2.440
3,5:11,2,10,WAS 39,10,17,Garrison Hearst right guard for 17 yards (tackle by David Terrell),2.440,4.110
3,4:30,1,10,WAS 22,10,17,Kevan Barlow right tackle for 2 yards (tackle by Jessie Armstead and Renaldo Wynn),4.110,3.830
3,3:54,2,8,WAS 20,10,17,Kevan Barlow middle for 5 yards (tackle by LaDairis Jackson),3.830,3.930
3,2:55,3,3,WAS 15,10,17,Garrison Hearst left guard for -2 yards (tackle by Daryl Gardener),3.930,2.360
3,2:17,4,5,WAS 17,10,20,Jose Cortez 35 yard field goal good,2.360,3.000
3,2:17,,,SFO 30,10,20,"Jose Cortez kicks off 70 yards, touchback",0.000,0.280
3,2:12,1,10,WAS 20,10,20,"Shane Matthews pass incomplete intended for Stephen Davis. Penalty on Julian Peterson: Roughing the Passer, 15 yards (no play)",0.280,1.270
3,2:07,1,10,WAS 35,10,20,Stephen Davis left guard for 10 yards (tackle by Zack Bronson),1.270,1.930
3,1:35,1,10,WAS 45,10,20,Shane Matthews pass complete to Bryan Johnson for 8 yards (tackle by Derek Smith and Zack Bronson),1.930,2.460
3,0:55,2,2,SFO 47,10,20,Shane Matthews pass incomplete intended for Jacquez Green,2.460,1.750
3,0:50,3,2,SFO 47,10,20,Stephen Davis middle for no gain (tackle by Jim Flanigan),1.750,0.130
3,0:03,4,2,SFO 47,10,20,"Penalty on WAS: Delay of Game, 5 yards (no play)",0.130,-0.190
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,WAS 48,10,20,"Bryan Barker punts 38 yards, returned by Jimmy Williams for no gain",-0.190,0.280
4,14:51,1,10,SFO 14,10,20,Tim Rattay pass complete to J.J. Stokes for 9 yards (tackle by Sam Shade),-0.280,0.550
4,14:15,2,1,SFO 23,10,20,Garrison Hearst middle for 8 yards (tackle by Bruce Smith),0.550,1.000
4,13:38,1,10,SFO 31,10,20,Garrison Hearst right end for -2 yards (tackle by Jessie Armstead),1.000,0.190
4,12:58,2,12,SFO 29,10,20,Tim Rattay middle for 5 yards (tackle by Jeremiah Trotter and Bruce Smith),0.190,0.170
4,12:58,3,7,SFO 34,10,20,Tim Rattay pass incomplete intended for Garrison Hearst (defended by LaVar Arrington),0.170,-1.110
4,12:07,4,7,SFO 34,10,20,"Jason Baker punts 51 yards, returned by Jacquez Green for 4 yards, lateral to Champ Bailey for 19 yards (tackle by Zack Bronson). Penalty on Jason Baker: Face Mask (15 Yards), 15 yards",-1.110,-2.460
4,11:50,1,10,SFO 47,10,20,"Stephen Davis middle for 6 yards (tackle by Derek Smith). Penalty on David Loverne: Offensive Holding, 10 yards (no play)",2.460,1.800
4,11:32,1,20,WAS 43,10,20,Danny Wuerffel sacked by Chike Okeafor for -6 yards,1.800,-0.250
4,11:02,2,26,WAS 37,10,20,Ladell Betts middle for 2 yards (tackle by Bryant Young and Andre Carter),-0.250,-0.620
4,10:24,3,24,WAS 39,10,20,Danny Wuerffel pass complete to Ladell Betts for 14 yards (tackle by Saleem Rasheed and Derek Smith),-0.620,0.130
4,9:46,4,10,SFO 47,10,20,Bryan Barker punts 44 yards,0.130,0.380
4,9:34,1,10,SFO 3,10,20,Garrison Hearst left guard for 3 yards (tackle by Jessie Armstead),-0.380,-0.560
4,8:57,2,7,SFO 6,10,20,Tim Rattay pass incomplete intended for Terrell Owens. Penalty on Tai Streets: Offensive Pass Interference (Declined),-0.560,-1.070
4,8:52,3,7,SFO 6,10,20,Tim Rattay sacked by LaVar Arrington for -2 yards,-1.070,-2.490
4,8:19,4,9,SFO 4,10,20,"Jason Baker punts 41 yards, returned by Jacquez Green for 15 yards (tackle by Jimmy Williams). Penalty on Lemar Marshall: Offensive Holding, 10 yards",-2.490,-2.920
4,8:10,1,10,SFO 40,10,20,Danny Wuerffel pass incomplete intended for Rod Gardner is intercepted by Zack Bronson at SFO-3,2.920,0.380
4,7:59,1,10,SFO 3,10,20,Kevan Barlow right guard for 15 yards (tackle by Champ Bailey),-0.380,0.040
4,7:19,1,10,SFO 18,10,20,Kevan Barlow right tackle for -2 yards (tackle by Dan Wilkinson),0.040,-0.800
4,6:33,2,12,SFO 16,10,20,Tim Rattay pass complete to J.J. Stokes for 3 yards (tackle by Darrell Green),-0.800,-1.040
4,5:50,3,9,SFO 19,10,20,Tim Rattay pass complete to Terrell Owens for 16 yards (tackle by Fred Smoot),-1.040,1.270
4,5:04,1,10,SFO 35,10,20,Kevan Barlow right end for 9 yards (tackle by Jessie Armstead),1.270,1.940
4,4:22,2,1,SFO 44,10,20,Kevan Barlow right guard for 4 yards (tackle by Jessie Armstead),1.940,2.130
4,3:36,1,10,SFO 48,10,20,Kevan Barlow right tackle for 14 yards (tackle by David Terrell),2.130,3.050
4,2:49,1,10,WAS 38,10,20,Garrison Hearst right guard for 3 yards (tackle by Daryl Gardener),3.050,2.910
4,2:40,1,10,WAS 38,,,Timeout #1 by Washington Redskins,3.050,2.910
4,2:40,2,7,WAS 35,10,20,Garrison Hearst right tackle for 2 yards (tackle by Jeremiah Trotter),2.910,2.480
4,2:30,2,7,WAS 35,,,Timeout #2 by Washington Redskins,2.910,2.480
4,2:30,3,5,WAS 33,10,20,Garrison Hearst middle for 6 yards (tackle by Jessie Armstead),2.480,3.780
4,2:05,3,5,WAS 33,,,Timeout #3 by Washington Redskins,2.480,3.780
4,2:05,1,10,WAS 27,10,20,Kevan Barlow middle for 7 yards (tackle by Carl Powell),3.780,4.180
4,2:00,2,3,WAS 20,10,20,Kevan Barlow middle for 4 yards (tackle by Renaldo Wynn),4.180,4.510
4,2:00,1,10,WAS 16,10,20,Tim Rattay kneels for -2 yards,4.510,3.640
4,0:37,2,12,WAS 18,10,20,Tim Rattay kneels for -1 yards,3.640,2.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
