Quarter,Time,Tm,Detail,JAX,LAC
2.0,14:57,Jaguars,Riley Patterson 22 yard field goal,3,0
,13:52,Jaguars,Riley Patterson 23 yard field goal,6,0
,10:23,Jaguars,Zay Jones 14 yard pass from Trevor Lawrence (Riley Patterson kick),13,0
,6:10,Chargers,Mike Williams 15 yard pass from Justin Herbert (Dustin Hopkins kick),13,7
,1:02,Jaguars,Riley Patterson 23 yard field goal,16,7
3.0,11:51,Chargers,Dustin Hopkins 25 yard field goal,16,10
,10:38,Jaguars,James Robinson 50 yard rush (Riley Patterson kick),23,10
,1:15,Jaguars,Christian Kirk 4 yard pass from Trevor Lawrence (Evan Engram pass from Trevor Lawrence),31,10
4.0,4:54,Jaguars,Marvin Jones 11 yard pass from Trevor Lawrence (Riley Patterson kick),38,10
