Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1,4:50,1,10,NWE 46,0,0,"Chad Pennington pass complete short left to Ted Ginn Jr. for 14 yards (tackle by Rodney Harrison). Ted Ginn Jr. fumbles (forced by Rodney Harrison), ball out of bounds at NWE-32. Penalty on Mike Vrabel: Defensive Offside (Declined)",2.520,3.450
1,4:32,1,10,NWE 32,0,0,Ronnie Brown right tackle for 5 yards (tackle by Ty Warren and Jerod Mayo),3.450,3.580
1,3:52,2,5,NWE 27,0,0,Chad Pennington pass complete deep right to Anthony Fasano for 23 yards (tackle by Brandon Meriweather),3.580,6.280
1,3:12,1,4,NWE 4,0,0,Ronnie Brown right guard for 2 yards (tackle by Ty Warren and Tedy Bruschi),6.280,5.720
1,2:32,2,2,NWE 2,6,0,"Ronnie Brown right guard for 2 yards, touchdown",5.720,7.000
1,,,,NWE 2,7,0,Dan Carpenter kicks extra point good,0.000,0.000
1,,,,MIA 30,7,0,"Dan Carpenter kicks off 67 yards, returned by Ellis Hobbs for 22 yards (tackle by David Martin). Ellis Hobbs fumbles (forced by David Martin), recovered by Ellis Hobbs at NWE-25",0.000,0.610
1,2:22,1,10,NWE 25,7,0,Sammy Morris right guard for no gain (tackle by Yeremiah Bell and Channing Crowder),0.610,0.060
1,1:47,,,,7,0,Timeout #1 by New England Patriots,0.000,0.060
1,1:47,2,10,NWE 25,7,0,Matt Cassel pass complete short middle to Wes Welker for 5 yards (tackle by Yeremiah Bell),0.060,0.040
1,1:13,3,5,NWE 30,7,0,Wes Welker left end for 19 yards (tackle by Renaldo Hill),0.040,2.190
1,0:29,1,10,NWE 49,7,0,Sammy Morris left tackle for 1 yard (tackle by Matt Roth),2.190,1.780
1,0:10,2,9,MIA 50,7,0,Matt Cassel pass incomplete short left intended for Jabar Gaffney,1.780,1.090
1,0:06,3,9,MIA 50,7,0,"Matt Cassel pass incomplete short left intended for Randy Moss. Penalty on Yeremiah Bell: Illegal Contact, 5 yards (no play)",1.090,2.590
1,0:02,1,10,MIA 45,7,0,Sammy Morris right guard for -1 yards (tackle by Kendall Langford and Charlie Anderson),2.590,1.910
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,MIA 46,7,0,Matt Cassel pass complete short left to Sammy Morris for no gain,1.910,1.220
2,14:26,3,11,MIA 46,7,0,Matt Cassel pass complete short right to Wes Welker for 9 yards (tackle by Will Allen),1.220,0.790
2,13:43,4,2,MIA 37,7,0,Matt Cassel pass complete short left to Jabar Gaffney for 12 yards (tackle by Andre' Goodman),0.790,3.910
2,13:08,1,10,MIA 25,7,0,Matt Cassel pass complete short right to Wes Welker for -2 yards (tackle by Will Allen),3.910,3.090
2,12:33,2,12,MIA 27,7,0,Matt Cassel pass complete short left to Randy Moss for 6 yards (tackle by Andre' Goodman),3.090,3.200
2,12:11,3,6,MIA 21,7,0,Matt Cassel pass complete short left to Kevin Faulk for 2 yards (tackle by Yeremiah Bell),3.200,2.260
2,11:36,4,4,MIA 19,7,3,Stephen Gostkowski 37 yard field goal good,2.260,3.000
2,,,,NWE 30,7,3,"Stephen Gostkowski kicks off 67 yards, returned by Davone Bess for 18 yards (tackle by Gary Guyton)",0.000,0.340
2,11:26,1,10,MIA 21,7,3,Chad Pennington pass complete deep left to Greg Camarillo for 33 yards (tackle by Jerod Mayo),0.340,2.520
2,10:47,1,10,NWE 46,7,3,Ricky Williams left guard for 2 yards (tackle by Jarvis Green),2.520,2.250
2,10:04,2,8,NWE 44,7,3,Chad Pennington pass complete short middle to David Martin for 21 yards (tackle by James Sanders),2.250,4.040
2,9:27,,,,7,3,Timeout #2 by New England Patriots,0.000,4.040
2,9:27,1,10,NWE 23,7,3,Chad Pennington pass complete short left to Ted Ginn Jr. for 4 yards (tackle by Ellis Hobbs),4.040,4.050
2,8:52,2,6,NWE 19,7,3,Chad Pennington pass complete short right to Davone Bess for 4 yards (tackle by Brandon Meriweather),4.050,4.050
2,8:23,3,2,NWE 15,13,3,"Ronnie Brown left guard for 15 yards, touchdown",4.050,7.000
2,,,,NWE 2,14,3,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,14,3,"Dan Carpenter kicks off 66 yards, returned by Ellis Hobbs for 30 yards (tackle by Patrick Cobbs)",0.000,1.200
2,8:11,1,10,NWE 34,14,3,LaMont Jordan up the middle for 7 yards (tackle by Renaldo Hill),1.200,1.600
2,7:41,2,3,NWE 41,14,3,LaMont Jordan left end for 1 yard (tackle by Matt Roth and Andre' Goodman),1.600,1.030
2,6:59,3,2,NWE 42,14,3,Matt Cassel pass complete short right to Sam Aiken for 9 yards (tackle by Michael Lehan),1.030,2.320
2,6:18,1,10,MIA 49,14,3,Matt Cassel pass complete deep right to Wes Welker for 21 yards (tackle by Renaldo Hill),2.320,3.710
2,5:37,1,10,MIA 28,14,3,LaMont Jordan right guard for 2 yards (tackle by Renaldo Hill and Joey Porter),3.710,3.440
2,5:06,2,8,MIA 26,14,3,Matt Cassel pass incomplete short right intended for Ben Watson (defended by Kendall Langford),3.440,2.740
2,5:03,3,8,MIA 26,14,3,Matt Cassel pass incomplete short middle intended for David Thomas,2.740,1.740
2,4:58,4,8,MIA 26,14,6,Stephen Gostkowski 44 yard field goal good,1.740,3.000
2,,,,NWE 30,14,6,"Stephen Gostkowski kicks off 63 yards, returned by Davone Bess for 16 yards (tackle by Gary Guyton)",0.000,0.480
2,4:49,1,10,MIA 23,14,6,Ricky Williams right end for 3 yards (tackle by Mike Vrabel),0.480,0.340
2,4:18,2,7,MIA 26,14,6,Chad Pennington pass complete short right to Ted Ginn Jr. for 7 yards (tackle by Deltha O'Neal),0.340,1.140
2,3:36,1,10,MIA 33,14,6,Chad Pennington pass complete short middle to Ricky Williams for 9 yards (tackle by Tedy Bruschi),1.140,1.810
2,3:03,2,1,MIA 42,14,6,Ricky Williams left guard for 2 yards (tackle by Jerod Mayo and Tedy Bruschi),1.810,1.860
2,2:20,1,10,MIA 44,14,6,Chad Pennington pass complete short left to Greg Camarillo for 11 yards,1.860,2.590
2,2:00,1,10,NWE 45,14,6,Ricky Williams right end for 28 yards (tackle by Rodney Harrison),2.590,4.440
2,1:42,,,,14,6,Timeout #1 by Miami Dolphins,0.000,4.440
2,1:42,1,10,NWE 17,14,6,Ronnie Brown right guard for 2 yards (tackle by Adalius Thomas and Vince Wilfork),4.440,4.150
2,1:09,2,8,NWE 15,14,6,Chad Pennington pass complete short middle to Greg Camarillo for 10 yards (tackle by Brandon Meriweather),4.150,6.060
2,1:03,,,,14,6,Timeout #2 by Miami Dolphins,0.000,6.060
2,1:03,1,5,NWE 5,20,6,"Ronnie Brown right guard for 5 yards, touchdown",6.060,7.000
2,,,,NWE 2,21,6,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,21,6,"Dan Carpenter kicks off 64 yards, returned by Ellis Hobbs for 23 yards (tackle by Reggie Torbor)",0.000,0.870
2,0:54,1,10,NWE 29,21,6,Matt Cassel pass complete short right to Kevin Faulk for 4 yards,0.870,0.870
2,0:49,2,6,NWE 33,21,6,Matt Cassel sacked by Joey Porter for -8 yards,0.870,-0.890
2,0:11,3,14,NWE 25,21,6,Kevin Faulk right guard for 6 yards (tackle by Yeremiah Bell),-0.890,-1.310
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,21,6,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,21,6,Ronnie Brown up the middle for no gain (tackle by Jerod Mayo and Mike Vrabel),0.280,-0.270
3,14:18,2,10,MIA 20,21,6,Ronnie Brown up the middle for 5 yards (tackle by Ty Warren and Vince Wilfork),-0.270,-0.300
3,13:37,3,5,MIA 25,21,6,Chad Pennington pass incomplete short right intended for Ted Ginn Jr. (defended by Adalius Thomas),-0.300,-1.700
3,13:33,4,5,MIA 25,21,6,"Brandon Fields punts 60 yards, returned by Kevin Faulk for 19 yards (tackle by Patrick Cobbs)",-1.700,-1.200
3,13:20,1,10,NWE 34,21,6,Sammy Morris up the middle for 2 yards (tackle by Matt Roth and Phillip Merling),1.200,0.930
3,12:40,2,8,NWE 36,21,6,Matt Cassel pass incomplete short left intended for Wes Welker,0.930,0.230
3,12:37,3,8,NWE 36,21,6,Matt Cassel pass incomplete short left intended for Randy Moss,0.230,-0.980
3,12:33,4,8,NWE 36,21,6,"Chris Hanson punts 63 yards. Penalty on Matt Slater: Illegal Touch Kick, 5 yards (no play)",-0.980,-1.310
3,12:21,4,13,NWE 31,21,6,Chris Hanson punts 48 yards,-1.310,-0.340
3,12:11,1,10,MIA 21,21,6,Chad Pennington pass complete deep left to Ted Ginn Jr. for 18 yards (tackle by Ellis Hobbs),0.340,1.530
3,11:33,1,10,MIA 39,21,6,Ricky Williams left guard for 7 yards (tackle by Jerod Mayo and James Sanders),1.530,1.930
3,10:53,2,3,MIA 46,21,6,Ricky Williams left guard for 4 yards (tackle by Vince Wilfork and Tedy Bruschi),1.930,2.260
3,10:10,1,10,,21,6,Ricky Williams right guard for 3 yards (tackle by Rodney Harrison and Mike Vrabel),2.260,2.120
3,9:28,2,7,NWE 47,21,6,"Penalty on Ikechuku Ndukwe: False Start, 5 yards (no play)",2.120,1.440
3,9:08,2,12,MIA 48,21,6,Chad Pennington pass complete short right to Ricky Williams for 12 yards (tackle by Jerod Mayo),1.440,2.920
3,8:27,1,10,NWE 40,21,6,Ronnie Brown up the middle for -1 yards (tackle by Tedy Bruschi and Ty Warren),2.920,2.240
3,7:49,2,11,NWE 41,21,6,Chad Pennington pass complete short left to Ernest Wilford for 15 yards (tackle by Jerod Mayo),2.240,3.840
3,7:04,1,10,NWE 26,21,6,Ricky Williams right end for 1 yard (tackle by Deltha O'Neal),3.840,3.430
3,6:22,2,9,NWE 25,21,6,Chad Pennington pass complete short left to Ted Ginn Jr. for 6 yards (tackle by Ellis Hobbs),3.430,3.570
3,5:51,3,3,NWE 19,27,6,"Ronnie Brown pass complete deep left to Anthony Fasano for 19 yards, touchdown",3.570,7.000
3,,,,NWE 2,28,6,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 30,28,6,"Dan Carpenter kicks off 74 yards, returned by Ellis Hobbs for 81 yards (tackle by Charlie Anderson)",0.000,4.040
3,5:30,1,10,MIA 23,28,6,Matt Cassel pass incomplete short right intended for Randy Moss,4.040,3.500
3,5:29,2,10,MIA 23,28,6,Matt Cassel pass complete short middle to Wes Welker for 9 yards (tackle by Channing Crowder),3.500,4.280
3,4:47,3,1,MIA 14,28,6,Sammy Morris right guard for 2 yards (tackle by Paul Soliai and Jason Ferguson),4.280,4.780
3,4:11,1,10,MIA 12,28,6,Matt Cassel pass incomplete short middle intended for Jabar Gaffney,4.780,4.100
3,4:08,2,10,MIA 12,28,6,Matt Cassel pass complete short left to Randy Moss for 7 yards (tackle by Yeremiah Bell),4.100,4.610
3,3:28,3,3,MIA 5,28,6,Matt Cassel pass incomplete short middle intended for Randy Moss,4.610,3.020
3,3:24,4,3,MIA 5,28,12,"Matt Cassel pass complete short middle to Jabar Gaffney for 5 yards, touchdown",3.020,7.000
3,,,,MIA 2,28,13,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,28,13,"Stephen Gostkowski kicks off 68 yards, returned by Davone Bess for 13 yards (tackle by Heath Evans)",0.000,-0.220
3,3:15,1,10,MIA 15,28,13,Chad Pennington pass complete short middle to Ronnie Brown for 9 yards (tackle by Jerod Mayo),-0.220,0.620
3,2:31,2,1,MIA 24,28,13,Ronnie Brown left tackle for 3 yards (tackle by Jarvis Green and Gary Guyton),0.620,0.740
3,1:51,1,10,MIA 27,28,13,Ronnie Brown left end for 8 yards (tackle by Brandon Meriweather and Adalius Thomas),0.740,1.280
3,1:06,2,2,MIA 35,28,13,Ronnie Brown left guard for 1 yard (tackle by Rodney Harrison),1.280,0.700
3,0:22,3,1,MIA 36,28,13,Ronnie Brown left guard for 2 yards (tackle by Jarvis Green and Rodney Harrison),0.700,1.470
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 38,34,13,"Ronnie Brown up the middle for 62 yards, touchdown. Penalty on Mike Vrabel: Unnecessary Roughness (Offsetting), Penalty on Ricky Williams: Personal Foul (Offsetting)",1.470,7.000
4,,,,NWE 2,35,13,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,35,13,"Dan Carpenter kicks off 64 yards, returned by Ellis Hobbs for 31 yards (tackle by Jason Allen)",0.000,1.400
4,14:42,1,10,NWE 37,35,13,Matt Cassel pass complete short right to Jabar Gaffney for 7 yards (tackle by Channing Crowder),1.400,1.800
4,14:20,2,3,NWE 44,35,13,Matt Cassel pass incomplete short left intended for Randy Moss,1.800,1.090
4,14:20,3,3,NWE 44,35,13,"Matt Cassel sacked by Joey Porter for 0 yards. Matt Cassel fumbles (forced by Joey Porter), recovered by Phillip Merling at NWE-49 (tackle by Logan Mankins)",1.090,-2.320
4,14:08,1,10,NWE 49,35,13,Ricky Williams up the middle for 4 yards (tackle by Vince Wilfork and Tedy Bruschi),2.320,2.320
4,13:24,2,6,NWE 45,35,13,Ricky Williams up the middle for 3 yards (tackle by Ty Warren and Mike Vrabel),2.320,2.020
4,12:37,3,3,NWE 42,35,13,Ronnie Brown right end for -4 yards (tackle by Mike Vrabel and Deltha O'Neal),2.020,0.200
4,12:19,4,7,NWE 46,35,13,"Brandon Fields punts 38 yards, fair catch by Kevin Faulk",0.200,0.380
4,12:13,1,10,NWE 8,35,13,"Matt Cassel pass incomplete deep left intended for Randy Moss is intercepted by Renaldo Hill at NWE-28. Penalty on Vonnie Holliday: Roughing the Passer, 15 yards (no play)",-0.380,0.480
4,12:07,1,10,NWE 23,35,13,Matt Cassel pass incomplete short left intended for Sammy Morris,0.480,-0.070
4,12:03,2,10,NWE 23,35,13,Matt Cassel left guard for 2 yards (tackle by Kendall Langford),-0.070,-0.490
4,11:32,3,8,NWE 25,35,13,Matt Cassel right guard for 2 yards (tackle by Quentin Moses),-0.490,-1.570
4,10:52,4,6,NWE 27,35,13,"Chris Hanson punts 45 yards, returned by Davone Bess for 10 yards (tackle by Jonathan Wilhite)",-1.570,-1.470
4,10:42,1,10,MIA 38,35,13,Ricky Williams right guard for 22 yards (tackle by Rodney Harrison and Ellis Hobbs),1.470,2.920
4,9:57,1,10,NWE 40,35,13,Ricky Williams left tackle for 9 yards (tackle by Pierre Woods and Jerod Mayo),2.920,3.590
4,9:14,2,1,NWE 31,35,13,Ricky Williams left tackle for 6 yards (tackle by Pierre Woods),3.590,3.910
4,8:28,1,10,NWE 25,35,13,Ricky Williams right guard for no gain (tackle by Ty Warren and Richard Seymour),3.910,3.360
4,7:42,2,10,NWE 25,35,13,Ricky Williams right end for 3 yards (tackle by Tedy Bruschi and Rodney Harrison),3.360,3.070
4,6:55,3,7,NWE 22,35,13,Ricky Williams left guard for 1 yard (tackle by Pierre Woods and Vince Wilfork),3.070,2.080
4,6:13,4,6,NWE 21,38,13,Dan Carpenter 39 yard field goal good,2.080,3.000
4,,,,MIA 30,38,13,"Dan Carpenter kicks off 55 yards, returned by Kevin Faulk for 11 yards (tackle by Jason Allen)",0.000,0.670
4,6:05,1,10,NWE 26,38,13,Kevin O'Connell pass complete short right to David Thomas for 4 yards (tackle by Joey Porter),0.670,0.670
4,5:40,2,6,NWE 30,38,13,Kevin O'Connell pass complete short left to Jabar Gaffney for 12 yards (tackle by Channing Crowder),0.670,1.730
4,4:59,1,10,NWE 42,38,13,Kevin O'Connell sacked by Joey Porter for -2 yards,1.730,0.920
4,4:27,2,12,NWE 40,38,13,LaMont Jordan up the middle for no gain (tackle by Charlie Anderson and Vonnie Holliday),0.920,0.230
4,3:52,3,12,NWE 40,38,13,Kevin O'Connell pass complete short left to Jabar Gaffney for 9 yards (tackle by Renaldo Hill),0.230,-0.130
4,3:08,4,3,NWE 49,38,13,Kevin O'Connell pass incomplete short middle intended for David Thomas,-0.130,-2.320
4,3:04,1,10,NWE 49,38,13,Patrick Cobbs up the middle for 2 yards (tackle by Richard Seymour and Tedy Bruschi),2.320,2.050
4,2:19,2,8,NWE 47,38,13,Patrick Cobbs up the middle for -1 yards (tackle by Adalius Thomas and Jarvis Green),2.050,1.220
4,2:00,3,9,NWE 48,38,13,Patrick Cobbs right tackle for 4 yards (tackle by James Sanders),1.220,0.330
4,1:13,4,5,NWE 44,38,13,"Penalty on Brandon Fields: Delay of Game, 5 yards (no play)",0.330,0.000
4,1:11,4,10,NWE 49,38,13,"Brandon Fields punts 38 yards, fair catch by Kevin Faulk",0.000,0.370
4,1:06,1,10,NWE 11,38,13,LaMont Jordan right guard for 9 yards (tackle by Charlie Anderson and Randy Starks),-0.370,0.360
4,0:35,2,1,NWE 20,38,13,LaMont Jordan left tackle for 3 yards (tackle by Randy Starks and Yeremiah Bell),0.360,0.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
