Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
2,10:20,1,10,CIN 30,3,3,Marlon Mack right tackle for -2 yards (tackle by Dre Kirkpatrick),3.580,2.760
2,9:44,2,12,CIN 32,3,3,Jacoby Brissett pass complete short middle to Jack Doyle for 17 yards (tackle by Vincent Rey),2.760,4.580
2,9:06,1,10,CIN 15,3,3,Frank Gore left guard for 2 yards (tackle by Geno Atkins),4.580,4.280
2,8:25,2,8,CIN 13,3,3,Jacoby Brissett pass incomplete,4.280,3.400
2,8:19,3,8,CIN 13,9,3,"Jacoby Brissett pass complete short left to Jack Doyle for 13 yards, touchdown",3.400,7.000
2,8:14,,,CIN 15,10,3,"Adam Vinatieri kicks extra point good. Penalty on Michael Johnson: Unnecessary Roughness, 15 yards",0.000,0.000
2,8:14,,,,10,3,"Rigoberto Sanchez kicks off 42 yards, returned by Alex Erickson for 13 yards (tackle by Jeremiah George). Penalty on C.J. Uzomah: Offensive Holding, 9 yards",0.000,0.380
2,8:10,1,10,CIN 9,10,3,Joe Mixon right guard for 2 yards (tackle by T.J. Green),-0.380,-0.630
2,7:32,2,8,CIN 11,10,3,Andy Dalton pass incomplete short left intended for Tyler Kroft,-0.630,-1.190
2,7:25,3,8,CIN 11,10,3,Andy Dalton pass complete short middle to Tyler Kroft for 19 yards (tackle by Barkevious Mingo and Tarell Basham),-1.190,0.940
2,6:46,1,10,CIN 30,10,3,Andy Dalton pass complete short middle to Joe Mixon for 67 yards (tackle by Pierre Desir),0.940,0.000
2,5:48,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-6.510
2,5:48,1,3,IND 3,10,3,Andy Dalton pass incomplete short middle intended for A.J. Green,6.510,5.530
2,5:44,2,3,IND 3,10,3,Joe Mixon right guard for no gain (tackle by Jonathan Bostic and Barkevious Mingo),5.530,4.720
2,4:58,3,3,IND 3,10,3,"Penalty on Andre Smith: False Start, 5 yards (no play)",4.720,3.580
2,4:41,3,8,IND 8,10,9,"Andy Dalton pass complete short middle to A.J. Green for 8 yards, touchdown",3.580,7.000
2,4:36,,,IND 15,10,10,Randy Bullock kicks extra point good,0.000,0.000
2,4:36,,,CIN 35,10,10,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
2,4:36,1,10,IND 25,10,10,"Jacoby Brissett pass complete short left to Marlon Mack for 1 yard (tackle by George Iloka). Penalty on Chester Rogers: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
2,4:12,1,20,IND 15,10,10,Jacoby Brissett pass incomplete short middle intended for Marlon Mack (defended by Nick Vigil),-0.410,-1.430
2,4:10,2,20,IND 15,10,10,Marlon Mack right guard for 5 yards (tackle by Darqueze Dennard and Geno Atkins),-1.430,-1.290
2,3:29,3,15,IND 20,10,10,Jacoby Brissett middle for 6 yards (tackle by Chris Smith),-1.290,-1.630
2,2:56,4,9,IND 26,10,10,"Rigoberto Sanchez punts 46 yards, muffed catch by Alex Erickson, recovered by Alex Erickson and returned for no gain",-1.630,-0.810
2,2:47,1,10,CIN 28,10,10,Joe Mixon right end for 7 yards (tackle by Henry Anderson),0.810,1.210
2,2:13,2,3,CIN 35,10,10,Joe Mixon right tackle for 5 yards (tackle by Antonio Morrison),1.210,1.600
2,2:00,1,10,CIN 40,10,10,Andy Dalton pass incomplete short right intended for Giovani Bernard (defended by Jabaal Sheard),1.600,1.050
2,1:57,2,10,CIN 40,10,10,Andy Dalton pass complete short middle to Brandon LaFell for 2 yards (tackle by Pierre Desir),1.050,0.630
2,1:30,3,8,CIN 42,10,10,Andy Dalton pass incomplete deep left intended for A.J. Green,0.630,-0.590
2,1:23,4,8,CIN 42,10,10,"Penalty on Tarell Basham: Neutral Zone Infraction, 5 yards (no play)",-0.590,-0.260
2,1:23,4,3,CIN 47,10,10,"Kevin Huber punts 53 yards, touchback",-0.260,-0.280
2,1:13,1,10,IND 20,10,10,Jacoby Brissett pass complete short right to Jack Doyle for 10 yards (tackle by Darqueze Dennard),0.280,0.940
2,0:48,1,10,IND 30,10,10,Jacoby Brissett pass complete deep right to Kamar Aiken for 21 yards,0.940,2.320
2,0:42,1,10,CIN 49,10,10,Jacoby Brissett pass incomplete short left intended for Donte Moncrief,2.320,1.780
2,0:35,2,10,CIN 49,10,10,Jacoby Brissett pass complete short left to Kamar Aiken for 12 yards (tackle by Chris Smith),1.780,0.000
2,0:29,,,,,,Timeout #2 by Indianapolis Colts,0.000,-3.120
2,0:29,1,10,CIN 37,10,10,Jacoby Brissett pass incomplete short middle intended for T.Y. Hilton,3.120,2.570
2,0:25,2,10,CIN 37,10,10,"Jacoby Brissett pass incomplete deep left intended for T.Y. Hilton. Penalty on Carl Lawson: Roughing the Passer, 15 yards (no play)",2.570,4.110
2,0:19,1,10,CIN 22,10,10,Jacoby Brissett pass complete short middle to Jack Doyle for 7 yards (tackle by Darqueze Dennard),4.110,0.000
2,0:03,,,,,,Timeout #3 by Indianapolis Colts,0.000,-4.650
2,0:03,2,3,CIN 15,13,10,Adam Vinatieri 33 yard field goal good,4.650,3.000
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,13,10,"Rigoberto Sanchez kicks off 62 yards, returned by Alex Erickson for 20 yards (tackle by Jeremiah George)",0.000,-0.480
3,14:56,1,10,CIN 23,13,10,"Andy Dalton pass complete short right to Brandon LaFell for 8 yards (tackle by Barkevious Mingo). Brandon LaFell fumbles (forced by Barkevious Mingo), ball out of bounds at CIN-31",0.480,1.010
,,,,,,,"IND challenged the runner was out of bounds ruling, and the original play was overturned.",,
3,14:44,2,2,CIN 31,13,10,Jeremy Hill right end for -1 yards (tackle by Jonathan Bostic),1.010,0.170
3,14:04,3,3,CIN 30,13,10,Giovani Bernard left end for 3 yards (tackle by Vontae Davis and Henry Anderson),0.170,1.140
3,13:33,1,10,CIN 33,13,10,Joe Mixon right tackle for -2 yards (tackle by Antonio Morrison),1.140,0.320
3,12:50,2,12,CIN 31,13,10,Andy Dalton pass complete short middle to Tyler Kroft for 7 yards (tackle by Barkevious Mingo),0.320,0.560
3,12:09,3,5,CIN 38,13,10,"Andy Dalton pass incomplete deep left intended for A.J. Green. Penalty on Jabaal Sheard: Defensive Offside, 5 yards (no play)",0.560,1.800
3,12:03,1,10,CIN 43,13,10,Andy Dalton pass complete short right to A.J. Green for 14 yards (tackle by Vontae Davis),1.800,2.720
3,11:25,1,10,IND 43,13,10,Joe Mixon right tackle for -1 yards (tackle by Jabaal Sheard),2.720,2.040
3,10:40,2,11,IND 44,13,10,Andy Dalton pass complete short middle to Brandon LaFell for 17 yards (tackle by Pierre Desir and Darius Butler),2.040,3.780
3,10:00,1,10,IND 27,13,10,Andy Dalton pass incomplete,3.780,3.230
3,9:54,2,10,IND 27,13,10,Giovani Bernard right tackle for 2 yards (tackle by Jonathan Bostic and Antonio Morrison),3.230,2.810
3,9:16,3,8,IND 25,13,16,"Andy Dalton pass complete deep middle to Josh Malone for 25 yards, touchdown",2.810,7.000
3,9:10,,,IND 15,13,17,Randy Bullock kicks extra point good,0.000,0.000
3,9:10,,,CIN 35,13,17,"Randy Bullock kicks off 64 yards, returned by Marlon Mack for 11 yards (tackle by Clayton Fejedelem)",0.000,0.350
3,9:06,1,10,IND 12,13,17,Frank Gore right guard for 5 yards (tackle by Vincent Rey and Pat Sims),-0.350,-0.230
3,8:29,2,5,IND 17,13,17,Jacoby Brissett pass complete short middle to Jack Doyle for 17 yards (tackle by George Iloka),-0.230,1.200
3,7:55,1,10,IND 34,13,17,Frank Gore middle for 4 yards (tackle by Jordan Willis),1.200,1.200
3,7:18,2,6,IND 38,13,17,Jacoby Brissett pass complete short right to Chester Rogers for 9 yards (tackle by Vontaze Burfict),1.200,2.060
3,6:45,1,10,IND 47,13,17,Jacoby Brissett pass incomplete deep left intended for T.Y. Hilton (defended by William Jackson),2.060,1.520
3,6:37,2,10,IND 47,13,17,Frank Gore left end for 4 yards (tackle by Geno Atkins),1.520,1.360
3,5:53,3,6,CIN 49,13,17,Jacoby Brissett pass complete short right to Frank Gore for 12 yards (tackle by Shawn Williams and Chris Smith). Penalty on Vontaze Burfict: Defensive Holding (Declined),1.360,3.120
3,5:31,1,10,CIN 37,13,17,Marlon Mack middle for 4 yards (tackle by Pat Sims and Vincent Rey),3.120,3.110
3,4:55,2,6,CIN 33,13,17,Marlon Mack left guard for 5 yards (tackle by Pat Sims and Darqueze Dennard),3.110,3.070
3,4:12,3,1,CIN 28,13,17,Frank Gore right guard for 7 yards (tackle by Vontaze Burfict and Nick Vigil),3.070,4.170
3,3:30,1,10,CIN 21,13,17,Marlon Mack left end for -6 yards (tackle by Vincent Rey),4.170,2.820
3,3:03,2,16,CIN 27,13,17,Jacoby Brissett pass complete short right to Marlon Mack for 3 yards (tackle by Darqueze Dennard),2.820,2.540
3,2:19,3,13,CIN 24,19,17,"Jacoby Brissett pass complete short left to Marlon Mack for 24 yards, touchdown",2.540,7.000
3,2:10,,,CIN 15,20,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,2:10,,,IND 35,20,17,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
3,2:10,1,10,CIN 25,20,17,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by T.J. Green),0.610,0.740
3,1:54,2,5,CIN 30,20,17,Andy Dalton pass complete short middle to Tyler Kroft for -1 yards (tackle by Jonathan Bostic and Antonio Morrison),0.740,-0.100
3,1:09,3,6,CIN 29,20,17,"Andy Dalton pass complete short left to Joe Mixon for 8 yards (tackle by Darius Butler). Joe Mixon fumbles (forced by Darius Butler), recovered by Jonathan Bostic at CIN-37 (tackle by Clint Boling)",-0.100,-3.120
3,1:00,1,10,CIN 37,20,17,Jacoby Brissett pass complete short left to Frank Gore for -2 yards (tackle by Nick Vigil),3.120,2.300
3,0:17,2,12,CIN 39,20,17,Jacoby Brissett pass complete short right to Jack Doyle for 10 yards (tackle by Darqueze Dennard),2.300,2.940
Quarter,Time,Down,ToGo,Location,IND,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CIN 29,20,17,Frank Gore middle for 3 yards (tackle by Nick Vigil),2.940,3.840
4,14:23,1,10,CIN 26,20,17,Frank Gore right tackle for 7 yards (tackle by Shawn Williams),3.840,4.270
4,13:42,2,3,CIN 19,20,17,Frank Gore middle for 6 yards (tackle by George Iloka),4.270,4.710
4,12:57,1,10,CIN 13,20,17,Jacoby Brissett sacked by Carlos Dunlap for -2 yards,4.710,3.760
4,12:14,2,12,CIN 15,20,17,Marlon Mack right end for 4 yards (tackle by Shawn Williams and William Jackson),3.760,0.000
4,11:29,,,,,,Timeout #1 by Indianapolis Colts,0.000,-3.450
4,11:29,3,8,CIN 11,20,17,Jacoby Brissett pass incomplete short left intended for Marlon Mack (defended by Vontaze Burfict),3.450,2.700
4,11:24,4,8,CIN 11,23,17,Adam Vinatieri 29 yard field goal good,2.700,3.000
4,11:21,,,IND 35,23,17,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
4,11:21,1,10,CIN 25,23,17,Alex Erickson right end for 14 yards (tackle by Antonio Morrison),0.610,1.530
4,10:41,1,10,CIN 39,23,17,"Andy Dalton sacked by Antonio Morrison for -4 yards. Penalty on Pierre Desir: Defensive Holding, 5 yards (no play)",1.530,1.860
4,10:17,1,10,CIN 44,23,17,Joe Mixon left guard for 1 yard (tackle by Hassan Ridgeway),1.860,1.450
4,9:41,2,9,CIN 45,23,17,Andy Dalton for 12 yards (tackle by Vontae Davis),1.450,2.720
4,9:07,1,10,IND 43,23,17,Andy Dalton sacked by Jonathan Bostic for -3 yards,2.720,0.000
4,8:28,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-1.770
4,8:28,2,13,IND 46,23,17,Andy Dalton pass incomplete short right intended for A.J. Green,1.770,1.090
4,8:24,3,13,IND 46,23,17,Andy Dalton sacked by Tarell Basham for -14 yards,1.090,-0.720
4,7:48,4,27,CIN 40,23,17,"Kevin Huber punts 60 yards, touchback",-0.720,-0.280
4,7:40,1,10,IND 20,23,17,Frank Gore left tackle for 4 yards (tackle by George Iloka),0.280,0.270
4,7:05,2,6,IND 24,23,23,"Jacoby Brissett pass incomplete short middle intended for Jack Doyle is intercepted by Carlos Dunlap at IND-16 and returned for 16 yards, touchdown",0.270,-7.000
4,,,,IND 15,23,24,Randy Bullock kicks extra point good,,
4,6:58,,,CIN 35,23,24,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
4,6:58,1,10,IND 25,23,24,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",0.610,0.280
4,6:58,1,15,IND 20,23,24,Frank Gore middle for 3 yards (tackle by Carlos Dunlap),0.280,-0.210
4,6:18,2,12,IND 23,23,24,Jacoby Brissett pass complete short middle to Jack Doyle for 5 yards (tackle by Vontaze Burfict),-0.210,-0.230
4,5:36,3,7,IND 28,23,24,Jacoby Brissett pass incomplete deep middle intended for Kamar Aiken (defended by Dre Kirkpatrick),-0.230,-1.500
4,5:28,4,7,IND 28,23,24,Rigoberto Sanchez punts 43 yards,-1.500,-0.870
4,5:19,1,10,CIN 29,23,24,Andy Dalton pass complete short left to Tyler Kroft for 10 yards (tackle by Pierre Desir),0.870,1.530
4,4:33,1,10,CIN 39,23,24,Joe Mixon right tackle for 2 yards (tackle by Jonathan Bostic),1.530,1.260
4,3:49,2,8,CIN 41,23,24,Joe Mixon right tackle for 2 yards (tackle by T.J. Green),1.260,0.830
4,3:03,3,6,CIN 43,23,24,Andy Dalton sacked by Henry Anderson for -8 yards,0.830,0.000
4,2:56,,,,,,Timeout #2 by Indianapolis Colts,0.000,1.040
4,2:56,4,14,CIN 35,23,24,Kevin Huber punts 41 yards,-1.040,-0.540
4,2:42,1,10,IND 24,23,24,Jacoby Brissett pass incomplete deep middle intended for Jack Doyle (defended by George Iloka),0.540,0.000
,,,,,,,"CIN challenged the pass completion ruling, and the original play was overturned.",,
4,2:39,2,10,IND 24,23,24,Jacoby Brissett pass complete short left to Jack Doyle for 8 yards (tackle by Josh Shaw),0.000,0.370
4,2:34,3,2,IND 32,23,24,Jacoby Brissett pass complete short middle to Jack Doyle for 14 yards (tackle by Darqueze Dennard),0.370,1.990
4,2:09,1,10,IND 46,23,24,Marlon Mack right guard for 4 yards (tackle by Vontaze Burfict),1.990,1.990
4,2:00,2,6,,23,24,Jacoby Brissett sacked by Carl Lawson for -7 yards,1.990,0.370
4,1:30,3,13,IND 43,23,24,Jacoby Brissett pass complete short middle to Marlon Mack for 9 yards (tackle by Darqueze Dennard),0.370,0.000
4,1:22,,,,,,Timeout #3 by Indianapolis Colts,0.000,-0.070
4,1:22,4,4,CIN 48,23,24,Jacoby Brissett pass incomplete short right intended for T.Y. Hilton,0.070,-2.130
4,1:18,1,10,CIN 48,23,24,Andy Dalton kneels for -1 yards,2.130,1.450
4,0:38,2,11,CIN 47,23,24,Andy Dalton kneels for -1 yards,1.450,0.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
