Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
2,8:57,3,1,WAS 1,14,3,"Steven Jackson right guard for no gain (tackle by Jarvis Jenkins). Penalty on Steven Jackson: Unsportsmanlike Conduct, 14 yards",5.170,2.440
2,8:22,4,15,WAS 15,14,6,Greg Zuerlein 33 yard field goal good,2.440,3.000
2,8:17,,,STL 35,14,6,"Greg Zuerlein kicks off 73 yards, touchback",0.000,0.280
2,8:17,1,10,WAS 20,14,6,Robert Griffin III pass complete short left to Santana Moss for 3 yards (tackle by Janoris Jenkins),0.280,0.140
2,7:39,2,7,WAS 23,14,6,Alfred Morris right end for no gain (tackle by Cortland Finnegan),0.140,-0.560
2,6:59,3,7,WAS 23,14,6,Robert Griffin III pass complete short right to Josh Morgan for 9 yards (tackle by James Laurinaitis),-0.560,1.070
2,6:28,1,10,WAS 32,20,6,"Robert Griffin III pass complete deep middle to Leonard Hankerson for 68 yards, touchdown",1.070,7.000
2,6:28,,,STL 2,21,6,Billy Cundiff kicks extra point good,0.000,0.000
2,6:19,,,WAS 35,21,6,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
2,6:19,1,10,STL 20,21,6,Sam Bradford pass complete deep middle to Danny Amendola for 56 yards (tackle by Dejon Gomes),0.280,3.970
2,5:30,1,10,WAS 24,21,6,Daryl Richardson right tackle for no gain (tackle by Rob Jackson),3.970,3.430
2,4:46,2,10,WAS 24,21,6,Sam Bradford pass complete short right to Danny Amendola for 2 yards (tackle by Richard Crawford),3.430,3.010
2,4:06,3,8,WAS 22,21,6,Sam Bradford pass complete short right to Lance Kendricks for 14 yards (tackle by Cedric Griffin),3.010,5.370
2,3:26,1,8,WAS 8,21,6,Daryl Richardson up the middle for 4 yards (tackle by Perry Riley),5.370,5.340
2,2:43,2,4,WAS 4,21,6,Daryl Richardson left guard for 3 yards (tackle by Madieu Williams),5.340,5.170
2,2:03,3,1,WAS 1,21,12,"Sam Bradford pass complete short left to Danny Amendola for 1 yard, touchdown",5.170,7.000
2,2:03,,,WAS 2,21,13,Greg Zuerlein kicks extra point good,0.000,0.000
2,1:58,,,STL 35,21,13,"Greg Zuerlein kicks off 65 yards, touchback. Penalty on Matt Daniels: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,1:58,,,STL 30,21,13,"Greg Zuerlein kicks off 75 yards, returned by Brandon Banks for 26 yards (tackle by Bradley Fletcher)",0.000,0.340
2,1:51,1,10,WAS 21,21,13,Robert Griffin III pass complete short left to Leonard Hankerson for no gain,0.340,-0.200
2,1:47,2,10,WAS 21,21,13,Robert Griffin III pass complete short left to Roy Helu for no gain,-0.200,0.000
2,1:01,,,,21,13,Timeout #1 by Washington Redskins,0.000,-0.890
2,1:01,3,10,WAS 21,21,13,Robert Griffin III up the middle for 15 yards (tackle by James Laurinaitis and Craig Dahl),-0.890,0.000
2,0:52,,,,21,13,Timeout #2 by Washington Redskins,0.000,1.330
2,0:52,1,10,WAS 36,21,13,Robert Griffin III pass incomplete short middle intended for Fred Davis is intercepted by Cortland Finnegan at WAS-45 and returned for 5 yards (tackle by Roy Helu),1.330,-2.920
2,0:45,1,10,WAS 40,21,13,Sam Bradford pass complete short right to Steve Smith for 8 yards (tackle by Madieu Williams),2.920,3.450
2,0:26,2,2,WAS 32,21,13,Sam Bradford up the middle for 12 yards (tackle by London Fletcher),3.450,0.000
2,0:18,,,,21,13,Timeout #2 by St. Louis Rams,0.000,4.240
2,0:18,1,10,WAS 20,21,13,Sam Bradford pass complete short middle to Steve Smith for 6 yards (tackle by Dejon Gomes),4.240,0.000
2,0:11,,,,21,13,Timeout #3 by St. Louis Rams,0.000,4.640
2,0:11,2,4,WAS 14,21,13,"Sam Bradford pass incomplete short middle intended for Brandon Gibson. Penalty on Wayne Hunter: Offensive Holding, 10 yards (no play)",4.640,0.000
2,0:07,,,,21,13,Timeout #3 by Washington Redskins,0.000,3.150
2,0:07,2,14,WAS 24,21,16,Greg Zuerlein 42 yard field goal good,3.150,3.000
2,0:02,,,STL 35,21,16,"Greg Zuerlein kicks off 51 yards, returned by Brandon Banks for 2 yards (tackle by Isaiah Pead)",0.000,1.270
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,21,16,"Greg Zuerlein kicks off 50 yards, returned by Niles Paul for no gain",0.000,-0.220
3,14:54,1,10,WAS 15,21,16,Alfred Morris left tackle for 3 yards (tackle by Robert Quinn),-0.220,-0.280
3,14:15,2,7,WAS 18,21,16,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",-0.280,-0.920
3,13:50,2,12,WAS 13,21,16,Fred Davis left tackle for 1 yard (tackle by Jo-Lonn Dunbar),-0.920,-1.510
3,13:15,3,11,WAS 14,21,16,Robert Griffin III pass complete short right to Niles Paul for 4 yards (tackle by Cortland Finnegan),-1.510,-2.240
3,12:44,4,7,WAS 18,21,16,"Saverio Rocca punts 51 yards, returned by Danny Amendola for 6 yards (tackle by Reed Doughty)",-2.240,-1.400
3,12:34,1,10,STL 37,21,16,Sam Bradford pass incomplete short left intended for Daryl Richardson (defended by Stephen Bowen),1.400,0.860
3,12:29,2,10,STL 37,21,16,"Sam Bradford pass complete short middle to Steve Smith for 13 yards. Penalty on Brian Orakpo: Defensive Offside, 5 yards (no play)",0.860,1.530
3,11:58,2,5,STL 42,21,16,Sam Bradford pass complete short left to Steve Smith for 25 yards (tackle by Cedric Griffin),1.530,3.380
3,11:11,1,10,WAS 33,21,16,Daryl Richardson right tackle for -1 yards (tackle by DeAngelo Hall),3.380,2.700
3,10:32,2,11,WAS 34,21,22,"Sam Bradford pass complete deep right to Brandon Gibson for 34 yards, touchdown",2.700,7.000
3,10:32,,,WAS 2,21,23,Greg Zuerlein kicks extra point good,0.000,0.000
3,10:23,,,STL 35,21,23,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,10:23,1,10,WAS 20,21,23,Robert Griffin III pass complete short left to Aldrick Robinson for 28 yards (tackle by Craig Dahl),0.280,2.130
3,10:01,1,10,WAS 48,21,23,Alfred Morris left end for 5 yards (tackle by Kellen Heard),2.130,2.260
3,9:21,2,5,STL 47,21,23,Alfred Morris left tackle for 29 yards (tackle by William Hayes),2.260,4.370
3,8:36,1,10,STL 18,21,23,Alfred Morris left end for 4 yards (tackle by Craig Dahl),4.370,4.430
3,7:58,2,6,STL 14,21,23,Alfred Morris left tackle for 5 yards (tackle by James Laurinaitis and Chris Long),4.430,0.000
3,7:18,,,,21,23,Timeout #1 by Washington Redskins,0.000,4.740
3,7:18,3,1,STL 9,21,23,Robert Griffin III pass complete short right to Fred Davis for 8 yards (tackle by Mario Haggan),4.740,6.970
3,6:33,1,1,STL 1,21,23,"Penalty on Niles Paul: False Start, 5 yards (no play)",6.970,5.830
3,6:13,1,6,STL 6,21,23,Alfred Morris left end for -1 yards (tackle by James Laurinaitis),5.830,4.760
3,5:33,2,7,STL 7,27,23,"Robert Griffin III up the middle for 7 yards, touchdown",4.760,7.000
3,5:33,,,STL 2,28,23,Billy Cundiff kicks extra point good,0.000,0.000
3,5:27,,,WAS 35,28,23,"Billy Cundiff kicks off 73 yards, touchback",0.000,0.280
3,5:27,1,10,STL 20,28,23,Sam Bradford sacked by Stephen Bowen for -7 yards. Penalty on Wayne Hunter: Offensive Holding (Declined),0.280,-1.280
3,5:08,2,17,STL 13,28,23,Sam Bradford pass complete short right to Lance Kendricks for 11 yards (tackle by Dejon Gomes),-1.280,-0.430
3,4:27,3,6,STL 24,28,23,Sam Bradford pass complete short right to Danny Amendola for 17 yards (tackle by Dejon Gomes),-0.430,1.660
3,4:11,1,10,STL 41,28,23,Daryl Richardson right end for 53 yards (tackle by Josh Wilson),1.660,5.830
3,3:31,1,6,WAS 6,28,23,Sam Bradford pass incomplete short middle intended for Steve Smith is intercepted by London Fletcher at WAS--5,5.830,-0.280
3,3:25,1,10,WAS 20,28,23,Alfred Morris right end for 3 yards (tackle by James Laurinaitis),0.280,0.140
3,2:47,2,7,WAS 23,28,23,Robert Griffin III pass complete short right to Niles Paul for 1 yard (tackle by Quintin Mikell),0.140,-0.430
3,2:04,3,6,WAS 24,28,23,Robert Griffin III pass incomplete short right intended for Dezmon Briscoe (defended by Bradley Fletcher),-0.430,-1.770
3,2:04,4,6,WAS 24,28,23,"Saverio Rocca punts, blocked by Matthew Mulligan, recovered by Eugene Sims",-1.770,-3.970
3,1:51,1,10,WAS 24,28,23,Daryl Richardson up the middle for 3 yards (tackle by Dejon Gomes),3.970,3.840
3,1:13,2,7,WAS 21,28,23,Sam Bradford pass complete short right to Danny Amendola for 2 yards (tackle by DeAngelo Hall),3.840,3.410
3,0:29,3,5,WAS 19,28,23,Sam Bradford pass complete short right to Daryl Richardson for 18 yards (tackle by Cedric Griffin),3.410,6.970
Quarter,Time,Down,ToGo,Location,WAS,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,WAS 1,28,29,"Sam Bradford pass complete short middle to Matthew Mulligan for 1 yard, touchdown",6.970,7.000
4,15:00,,,,28,31,"Two Point Attempt: Daryl Richardson up the middle, conversion succeeds",0.000,1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,14:55,,,STL 35,28,31,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,14:55,1,10,WAS 20,28,31,Robert Griffin III pass incomplete,0.280,-0.270
4,14:45,2,10,WAS 20,28,31,Alfred Morris left tackle for 1 yard (tackle by James Laurinaitis),-0.270,-0.820
4,14:06,3,9,WAS 21,28,31,Robert Griffin III pass complete short right to Josh Morgan for 8 yards (tackle by Bradley Fletcher),-0.820,-1.440
4,13:33,4,1,WAS 29,28,31,"Saverio Rocca punts 55 yards, returned by Danny Amendola for 1 yard (tackle by Lorenzo Alexander). Penalty on Lorenzo Alexander: Horse Collar Tackle, 15 yards",-1.440,-1.070
4,13:25,1,10,STL 32,28,31,Daryl Richardson left end for no gain (tackle by Stephen Bowen),1.070,0.530
4,12:50,2,10,STL 32,28,31,Sam Bradford pass incomplete short left intended for Steve Smith (defended by Perry Riley),0.530,0.000
4,12:42,,,,28,31,Timeout #1 by St. Louis Rams,0.000,-0.160
4,12:42,3,10,STL 32,28,31,Sam Bradford pass complete short middle to Danny Amendola for 8 yards (tackle by Richard Crawford),-0.160,-0.720
4,12:05,4,2,STL 40,28,31,"John Hekker punts 44 yards, out of bounds",-0.720,0.140
4,12:00,1,10,WAS 16,28,31,"Penalty on Santana Moss: False Start, 5 yards (no play)",-0.140,-0.540
4,12:00,1,15,WAS 11,28,31,Robert Griffin III pass complete short middle to Josh Morgan for 14 yards (tackle by Quintin Mikell),-0.540,0.690
4,11:29,2,1,WAS 25,28,31,Robert Griffin III right end for 6 yards (tackle by Cortland Finnegan),0.690,1.000
4,10:44,1,10,WAS 31,28,31,Robert Griffin III pass incomplete deep right intended for Aldrick Robinson,1.000,0.460
4,10:34,2,10,WAS 31,28,31,Robert Griffin III up the middle for 14 yards (tackle by Craig Dahl),0.460,1.930
4,9:56,1,10,WAS 45,28,31,Robert Griffin III for 9 yards (tackle by Janoris Jenkins),1.930,2.600
4,9:23,2,1,STL 46,28,31,Evan Royster up the middle for 4 yards (tackle by Chris Long),2.600,2.790
4,8:49,1,10,STL 42,28,31,Alfred Morris right tackle for -4 yards (tackle by Rocky McIntosh),2.790,1.700
4,8:09,2,14,STL 46,28,31,Robert Griffin III pass complete short right to Evan Royster for 2 yards (tackle by Jo-Lonn Dunbar),1.700,1.290
4,7:49,3,12,STL 44,28,31,Robert Griffin III right end for 5 yards (tackle by Cortland Finnegan),1.290,0.660
4,7:13,4,7,STL 39,28,31,"Saverio Rocca punts 28 yards, fair catch by Danny Amendola",0.660,0.370
4,7:07,1,10,STL 11,28,31,Daryl Richardson up the middle for 1 yard (tackle by Perry Riley),-0.370,-0.710
4,6:34,2,9,STL 12,28,31,Daryl Richardson left end for 2 yards (tackle by Perry Riley),-0.710,-1.070
4,5:53,3,7,STL 14,28,31,Daryl Richardson left end for -4 yards (tackle by Cedric Griffin),-1.070,-2.490
4,5:07,4,11,STL 10,28,31,"John Hekker punts 66 yards, returned by Brandon Banks for -3 yards (tackle by Mario Haggan)",-2.490,-0.340
4,4:54,1,10,WAS 21,28,31,Robert Griffin III pass incomplete short left intended for Fred Davis (defended by Janoris Jenkins),0.340,-0.200
4,4:45,2,10,WAS 21,28,31,"Robert Griffin III pass incomplete short middle intended for Fred Davis. Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",-0.200,-1.510
4,4:40,2,20,WAS 11,28,31,Robert Griffin III pass incomplete short middle intended for Evan Royster,-1.510,-2.590
4,4:35,3,20,WAS 11,28,31,Robert Griffin III pass complete short left to Niles Paul for 8 yards (tackle by James Laurinaitis),-2.590,-2.140
4,4:05,4,12,WAS 19,28,31,"Saverio Rocca punts 52 yards, returned by Danny Amendola for no gain",-2.140,-0.870
4,3:54,1,10,STL 29,28,31,Sam Bradford pass complete short right to Matthew Mulligan for 13 yards (tackle by London Fletcher),0.870,1.730
4,3:47,1,10,STL 42,28,31,Daryl Richardson up the middle for 2 yards (tackle by Madieu Williams),1.730,0.000
4,3:40,,,,28,31,Timeout #2 by Washington Redskins,0.000,1.460
4,3:40,2,8,STL 44,28,31,"Penalty on Stephen Bowen: Defensive Offside, 5 yards (no play)",1.460,2.130
4,3:40,2,3,STL 49,28,31,Daryl Richardson right guard for 5 yards (tackle by London Fletcher),2.130,0.000
4,3:33,,,,28,31,Timeout #3 by Washington Redskins,0.000,2.520
4,3:33,1,10,WAS 46,28,31,Daryl Richardson left tackle for 5 yards (tackle by Perry Riley),2.520,2.650
4,2:50,2,5,WAS 41,28,31,"Daryl Richardson right tackle for 2 yards (tackle by London Fletcher). Daryl Richardson fumbles (forced by London Fletcher), recovered by DeAngelo Hall at WAS-37 (tackle by Lance Kendricks)",2.650,-1.400
4,2:40,1,10,WAS 37,28,31,Robert Griffin III pass complete short left to Evan Royster for 5 yards (tackle by Jo-Lonn Dunbar),1.400,1.530
4,2:13,2,5,WAS 42,28,31,Robert Griffin III pass complete short middle to Santana Moss for 9 yards (tackle by James Laurinaitis),1.530,2.320
4,2:00,1,10,STL 49,28,31,Robert Griffin III right end for 11 yards (tackle by Craig Dahl),2.320,3.050
4,1:53,1,10,STL 38,28,31,Robert Griffin III pass incomplete short left intended for Fred Davis,3.050,2.510
4,1:50,2,10,STL 38,28,31,Robert Griffin III pass complete short middle to Santana Moss for 2 yards (tackle by Jo-Lonn Dunbar),2.510,2.080
4,1:27,3,8,STL 36,28,31,"Robert Griffin III pass complete short right to Josh Morgan for 7 yards (tackle by Cortland Finnegan). Penalty on Josh Morgan: Unsportsmanlike Conduct, 15 yards",2.080,0.000
4,1:18,,,,28,31,Timeout #2 by St. Louis Rams,0.000,0.330
4,1:18,4,16,STL 44,28,31,Billy Cundiff 62 yard field goal no good,0.330,-2.390
4,1:13,1,10,WAS 48,28,31,Sam Bradford kneels for -1 yards,2.390,1.710
4,0:35,2,11,WAS 49,28,31,Sam Bradford kneels for -1 yards,1.710,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
