Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,19,134,3,8,66,3.5,68,3.6,2,9.5
Drew Brees,NOR,4,-1,0,1,-1,-0.3,0,0.0,0,
Taysom Hill,NOR,4,28,0,1,11,2.8,17,4.3,0,
Mike Gillislee,NOR,2,6,0,,2,1.0,4,2.0,0,
Dwayne Washington,NOR,2,2,0,,0,0.0,2,1.0,0,
Ted Ginn Jr.,NOR,1,1,0,,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,10,44,1,2,27,2.7,17,1.7,1,10.0
Wayne Gallman,NYG,2,6,0,0,1,0.5,5,2.5,0,
Eli Manning,NYG,2,5,0,0,5,2.5,0,0.0,0,
Odell Beckham Jr.,NYG,1,10,0,1,10,10.0,0,0.0,0,
