Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
1,6:32,2,10,BUF 11,0,7,Derrick Henry left tackle for -4 yards (tackle by Christian Benford),4.140,2.970
1,5:47,3,14,BUF 15,0,7,"Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 13 yards (tackle by Christian Benford) BUF challenged the pass completion ruling, and the play was upheld.",2.970,3.250
1,5:27,4,1,BUF 2,6,7,"Derrick Henry up the middle for 2 yards, touchdown",3.250,7.000
1,5:23,,,BUF 15,7,7,Randy Bullock kicks extra point good,0.000,0.000
1,5:23,,,TEN 35,7,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,5:23,1,10,BUF 25,7,7,Josh Allen pass complete deep left to Stefon Diggs for 16 yards (tackle by Caleb Farley),0.610,1.660
1,4:45,1,10,BUF 41,7,7,James Cook left end for no gain (tackle by Zach Cunningham and Caleb Farley),1.660,1.120
1,4:08,2,10,BUF 41,7,7,Josh Allen pass complete short right to Reggie Gilliam for 6 yards (tackle by Roger McCreary),1.120,1.220
1,3:24,3,4,BUF 47,7,7,"Josh Allen pass incomplete short right intended for Stefon Diggs. Penalty on Tre Avery: Defensive Pass Interference, 13 yards (accepted) (no play)",1.220,2.920
1,3:18,1,10,TEN 40,7,7,Zack Moss right end for no gain (tackle by Roger McCreary),2.920,2.370
1,2:40,2,10,TEN 40,7,7,Josh Allen pass complete short right to Stefon Diggs for 9 yards (tackle by Tre Avery),2.370,2.870
1,2:10,3,1,TEN 31,7,7,Zack Moss up the middle for no gain (tackle by Zach Cunningham),2.870,1.410
1,1:25,4,1,TEN 31,7,7,Josh Allen pass incomplete short right intended for Zack Moss (defended by Zach Cunningham),1.410,-1.000
1,1:18,1,10,TEN 31,7,7,Derrick Henry left guard for 4 yards (tackle by Taron Johnson),1.000,1.000
1,0:41,2,6,TEN 35,7,7,Ryan Tannehill pass incomplete short left intended for Treylon Burks (defended by Dane Jackson),1.000,0.300
1,0:36,3,6,TEN 35,7,7,"Penalty on Jordan Phillips: Encroachment, 5 yards (accepted) (no play)",0.300,0.960
1,0:36,3,1,TEN 40,7,7,Ryan Tannehill up the middle for 2 yards (tackle by DaQuan Jones),0.960,1.730
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 42,7,7,Ryan Tannehill sacked by Tremaine Edmunds for -8 yards,1.730,0.110
2,14:18,2,18,TEN 34,7,7,Hassan Haskins left tackle for 4 yards (tackle by A.J. Epenesa),0.110,-0.030
2,13:34,3,14,TEN 38,7,7,Ryan Tannehill pass complete short middle to Treylon Burks for 16 yards (tackle by Jordan Poyer),-0.030,2.520
2,12:57,1,10,BUF 46,7,7,Derrick Henry left tackle for -1 yards (tackle by Tremaine Edmunds),2.520,1.840
2,12:15,2,11,BUF 47,7,7,"Ryan Tannehill pass complete short left to Robert Woods for no gain. Penalty on Ben Jones: Face Mask (15 Yards), 15 yards (accepted) (no play)",1.840,-0.180
2,11:45,2,26,TEN 38,7,7,Ryan Tannehill pass complete short right to Robert Woods for 4 yards (tackle by Taron Johnson),-0.180,-0.290
2,11:04,3,22,TEN 42,7,7,Ryan Tannehill pass complete short left to Kyle Philips for 5 yards (tackle by Matt Milano),-0.290,-0.260
2,10:23,4,17,TEN 47,7,7,"Penalty on Lonnie Johnson: False Start, 5 yards (accepted) (no play)",-0.260,-0.590
2,10:05,4,22,TEN 42,7,7,"Ryan Stonehouse punts 50 yards, returned by Jamison Crowder for 10 yards (tackle by Dylan Cole)",-0.590,-0.040
2,9:54,1,10,BUF 18,7,7,Josh Allen pass complete deep middle to Isaiah McKenzie for 28 yards (tackle by Kevin Byard),0.040,1.990
2,9:27,1,10,BUF 46,7,7,Josh Allen pass complete short right to Dawson Knox for 9 yards (tackle by Kevin Byard),1.990,2.670
2,9:02,2,1,TEN 45,7,7,"Penalty on Teair Tart: Encroachment, 5 yards (accepted) (no play)",2.670,2.920
2,8:41,1,10,TEN 40,7,7,"Josh Allen pass incomplete deep right intended for Dawson Knox. Penalty on David Long: Illegal Contact, 5 yards (accepted) (no play)",2.920,3.250
2,8:33,1,10,TEN 35,7,7,Devin Singletary right guard for 3 yards (tackle by Naquan Jones and Olasunkanmi Adeniyi),3.250,3.040
2,8:11,2,8,TEN 32,7,7,Josh Allen pass complete short right to Quintin Morris for 6 yards (tackle by Roger McCreary),3.040,3.200
2,7:29,3,1,TEN 26,7,7,Josh Allen pass incomplete short left intended for Jake Kumerow,3.200,1.890
2,7:25,4,1,TEN 26,7,7,"Penalty on Greg Van Roten: False Start, 5 yards (accepted) (no play)",1.890,1.340
2,7:25,4,6,TEN 31,7,10,Tyler Bass 49 yard field goal good,1.340,3.000
2,7:20,,,BUF 35,7,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,7:20,1,10,TEN 25,7,10,Derrick Henry right tackle for 4 yards (tackle by Jordan Phillips),0.610,0.600
2,6:43,2,6,TEN 29,7,10,Derrick Henry left tackle for -4 yards (tackle by Von Miller),0.600,-0.620
2,5:59,3,10,TEN 25,7,10,Ryan Tannehill pass complete short right to Hassan Haskins for no gain (tackle by Kaiir Elam),-0.620,-1.700
2,5:18,4,10,TEN 25,7,10,"Ryan Stonehouse punts 52 yards, fair catch by Jamison Crowder at BUF-23",-1.700,-0.480
2,5:10,1,10,BUF 23,7,10,Devin Singletary left guard for -5 yards (tackle by Teair Tart),0.480,-0.840
2,4:33,2,15,BUF 18,7,10,Josh Allen pass complete short middle to Dawson Knox for 15 yards (tackle by Kevin Byard and David Long),-0.840,1.140
2,3:51,1,10,BUF 33,7,10,Josh Allen pass complete deep left to Jake Kumerow for 39 yards (tackle by Caleb Farley),1.140,3.710
2,3:05,1,10,TEN 28,7,10,Josh Allen pass complete short middle to Stefon Diggs for 15 yards (tackle by Roger McCreary),3.710,4.710
2,2:23,1,10,TEN 13,7,10,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Zach Cunningham),4.710,5.730
2,2:00,2,1,TEN 4,7,10,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Amani Hooker),5.730,5.010
2,1:53,3,1,TEN 4,7,10,"Penalty on Mitch Morse: False Start, 5 yards (accepted) (no play)",5.010,3.880
2,1:53,3,6,TEN 9,7,10,Josh Allen pass complete short right to Dawson Knox for 5 yards (tackle by Lonnie Johnson and Kevin Byard),3.880,3.040
2,1:07,,,,,,Timeout #2 by Buffalo Bills,,
2,1:07,4,1,TEN 4,7,16,"Josh Allen pass complete short right to Stefon Diggs for 4 yards, touchdown",3.040,7.000
2,1:00,,,TEN 15,7,17,Tyler Bass kicks extra point good,0.000,0.000
2,1:00,,,BUF 35,7,17,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,1:00,1,10,TEN 25,7,17,Ryan Tannehill pass incomplete short right intended for Austin Hooper (defended by Von Miller),0.610,0.060
2,0:58,2,10,TEN 25,7,17,Ryan Tannehill pass complete short left to Treylon Burks for 12 yards (tackle by Dane Jackson),0.060,1.400
2,0:45,,,,,,Timeout #3 by Buffalo Bills,,
2,0:45,1,10,TEN 37,7,17,Ryan Tannehill sacked by Gregory Rousseau for -8 yards,1.400,-0.220
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,7,17,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TEN 25,7,17,Ryan Tannehill pass incomplete short right intended for Austin Hooper (defended by Kaiir Elam),0.610,0.060
3,14:53,2,10,TEN 25,7,17,Ryan Tannehill pass complete short left to Robert Woods for 17 yards (tackle by Kaiir Elam),0.060,1.730
3,14:14,1,10,TEN 42,7,17,Derrick Henry left guard for 4 yards (tackle by Micah Hyde and Gregory Rousseau),1.730,1.660
3,13:41,2,7,TEN 46,7,17,Derrick Henry left guard for -1 yards (tackle by Jordan Poyer),1.660,0.890
3,12:58,3,7,TEN 45,7,17,Ryan Tannehill pass incomplete deep right intended for Nick Westbrook-Ikhine,0.890,-0.390
3,12:53,4,7,TEN 45,7,17,"Ryan Stonehouse punts 55 yards, touchback.",-0.390,-0.280
3,12:44,1,10,BUF 20,7,17,"Josh Allen sacked by Denico Autry for -4 yards Penalty on BUF: Illegal Formation, 5 yards (declined)",0.280,-0.940
3,12:26,2,14,BUF 16,7,17,"Josh Allen pass incomplete short middle intended for Stefon Diggs. Penalty on Spencer Brown: Offensive Holding, 10 yards (declined)",-0.940,-1.690
3,12:20,3,14,BUF 16,7,17,"Josh Allen pass incomplete deep right intended for Stefon Diggs. Penalty on Olasunkanmi Adeniyi: Defensive Offside, 5 yards (accepted) (no play)",-1.690,-0.820
3,12:14,3,9,BUF 21,7,17,Josh Allen pass complete short middle to Jamison Crowder for 16 yards (tackle by Kevin Byard),-0.820,1.400
3,11:39,1,10,BUF 37,7,17,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Roger McCreary),1.400,2.070
3,11:06,2,1,BUF 46,7,17,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Roger McCreary),2.070,2.520
3,10:32,1,10,TEN 46,7,17,Josh Allen pass incomplete deep right intended for Reggie Gilliam,2.520,1.980
3,10:26,2,10,TEN 46,7,23,"Josh Allen pass complete deep left to Stefon Diggs for 46 yards, touchdown",1.980,7.000
3,10:18,,,TEN 15,7,24,Tyler Bass kicks extra point good,0.000,0.000
3,10:18,,,BUF 35,7,24,"Tyler Bass kicks off 61 yards, returned by Hassan Haskins for 20 yards (tackle by Damar Hamlin)",0.000,0.540
3,10:14,1,10,TEN 24,7,24,Ryan Tannehill pass incomplete short right intended for Treylon Burks,0.540,0.000
3,10:07,2,10,TEN 24,7,24,Derrick Henry left guard for -1 yards (tackle by Gregory Rousseau),0.000,-0.820
3,9:32,3,11,TEN 23,7,24,Ryan Tannehill pass incomplete deep right intended for Nick Westbrook-Ikhine,-0.820,-1.830
3,9:27,4,11,TEN 23,7,24,"Ryan Stonehouse punts 63 yards, returned by Jamison Crowder for 15 yards (tackle by Joseph Jones). Penalty on Tre Avery: Face Mask (15 Yards), 15 yards (accepted)",-1.830,-1.860
3,9:14,1,10,BUF 44,7,24,Josh Allen pass incomplete short left,1.860,1.320
3,9:10,2,10,BUF 44,7,24,Josh Allen pass complete short left to Isaiah McKenzie for 9 yards (tackle by David Long),1.320,1.820
3,8:37,3,1,TEN 47,7,24,Josh Allen pass incomplete short right intended for Dawson Knox,1.820,0.130
3,8:33,4,1,TEN 47,7,24,"Penalty on BUF: Delay of Game, 5 yards (accepted) (no play)",0.130,-0.190
3,8:33,4,6,BUF 48,7,24,"Sam Martin punts 38 yards, recovered by Tyrel Dodson at TEN-20",-0.190,4.240
3,8:22,1,10,TEN 20,7,24,Josh Allen pass incomplete short left intended for Jamison Crowder (defended by Jeffery Simmons),4.240,3.690
3,8:19,2,10,TEN 20,7,24,Josh Allen pass complete short middle to Devin Singletary for 1 yard (tackle by Zach Cunningham),3.690,3.100
3,7:40,3,9,TEN 19,7,24,Josh Allen pass incomplete short middle intended for Devin Singletary (defended by Denico Autry),3.100,2.180
3,7:36,4,9,TEN 19,7,27,Tyler Bass 37 yard field goal good,2.180,3.000
3,7:32,,,BUF 35,7,27,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,7:32,1,10,TEN 25,7,27,"Penalty on C.J. Brewer: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.610,1.340
3,7:32,1,5,TEN 30,7,27,Derrick Henry up the middle for 3 yards (tackle by Kaiir Elam),1.340,1.140
3,6:53,2,2,TEN 33,7,27,Ryan Tannehill pass deep left (defended by Tremaine Edmunds) intended for Robert Woods is intercepted by Jordan Poyer at BUF-49 and returned for no gain (tackle by Nick Westbrook-Ikhine),1.140,-2.190
3,6:47,1,10,BUF 49,7,27,Zack Moss right tackle for 17 yards (tackle by Amani Hooker),2.190,3.310
3,6:09,1,10,TEN 34,7,27,"Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by Chris Jackson). Penalty on Chris Jackson: Face Mask (15 Yards), 14 yards (accepted)",3.310,4.650
3,5:43,1,10,TEN 14,7,27,Josh Allen pass incomplete short right intended for James Cook,4.650,4.000
3,5:38,2,10,TEN 14,7,33,"Josh Allen pass complete short right to Stefon Diggs for 14 yards, touchdown",4.000,7.000
3,5:34,,,TEN 15,7,34,Tyler Bass kicks extra point good,0.000,0.000
3,5:34,,,BUF 35,7,34,"Tyler Bass kicks off 56 yards, returned by Hassan Haskins for 20 yards (tackle by Taron Johnson and Taiwan Jones)",0.000,0.870
3,5:27,1,10,TEN 29,7,34,Ryan Tannehill pass complete short right to Robert Woods for 12 yards (tackle by Micah Hyde and Kaiir Elam),0.870,1.660
3,4:53,1,10,TEN 41,7,34,Derrick Henry left end for 8 yards (tackle by Brandin Bryant),1.660,2.200
3,4:24,2,2,TEN 49,7,34,"Ryan Tannehill pass complete short left to Derrick Henry for no gain. Penalty on Josh Gordon: Offensive Pass Interference, 10 yards (accepted) (no play)",2.200,0.850
3,3:58,2,12,TEN 39,7,40,"Ryan Tannehill pass short right intended for Nick Westbrook-Ikhine is intercepted by Matt Milano at TEN-43 and returned for 43 yards, touchdown",0.850,-7.000
3,3:49,,,TEN 15,7,41,Tyler Bass kicks extra point good,0.000,0.000
3,3:49,,,BUF 35,7,41,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,3:49,1,10,TEN 25,7,41,Malik Willis pass incomplete short left intended for Austin Hooper,0.610,0.060
3,3:45,2,10,TEN 25,7,41,Malik Willis scrambles left tackle for 8 yards (tackle by C.J. Brewer),0.060,0.430
3,3:03,3,2,TEN 33,7,41,Hassan Haskins right guard for 2 yards (tackle by Shaq Lawson and Matt Milano),0.430,1.270
3,2:17,1,10,TEN 35,7,41,Hassan Haskins up the middle for 3 yards (tackle by Taron Johnson),1.270,1.060
3,1:43,2,8,TEN 38,7,41,Malik Willis pass complete short middle to Robert Woods for 6 yards (tackle by Taron Johnson),1.060,1.220
3,1:06,3,1,TEN 44,7,41,Malik Willis right end for -1 yards (tackle by Matt Milano),1.220,-0.590
3,0:25,4,3,TEN 42,7,41,"Ryan Stonehouse punts 49 yards, returned by Jamison Crowder for no gain (tackle by Joseph Jones). Penalty on Tyrel Dodson: Unnecessary Roughness / Offense, 15 yards (declined) . Penalty on Quintin Morris: Offensive Holding, 4 yards (accepted)",-0.590,0.380
3,0:14,1,10,BUF 4,7,41,Devin Singletary up the middle for 3 yards (tackle by Kevin Strong),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BUF 7,7,41,Case Keenum pass incomplete short left intended for Khalil Shakir,-0.560,-1.070
4,14:56,3,7,BUF 7,7,41,Case Keenum pass incomplete deep right intended for Khalil Shakir,-1.070,-2.490
4,14:51,4,7,BUF 7,7,41,"Sam Martin punts 57 yards, recovered by Tre Avery at TEN-36",-2.490,-1.330
4,14:39,1,10,TEN 36,7,41,"Hassan Haskins left guard for no gain (tackle by Tyrel Dodson and Brandin Bryant). Penalty on Shaq Lawson: Defensive Offside, 5 yards (accepted) (no play)",1.330,2.060
4,14:13,1,5,TEN 41,7,41,Hassan Haskins right end for 5 yards (tackle by Siran Neal),2.060,1.990
4,13:36,1,10,TEN 46,7,41,Hassan Haskins right end for 5 yards (tackle by C.J. Brewer),1.990,2.130
4,12:54,2,5,BUF 49,7,41,Hassan Haskins right guard for 1 yard (tackle by A.J. Epenesa and Boogie Basham),2.130,1.550
4,12:14,3,4,BUF 48,7,41,Malik Willis scrambles right end for 5 yards (tackle by Terrel Bernard),1.550,2.720
4,11:35,1,10,BUF 43,7,41,Malik Willis pass incomplete short middle intended for Josh Gordon,2.720,2.180
4,11:30,2,10,BUF 43,7,41,Hassan Haskins left end for 9 yards (tackle by Jaquan Johnson and Terrel Bernard),2.180,2.680
4,10:54,3,1,BUF 34,7,41,"Malik Willis left end for 4 yards. Malik Willis fumbles, recovered by Boogie Basham at BUF-35 and returned for 1 yard",2.680,-1.330
4,10:44,1,10,BUF 36,7,41,James Cook left tackle for 2 yards (tackle by Naquan Jones),1.330,1.060
4,10:03,2,8,BUF 38,7,41,James Cook right tackle for no gain (tackle by DeMarcus Walker and Dylan Cole),1.060,0.370
4,9:18,3,8,BUF 38,7,41,James Cook left guard for 1 yard (tackle by DeMarcus Walker),0.370,-0.780
4,8:34,4,7,BUF 39,7,41,"Sam Martin punts 50 yards, fair catch by Robert Woods at TEN-11",-0.780,0.370
4,8:27,1,10,TEN 11,7,41,Hassan Haskins right end for 5 yards (tackle by Jaquan Johnson),-0.370,-0.300
4,7:42,2,5,TEN 16,7,41,Hassan Haskins up the middle for 3 yards (tackle by Terrel Bernard and Siran Neal),-0.300,-0.480
4,6:59,3,2,TEN 19,7,41,Malik Willis pass incomplete short right,-0.480,-2.140
4,6:52,4,2,TEN 19,7,41,"Ryan Stonehouse punts 64 yards, returned by Jamison Crowder for 16 yards (tackle by Chigoziem Okonkwo and Joseph Jones)",-2.140,-1.140
4,6:39,1,10,BUF 33,7,41,James Cook left end for 33 yards (tackle by Caleb Farley),1.140,3.310
4,5:54,1,10,TEN 34,7,41,James Cook up the middle for 3 yards (tackle by DeMarcus Walker and Naquan Jones),3.310,3.180
4,5:08,2,7,TEN 31,7,41,James Cook up the middle for 2 yards (tackle by Joshua Kalu),3.180,2.740
4,4:25,3,5,TEN 29,7,41,Case Keenum left tackle for 4 yards (tackle by Roger McCreary),2.740,1.950
4,3:43,4,1,TEN 25,7,41,James Cook right guard for 2 yards (tackle by Tre Avery),1.950,4.040
4,2:59,1,10,TEN 23,7,41,James Cook right end for 5 yards (tackle by Naquan Jones),4.040,4.210
4,2:14,2,5,TEN 18,7,41,James Cook up the middle for 2 yards (tackle by Joshua Kalu and Kevin Strong),4.210,3.850
4,2:00,3,3,TEN 16,7,41,James Cook right guard for 3 yards (tackle by DeMarcus Walker),3.850,4.710
4,1:15,1,10,TEN 13,7,41,Case Keenum kneels for -1 yards,4.710,3.900
4,0:32,2,11,TEN 14,7,41,Case Keenum kneels for -1 yards,3.900,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
