Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,13,25,1,1,4,0.3,21,1.6,0,
Hassan Haskins,TEN,9,37,0,2,13,1.4,24,2.7,0,
Malik Willis,TEN,4,16,0,1,12,3.0,4,1.0,0,
Ryan Tannehill,TEN,1,2,0,1,0,0.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Cook,BUF,11,53,0,3,8,0.7,45,4.1,0,
Devin Singletary,BUF,6,19,0,1,11,1.8,8,1.3,1,6.0
Case Keenum,BUF,3,2,0,,2,0.7,0,0.0,0,
Zack Moss,BUF,3,17,0,1,3,1.0,14,4.7,0,
Josh Allen,BUF,1,10,0,1,3,3.0,7,7.0,0,
